subject_id,task,data.aligned_text,data.number_views,data.consensus_score,data.consensus_text,dam_effect_fish,dam_outlet,URL_front,URL_back,column_name
63264768,T27,"[['--', '--']]",2,2,--,no,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kent_Black_SUMM_20191125115431228_0001.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kent_Black_SUMM_20191125115431228_0002.jpg,Dam effect on fish movements
63264777,T25,"[['no', 'no', 'no']]",3,3,no,,no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kent_Frant_SUMM_005.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kent_Frant_SUMM_006.jpg,Dam in outlet
63264778,T25,"[['no', 'no', 'no']]",3,3,no,,no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kent_Frant_SUMM_20191125120204234_0001.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kent_Frant_SUMM_20191125120204234_0002.jpg,Dam in outlet
63264778,T27,"[['Fish', 'fish', 'Fish'], ['can', 'can', 'can'], ['easily', 'easily', 'easily'], ['move', 'move', 'move'], ['between', 'between', 'between'], ['these', 'these', 'these'], ['two', 'two', 'two'], ['lakes.', 'lakes', 'lakes.']]",3,2.75,fish can easily move between these two lakes.,no,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kent_Frant_SUMM_20191125120204234_0001.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kent_Frant_SUMM_20191125120204234_0002.jpg,Dam effect on fish movements
63264779,T25,"[['---', '---']]",2,2,---,,no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kent_Deer_SUMM_003.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kent_Deer_SUMM_004.jpg,Dam in outlet
63264780,T25,"[['None', 'None', 'None'], ['at', 'at', 'at'], ['present', 'present', 'present'], ['-', '-', '-'], ['blown', 'blown', 'blown'], ['out', 'out', 'out']]",3,3,none at present - blown out,,no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kent_LittleLincoln_SUMM_20191125120304851_0001.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kent_LittleLincoln_SUMM_20191125120304851_0002.jpg,Dam in outlet
63264781,T25,"[['no', 'no', 'no']]",3,3,no,,no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kent_LincolnLittle_SUMM_008.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kent_LincolnLittle_SUMM_009.jpg,Dam in outlet
63264783,T25,"[['None', 'None', 'None', 'None'], ['at', 'at', 'at', 'at'], ['present', 'present', 'present', 'present'], ['', '-', '-', '-'], ['', 'blown', 'blown', 'blown'], ['', 'out', 'out', 'out']]",4,3.5,none at present - blown out,,no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kent_LincolnLittle_SUMM_006.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kent_LincolnLittle_SUMM_007.jpg,Dam in outlet
63264785,T25,"[['no', 'no', 'no']]",3,3,no,,no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kent_LittleLincoln_SUMM_20191125120323308_0001.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kent_LittleLincoln_SUMM_20191125120323308_0002.jpg,Dam in outlet
63264787,T25,"[['No', 'No', 'No']]",3,3,no,,no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kent_Mead_SUMM_005.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kent_Mead_SUMM_006.jpg,Dam in outlet
63264789,T25,"[['No', 'No', 'No']]",3,3,no,,no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kent_Murray_SUMM_026.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kent_Murray_SUMM_027.jpg,Dam in outlet
63264793,T25,"[['No.', 'No.', 'No', 'No.']]",4,3,no.,,no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kent_PineIslandLittle_SUMM_009.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kent_PineIslandLittle_SUMM_010.jpg,Dam in outlet
63264794,T25,"[['No', 'no', 'No']]",3,2,no,,no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kent_Spring_SUMM_014.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kent_Spring_SUMM_015.jpg,Dam in outlet
63264796,T25,"[['No', 'No', 'No', 'No']]",4,4,no,,no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kent_Scotch_SUMM_002.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kent_Scotch_SUMM_003.jpg,Dam in outlet
63264798,T25,"[['no', 'no', 'no']]",3,3,no,,no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kent_Scally_SUMM_016.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kent_Scally_SUMM_017.jpg,Dam in outlet
63264799,T25,"[['No', 'No', 'no']]",3,2,no,,no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kent_Scram_SUMM_009.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kent_Scram_SUMM_010.jpg,Dam in outlet
63264801,T25,"[['No', 'No', 'No']]",3,3,no,,no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kent_Silver_SUMM_017.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kent_Silver_SUMM_018.jpg,Dam in outlet
63264802,T25,"[['None', 'None', 'None']]",3,3,none,,no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kent_WabasisBig_SUMM_019.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kent_WabasisBig_SUMM_020.jpg,Dam in outlet
63264803,T25,"[['No', 'No', 'No']]",3,3,no,,no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kent_Ziegenfuss_SUMM_004.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kent_Ziegenfuss_SUMM_005.jpg,Dam in outlet
63264804,T25,"[['No', 'No', 'No']]",3,3,no,,no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Keweenaw_Bailey_SUMM_005.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Keweenaw_Bailey_SUMM_006.jpg,Dam in outlet
63264806,T25,"[['Cascades', 'Cascades', 'Cascades', 'Cascades'], ['and', 'and', 'and', 'and'], ['rapids', 'rapids', 'rapids', 'rapids']]",4,4,cascades and rapids,,yes,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Keweenaw_FannyHooe_SUMM_024.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Keweenaw_FannyHooe_SUMM_025.jpg,Dam in outlet
63264807,T25,"[['None', 'None', 'none']]",3,2,none,,no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Keweenaw_Glazon_SUMM_005.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Keweenaw_Glazon_SUMM_006.jpg,Dam in outlet
63264808,T25,"[['Beaver', 'Beaver', 'Beaver', 'Beaver'], ['dam;', 'dam;', 'dam;', 'dam;'], ['non-functional', 'non-functional', 'non-functional', 'non-functional'], ['earth', 'earth', 'earth', 'earth'], ['dam', 'dam', 'dam', 'dam.']]",4,3.8,beaver dam; non-functional earth dam,,yes,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Keweenaw_Eliza_SUMM_009.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Keweenaw_Eliza_SUMM_010.jpg,Dam in outlet
63264808,T27,"[['None,', 'None,', 'None,', 'None,'], ['probably', 'probably', 'probably', 'probably']]",4,4,"none, probably",no,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Keweenaw_Eliza_SUMM_009.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Keweenaw_Eliza_SUMM_010.jpg,Dam effect on fish movements
63264809,T25,"[['None', 'None', 'None', 'None']]",4,4,none,,no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Keweenaw_Central_SUMM_005.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Keweenaw_Central_SUMM_006.jpg,Dam in outlet
63264810,T25,"[['No', 'No', 'no']]",3,2,no,,no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Keweenaw_Gratiot_SUMM_020.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Keweenaw_Gratiot_SUMM_021.jpg,Dam in outlet
63264811,T25,"[['none', 'none', 'none']]",3,3,none,,no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Keweenaw_LacLaBelle_SUMM_009.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Keweenaw_LacLaBelle_SUMM_010.jpg,Dam in outlet
63264812,T25,"[['not', 'not', 'not', 'not'], ['effective', 'effective', 'effective', 'effective'], ['at', 'at', 'at', 'at'], ['present', 'present', 'present', 'present']]",4,4,not effective at present,,no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Keweenaw_Manganese_SUMM_044.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Keweenaw_Manganese_SUMM_045.jpg,Dam in outlet
63264814,T25,"[['Not', 'not', 'not', 'not'], ['effective', 'effective', 'effective', 'effective'], ['at', 'at', 'at', 'at'], ['present', 'present', 'present', 'present']]",4,3.75,not effective at present,,no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Keweenaw_Manganese_SUMM_20191125121024910_0001.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Keweenaw_Manganese_SUMM_20191125121024910_0002.jpg,Dam in outlet
63264817,T25,"[['no', 'no', 'no']]",3,3,no,,no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lake_BassLittle_SUMM_067.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lake_BassLittle_SUMM_068.jpg,Dam in outlet
63264819,T25,"[['screen', 'screen', 'screen', 'screen']]",4,4,screen,,yes,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lake_BassBig_SUMM_013.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lake_BassBig_SUMM_014.jpg,Dam in outlet
63264819,T27,"[['to', 'to', 'to', 'to'], ['keep', 'keep', 'keep', 'keep'], ['n.', 'n.', 'N.', 'n.'], ['pike', 'pike', 'Pike', 'pike'], ['from', 'from', 'from', 'from'], ['going', 'going', 'going', 'going'], ['into', 'into', 'into', 'into'], ['swamp', 'swamp', 'swamp', 'swamp']]",4,3.75,to keep n. pike from going into swamp,yes,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lake_BassBig_SUMM_013.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lake_BassBig_SUMM_014.jpg,Dam effect on fish movements
63264820,T25,"[['Yes', 'Yes', 'Yes', 'yes']]",4,3,yes,,yes,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Keweenaw_Medora_SUMM_030.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Keweenaw_Medora_SUMM_031.jpg,Dam in outlet
63264820,T27,"[['blocks', 'blocks', 'blocks', 'blocks'], ['fish', 'fish', 'fish', 'fish'], ['movement', 'movement', 'movement', 'movement'], ['upward', 'upwards', 'upward', 'upward']]",4,3.75,blocks fish movement upward,yes,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Keweenaw_Medora_SUMM_030.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Keweenaw_Medora_SUMM_031.jpg,Dam effect on fish movements
63264828,T25,"[['no', 'no', 'no']]",3,3,no,,no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lake_Cool_SUMM_007.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lake_Cool_SUMM_008.jpg,Dam in outlet
63264833,T25,"[['No', 'No', 'No', 'No']]",4,4,no,,no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lake_Leverentz_SUMM_001.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lake_Leverentz_SUMM_002.jpg,Dam in outlet
63264840,T25,"[['Yes', 'Yes', 'Yes', 'Yes']]",4,4,yes,,yes,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lake_Olga_SUMM_006.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lake_Olga_SUMM_007.jpg,Dam in outlet
63264840,T27,"[['Stops', 'Stops', 'Stops', 'Stops'], ['all', 'all', 'all', 'all'], ['upstream', 'upstream', 'upstream', 'upstream'], ['movement', 'movement', 'movement', 'movement']]",4,4,stops all upstream movement,yes,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lake_Olga_SUMM_006.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lake_Olga_SUMM_007.jpg,Dam effect on fish movements
63264841,T25,"[['None', 'None', 'None', 'None']]",4,4,none,,no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lake_Orchard_SUMM_005.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lake_Orchard_SUMM_006.jpg,Dam in outlet
63264842,T25,"[['No', 'none', 'No']]",3,2,no,,no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lake_North_SUMM_007.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lake_North_SUMM_008.jpg,Dam in outlet
63264844,T25,"[['no', 'no', 'no']]",3,3,no,,no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lake_Orchard_SUMM_007.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lake_Orchard_SUMM_008.jpg,Dam in outlet
63264850,T25,"[['no', 'no', 'no']]",3,3,no,,no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lake_SaubleNo1_SUMM_013.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lake_SaubleNo1_SUMM_014.jpg,Dam in outlet
63264851,T25,"[['no', 'mo', 'no', 'no']]",4,3,no,,no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lake_SaubleNo2_SUMM_003.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lake_SaubleNo2_SUMM_004.jpg,Dam in outlet
63264853,T25,"[['no', 'No', 'no', 'no']]",4,3,no,,no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lake_SaubleNo3_SUMM_003.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lake_SaubleNo3_SUMM_004.jpg,Dam in outlet
63264858,T25,"[['None.', 'None', 'None.', 'None.']]",4,3,none.,,no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lake_Switzer_SUMM_009.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lake_Switzer_SUMM_010.jpg,Dam in outlet
63264861,T25,"[['Yes', 'Yes', 'Yes', 'Yes'], ['(continued)', '(continued)', '(continued)', ''], ['', '', 'There', 'There'], ['', '', 'is', 'is'], ['', '', 'a', 'a'], ['', '', 'sand', 'sand'], ['', '', 'dam', 'dam'], ['', '', 'about', 'about'], ['', '', '3', '3'], ['', '', 'ft.', 'ft.'], ['', '', 'high', 'high'], ['', '', 'in', 'in'], ['', '', 'outlet', 'outlet'], ['', '', 'now.', 'now.'], ['', '', 'This', 'This'], ['', '', 'dam', 'dam'], ['', '', 'washed', 'washed'], ['', '', 'out', 'out'], ['', '', 'this', 'this'], ['', '', 'last', 'last'], ['', '', 'spring', 'spring.'], ['', '', '(1952)', '(1952)']]",4,2.090909091,yes (continued) there is a sand dam about 3 ft. high in outlet now. this dam washed out this last spring (1952),,yes,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lake_Switzer_SUMM_011.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lake_Switzer_SUMM_012.jpg,Dam in outlet
63264861,T27,"[['None', 'None', 'None', 'None'], ['at', 'at', 'at', 'at'], ['present', 'present', 'present', 'present'], ['.', '-', '-', '-'], ['dam', 'dam', 'dam', 'dam'], ['broken', 'broken', 'broken', 'broken'], ['through.', 'through', 'through', 'through.']]",4,3.571428571,none at present - dam broken through.,no,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lake_Switzer_SUMM_011.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lake_Switzer_SUMM_012.jpg,Dam effect on fish movements
63264862,T25,"[['No', 'No', 'No']]",3,3,no,,no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lapeer_Cedar_SUMM_013.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lapeer_Cedar_SUMM_014.jpg,Dam in outlet
63264863,T25,"[['Yes', 'Yes', 'yes', 'Yes-'], ['-', '-', '-', ''], ['earth', 'earth', 'earth', 'earth'], ['fill', 'fill', 'fill', 'fill']]",4,3.25,yes - earth fill,,yes,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lapeer_Bass8N_10E_S6_SUMM_007.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lapeer_Bass8N_10E_S6_SUMM_008.jpg,Dam in outlet
63264863,T27,"[['Not', 'Not', 'Not', 'Not'], ['passable', 'passable', 'passable', 'passable.']]",4,3.5,not passable,yes,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lapeer_Bass8N_10E_S6_SUMM_007.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lapeer_Bass8N_10E_S6_SUMM_008.jpg,Dam effect on fish movements
63264865,T25,"[['yes', 'Yes', 'Yes', 'Yes'], ['-', '-', '-', '-'], ['raised', 'raised', 'raised', 'raised'], ['roadway', 'roadway', 'roadway', 'roadway'], ['with', 'with', 'with', 'with'], ['14""', '14""', '14', '14""'], ['', '', 'inch', ''], ['culvert', 'culvert', 'culvert', 'culvert']]",4,3.375,"yes - raised roadway with 14"" inch culvert",,yes,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lapeer_Algoe_SUMM_015.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lapeer_Algoe_SUMM_016.jpg,Dam in outlet
63264865,T27,"[['Passable', 'Passable', 'Passable', 'Passable'], ['only', 'only', 'only', 'only'], ['with', 'with', 'with', 'with'], ['high', 'high', 'high', 'high'], ['water', 'water.', 'water.', 'water']]",4,3.6,passable only with high water,yes,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lapeer_Algoe_SUMM_015.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lapeer_Algoe_SUMM_016.jpg,Dam effect on fish movements
63264868,T25,"[['No', 'No', 'No']]",3,3,no,,no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lapeer_Dipper_SUMM_005.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lapeer_Dipper_SUMM_006.jpg,Dam in outlet
63264869,T25,"[['No', 'No', 'no']]",3,2,no,,no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lapeer_Davie_SUMM_005.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lapeer_Davie_SUMM_006.jpg,Dam in outlet
63264871,T25,"[['yes', 'Yes', 'Yes', 'Yes']]",4,3,yes,,yes,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lapeer_Elk7N_11E_S10_SUMM_004.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lapeer_Elk7N_11E_S10_SUMM_005.jpg,Dam in outlet
63264871,T27,"[['Some', 'Some', 'Some', 'Some'], ['pike', 'pike', 'pike', 'pike'], ['go', 'go', 'go', 'go'], ['over', 'over', 'over', 'over'], ['on', 'on', 'on', 'on'], ['spawning', 'spawning', 'spawning', 'spawning'], ['run', 'run', 'run', 'run'], ['&', '&', '&', 'and'], ['unable', 'unable', 'unable', 'unable'], ['to', 'to', 'to', 'to'], ['return.', 'return', 'return.', 'return.']]",4,3.818181818,some pike go over on spawning run & unable to return.,yes,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lapeer_Elk7N_11E_S10_SUMM_004.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lapeer_Elk7N_11E_S10_SUMM_005.jpg,Dam effect on fish movements
63264872,T25,"[['Yes', 'Yes', 'Yes', 'yes']]",4,3,yes,,yes,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lapeer_Hemingway9N_9E_S9_SUMM_004.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lapeer_Hemingway9N_9E_S9_SUMM_005.jpg,Dam in outlet
63264872,T27,"[['Restricts', 'Restricts', 'Restricts', 'restricts'], ['except', 'except', 'except', 'except'], ['in', 'in', 'in', 'in'], ['very', 'very', 'very', 'very'], ['high', 'high', 'high', 'high'], ['water', 'water', 'water', 'water']]",4,3.833333333,restricts except in very high water,yes,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lapeer_Hemingway9N_9E_S9_SUMM_004.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lapeer_Hemingway9N_9E_S9_SUMM_005.jpg,Dam effect on fish movements
63264874,T25,"[['No', 'No', 'No']]",3,3,no,,no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lapeer_Horton_SUMM_002.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lapeer_Horton_SUMM_003.jpg,Dam in outlet
63264875,T25,"[['Yes', 'Yes', 'Yes', 'Yes']]",4,4,yes,,yes,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lapeer_McDonald_SUMM_009.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lapeer_McDonald_SUMM_010.jpg,Dam in outlet
63264875,T27,"[['Restricts', 'Restricts', 'Restricts', 'Restricts'], ['migration', 'Migration', 'migration', 'migration']]",4,3.5,restricts migration,yes,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lapeer_McDonald_SUMM_009.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lapeer_McDonald_SUMM_010.jpg,Dam effect on fish movements
63264876,T25,"[['No', 'No', 'No']]",3,3,no,,no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lapeer_Martin_SUMM_005.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lapeer_Martin_SUMM_006.jpg,Dam in outlet
63264878,T25,"[['Yes', 'Yes', 'Yes', ''], ['-', '-', '-', ''], ['old', 'old', 'old', 'Old'], ['beaver', 'beaver', 'beaver', 'Beaver'], ['dam', 'dam', 'dam', 'Dam']]",4,3,yes - old beaver dam,,yes,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lapeer_Indian_SUMM_012.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lapeer_Indian_SUMM_013.jpg,Dam in outlet
63264879,T25,"[['Permanent', 'Permanent', 'Permanent', 'Permanent'], ['culverts', 'culverts', 'culverts', 'culverts'], ['at', 'at', 'at', 'at'], ['established', 'establised', 'established', 'established'], ['levels', 'level', 'level', 'level']]",4,3.6,permanent culverts at established level,,yes,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lapeer_Nepessing_SUMM_001_A.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lapeer_Nepessing_SUMM_001_B.jpg,Dam in outlet
63264879,T27,"[['Restricted', 'Restricted', 'Restricted', 'Restricted'], ['by', 'by', 'by', 'by'], ['barrier', 'barrier', 'barrier', 'barrier'], ['grating', 'grating', 'grating', 'grating'], ['in', 'in', 'in', 'in'], ['effort', 'effort', 'effort', 'effort'], ['to', 'to', 'to', 'to'], ['prevent', 'prevent', 'prevent', 'prevent'], ['carp', 'carp', 'carp', 'carp'], ['from', '', 'from', 'form'], ['entering.', 'entering', 'entering.', 'entering.']]",4,3.727272727,restricted by barrier grating in effort to prevent carp from entering.,yes,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lapeer_Nepessing_SUMM_001_A.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lapeer_Nepessing_SUMM_001_B.jpg,Dam effect on fish movements
63264880,T25,"[['Permanent', 'Permanent', 'Permanent', 'Permanent'], ['culverts', 'culvers', 'culverts', 'culverts'], ['at', 'at', 'at', 'at'], ['established', 'established', 'established', 'established'], ['level', 'level', 'level', 'level']]",4,3.8,permanent culverts at established level,,yes,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lapeer_NepessingLake_SUMM_028.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Lapeer_NepessingLake_SUMM_029.jpg,Dam in outlet
