subject_id,review,review2,review3,review4,column_name,month1,month2,month3,month4,date,front,back,Comments
58688092,2,1,1,NA,end_date_year,1944,1988,Same as Begin Date (Year),NA,1944,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Washtenaw_LongLake_SUMM_20200225132549240_0003.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Washtenaw_LongLake_SUMM_20200225132549240_0004.jpg,
59070443,2,1,NA,NA,begin_date_month,April,May,NA,NA,April,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/single/ALCONA_HUBBARD_SUMM_0004.jpeg,,"*Page 2 URL is missing so survey date is not available. Based on recording date, the month is April"
59070444,1,2,NA,NA,begin_date_year,1925,1926,NA,NA,1926,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/single/ALCONA_HUBBARD_SUMM_0003.jpeg,,*That is the only year on the card. It is manually written
59070453,2,1,NA,NA,begin_date_year,1927,1924,NA,NA,1927,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/single/Kalkaska_Bear_SUMM_024.jpg,,"*Page 2 URL is missing so survey date is not available. Based on recording date, the year is 1927"
59070455,1,2,NA,NA,begin_date_year,1950,1930,NA,NA,1930,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/single/Kalkaska_BlackMiddle_SUMM_002.jpg,,"*Page 2 URL is missing so survey date is not available. Based on recording date, the yaer is 1930"
59070492,1,2,NA,NA,begin_date_day,14,16,NA,NA,16,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/single/Kalkaska_SelkirkNorth_SUMM_003.jpg,,"*Page 2 URL is missing so survey date is not available. Based on recording date, the day is 16th"
59070499,2,2,NA,NA,begin_date_year,1980,1930,NA,NA,1930,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/single/Kalkaska_TwinLittle28N_5-6W_S-many_SUMM_006.jpg,,*Year based on date of entry and because it is hand written most likely 1930
59070565,1,1,NA,NA,end_date_year,1943,1942,NA,NA,1943,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/b_first/Otsego_Round_SUMM_16.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/b_first/Otsego_Round_SUMM_15.jpeg,
59070565,1,1,NA,NA,end_date_month,August,July,NA,NA,August,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/b_first/Otsego_Round_SUMM_16.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/b_first/Otsego_Round_SUMM_15.jpeg,
59070565,1,1,NA,NA,end_date_day,26,23,NA,NA,26,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/b_first/Otsego_Round_SUMM_16.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/b_first/Otsego_Round_SUMM_15.jpeg,
59070577,2,1,NA,NA,end_date_month,July,June,NA,NA,July,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALCONA_CEDAR_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALCONA_CEDAR_SUMM_0001_2.jpeg,
59070577,2,1,NA,NA,end_date_day,11,29,NA,NA,11,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALCONA_CEDAR_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALCONA_CEDAR_SUMM_0001_2.jpeg,
59070581,2,1,1,NA,begin_date_day,24,27,29,NA,24,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALCONA_DEER_SUMM_0003_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALCONA_DEER_SUMM_0003_2.jpeg,
59070605,1,1,NA,NA,end_date_day,7,21,NA,NA,21,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_COUNCIL_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_COUNCIL_SUMM_0001_2.jpeg,
59070611,2,1,1,NA,end_date_month,June,Same as Begin Date (Month),July,NA,June,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_DUNKLEYS_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_DUNKLEYS_SUMM_0001_2.jpeg,
59070626,1,1,NA,NA,end_date_day,25,14,NA,NA,14,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_HIKE_SUMM_0002_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_HIKE_SUMM_0002_2.jpeg,
59070663,1,2,NA,NA,end_date_month,August,June,NA,NA,August,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_REDJACK_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_REDJACK_SUMM_0001_2.jpeg,
59070663,1,2,NA,NA,end_date_day,3,7,NA,NA,3,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_REDJACK_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_REDJACK_SUMM_0001_2.jpeg,
59070675,1,2,1,NA,end_date_month,Same as Begin Date (Month),August,March,NA,August,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_SHOESOUTH_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_SHOESOUTH_SUMM_0001_2.jpeg,
59070684,2,1,1,NA,end_date_year,1939,Same as Begin Date (Year),1959,NA,1939,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_TEMPLE_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_TEMPLE_SUMM_0001_2.jpeg,
59070713,2,1,NA,NA,begin_date_month,August,March,NA,NA,August,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALPENA_SEVENMILE_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALPENA_SEVENMILE_SUMM_0001_2.jpeg,
59070713,2,1,NA,NA,begin_date_day,3,10,NA,NA,3,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALPENA_SEVENMILE_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALPENA_SEVENMILE_SUMM_0001_2.jpeg,
59070714,2,1,NA,NA,begin_date_month,January,June,NA,NA,January,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ANTRIM_BASS_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ANTRIM_BASS_SUMM_0001_2.jpeg,
59070714,2,1,NA,NA,begin_date_day,28,25,NA,NA,28,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ANTRIM_BASS_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ANTRIM_BASS_SUMM_0001_2.jpeg,
59070731,1,1,NA,NA,begin_date_day,10,12,NA,NA,12,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ANTRIM_STCLAIR_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ANTRIM_STCLAIR_SUMM_0001_2.jpeg,
59070752,2,1,NA,NA,end_date_day,26,28,NA,NA,28,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/BARAGA_FENCE_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/BARAGA_FENCE_SUMM_0001_2.jpeg,
59070835,1,1,NA,NA,begin_date_day,5,6,NA,NA,5,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/BENZIE_SHORTER_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/BENZIE_SHORTER_SUMM_0001_2.jpeg,"*Date of Survey says 5/1957. Based on other dates on the card, I have picked 5th as the day."
59070852,2,1,NA,NA,begin_date_year,1941,1860,NA,NA,1941,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/BRANCH_GOODRICH_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/BRANCH_GOODRICH_SUMM_0001_2.jpeg,
59070856,1,2,NA,NA,end_date_day,18,19,NA,NA,19,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/BRANCH_LONGT7SR6W_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/BRANCH_LONGT7SR6W_SUMM_0001_2.jpeg,
59070857,2,1,NA,NA,begin_date_year,1938,1908,NA,NA,1938,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/BRANCH_RANDALL_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/BRANCH_RANDALL_SUMM_0001_2.jpeg,
59070891,2,1,1,NA,end_date_month,August,July,Same as Begin Date (Month),NA,August,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Kalkaska_Rainbow_SUMM_018.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Kalkaska_Rainbow_SUMM_019.jpg,
59070891,2,1,1,NA,end_date_day,19,21,Same as Begin Date (Day),NA,19,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Kalkaska_Rainbow_SUMM_018.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Kalkaska_Rainbow_SUMM_019.jpg,
59070899,1,2,NA,NA,begin_date_month,October,August,NA,NA,August,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Kalkaska_TwinLittle28N_5-6W_S-many_SUMM_015.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Kalkaska_TwinLittle28N_5-6W_S-many_SUMM_016.jpg,
59070899,1,2,NA,NA,begin_date_day,23,11,NA,NA,11,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Kalkaska_TwinLittle28N_5-6W_S-many_SUMM_015.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Kalkaska_TwinLittle28N_5-6W_S-many_SUMM_016.jpg,
59070952,1,2,1,NA,end_date_month,Same as Begin Date (Month),September,July,NA,September,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Lake_Olga_SUMM_006.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Lake_Olga_SUMM_007.jpg,
59070964,1,1,NA,NA,end_date_day,15,14,NA,NA,15,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Lake_Spruce_SUMM_007.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Lake_Spruce_SUMM_008.jpg,
59070983,2,2,NA,NA,begin_date_year,1964,1961,NA,NA,1961,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Leelanau_Gilbert_SUMM_003.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Leelanau_Gilbert_SUMM_004.jpg,
59070988,1,2,NA,NA,end_date_day,4,15,NA,NA,15,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Leelanau_LeelanauLake)_SUMM_047.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Leelanau_LeelanauLake)_SUMM_048.jpg,
59070999,1,2,NA,NA,end_date_year,1918,1948,NA,NA,1948,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Lenawee_Evans_SUMM_007.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Lenawee_Evans_SUMM_008.jpg,
59071001,2,1,NA,NA,end_date_month,September,June,NA,NA,September,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Lenawee_Adrian_SUMM_008.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Lenawee_Adrian_SUMM_009.jpg,
59071001,2,1,NA,NA,end_date_day,9,18,NA,NA,9,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Lenawee_Adrian_SUMM_008.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Lenawee_Adrian_SUMM_009.jpg,
59071018,1,2,1,NA,end_date_month,Same as Begin Date (Month),September,August,NA,September,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Livingston_PortageBig_SUMM_067.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Livingston_PortageBig_SUMM_068.jpg,
59071021,2,1,NA,NA,end_date_day,24,23,NA,NA,24,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Livingston_Wildwing_SUMM_005.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Livingston_Wildwing_SUMM_006.jpg,
59071031,2,2,NA,NA,end_date_day,6,30,NA,NA,6,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Luce_BelleII_SUMM_007.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Luce_BelleII_SUMM_008.jpg,
59071057,1,2,NA,NA,end_date_year,1948,1960,NA,NA,1960,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Luce_Long49N_11W_S34_SUMM_014.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Luce_Long49N_11W_S34_SUMM_015.jpg,
59071113,1,2,NA,NA,end_date_day,26,22,NA,NA,22,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Marquette_Bass45N_25W_S36_SUMM_004.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Marquette_Bass45N_25W_S36_SUMM_005.jpg,
59071114,2,1,1,NA,end_date_month,Same as Begin Date (Month),June,August,NA,August,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Marquette_Bear_SUMM_003.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Marquette_Bear_SUMM_004.jpg,
59071161,1,2,NA,NA,begin_date_day,1,31,NA,NA,31,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Marquette_HawkinsPond_SUMM_005.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Marquette_HawkinsPond_SUMM_006.jpg,
59071173,1,2,NA,NA,begin_date_year,1946,1948,NA,NA,1948,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Marquette_Legion_SUMM_003.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Marquette_Legion_SUMM_004.jpg,
59071203,1,2,NA,NA,begin_date_day,3,1,NA,NA,1,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Marquette_ShagLittle_SUMM_006.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Marquette_ShagLittle_SUMM_007.jpg,
59071240,1,2,1,NA,end_date_year,1948,Same as Begin Date (Year),1949,NA,1949,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Mecosta_Brady_SUMM_007.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Mecosta_Brady_SUMM_008.jpg,
59071242,1,2,NA,NA,end_date_day,24,20,NA,NA,24,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Mecosta_Brockway_SUMM_010.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Mecosta_Brockway_SUMM_011.jpg,
59071265,1,2,NA,NA,end_date_month,August,September,NA,NA,September,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Mecosta_RogersPond_SUMM_009.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Mecosta_RogersPond_SUMM_010.jpg,
59071269,1,1,NA,NA,begin_date_month,August,September,NA,NA,September,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Mecosta_Twenty-eight(Lake)_SUMM_007.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Mecosta_Twenty-eight(Lake)_SUMM_008.jpg,
59071269,1,1,NA,NA,begin_date_day,11,8,NA,NA,8,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Mecosta_Twenty-eight(Lake)_SUMM_007.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Mecosta_Twenty-eight(Lake)_SUMM_008.jpg,
59071276,2,1,NA,NA,begin_date_year,1961,1861,NA,NA,1961,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Missaukee_Crooked21N_6W_S11_SUMM_006.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Missaukee_Crooked21N_6W_S11_SUMM_007.jpg,
59071277,2,1,NA,NA,end_date_day,3,31,NA,NA,3,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Midland_Sanford_SUMM_026.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Midland_Sanford_SUMM_027.jpg,
59071279,2,1,1,NA,end_date_year,Same as Begin Date (Year),1952,1962,NA,1962,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Menominee_Westman_SUMM_005.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Menominee_Westman_SUMM_006.jpg,
59071283,2,1,NA,NA,begin_date_year,1943,1942,NA,NA,1943,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/MONTMORENCY_AVERY_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/MONTMORENCY_AVERY_SUMM_0001_2.jpeg,
59071283,2,1,NA,NA,end_date_year,1943,1942,NA,NA,1943,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/MONTMORENCY_AVERY_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/MONTMORENCY_AVERY_SUMM_0001_2.jpeg,
59071283,2,1,NA,NA,end_date_day,11,9,NA,NA,11,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/MONTMORENCY_AVERY_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/MONTMORENCY_AVERY_SUMM_0001_2.jpeg,
59071285,1,2,NA,NA,end_date_day,13,14,NA,NA,14,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/MONTMORENCY_DOUBLES_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/MONTMORENCY_DOUBLES_SUMM_0001_2.jpeg,
59071304,1,2,NA,NA,end_date_month,December,August,NA,NA,August,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/MONTMORENCY_SCHOOLHOUSE_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/MONTMORENCY_SCHOOLHOUSE_SUMM_0001_2.jpeg,
59071304,1,2,NA,NA,begin_date_day,18,16,NA,NA,16,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/MONTMORENCY_SCHOOLHOUSE_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/MONTMORENCY_SCHOOLHOUSE_SUMM_0001_2.jpeg,
59071304,1,2,NA,NA,end_date_day,21,18,NA,NA,18,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/MONTMORENCY_SCHOOLHOUSE_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/MONTMORENCY_SCHOOLHOUSE_SUMM_0001_2.jpeg,
59071317,1,1,1,NA,end_date_month,April,June,Same as Begin Date (Month),NA,June,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/MUSKEGON_TWINEAST_SUMM_0002_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/MUSKEGON_TWINEAST_SUMM_0002_2.jpeg,"*Month of the date is not typed as a number instead it is ""b"". Most likely it stands for June"
59071321,1,2,NA,NA,begin_date_month,June,August,NA,NA,August,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/MUSKEGON_WOLF_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/MUSKEGON_WOLF_SUMM_0001_2.jpeg,*There are two survey dates on the card. One is limnol. survey date 08/30/74 and Fish survey date is 07/71. 
59071330,2,2,NA,NA,begin_date_month,April,September,NA,NA,September,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/NEWAYGO_BROOKS_SUMM_0002_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/NEWAYGO_BROOKS_SUMM_0002_2.jpeg,
59071330,2,2,NA,NA,begin_date_day,5,4,NA,NA,4,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/NEWAYGO_BROOKS_SUMM_0002_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/NEWAYGO_BROOKS_SUMM_0002_2.jpeg,
59071350,1,1,1,NA,end_date_month,Same as Begin Date (Month),September,July,NA,September,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/NEWAYGO_NEWAYGO_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/NEWAYGO_NEWAYGO_SUMM_0001_2.jpeg,
59071350,2,1,NA,NA,end_date_day,26,10,NA,NA,10,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/NEWAYGO_NEWAYGO_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/NEWAYGO_NEWAYGO_SUMM_0001_2.jpeg,
59071351,1,2,1,NA,begin_date_year,1962,1952,1953,NA,1952,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/NEWAYGO_ROBINSON_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/NEWAYGO_ROBINSON_SUMM_0001_2.jpeg,
59071351,2,1,NA,NA,end_date_day,1,27,NA,NA,1,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/NEWAYGO_ROBINSON_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/NEWAYGO_ROBINSON_SUMM_0001_2.jpeg,
59071361,2,1,NA,NA,end_date_day,26,28,NA,NA,28,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/OAKLAND_BUSH05N07E2728_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/OAKLAND_BUSH05N07E2728_SUMM_0001_2.jpeg,
59071400,2,1,NA,NA,begin_date_month,August,January,NA,NA,August,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/OGEMAW_LODGE_SUMM_0004_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/OGEMAW_LODGE_SUMM_0004_2.jpeg,
59106687,1,2,1,NA,begin_date_year,1936,1955,1935,NA,1955,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/b_first/VanBuren_Rush_SUMM_003.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/b_first/VanBuren_Rush_SUMM_002.jpeg,
59106740,2,1,NA,NA,end_date_day,9,7,NA,NA,9,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/b_first/Schoolcraft_Leg_SUMM_012.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/b_first/Schoolcraft_Leg_SUMM_011.jpeg,
59106743,2,1,1,NA,end_date_month,September,July,Same as Begin Date (Month),NA,September,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/b_first/Schoolcraft_Jarr_SUMM_004.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/b_first/Schoolcraft_Jarr_SUMM_003.jpeg,
59106745,2,1,NA,NA,begin_date_month,July,June,NA,NA,June,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/b_first/Schoolcraft_Indian_SUMM_346.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/b_first/Schoolcraft_Indian_SUMM_345.jpeg,
59106745,2,1,NA,NA,begin_date_day,10,18,NA,NA,18,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/b_first/Schoolcraft_Indian_SUMM_346.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/b_first/Schoolcraft_Indian_SUMM_345.jpeg,
59106759,2,1,1,NA,end_date_year,1964,Same as Begin Date (Year),1967,NA,1964,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/b_first/Schoolcraft_Cusino_SUMM_044.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/b_first/Schoolcraft_Cusino_SUMM_043.jpeg,
59106763,1,1,NA,NA,end_date_month,September,July,NA,NA,September,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/b_first/Schoolcraft_Crooked_SUMM_016.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/b_first/Schoolcraft_Crooked_SUMM_015.jpeg,
