subject_id,task,data.aligned_text,data.number_views,data.consensus_score,column_name,data.consensus_text,data,data_binary,URL_front,URL_back
63265004,T27,[['none']],1,1,Dam effect on fish movements,none,none,no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/OSCEOLA_CENTER_SUMM_0001_1.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/OSCEOLA_CENTER_SUMM_0001_2.jpg
63265019,T27,[['---']],1,1,Dam effect on fish movements,---,none,no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Ottawa_Crockery_70-164_1954_SUMM_001_01.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Ottawa_Crockery_70-164_1954_SUMM_001_02.jpg
63265031,T27,[['-']],1,1,Dam effect on fish movements,-,none,no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Washtenaw_CedarBig_SUMM_20200218120329658_0001.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Washtenaw_CedarBig_SUMM_20200218120329658_0002.jpg
63265038,T27,[['-']],1,1,Dam effect on fish movements,-,none,no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Washtenaw_FourMile_SUMM_20200218143718807_0007.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Washtenaw_FourMile_SUMM_20200218143718807_0008.jpg
63265046,T25,[['landlocked']],1,1,Dam in outlet,landlocked,none,no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/b_first/Otsego_Bear_SUMM_136.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/b_first/Otsego_Bear_SUMM_135.jpeg
63265073,T25,[['-']],1,1,Dam in outlet,-,none,no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALCONA_SUNNY_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALCONA_SUNNY_SUMM_0001_2.jpeg
63265073,T27,[['-']],1,1,Dam effect on fish movements,-,none,no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALCONA_SUNNY_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALCONA_SUNNY_SUMM_0001_2.jpeg
63265078,T27,[['none']],1,1,Dam effect on fish movements,none,none,no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_BALDY_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_BALDY_SUMM_0001_2.jpeg
63265097,T27,[['none']],1,1,Dam effect on fish movements,none,none,no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_FISH_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_FISH_SUMM_0001_2.jpeg
63265100,T27,"[['No'], ['effect'], ['at'], ['present']]",1,1,Dam effect on fish movements,No effect at present,none,no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_GINPOLE_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_GINPOLE_SUMM_0001_2.jpeg
63265115,T25,[['-']],1,1,Dam in outlet,-,none,no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_HORSESHOE_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_HORSESHOE_SUMM_0001_2.jpeg
63265115,T27,[['-']],1,1,Dam effect on fish movements,-,none,no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_HORSESHOE_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_HORSESHOE_SUMM_0001_2.jpeg
63265122,T25,"[['yes', 'Yes', 'Yes', 'Yes'], ['', 'at', '', ''], ['', 'outlet', '', '']]",4,1.666666667,Dam in outlet,Yes at outlet,Yes,yes,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_KINGSTONPOND_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_KINGSTONPOND_SUMM_0001_2.jpeg
63265144,T25,[['-']],1,1,Dam in outlet,-,none,no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_PAN_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_PAN_SUMM_0001_2.jpeg
63265144,T27,[['-']],1,1,Dam effect on fish movements,-,none,no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_PAN_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_PAN_SUMM_0001_2.jpeg
63265147,T25,"[['yes', 'yes,', 'yes', 'yes'], ['', 'an', '', ''], ['', 'old', '', ''], ['', 'beaver', '', ''], ['', 'dam', '', ''], ['', 'is', '', ''], ['', 'situated', '', ''], ['', 'at', '', ''], ['', 'the', '', ''], ['', 'immediate', '', ''], ['', 'outlet.', '', ''], ['', 'It', '', ''], ['', 'allows', '', ''], ['', 'no', '', ''], ['', 'or', '', ''], ['', 'very', '', ''], ['', 'little', '', ''], ['', 'water', '', ''], ['', 'through.', '', '']]",4,1.105263158,Dam in outlet,yes an old beaver dam is situated at the immediate outlet. It allows no or very little water through.,yes,yes ,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_ROUND_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_ROUND_SUMM_0001_2.jpeg
63265197,T27,"[['connecting'], ['rivulet'], ['passable'], ['to'], ['fish']]",1,1,Dam effect on fish movements,connecting rivulet passable to fish,connecting rivulet passable to fish,no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ANTRIM_GREEN_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ANTRIM_GREEN_SUMM_0001_2.jpeg
63265216,T25,"[['outlet', '', ''], ['to', '', ''], ['mud', '', ''], ['and', '', ''], ['trout', '', ''], ['lakes', '', ''], ['and', '', ''], ['into', 'none', 'none'], ['Ruth', '', ''], ['Lake,', '', ''], ['in', '', ''], ['Michigamme', '', ''], ['drainage', '', '']]",3,1.076923077,Dam in outlet,"outlet to mud and trout lakes and none Ruth Lake, in Michigamme drainage",none,no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/BARAGA_COON_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/BARAGA_COON_SUMM_0001_2.jpeg
63265246,T27,[['-']],1,1,Dam effect on fish movements,-,none,no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/BARRY_BAKER_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/BARRY_BAKER_SUMM_0001_2.jpeg
63265264,T25,"[['', '', '', 'To'], ['', '', '', 'Kalamazoo'], ['Yes', 'Yes', 'Yes', 'River']]",4,1.666666667,Dam in outlet,To Kalamazoo Yes,Yes,yes,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/BARRY_GULL_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/BARRY_GULL_SUMM_0001_2.jpeg
63265270,T25,"[['No', 'No', 'To'], ['', '', 'Bristol'], ['', '', 'Lake'], ['', '', 'and'], ['', '', 'Highbank'], ['', '', 'Creek']]",3,1.166666667,Dam in outlet,No Bristol Lake and Highbank Creek,none,no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/BARRY_LEAPLITTLE_SUMM_0002_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/BARRY_LEAPLITTLE_SUMM_0002_2.jpeg
63265277,T27,[['--']],1,1,Dam effect on fish movements,--,none,no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/BARRY_LONG2N9WSEC15162021_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/BARRY_LONG2N9WSEC15162021_SUMM_0001_2.jpeg
63265286,T27,[['---']],1,1,Dam effect on fish movements,---,none,no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/BARRY_PINE2N9WSEC8_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/BARRY_PINE2N9WSEC8_SUMM_0001_2.jpeg
63265293,T25,"[['bagley'], ['creel'], ['to'], ['fish'], ['lake.'], ['kalamazoo'], ['river'], ['drainage']]",1,1,Dam in outlet,bagley creel to fish lake. kalamazoo river drainage,none,no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/BARRY_TAMARACK2N10WSEC21_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/BARRY_TAMARACK2N10WSEC21_SUMM_0001_2.jpeg
63265312,T27,[['--']],1,1,Dam effect on fish movements,--,none,no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/BERRIEN_PAWPAWBIG_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/BERRIEN_PAWPAWBIG_SUMM_0001_2.jpeg
63265313,T27,[['none']],1,1,Dam effect on fish movements,none,none,no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/BRANCH_ARCHER_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/BRANCH_ARCHER_SUMM_0001_2.jpeg
63265316,T25,"[['none', 'Coldwater', 'none'], ['', 'River', '']]",3,1.5,Dam in outlet,none River,none,no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/BRANCH_CRAIG_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/BRANCH_CRAIG_SUMM_0001_2.jpeg
63265320,T27,[['-']],1,1,Dam effect on fish movements,-,none,no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/BRANCH_LOON_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/BRANCH_LOON_SUMM_0001_2.jpeg
63265325,T25,"[['', 'Two', ''], ['None', 'channels', 'None'], ['', 'into', ''], ['', 'South', ''], ['', 'Lake', '']]",3,1.2,Dam in outlet,Two None into South Lake,none,no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/BRANCH_MESSENGER_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/BRANCH_MESSENGER_SUMM_0001_2.jpeg
63265325,T27,[['--']],1,1,Dam effect on fish movements,--,none,no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/BRANCH_MESSENGER_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/BRANCH_MESSENGER_SUMM_0001_2.jpeg
63265329,T27,[['--']],1,1,Dam effect on fish movements,--,none,no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/BRANCH_SOUTH_SUMM_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/BRANCH_SOUTH_SUMM_0001_2.jpeg
63265334,T27,"[['none', 'None', 'None', 'None'], ['at', '', '', ''], ['time', '', '', ''], ['of', '', '', ''], ['investigation', '', '', '']]",4,1.4,Dam effect on fish movements,None at time of investigation,none,no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Kalamazoo_Green_SUMM_004.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Kalamazoo_Green_SUMM_005.jpg
63265346,T25,"[['none', '-']]",2,1,Dam in outlet,none,none,no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Kalamazoo_Sherman_SUMM_014.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Kalamazoo_Sherman_SUMM_015.jpg
63265346,T27,[['-']],1,1,Dam effect on fish movements,-,none,no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Kalamazoo_Sherman_SUMM_014.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Kalamazoo_Sherman_SUMM_015.jpg
63265362,T27,"[['Holds'], ['up'], ['water'], ['level'], ['in'], ['Big'], ['Twin.']]",1,1,Dam effect on fish movements,Holds up water level in Big Twin.,none,no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Kalkaska_TwinBig_SUMM_037.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Kalkaska_TwinBig_SUMM_038.jpg
63265363,T27,[['--']],1,1,Dam effect on fish movements,--,none,no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Kent_Black10N_9W_S15_SUMM_009.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Kent_Black10N_9W_S15_SUMM_010.jpg
63265364,T25,[['none']],1,1,Dam in outlet,none,none,no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Kalkaska_Smiths27N_8W_S6_SUMM_012.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Kalkaska_Smiths27N_8W_S6_SUMM_013.jpg
63265366,T27,[['--']],1,1,Dam effect on fish movements,--,none,no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Kent_Blue10N_9W_S10-15_SUMM_011.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Kent_Blue10N_9W_S10-15_SUMM_012.jpg
63265371,T25,[['---']],1,1,Dam in outlet,---,none,no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Kent_Camp_SUMM_008.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Kent_Camp_SUMM_009.jpg
63265371,T27,[['---']],1,1,Dam effect on fish movements,---,none,no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Kent_Camp_SUMM_008.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Kent_Camp_SUMM_009.jpg
63265377,T27,"[['Fish', 'Fish'], ['can', 'can'], ['easily', 'easily'], ['move', 'move'], ['between', 'between'], ['', 'these'], ['two', 'two'], ['lakes.', 'lakes.']]",2,1.875,Dam effect on fish movements,Fish can easily move between these two lakes.,Fish can easily move between these two lakes.,no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Kent_Frant_SUMM_005.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Kent_Frant_SUMM_006.jpg
63265379,T25,[['---']],1,1,Dam in outlet,---,none,no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Kent_Maston_SUMM_010.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Kent_Maston_SUMM_011.jpg
63265382,T27,[['--']],1,1,Dam effect on fish movements,--,none,no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Kent_LincolnLittle_SUMM_008.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Kent_LincolnLittle_SUMM_009.jpg
63265392,T27,[['*']],1,1,Dam effect on fish movements,*,none,no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Kent_Silver_SUMM_017.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Kent_Silver_SUMM_018.jpg
63265396,T27,[['---']],1,1,Dam effect on fish movements,---,none,no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Kent_Spring_SUMM_014.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Kent_Spring_SUMM_015.jpg
63265398,T27,[['--']],1,1,Dam effect on fish movements,--,none,no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Kent_Ziegenfuss_SUMM_004.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Kent_Ziegenfuss_SUMM_005.jpg
63265431,T25,"[['Distance'], ['from'], ['lake']]",1,1,Dam in outlet,Distance from lake,none,no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Lake_StarLittle_SUMM_003.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Lake_StarLittle_SUMM_004.jpg
63265439,T25,[['--']],1,1,Dam in outlet,--,none,no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Lake_Wolf_SUMM_031.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Lake_Wolf_SUMM_032.jpg
63265439,T27,[['--']],1,1,Dam effect on fish movements,--,none,no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Lake_Wolf_SUMM_031.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Lake_Wolf_SUMM_032.jpg
63265442,T27,[['none']],1,1,Dam effect on fish movements,none,none,no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Leelanau_Davis_SUMM_005.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Leelanau_Davis_SUMM_006.jpg
63265473,T25,"[['At', 'Portage', 'At', 'At'], ['', 'Creek', '', ''], ['', 'through', '', ''], ['Hi-Land', 'several', 'Hi-Land', 'Hi-Land'], ['Lake', 'lakes', 'Lake', 'Lake'], ['', 'to', '', ''], ['', 'Huron', '', ''], ['', 'River', '', '']]",4,1.75,Dam in outlet,At Creek through Hi-Land Lake to Huron River,At Hi-Land Lake,yes,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Livingston_HalfMoon_SUMM_001.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Livingston_HalfMoon_SUMM_002.jpg
63265474,T27,"[['no', 'No']]",2,1,Dam effect on fish movements,no,none,no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Livingston_CrookedEastWest_SUMM_014.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Livingston_CrookedEastWest_SUMM_015.jpg
63265485,T27,[['No']],1,1,Dam effect on fish movements,No,none,no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Livingston_Whitewood_SUMM_009.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Livingston_Whitewood_SUMM_010.jpg
63265495,T25,[['-']],1,1,Dam in outlet,-,none,no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Luce_Buckeye_SUMM_025.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Luce_Buckeye_SUMM_026.jpg
63265495,T27,[['-']],1,1,Dam effect on fish movements,-,none,no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Luce_Buckeye_SUMM_025.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Luce_Buckeye_SUMM_026.jpg
63265502,T25,[['None']],1,1,Dam in outlet,None,none,no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Luce_Deer_SUMM_005.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Luce_Deer_SUMM_006.jpg
63265518,T25,"[['-', 'None']]",2,1,Dam in outlet,-,none,no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Luce_Lost_SUMM_016.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Luce_Lost_SUMM_017.jpg
63265518,T27,[['-']],1,1,Dam effect on fish movements,-,none,no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Luce_Lost_SUMM_016.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Luce_Lost_SUMM_017.jpg
63265523,T25,[['-']],1,1,Dam in outlet,-,none,no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Luce_Musgrave_SUMM_016.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Luce_Musgrave_SUMM_017.jpg
63265542,T27,[['-']],1,1,Dam effect on fish movements,-,none,no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Mackinac_BrevortLittle_SUMM_015.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Mackinac_BrevortLittle_SUMM_016.jpg
63265544,T25,"[['x', 'X']]",2,1,Dam in outlet,x,none,no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Mackinac_DollarBig_SUMM_003.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Mackinac_DollarBig_SUMM_004.jpg
63265544,T27,"[['x', 'X']]",2,1,Dam effect on fish movements,x,none,no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Mackinac_DollarBig_SUMM_003.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Mackinac_DollarBig_SUMM_004.jpg
63265604,T27,"[['None', 'none']]",2,1,Dam effect on fish movements,None,none,no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Marquette_Grant_SUMM_010.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Marquette_Grant_SUMM_011.jpg
63265614,T27,[['-']],1,1,Dam effect on fish movements,-,none,no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Marquette_KidneySouth_SUMM_005.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Marquette_KidneySouth_SUMM_006.jpg
63265630,T27,[['--']],1,1,Dam effect on fish movements,--,none,no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Marquette_PelesierLittle_SUMM_007.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Marquette_PelesierLittle_SUMM_008.jpg
63265632,T25,[['-']],1,1,Dam in outlet,-,none,no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Marquette_Perch45N_25W_S34_SUMM_005.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Marquette_Perch45N_25W_S34_SUMM_006.jpg
63265632,T27,[['-']],1,1,Dam effect on fish movements,-,none,no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Marquette_Perch45N_25W_S34_SUMM_005.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Marquette_Perch45N_25W_S34_SUMM_006.jpg
63265635,T25,[['N/a']],1,1,Dam in outlet,N/a,none,no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Marquette_Perch46N_29W_S8_SUMM_008.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Marquette_Perch46N_29W_S8_SUMM_009.jpg
63265640,T27,[['--']],1,1,Dam effect on fish movements,--,none,no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Marquette_Powell_SUMM_005.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Marquette_Powell_SUMM_006.jpg
63265645,T27,[['none']],1,1,Dam effect on fish movements,none,none,no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Marquette_ShagLittle_SUMM_006.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Marquette_ShagLittle_SUMM_007.jpg
63265661,T25,[['0']],1,1,Dam in outlet,0,none,no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Marquette_UnnamedPond_SUMM_003.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Marquette_UnnamedPond_SUMM_004.jpg
63265661,T27,[['0']],1,1,Dam effect on fish movements,0,none,no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Marquette_UnnamedPond_SUMM_003.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Marquette_UnnamedPond_SUMM_004.jpg
63265674,T27,"[['None', 'None', 'None', 'No'], ['', '', '', 'effect'], ['apparent.', 'apparent', 'apparent.', 'apparent'], ['', '', '', 'at'], ['', '', '', 'present']]",4,1.6,Dam effect on fish movements,None effect apparent. at present,None apparent,no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Mecosta_Brady_SUMM_007.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Mecosta_Brady_SUMM_008.jpg
63265692,T27,[['-']],1,1,Dam effect on fish movements,-,none,no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Mecosta_Manaka_SUMM_006.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Mecosta_Manaka_SUMM_007.jpg
63265700,T27,[['-']],1,1,Dam effect on fish movements,-,none,no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Mecosta_Round_SUMM_008.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Mecosta_Round_SUMM_009.jpg
63265704,T27,[['----']],1,1,Dam effect on fish movements,----,none,no,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Mecosta_Saddleback_SUMM_006.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Mecosta_Saddleback_SUMM_007.jpg
