subject_id,task,data.aligned_text,data.number_views,data.consensus_score,data.consensus_text,min,max,units,URL_front,URL_back,column_name,notes
63264738,T19,"[['4.6-2.9', '4.6', '4.6-2.9', '4.6-2.9'], ['', '-', '', ''], ['', '2.9', '', ''], ['ppm', 'ppm', 'ppm.', 'ppm.']]",4,1.75,4.6-2.9 - 2.9 ppm,4.6,2.9,ppm,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalamazoo_JacksonPond_SUMM_004.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalamazoo_JacksonPond_SUMM_005.jpg,Dissolved oxygen above thermocline,
63264742,T15,"[['69*F.', '69', '69', '69*F'], ['', '*F', 'F', '']]",4,1.5,69 *F,69,,F,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalamazoo_Lost_SUMM_006.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalamazoo_Lost_SUMM_007.jpg,Temperature_Surface,
63264742,T23,"[['60*F.', '60', '60', '60*F'], ['', '*F', 'F', '']]",4,1.5,60 *F,60,,F,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalamazoo_Lost_SUMM_006.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalamazoo_Lost_SUMM_007.jpg,Temperature_Bottom,
63264742,T24,"[['10.9-5.0', '10.9', '10.9-5.0', '10.9-5.0'], ['', '-', '', ''], ['', '5.0', '', ''], ['ppm.', 'ppm.', 'ppm', 'ppm']]",4,1.75,10.9-5.0 - 5.0 ppm.,10.9,5,ppm,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalamazoo_Lost_SUMM_006.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalamazoo_Lost_SUMM_007.jpg,Dissolved oxygen in thermocline,
63264746,T15,"[['82-75*F', '82*', '82*-75*F.', '82*-75*F.'], ['', '-', '', ''], ['', '75*', '', ''], ['', 'F.', '', '']]",4,1.25,82*-75*F. - 75* F.,82,75,F,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalkaska_BlueBig_SUMM_037.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalkaska_BlueBig_SUMM_038.jpg,Temperature_Surface,
63264746,T19,"[['7.5-8.2', '7.5', '7.5-8.2ppm', '7.5-8.2'], ['', '-', '', ''], ['', '8.2', '', ''], ['ppm', 'ppm', '', 'ppm']]",4,1.75,7.5-8.2 - 8.2 ppm,7.5,8.2,ppm,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalkaska_BlueBig_SUMM_037.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalkaska_BlueBig_SUMM_038.jpg,Dissolved oxygen above thermocline,
63264747,T15,"[['82', '82', '82*F', '82*F'], ['*F', 'F', '', '']]",4,1.5,82 *F,82,,F,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalamazoo_West_SUMM_024.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalamazoo_West_SUMM_025.jpg,Temperature_Surface,
63264747,T23,"[['81', '81', '81*F', '81*F'], ['*F', 'F', '', '']]",4,1.5,81 *F,81,,F,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalamazoo_West_SUMM_024.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalamazoo_West_SUMM_025.jpg,Temperature_Bottom,
63264749,T20,"[['10.2-3.0', '10.2', '10.2-3.0'], ['', '-', ''], ['', '3.0', ''], ['at', 'at', 'at'], ['bottom/', 'bottom', 'bottom'], ['(80', ""(80')"", ""(80')""], ['ft)', '', '']]",3,1.714285714,10.2-3.0 - 3.0 at bottom (80') ft),10.2,3,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalkaska_BlueBig_SUMM_035.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalkaska_BlueBig_SUMM_036.jpg,Dissolved oxygen below thermocline,
63264750,T15,"[['80°F', '80', '80', '80*F'], ['', '*F', 'F', '']]",4,1.5,80 *F,80,,F,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalkaska_Cub_SUMM_010.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalkaska_Cub_SUMM_011.jpg,Temperature_Surface,
63264750,T20,"[['--', '-']]",2,1,--,NA,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalkaska_Cub_SUMM_010.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalkaska_Cub_SUMM_011.jpg,Dissolved oxygen below thermocline,
63264750,T23,"[['74.5°F', '74.5', '74.5', '74.5*F'], ['', '*F', 'F', '']]",4,1.5,74.5 *F,74.5,,F,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalkaska_Cub_SUMM_010.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalkaska_Cub_SUMM_011.jpg,Temperature_Bottom,
63264750,T24,"[['--', '-']]",2,1,--,NA,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalkaska_Cub_SUMM_010.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalkaska_Cub_SUMM_011.jpg,Dissolved oxygen in thermocline,
63264751,T15,"[['78', '78°', '78*F.', '78*F'], ['*F', 'F.', '', '']]",4,1,78 *F,78,,F,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalkaska_Eagle_SUMM_011.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalkaska_Eagle_SUMM_012.jpg,Temperature_Surface,
63264751,T23,"[['77', '77°', '77*F.', '77*F'], ['*F', 'F.', '', '']]",4,1,77 *F,77,,F,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalkaska_Eagle_SUMM_011.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalkaska_Eagle_SUMM_012.jpg,Temperature_Bottom,
63264752,T15,"[['82', '82*F.', '82*F', '82*F.'], ['*F', '', '', '']]",4,1.5,82*F. *F,82,,F,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalkaska_BlueNorth_SUMM_018.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalkaska_BlueNorth_SUMM_019.jpg,Temperature_Surface,
63264754,T15,"[['74*F', '74', '74*F', '74*F'], ['', 'degrees', '', ''], ['', 'F', '', '']]",4,1.666666667,74*F degrees F,74,,F,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalkaska_GuernseyBig_SUMM_022.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalkaska_GuernseyBig_SUMM_023.jpg,Temperature_Surface,
63264754,T23,"[['49*F', '49', '49*F', '49*F'], ['', 'degrees', '', ''], ['', 'F', '', '']]",4,1.666666667,49*F degrees F,49,,F,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalkaska_GuernseyBig_SUMM_022.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalkaska_GuernseyBig_SUMM_023.jpg,Temperature_Bottom,
63264754,T24,"[['', '', 'In', ''], ['', '', 'thermocline', ''], ['', ""30'"", ""30'"", ""30'""], ['', '-', '-', '-'], [""30'-4.2ppm,"", '4.2', '4.2ppm;', '4.2'], ['', 'ppm,', '', 'ppm,'], [""35'-1.6"", ""35'"", ""35'"", ""35'""], ['', '-', '-', '-'], ['', '1.6', '1.6ppm;', '1.6'], ['', '', 'Depth', ''], ['', '', 'range', ''], ['', '', 'where', ''], ['', '', 'temp.', ''], ['', '', 'is', ''], ['', '', 'below', ''], ['', '', '70*F', ''], ['', '', 'and', ''], ['', '', 'O2', ''], ['', '', 'above', ''], ['', '', '4', ''], ['ppm', 'ppm', 'ppm.', 'ppm'], ['', '', '=', ''], ['', '', '9', ''], ['', '', 'ft.', '']]",4,1.541666667,"In thermocline 30' - 4.2 ppm, 35' - 1.6 Depth range where temp. is below 70*F and O2 above 4 ppm = 9 ft.",4.2,1.6,ppm,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalkaska_GuernseyBig_SUMM_022.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalkaska_GuernseyBig_SUMM_023.jpg,Dissolved oxygen in thermocline,
63264755,T15,"[['71*F', '71', '71*F', '71*'], ['', '*F', '', 'F']]",4,1.5,71*F *F,71,,F,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalkaska_Pickerel_SUMM_012.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalkaska_Pickerel_SUMM_013.jpg,Temperature_Surface,
63264755,T20,"[['0.2-1.2', '0.2-1.2', '0.2-1.2', '0.2'], ['', '', '', '-'], ['', '', '', '1.2']]",4,1.666666667,0.2-1.2 - 1.2,0.2,1.2,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalkaska_Pickerel_SUMM_012.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalkaska_Pickerel_SUMM_013.jpg,Dissolved oxygen below thermocline,
63264758,T23,"[[""48'"", ""48'"", '48', '48*F'], ['', '', 'feet', '']]",4,1.5,48' feet,NA,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalkaska_Rainbow_SUMM_018.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalkaska_Rainbow_SUMM_019.jpg,Temperature_Bottom,
63264759,T15,"[['78.8', '78.8*F', '78.8*F', '78.8F'], ['*F', '', '', '']]",4,1.5,78.8*F *F,78.8,,F,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalkaska_Oxbow_SUMM_015.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalkaska_Oxbow_SUMM_016.jpg,Temperature_Surface,
63264759,T19,"[['7.9', '7.9', '7.9', '7.9'], ['In', '', '', ''], ['thermocline', '', '', ''], ['8.4', '', '', ''], ['-', '', '', ''], ['13.46', '', '', '']]",4,1.5,7.9 In thermocline 8.4 - 13.46,7.9,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalkaska_Oxbow_SUMM_015.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalkaska_Oxbow_SUMM_016.jpg,Dissolved oxygen above thermocline,
63264759,T23,"[['51.8', '51.8*', '51.8*F', '51.8'], ['*', '', '', '']]",4,1.5,51.8 *,51.8,,F,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalkaska_Oxbow_SUMM_015.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalkaska_Oxbow_SUMM_016.jpg,Temperature_Bottom,
63264759,T24,"[['8.4', '', ''], ['-', '', ''], ['13.46', '8.4-13.46', '8.4-13.46']]",3,1.333333333,8.4 - 8.4-13.46,8.4,13.46,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalkaska_Oxbow_SUMM_015.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalkaska_Oxbow_SUMM_016.jpg,Dissolved oxygen in thermocline,
63264760,T15,"[['76*F', '76F', '76*F', '76*'], ['', '', '', 'F']]",4,1.5,76*F F,76,,F,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalkaska_SelkirkSouth_SUMM_009.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalkaska_SelkirkSouth_SUMM_010.jpg,Temperature_Surface,
63264760,T23,"[[""(32')"", '(32', '(32', '71*'], ['', 'feet)', 'ft.)', 'F'], ['49*F', '49F', '49*F.', '-'], ['', '', '', '51*'], ['', '', '', 'F']]",4,1.2,(32 feet) 49*F 51* F,49,,F,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalkaska_SelkirkSouth_SUMM_009.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalkaska_SelkirkSouth_SUMM_010.jpg,Temperature_Bottom,
63264761,T19,"[['7.0-7.6', '7.0-7.6', '7.0', '7.0-7.6'], ['', '', '-', ''], ['', '', '7.6', '']]",4,1.666666667,7.0-7.6 - 7.6,7,7.6,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalkaska_Starvation_SUMM_020.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalkaska_Starvation_SUMM_021.jpg,Dissolved oxygen above thermocline,
63264761,T20,"[['9.8-0.4', '9.6-0.4', '9.8', '9.8-0.4'], ['', '', 'to', ''], ['', '', '0.4', '']]",4,1.333333333,9.8-0.4 to 0.4,9.8,0.4,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalkaska_Starvation_SUMM_020.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalkaska_Starvation_SUMM_021.jpg,Dissolved oxygen below thermocline,
63264769,T15,"[['75*', '72*F', '72', '72F'], ['F', '', '', ''], ['9/5/52', '9/5/52', '', '9/5/52']]",4,1.666666667,75* F 9/5/52,72,,F,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kent_BrowerBig_SUMM_020.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kent_BrowerBig_SUMM_021.jpg,Temperature_Surface,
63264769,T23,"[['68*', '68*F', '68', '68F'], ['F', '', '', ''], ['9/5/52', '9/5/52', '', '9/5/52']]",4,1.666666667,68* F 9/5/52,68,,F,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kent_BrowerBig_SUMM_020.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kent_BrowerBig_SUMM_021.jpg,Temperature_Bottom,
63264771,T15,"[['78.3*', '78.3*F', '78.3F', '78.3'], ['F', '', '', 'F']]",4,1.5,78.3* F,78.3,,F,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kent_Byrne_SUMM_003.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kent_Byrne_SUMM_004.jpg,Temperature_Surface,
63264771,T23,"[['49.4*', '49.4*F', '49.4', '49.4'], ['', '', '', 'F']]",4,1.5,49.4 F,49.4,,F,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kent_Byrne_SUMM_003.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kent_Byrne_SUMM_004.jpg,Temperature_Bottom,
63264775,T19,"[['9.0', '9.0-8.9', '9.0-8.9', '9.0-8.9'], ['-', '', '', ''], ['8.9', '', '', '']]",4,1.666666667,9.0-8.9 - 8.9,9,8.9,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kent_Campau_SUMM_018.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kent_Campau_SUMM_019.jpg,Dissolved oxygen above thermocline,
63264775,T24,"[['7.9', '7.9-0.5', '7.9-0.5', '7.9-0.5'], ['-', '', '', ''], ['0.5', '', '', '']]",4,1.666666667,7.9-0.5 - 0.5,7.9,0.5,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kent_Campau_SUMM_018.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kent_Campau_SUMM_019.jpg,Dissolved oxygen in thermocline,
63264782,T20,"[['9.9-0.0', '9.9-0.0', '9.9', '9.9-0.0'], ['', '', '-', ''], ['', '', '0.0', '']]",4,1.666666667,9.9-0.0 - 0.0,9.9,0,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kent_Lime_SUMM_026.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kent_Lime_SUMM_027.jpg,Dissolved oxygen below thermocline,
63264784,T15,"[['70*F.', '70F', '70*', '70'], ['', '', 'F', 'F']]",4,1.5,70*F. F,70,,F,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kent_Maston_SUMM_010.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kent_Maston_SUMM_011.jpg,Temperature_Surface,
63264789,T15,"[['86*F.', '86*', '86F', '86*F'], ['', 'F', '', '']]",4,1,86*F. F,86,,F,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kent_Murray_SUMM_026.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kent_Murray_SUMM_027.jpg,Temperature_Surface,
63264789,T23,"[['45.5*F.', '45.5*', '45.5F', '45.5*F'], ['', 'F', '', '']]",4,1,45.5*F. F,45.5,,F,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kent_Murray_SUMM_026.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kent_Murray_SUMM_027.jpg,Temperature_Bottom,
63264790,T24,"[['9.4-0.0', '9.4-0.0', '9.4-0.0', '9.4'], ['', '', '', '-'], ['', '', '', '0.0']]",4,1.666666667,9.4-0.0 - 0.0,9.4,0,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kent_PineIslandBig_SUMM_021.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kent_PineIslandBig_SUMM_022.jpg,Dissolved oxygen in thermocline,
63264791,T19,"[['8.1-7.1', '8.1', '8.1-7.1', '8.1-7.1'], ['', '-', '', ''], ['', '7.1', '', '']]",4,1.666666667,8.1-7.1 - 7.1,8.1,7.1,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kent_Reeds_SUMM_066.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kent_Reeds_SUMM_067.jpg,Dissolved oxygen above thermocline,
63264791,T24,"[['7.3-0', '7.3', '7.3-0', '7.3-0'], ['', '-', '', ''], ['', '0', '', '']]",4,1.666666667,7.3-0 - 0,7.3,0,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kent_Reeds_SUMM_066.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kent_Reeds_SUMM_067.jpg,Dissolved oxygen in thermocline,
63264794,T15,"[['69.0*F', '69', '69.0*F', '69.0*f'], ['', 'F', '', '']]",4,1.5,69.0*F F,69,,F,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kent_Spring_SUMM_014.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kent_Spring_SUMM_015.jpg,Temperature_Surface,
63264795,T15,"[['76.8', '76.8*', '76.8*F', '76.8*F'], ['*F', 'F', '', '']]",4,1.5,76.8*F *F,76.8,,F,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kent_Round8N_9W_S21_SUMM_005.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kent_Round8N_9W_S21_SUMM_006.jpg,Temperature_Surface,
63264795,T20,"[['----', '---']]",2,1,----,NA,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kent_Round8N_9W_S21_SUMM_005.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kent_Round8N_9W_S21_SUMM_006.jpg,Dissolved oxygen below thermocline,
63264795,T23,"[['44.7', '44.7*', '44.7*F', '44.7*F'], ['*F', 'F', '', '']]",4,1.5,44.7*F *F,44.7,,F,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kent_Round8N_9W_S21_SUMM_005.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kent_Round8N_9W_S21_SUMM_006.jpg,Temperature_Bottom,
63264797,T15,"[['78*F.', '78*F.', '78*', '78*'], ['', '', 'F.', 'F']]",4,1.5,78*F. F.,78,,F,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kent_Sand10N_10W_S5-32_SUMM_007.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kent_Sand10N_10W_S5-32_SUMM_008.jpg,Temperature_Surface,
63264797,T23,"[['12.2*C.', '12.2*C.', '12.2*', '12.2*'], ['', '', 'C.', 'C']]",4,1.5,12.2*C. C.,12.2,,C,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kent_Sand10N_10W_S5-32_SUMM_007.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kent_Sand10N_10W_S5-32_SUMM_008.jpg,Temperature_Bottom,
63264800,T15,"[['74.5*', '74.5*F', '74.5', '74.5°']]",4,1,74.5*,74.5,,F,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kent_Toohey_SUMM_004.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kent_Toohey_SUMM_005.jpg,Temperature_Surface,
63264800,T23,"[['43.0*', '43.0*F', '43.0', '43.0°']]",4,1,43.0*,43,,F,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kent_Toohey_SUMM_004.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kent_Toohey_SUMM_005.jpg,Temperature_Bottom,
63264804,T15,"[['20', '20-20.4*C', '20-20.4', '20-20.4'], ['-', '', '', ''], ['20.4', '', '', ''], ['degrees', '', 'degrees', ''], ['Centigrade', '', 'Centigrade', 'C']]",4,1.6,20-20.4 - 20.4 degrees Centigrade,20,20.4,C,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Keweenaw_Bailey_SUMM_005.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Keweenaw_Bailey_SUMM_006.jpg,Temperature_Surface,
63264806,T15,"[['21.7-22.6*', '21.7', '21.7-22.6C', '21.7-22.6*C'], ['', '-', '', ''], ['', '22.6*', '', ''], ['Centigrade', 'Centigrade', '', ''], ['73', '', '', '']]",4,1.2,21.7-22.6* - 22.6* Centigrade 73,21.7,22.6,C,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Keweenaw_FannyHooe_SUMM_024.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Keweenaw_FannyHooe_SUMM_025.jpg,Temperature_Surface,
63264806,T19,"[['7.0-8.1', '7.0', '7.0-7.8', '7.0-8.1'], ['', '-', '', ''], ['', '8.1', '', ''], ['ppm.', 'ppm', 'ppm.', 'ppm']]",4,1.5,7.0-8.1 - 8.1 ppm.,7,8.1,ppm,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Keweenaw_FannyHooe_SUMM_024.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Keweenaw_FannyHooe_SUMM_025.jpg,Dissolved oxygen above thermocline,
63264806,T20,"[['1.4-4.1', '1.4', '1.4-4.1', '104-4.1'], ['', '-', '', ''], ['', '4.1', '', ''], ['ppm.', 'ppm', 'ppm.', 'ppm']]",4,1.5,1.4-4.1 - 4.1 ppm.,1.4,4.1,ppm,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Keweenaw_FannyHooe_SUMM_024.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Keweenaw_FannyHooe_SUMM_025.jpg,Dissolved oxygen below thermocline,
63264806,T23,"[['12.0', '12.0', '12.0-14.4C', '12.0-1404*C'], ['', '-', '', ''], ['14.4*Cent.', '14.4*', '', ''], ['', 'Cent.', '', ''], ['55*F', '55*F', '', '']]",4,1.4,12.0 - 14.4*Cent. Cent. 55*F,12,14.4,C,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Keweenaw_FannyHooe_SUMM_024.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Keweenaw_FannyHooe_SUMM_025.jpg,Temperature_Bottom,
63264807,T15,"[['70*', '70*F', '70F.', '70'], ['F', '', '', 'F'], ['(A62*F)', '(A62*F)', '(A62F)', '(A62'], ['', '', '', 'F)'], ['10:30', '10:30', '10:30a.m.', '10:30'], ['a.m.', 'am', '', 'am']]",4,1.833333333,70* F (A62*F) F) 10:30 am,70,,F,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Keweenaw_Glazon_SUMM_005.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Keweenaw_Glazon_SUMM_006.jpg,Temperature_Surface,
63264810,T15,"[['21-21.8*C', '21-21.8', '21', '21'], ['', '', '-', '-'], ['', '', '21.8', '21.8'], ['', 'C', 'Centigrade', 'Centigrade'], ['', '70F', '70*F', '']]",4,1.8,21 - 21.8 Centigrade 70F,21,21.8,C,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Keweenaw_Gratiot_SUMM_020.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Keweenaw_Gratiot_SUMM_021.jpg,Temperature_Surface,
63264810,T19,"[['7.5-9.1', '7.5-9.1', '7.5', '7.5'], ['', '', '-', '-'], ['', '', '9.1', '9.1ppm'], ['ppm', 'ppm.', 'ppm', '']]",4,1.75,7.5-9.1 - 9.1 ppm,7.5,9.1,ppm,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Keweenaw_Gratiot_SUMM_020.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Keweenaw_Gratiot_SUMM_021.jpg,Dissolved oxygen above thermocline,
