subject_id,orig_subject_id,task,data.aligned_text,data.number_views,data.consensus_score,data.consensus_text,data,column_name,url_front,url_back,comments
72071132,59962496,T33,[['8.5']],1,1,8.5,8.5,6th row Length Range ,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ANTRIM_BELLAIRE_GROW_0005_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ANTRIM_BELLAIRE_GROW_0005_2.jpeg,
72071132,59962496,T34,[['8.5']],1,1,8.5,8.5,6th row Mean Length ,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ANTRIM_BELLAIRE_GROW_0005_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ANTRIM_BELLAIRE_GROW_0005_2.jpeg,
72071133,59962500,T3,"[['4.3', '4.3-4.3']]",2,1,4.3,4.3,First row Length Range ,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ANTRIM_BENWAY_GROW_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ANTRIM_BENWAY_GROW_0001_2.jpeg,
72071133,59962500,T4,"[['4.3', '4.5']]",2,1,4.3,4.3,First row Mean Length ,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ANTRIM_BENWAY_GROW_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ANTRIM_BENWAY_GROW_0001_2.jpeg,
72071136,59962509,T2,"[['2', 'II', '11']]",3,1,2,2,First row Number of Fish ,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ANTRIM_ELK_GROW_0003_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ANTRIM_ELK_GROW_0003_2.jpeg,
72071184,58753883,T4,[['5.1']],1,1,5.1,-,First row Mean Length ,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Charlevoix_Barneys_GROW_11.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Charlevoix_Barneys_GROW_11p2.jpg,
72071188,58753902,T3,"[['8.7-10.7', '8.7-10.7cm', '8.7-10.mc']]",3,1,8.7-10.7,8.7-10.7,First row Length Range ,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Charlevoix_Charlevoix72p3_GROW.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Charlevoix_Charlevoix72p4_GROW.jpg,
72071188,58753902,T34,"[['20.7', '20.8cm', '20.7cm']]",3,1,20.7,20.7,6th row Mean Length ,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Charlevoix_Charlevoix72p3_GROW.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Charlevoix_Charlevoix72p4_GROW.jpg,
72071189,58753903,T16,"[['5.2', '6.2']]",2,1,5.2,6.2,Third row Mean Length ,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Charlevoix_Charlevoix78_GROW.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Charlevoix_Charlevoix78p2_GROW.jpg,
72071206,58753949,T26,[['21']],1,1,21,NA,5th row Number of Fish ,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Black_GROW_107.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Black_GROW_108.jpg,
72071206,58753949,T27,[['5.9-8.3']],1,1,5.9-8.3,NA,5th row Length Range ,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Black_GROW_107.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Black_GROW_108.jpg,
72071206,58753949,T28,[['7.1']],1,1,7.1,NA,5th row Mean Length ,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Black_GROW_107.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Black_GROW_108.jpg,
72071206,58753949,T32,[['14']],1,1,14,NA,6th row Number of Fish ,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Black_GROW_107.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Black_GROW_108.jpg,
72071206,58753949,T33,[['7.5-8.9']],1,1,7.5-8.9,NA,6th row Length Range ,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Black_GROW_107.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Black_GROW_108.jpg,
72071206,58753949,T34,[['8.5']],1,1,8.5,NA,6th row Mean Length ,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Black_GROW_107.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Black_GROW_108.jpg,
72071206,58753949,T38,[['9']],1,1,9,NA,7th row Number of Fish ,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Black_GROW_107.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Black_GROW_108.jpg,
72071206,58753949,T39,[['9.0-10.0']],1,1,9.0-10.0,NA,7th row Length Range ,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Black_GROW_107.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Black_GROW_108.jpg,
72071206,58753949,T40,[['9.4']],1,1,9.4,NA,7th row Mean Length ,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Black_GROW_107.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Black_GROW_108.jpg,
72071206,58753949,T44,[['26']],1,1,26,NA,8th row Number of Fish ,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Black_GROW_107.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Black_GROW_108.jpg,
72071206,58753949,T45,[['9.2-11.8']],1,1,9.2-11.8,NA,8th row Length Range ,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Black_GROW_107.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Black_GROW_108.jpg,
72071206,58753949,T46,[['10.6']],1,1,10.6,NA,8th row Mean Length ,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Black_GROW_107.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Black_GROW_108.jpg,
72071219,59073197,T27,"[['20.3-22.2cm', '20.3', '20.3-22.2']]",3,1,20.3-22.2cm,20.3-22.2,5th row Length Range ,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Long_GROW_019.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Long_GROW_020.jpg,
72071219,59073197,T28,"[['21.1cm', '22.2', '21.1']]",3,1,21.1cm,21.1,5th row Mean Length ,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Long_GROW_019.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Long_GROW_020.jpg,
72071220,59073199,T38,[['30']],1,1,30,NA,7th row Number of Fish ,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Long_GROW_041.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Long_GROW_042.jpg,
72071220,59073199,T39,[['5.6-7.7']],1,1,5.6-7.7,NA,7th row Length Range ,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Long_GROW_041.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Long_GROW_042.jpg,
72071220,59073199,T40,[['6.7']],1,1,6.7,NA,7th row Mean Length ,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Long_GROW_041.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Long_GROW_042.jpg,
72071220,59073199,T44,[['4']],1,1,4,NA,8th row Number of Fish ,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Long_GROW_041.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Long_GROW_042.jpg,
72071220,59073199,T45,[['7.0-7.9']],1,1,7.0-7.9,NA,8th row Length Range ,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Long_GROW_041.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Long_GROW_042.jpg,
72071220,59073199,T46,[['7.5']],1,1,7.5,NA,8th row Mean Length ,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Long_GROW_041.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Long_GROW_042.jpg,
72071225,59073217,T8,"[['1', '10.7']]",2,1,1,1,Second row Number of Fish ,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Mullett_GROW_145.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Mullett_GROW_146.jpg,
72071227,59073220,T3,"[['7.1-9.0', '7.1-8.0']]",2,1,7.1-9.0,7.1-8.0,First row Length Range ,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Mullett_GROW_297.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Mullett_GROW_298.jpg,
72071227,59073220,T4,"[['2.6', '7.6']]",2,1,2.6,7.6,First row Mean Length ,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Mullett_GROW_297.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Mullett_GROW_298.jpg,
72071230,58754012,T2,"[['7', '1']]",2,1,7,7,First row Number of Fish ,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Silver33N_3W_S11-12_GROW_039.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Silver33N_3W_S11-12_GROW_040.jpg,
72071230,58754012,T3,[['5.4-5.4']],1,1,5.4-5.4,4.3-7.2,First row Length Range ,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Silver33N_3W_S11-12_GROW_039.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Silver33N_3W_S11-12_GROW_040.jpg,
72071230,58754012,T4,"[['5.9', '5.4']]",2,1,5.9,5.9,First row Mean Length ,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Silver33N_3W_S11-12_GROW_039.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Silver33N_3W_S11-12_GROW_040.jpg,
72071230,58754012,T8,"[['1', '7']]",2,1,1,1,Second row Number of Fish ,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Silver33N_3W_S11-12_GROW_039.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Silver33N_3W_S11-12_GROW_040.jpg,
72071230,58754012,T9,"[['5.4', '4.3-7.2']]",2,1,5.4,5.4,Second row Length Range ,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Silver33N_3W_S11-12_GROW_039.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Silver33N_3W_S11-12_GROW_040.jpg,
72071230,58754012,T10,"[['5.4', '5.9']]",2,1,5.4,5.4,Second row Mean Length ,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Silver33N_3W_S11-12_GROW_039.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Silver33N_3W_S11-12_GROW_040.jpg,
72071231,58754006,T14,[['6']],1,1,6,6,Third row Number of Fish ,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Silver33N_3W_S11-12_GROW_045.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Silver33N_3W_S11-12_GROW_046.jpg,
72071231,58754006,T15,[['6.1-6.8']],1,1,6.1-6.8,6.1-6.8,Third row Length Range ,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Silver33N_3W_S11-12_GROW_045.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Silver33N_3W_S11-12_GROW_046.jpg,
72071231,58754006,T16,[['6.5']],1,1,6.5,6.5,Third row Mean Length ,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Silver33N_3W_S11-12_GROW_045.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Silver33N_3W_S11-12_GROW_046.jpg,
72071231,58754006,T20,[['2']],1,1,2,2,Fourth row Number of Fish ,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Silver33N_3W_S11-12_GROW_045.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Silver33N_3W_S11-12_GROW_046.jpg,
72071231,58754006,T21,[['7.3-7.4']],1,1,7.3-7.4,7.3-7.4,Fourth row Length Range ,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Silver33N_3W_S11-12_GROW_045.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Silver33N_3W_S11-12_GROW_046.jpg,
72071231,58754006,T22,[['7.4']],1,1,7.4,7.4,Fourth row Mean Length ,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Silver33N_3W_S11-12_GROW_045.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Silver33N_3W_S11-12_GROW_046.jpg,
72071231,58754006,T26,[['2']],1,1,2,2,5th row Number of Fish ,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Silver33N_3W_S11-12_GROW_045.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Silver33N_3W_S11-12_GROW_046.jpg,
72071231,58754006,T27,[['5.2-5.5']],1,1,5.2-5.5,5.2-5.5,5th row Length Range ,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Silver33N_3W_S11-12_GROW_045.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Silver33N_3W_S11-12_GROW_046.jpg,
72071231,58754006,T28,[['5.3']],1,1,5.3,5.3,5th row Mean Length ,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Silver33N_3W_S11-12_GROW_045.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Silver33N_3W_S11-12_GROW_046.jpg,
72071231,58754006,T32,[['1']],1,1,1,1,6th row Number of Fish ,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Silver33N_3W_S11-12_GROW_045.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Silver33N_3W_S11-12_GROW_046.jpg,
72071231,58754006,T33,[['7.0']],1,1,7,7,6th row Length Range ,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Silver33N_3W_S11-12_GROW_045.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Silver33N_3W_S11-12_GROW_046.jpg,
72071231,58754006,T34,[['7.0']],1,1,7,7,6th row Mean Length ,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Silver33N_3W_S11-12_GROW_045.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Silver33N_3W_S11-12_GROW_046.jpg,
72071236,58754016,T3,"[['16.4cm-18.4cm', '16.4-18.4cm', '16.4-18.4']]",3,1,16.4cm-18.4cm,16.4-18.4,First row Length Range ,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_TowerPond_GROW_012.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_TowerPond_GROW_013.jpg,
72071236,58754016,T9,"[['16.3cm-19.5cm', '16.3-19.5cm', '16.3-19.5']]",3,1,16.3cm-19.5cm,16.3-19.5,Second row Length Range ,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_TowerPond_GROW_012.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_TowerPond_GROW_013.jpg,
72071236,58754016,T15,"[['20.3cm-20.3cm', '20.3cm', '20.3']]",3,1,20.3cm-20.3cm,20.3,Third row Length Range ,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_TowerPond_GROW_012.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_TowerPond_GROW_013.jpg,
72071236,58754016,T21,"[['25.0cm-25.0cm', '25.0cm', '25.0']]",3,1,25.0cm-25.0cm,25,Fourth row Length Range ,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_TowerPond_GROW_012.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_TowerPond_GROW_013.jpg,
72071245,58754047,T9,"[['5.5-7.5', '5.5-7.0']]",2,1,5.5-7.5,5.5-7.0,Second row Length Range ,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Chippewa_Caribou_GROW_034.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Chippewa_Caribou_GROW_035.jpg,
72071245,58754047,T16,"[['9.1', '8.2']]",2,1,9.1,8.2,Third row Mean Length ,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Chippewa_Caribou_GROW_034.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Chippewa_Caribou_GROW_035.jpg,
72071257,58754088,T3,[['9.0']],1,1,9,NA,First row Length Range ,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Chippewa_Hulbert_GROW_027.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Chippewa_Hulbert_GROW_028.jpg,
72071307,58754380,T21,"[['12.7-13.6', '8.7', '8.7-9.1'], ['', '&', ''], ['', '9.1', '']]",3,1,12.7-13.6 & 9.1,8.7-9.1,Fourth row Length Range ,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Gladwin_Smallwood_GROW_165.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Gladwin_Smallwood_GROW_166.jpg,
72071307,58754380,T32,[['1']],1,1,1,NA,6th row Number of Fish ,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Gladwin_Smallwood_GROW_165.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Gladwin_Smallwood_GROW_166.jpg,
72071307,58754380,T33,[['15.5']],1,1,15.5,NA,6th row Length Range ,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Gladwin_Smallwood_GROW_165.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Gladwin_Smallwood_GROW_166.jpg,
72071307,58754380,T34,[['15.5']],1,1,15.5,NA,6th row Mean Length ,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Gladwin_Smallwood_GROW_165.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Gladwin_Smallwood_GROW_166.jpg,
72071316,58754471,T3,[['3.2']],1,1,3.2,NA,First row Length Range ,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Gogebic_Marion_GROW_026.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Gogebic_Marion_GROW_027.jpg,
72071316,58754471,T39,[['8.5']],1,1,8.5,NA,7th row Length Range ,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Gogebic_Marion_GROW_026.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Gogebic_Marion_GROW_027.jpg,
72071332,58754506,T15,[['5.7-5.9']],1,1,5.7-5.9,NA,Third row Length Range ,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Gogebic_Whitefish_GROW_008.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Gogebic_Whitefish_GROW_009.jpg,
72071332,58754506,T16,[['5.8']],1,1,5.8,NA,Third row Mean Length ,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Gogebic_Whitefish_GROW_008.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Gogebic_Whitefish_GROW_009.jpg,
72071332,58754506,T34,"[['9.6', '9.5', '8.5']]",3,1,9.6,8.5,6th row Mean Length ,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Gogebic_Whitefish_GROW_008.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Gogebic_Whitefish_GROW_009.jpg,
72071332,58754506,T44,[['6']],1,1,6,6,8th row Number of Fish ,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Gogebic_Whitefish_GROW_008.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Gogebic_Whitefish_GROW_009.jpg,
72071332,58754506,T45,[['10.3-11.1']],1,1,10.3-11.1,10.3-11.1,8th row Length Range ,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Gogebic_Whitefish_GROW_008.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Gogebic_Whitefish_GROW_009.jpg,
72071332,58754506,T46,[['10.8']],1,1,10.8,10.8,8th row Mean Length ,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Gogebic_Whitefish_GROW_008.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Gogebic_Whitefish_GROW_009.jpg,
72071340,58754513,T15,"[['5.2-.7.5', '5.2-7.5']]",2,1,5.2-7.5,5.2-7.5,Third row Length Range ,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/GrandTraverse_Boardman_GROW_019.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/GrandTraverse_Boardman_GROW_020.jpg,
72071344,58754516,T21,"[['6.5-7.8', '6.5–7.8']]",2,1,6.5-7.8,6.5-7.8,Fourth row Length Range ,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/GrandTraverse_Boardman_GROW_023.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/GrandTraverse_Boardman_GROW_024.jpg,
72071354,58754526,T32,[['1']],1,1,1,NA,6th row Number of Fish ,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/GrandTraverse_CedarHedge_GROW_020.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/GrandTraverse_CedarHedge_GROW_021.jpg,
72071354,58754526,T33,[['10.3']],1,1,10.3,NA,6th row Length Range ,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/GrandTraverse_CedarHedge_GROW_020.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/GrandTraverse_CedarHedge_GROW_021.jpg,
72071354,58754526,T34,[['10.3']],1,1,10.3,NA,6th row Mean Length ,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/GrandTraverse_CedarHedge_GROW_020.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/GrandTraverse_CedarHedge_GROW_021.jpg,
72071374,58754556,T3,"[['152-167', '130-185mm']]",2,1,152-167,130-185,First row Length Range ,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/GrandTraverse_Rennie_GROW_126.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/GrandTraverse_Rennie_GROW_127.jpg,mm
72071374,58754556,T4,"[['162', '163mm']]",2,1,162,163,First row Mean Length ,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/GrandTraverse_Rennie_GROW_126.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/GrandTraverse_Rennie_GROW_127.jpg,mm
