subject_id,review,review2,review3,review4,column_name,month1,month2,month3,month4,date,URL_front,URL_back,Comments
58746528,2,1,NA,NA,begin_date_year,1988,1962,NA,NA,1962,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Otsego_Opal_GROW_015.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Otsego_Opal_GROW_0100.jpeg,
58746529,2,1,NA,NA,begin_date_month,March,November,NA,NA,,,,
58746529,2,1,NA,NA,begin_date_day,1,10,NA,NA,,,,
58746529,2,1,NA,NA,begin_date_year,1982,1981,NA,NA,,,,
58746547,1,2,NA,NA,begin_date_day,22,23,NA,NA,23,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Otsego_LittleBear_GROW_022.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Otsego_LittleBear_GROW_021.jpeg,
58746547,1,2,NA,NA,end_date_day,23,27,NA,NA,27,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Otsego_LittleBear_GROW_022.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Otsego_LittleBear_GROW_021.jpeg,*End day in the date is cut-off but looks like it is 27th
58746613,2,1,NA,NA,begin_date_month,June,August,NA,NA,June,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Otsego_Bear_GROW_100.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Otsego_Bear_GROW_099.jpeg,
58746613,2,1,NA,NA,begin_date_day,15,10,NA,NA,15,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Otsego_Bear_GROW_100.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Otsego_Bear_GROW_099.jpeg,
58746614,2,1,NA,NA,begin_date_year,1972,1973,NA,NA,1972,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Otsego_Bear_GROW_076.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/b_first/Otsego_Bear_GROW_075.jpeg,
58753887,1,1,1,NA,end_date_month,February,Same as Begin Date (Month),October,NA,October,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Charlevoix_BoyneFallsPond_GROW_01.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Charlevoix_BoyneFallsPond_GROW_01p2.jpg,
58753887,1,1,1,NA,end_date_day,4,Same as Begin Date (Day),29,NA,29,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Charlevoix_BoyneFallsPond_GROW_01.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Charlevoix_BoyneFallsPond_GROW_01p2.jpg,
58753887,1,1,1,NA,end_date_year,1986,Same as Begin Date (Year),1985,NA,1985,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Charlevoix_BoyneFallsPond_GROW_01.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Charlevoix_BoyneFallsPond_GROW_01p2.jpg,
58753895,2,2,NA,NA,end_date_month,March,August,NA,NA,August,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Charlevoix_Charlevoix50_GROW.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Charlevoix_Charlevoix50p2_GROW.jpg,
58753909,2,1,NA,NA,begin_date_month,March,May,NA,NA,March,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Charlevoix_Charlevoix96_GROW.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Charlevoix_Charlevoix96p2_GROW.jpg,
58753909,2,1,NA,NA,begin_date_day,23,9,NA,NA,23,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Charlevoix_Charlevoix96_GROW.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Charlevoix_Charlevoix96p2_GROW.jpg,
58753909,2,1,NA,NA,begin_date_year,1966,1967,NA,NA,1996,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Charlevoix_Charlevoix96_GROW.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Charlevoix_Charlevoix96p2_GROW.jpg,
58753913,2,2,NA,NA,begin_date_year,1985,1984,NA,NA,1985,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Charlevoix_Deer_015_GROW_0001.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Charlevoix_Deer_015_GROW_0002.jpg,
58753913,2,1,1,NA,end_date_year,Same as Begin Date (Year),1985,1984,NA,1985,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Charlevoix_Deer_015_GROW_0001.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Charlevoix_Deer_015_GROW_0002.jpg,
58753975,2,2,NA,NA,begin_date_month,January,May,NA,NA,,,,
58753975,2,2,NA,NA,begin_date_day,27,1,NA,NA,,,,
58753975,2,2,NA,NA,begin_date_year,1975,1972,NA,NA,,,,
58753976,1,2,NA,NA,begin_date_month,January,July,NA,NA,,,,
58753976,1,2,NA,NA,begin_date_day,9,10,NA,NA,,,,
58753976,1,2,NA,NA,begin_date_year,1978,1969,NA,NA,,,,
58753977,2,2,NA,NA,begin_date_month,May,August,NA,NA,,,,
58753977,2,2,NA,NA,begin_date_day,12,15,NA,NA,,,,
58753977,1,2,NA,NA,begin_date_year,1977,1967,NA,NA,,,,
58753979,1,1,1,NA,end_date_day,18,16,10,NA,,,,
58753986,2,2,NA,NA,begin_date_month,July,January,NA,NA,,,,
58753986,2,2,NA,NA,begin_date_day,18,5,NA,NA,,,,
58753986,2,2,NA,NA,begin_date_year,1995,1962,NA,NA,,,,
58753990,2,2,NA,NA,begin_date_month,October,December,NA,NA,,,,
58753990,2,2,NA,NA,begin_date_day,13,12,NA,NA,,,,
58753990,2,2,NA,NA,begin_date_year,1982,1989,NA,NA,,,,
58753992,2,2,NA,NA,begin_date_month,February,September,NA,NA,,,,
58753992,2,2,NA,NA,begin_date_day,12,8,NA,NA,,,,
58753992,2,2,NA,NA,begin_date_year,1976,1975,NA,NA,,,,
58753994,2,2,NA,NA,begin_date_month,June,January,NA,NA,,,,
58753994,2,2,NA,NA,begin_date_day,13,25,NA,NA,,,,
58753998,1,1,NA,NA,end_date_month,October,January,NA,NA,,,,
58753998,1,1,NA,NA,end_date_day,29,10,NA,NA,,,,
58753998,1,1,NA,NA,end_date_year,1987,1989,NA,NA,,,,
58754001,2,2,NA,NA,begin_date_month,January,May,NA,NA,,,,
58754001,2,2,NA,NA,begin_date_day,10,31,NA,NA,,,,
58754001,2,2,NA,NA,begin_date_year,1989,1988,NA,NA,,,,
58754003,1,2,NA,NA,begin_date_month,May,January,NA,NA,,,,
58754003,1,2,NA,NA,begin_date_day,14,23,NA,NA,,,,
58754004,1,1,2,NA,begin_date_year,1862,1971,1962,NA,,,,
58754004,1,2,NA,NA,end_date_month,March,October,NA,NA,,,,
58754004,1,2,NA,NA,end_date_day,5,10,NA,NA,,,,
58754004,1,1,1,NA,end_date_year,1871,Same as Begin Date (Year),1962,NA,,,,
58754024,1,2,1,NA,end_date_month,December,Same as Begin Date (Month),November,NA,November,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Twins_GROW_031.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Twins_GROW_032.jpg,
58754024,1,1,1,NA,end_date_day,15,Same as Begin Date (Day),3,NA,3,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Twins_GROW_031.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Twins_GROW_032.jpg,
58754039,1,1,2,NA,end_date_month,Same as Begin Date (Month),December,June,NA,June,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Weber_GROW_108.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Weber_GROW_109.jpg,
58754040,1,2,NA,NA,begin_date_year,1877,1977,NA,NA,1977,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Chippewa_Andrus_GROW_024.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Chippewa_Andrus_GROW_025.jpg,
58754062,1,2,NA,NA,end_date_day,23,25,NA,NA,25,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Chippewa_CarpLittle_GROW_016.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Chippewa_CarpLittle_GROW_017.jpg,
58754077,1,2,1,NA,end_date_year,1893,1993,Same as Begin Date (Year),NA,1993,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Chippewa_Frenchman's_GROW_033.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Chippewa_Frenchman's_GROW_034.jpg,
58754080,1,1,NA,NA,end_date_month,January,June,NA,NA,June,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Chippewa_Frenchman's_GROW_039.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Chippewa_Frenchman's_GROW_040.jpg,
58754080,1,1,NA,NA,end_date_day,22,23,NA,NA,23,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Chippewa_Frenchman's_GROW_039.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Chippewa_Frenchman's_GROW_040.jpg,
58754080,1,1,NA,NA,end_date_year,1977,1976,NA,NA,1976,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Chippewa_Frenchman's_GROW_039.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Chippewa_Frenchman's_GROW_040.jpg,
58754103,1,1,2,NA,end_date_month,October,Same as Begin Date (Month),July,NA,July,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Chippewa_PotagannissingBay_GROW_006.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Chippewa_PotagannissingBay_GROW_007.jpg,
58754103,1,1,2,NA,end_date_year,1980,Same as Begin Date (Year),1979,NA,1979,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Chippewa_PotagannissingBay_GROW_006.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Chippewa_PotagannissingBay_GROW_007.jpg,
58754111,1,2,NA,NA,begin_date_year,1969,1968,NA,NA,1968,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Chippewa_Shelldrake_GROW_008.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Chippewa_Shelldrake_GROW_009.jpg,
58754113,1,2,NA,NA,end_date_month,July,August,NA,NA,July,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Chippewa_Soldier_GROW_037.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Chippewa_Soldier_GROW_038.jpg,
58754113,1,2,NA,NA,end_date_day,7,12,NA,NA,7,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Chippewa_Soldier_GROW_037.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Chippewa_Soldier_GROW_038.jpg,
58754113,1,2,NA,NA,end_date_year,1965,1964,NA,NA,1964,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Chippewa_Soldier_GROW_037.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Chippewa_Soldier_GROW_038.jpg,
58754119,1,1,NA,NA,end_date_year,1876,1976,NA,NA,1975,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Chippewa_Williams_GROW_006.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Chippewa_Williams_GROW_007.jpg,
58754125,1,2,NA,NA,end_date_month,January,June,NA,NA,June,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Clare_Arnold19N_4W_S2-3_GROW_072.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Clare_Arnold19N_4W_S2-3_GROW_073.jpg,
58754125,1,2,NA,NA,end_date_day,5,26,NA,NA,26,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Clare_Arnold19N_4W_S2-3_GROW_072.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Clare_Arnold19N_4W_S2-3_GROW_073.jpg,
58754125,1,2,NA,NA,end_date_year,1982,1981,NA,NA,1981,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Clare_Arnold19N_4W_S2-3_GROW_072.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Clare_Arnold19N_4W_S2-3_GROW_073.jpg,
58754164,2,1,1,NA,end_date_year,1961,1951,Same as Begin Date (Year),NA,1961,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Clare_Crooked_18-69_1961_GROW_001_01.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Clare_Crooked_18-69_1961_GROW_001_02.jpg,
58754165,2,1,NA,NA,end_date_month,June,February,NA,NA,June,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Clare_Crooked_18-69_1969_GROW_001_01.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Clare_Crooked_18-69_1969_GROW_001_02.jpg,
58754165,2,1,NA,NA,end_date_day,19,9,NA,NA,19,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Clare_Crooked_18-69_1969_GROW_001_01.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Clare_Crooked_18-69_1969_GROW_001_02.jpg,
58754165,2,1,NA,NA,end_date_year,1969,1970,NA,NA,1969,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Clare_Crooked_18-69_1969_GROW_001_01.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Clare_Crooked_18-69_1969_GROW_001_02.jpg,
58754169,2,1,NA,NA,begin_date_year,1991,1891,NA,NA,1991,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Clare_Crooked_18-69_1991_GROW_001_01.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Clare_Crooked_18-69_1991_GROW_001_02.jpg,
58754169,1,1,1,NA,end_date_year,1991,Same as Begin Date (Year),1891,NA,1991,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Clare_Crooked_18-69_1991_GROW_001_01.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Clare_Crooked_18-69_1991_GROW_001_02.jpg,
58754175,1,2,NA,NA,end_date_year,1883,1983,NA,NA,1983,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Clare_Crooked_GROW_182.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Clare_Crooked_GROW_183.jpg,
58754179,2,1,NA,NA,begin_date_day,19,16,NA,NA,19,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Clare_Currey_GROW_005.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Clare_Currey_GROW_006.jpg,
58754186,2,1,NA,NA,begin_date_month,June,February,NA,NA,June,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Clare_FiveLakes_GROW_016.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Clare_FiveLakes_GROW_017.jpg,
58754186,2,1,NA,NA,begin_date_day,12,13,NA,NA,12,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Clare_FiveLakes_GROW_016.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Clare_FiveLakes_GROW_017.jpg,
58754186,1,1,NA,NA,begin_date_year,1968,1973,NA,NA,1968,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Clare_FiveLakes_GROW_016.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Clare_FiveLakes_GROW_017.jpg,
58754187,2,1,1,NA,end_date_month,Same as Begin Date (Month),June,January,NA,June,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Clare_FiveLakes_GROW_018.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Clare_FiveLakes_GROW_019.jpg,
58754187,1,2,1,NA,end_date_day,Same as Begin Date (Day),20,4,NA,20,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Clare_FiveLakes_GROW_018.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Clare_FiveLakes_GROW_019.jpg,
58754187,1,2,1,NA,end_date_year,Same as Begin Date (Year),1968,1969,NA,1968,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Clare_FiveLakes_GROW_018.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Clare_FiveLakes_GROW_019.jpg,
58754195,2,1,1,NA,end_date_month,August,Same as Begin Date (Month),November,NA,August,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Clare_George_GROW_045.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Clare_George_GROW_046.jpg,
58754207,2,1,1,NA,end_date_month,Same as Begin Date (Month),March,July,NA,July,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Clare_LittleLong_GROW_061.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Clare_LittleLong_GROW_062.jpg,
58754207,2,1,1,NA,end_date_year,Same as Begin Date (Year),1972,1971,NA,1971,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Clare_LittleLong_GROW_061.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Clare_LittleLong_GROW_062.jpg,
58754210,1,2,1,NA,end_date_month,Same as Begin Date (Month),April,February,NA,April,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Clare_LittleLong_GROW_164.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Clare_LittleLong_GROW_165.jpg,
58754210,1,2,1,NA,end_date_year,Same as Begin Date (Year),1992,1993,NA,1992,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Clare_LittleLong_GROW_164.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Clare_LittleLong_GROW_165.jpg,
58754212,2,1,NA,NA,begin_date_day,2,6,NA,NA,2,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Clare_LittleLong_GROW_095.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Clare_LittleLong_GROW_096.jpg,
58754214,2,1,NA,NA,end_date_day,3,2,NA,NA,3,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Clare_Long20N_4W_S22-26-27_GROW_015.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Clare_Long20N_4W_S22-26-27_GROW_016.jpg,
58754225,1,1,2,NA,end_date_month,June,February,Same as Begin Date (Month),NA,June,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Clare_Perch17N_6W_S23_GROW_025.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Clare_Perch17N_6W_S23_GROW_026.jpg,
58754225,1,1,2,NA,end_date_year,1962,1993,Same as Begin Date (Year),NA,1992,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Clare_Perch17N_6W_S23_GROW_025.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Clare_Perch17N_6W_S23_GROW_026.jpg,
58754227,1,2,NA,NA,begin_date_year,1964,1963,NA,NA,1963,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Clare_Shamrock_GROW_011.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Clare_Shamrock_GROW_012.jpg,
58754230,1,2,1,NA,end_date_year,1869,1969,Same as Begin Date (Year),NA,1969,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Clare_Pike_GROW_007.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Clare_Pike_GROW_008.jpg,
58754231,2,1,NA,NA,end_date_month,August,January,NA,NA,September,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Clare_Silver_GROW_007.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Clare_Silver_GROW_008.jpg,
58754231,2,1,NA,NA,end_date_day,19,3,NA,NA,27,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Clare_Silver_GROW_007.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Clare_Silver_GROW_008.jpg,
58754231,2,1,NA,NA,end_date_year,1988,1989,NA,NA,1988,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Clare_Silver_GROW_007.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Clare_Silver_GROW_008.jpg,
58754244,1,2,1,NA,end_date_month,July,Same as Begin Date (Month),June,NA,June,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Clare_Sutherland_GROW_036.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Clare_Sutherland_GROW_037.jpg,
58754251,2,1,1,NA,end_date_month,September,Same as Begin Date (Month),August,NA,September,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Clare_Tubbs_GROW_001.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Clare_Tubbs_GROW_002.jpg,
58754255,1,2,1,NA,end_date_year,1991,Same as Begin Date (Year),1961,NA,1961,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Clare_Windover_GROW_032.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Clare_Windover_GROW_033.jpg,
58754297,1,2,NA,NA,begin_date_year,1982,1981,NA,NA,1981,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Crawford_Howes_GROW_034.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Crawford_Howes_GROW_035.jpg,
58754302,1,2,NA,NA,begin_date_year,1984,1983,NA,NA,1983,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Crawford_Jones_GROW_016.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Crawford_Jones_GROW_017.jpg,*Year is cut off but based on recording date on page two it looks to be 1983
58754302,2,1,NA,NA,end_date_day,14,8,NA,NA,14,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Crawford_Jones_GROW_016.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Crawford_Jones_GROW_017.jpg,
58754318,1,1,1,NA,end_date_year,Same as Begin Date (Year),1989,1988,NA,1988,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Crawford_Margrethe_GROW_123.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Crawford_Margrethe_GROW_124.jpg,*Year is cut off but based on recording date on page two it looks to be 1988
58754322,1,1,1,NA,end_date_month,March,May,Same as Begin Date (Month),NA,May,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Crawford_SectionOne_GROW_004.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Crawford_SectionOne_GROW_005.jpg,
58754322,1,2,NA,NA,end_date_day,4,28,NA,NA,28,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Crawford_SectionOne_GROW_004.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Crawford_SectionOne_GROW_005.jpg,
58754322,1,1,1,NA,end_date_year,1993,1992,Same as Begin Date (Year),NA,1992,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Crawford_SectionOne_GROW_004.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Crawford_SectionOne_GROW_005.jpg,
58754324,1,1,NA,NA,begin_date_year,1985,1980,NA,NA,1984,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Crawford_Shupac_GROW_042.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Crawford_Shupac_GROW_043.jpg,*Year is cut off but based on recording date on page two it looks to be 1984
58754324,1,1,NA,NA,end_date_year,1985,1980,NA,NA,1984,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Crawford_Shupac_GROW_042.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Crawford_Shupac_GROW_043.jpg,*Year is cut off but based on recording date on page two it looks to be 1984
