"subject_id","task","data.aligned_text","data.number_views","data.consensus_score","data.consensus_text"
58751739,"T18","[['3', '3', '3', '3'], ['gillnets', 'gillnets', 'gill', 'gill'], ['', '', 'nets', 'nets']]",4,2.66666666666667,"3 gillnets nets"
58751739,"T19","[['experimental', 'experimental', 'experimental', 'experimental']]",4,4,"experimental"
58751740,"T5","[['125', '125', '125', '125'], ['feet', 'feet', 'feet', 'feet'], ['each', 'each', 'each', 'each']]",4,4,"125 feet each"
58751740,"T8","[['56', '56', '56', '56'], ['', 'F', '', '']]",4,2.5,"56 F"
58751740,"T9","[['8', '', '8', '8'], ['to', '', 'to', 'to'], ['26', ""8-26'"", '26', '26'], ['feet', '', 'feet', 'feet']]",4,3,"8 to 26 feet"
58751740,"T10","[['Off', 'Off', 'Off', 'Off'], ['of', 'of', 'of', 'of'], ['shore', 'shore', 'shore', 'shore'], ['on', 'on', 'on', 'on'], ['east,', 'east,', 'east,', 'east,'], ['west', 'west', 'west', 'west'], ['and', 'and', 'and', 'and'], ['north', 'north', 'north', 'north'], ['sides', 'sides.', 'sides', 'sides.']]",4,3.77777777777778,"Off of shore on east, west and north sides"
58751740,"T12","[['Netting', 'Netting', 'Netting', 'Netting'], ['done', 'done', 'done', 'done'], ['after', 'after', 'after', 'after'], ['poisoning', 'poisoning', 'poisoning', 'poisoning'], ['to', 'to', 'to', 'to'], ['determine', 'determine', 'determine', 'determine'], ['if', 'if', 'if', 'if'], ['kill', 'kill', 'kill', 'kill'], ['was', 'was', 'was', 'was'], ['complete', 'complete.', 'complete', 'complete.']]",4,3.8,"Netting done after poisoning to determine if kill was complete"
58751740,"T17","[['10:00', '10:00', '10:00', '10:00'], ['A.M.', 'am', 'A.M.', 'AM.'], ['to', '-', 'to', 'to'], ['10:30', '10:30', '10:30', '10:30'], ['A.M.', 'am', 'A.M.', 'A.M.']]",4,3.2,"10:00 A.M. to 10:30 A.M."
58751740,"T18","[['5', '5', '5', '5'], ['gill', 'gill', 'gill', 'gill'], ['nets', 'nets', 'nets', 'nets']]",4,4,"5 gill nets"
58751740,"T19","[['experimental', 'experimental', 'experimental', 'experimental']]",4,4,"experimental"
58751741,"T5","[['125', '125', '125', '125'], ['feet', 'feet', 'feet', 'feet'], ['each', 'each', 'each', 'each']]",4,4,"125 feet each"
58751741,"T8","[['74', '74', '74', '74'], ['F', 'F', 'F', 'F']]",4,4,"74 F"
58751741,"T9","[['18', '18', '18', ""18-37'""], ['to', 'to', 'to', ''], ['37', '37', '37', ''], ['feet', 'feet', 'feet', '']]",4,3,"18 to 37 feet"
58751741,"T10","[['2', '2', '2', '2'], ['nets', 'nets', 'nets', 'nets'], ['out', 'out', 'out', 'out'], ['from', 'from', 'from', 'from'], ['east', 'east', 'east', 'east'], ['shore;', 'shore;', 'shore;', 'shore;'], ['1', '1', '1', '1'], ['net', 'net', 'net', 'net'], ['out', 'out', 'out', 'out'], ['from', 'from', 'from', 'from'], ['west', 'west', 'west', 'west'], ['shore;', 'shore;', 'shore;', ""shore'""], ['and', 'and', 'and', 'and'], ['1', '1', '1', '1'], ['net', 'net', 'net', 'net'], ['out', 'out', 'out', 'out'], ['from', 'from', 'from', 'from'], ['north', 'north', 'north', 'north'], ['shore', 'shore', 'shore', 'shore.']]",4,3.89473684210526,"2 nets out from east shore; 1 net out from west shore; and 1 net out from north shore"
58751741,"T11","[['Orig:File'], ['CC:Region'], ['Institute']]",1,1,"Orig:File CC:Region Institute"
58751741,"T12","[['Netting', 'Netting', 'Netting', 'Netting'], ['for', 'for', 'for', 'for'], ['further', 'further', 'further', 'further'], ['check', 'check', 'check', 'check'], ['on', 'on', 'on', 'on'], ['poisoning', 'poisoning', 'poising', 'poisoning'], ['job', 'job', 'job', 'job'], ['done', 'done', 'done', 'done'], ['in', 'in', 'in', 'in'], ['spring.', 'spring', 'spring.', 'spring.']]",4,3.8,"Netting for further check on poisoning job done in spring."
58751741,"T17","[['2:00', '2:00', '2:00', '2:00'], ['p.m.', 'p.m.', 'p.m.', 'pm'], ['to', 'to', 'to', '-'], ['11:00', '11:30', '11:30', '11:30'], ['a.m', 'a.m.', 'a.m.', 'am']]",4,3,"2:00 p.m. to 11:30 a.m."
58751741,"T18","[['4', '4', '4', '4'], ['gill', 'gill', 'gill', 'gill'], ['nets', 'nets', 'nets', 'nets']]",4,4,"4 gill nets"
58751741,"T19","[['experimental', 'experimental', 'experimental', 'experimental']]",4,4,"experimental"
58751742,"T5","[[""125'"", ""125'"", '125', ""125'""]]",4,3,"125'"
58751742,"T8","[['62', '62', '62', '62'], ['F', 'F', '', 'F']]",4,3.5,"62 F"
58751742,"T9","[[""5'"", ""5'"", '5', ""5'""], ['', '', 'ft', ''], ['to', 'to', 'to', 'to'], [""20'"", ""20'"", '20', '20""'], ['', '', 'ft', '']]",4,2.2,"5' ft to 20' ft"
58751742,"T10","[['East', 'East', 'East', 'East'], ['side', 'side', 'side', 'side'], ['of', 'of', 'of', 'of'], ['lake.', 'lake.', 'lake.', 'lake.']]",4,4,"East side of lake."
58751742,"T17","[['4:00', '4:00', '4:00', '4:00'], ['P.M', 'P.M.', 'P.M', 'P.M.'], ['to', 'to', 'to', 'to'], ['10:', '10:00', '10:00A.M.', '10:00'], ['A.M.', 'A.M.', '', 'A.M.']]",4,3,"4:00 P.M to 10:00 A.M."
58751742,"T18","[['gill', 'gill', 'gill', 'gill'], ['net', 'net', 'net', 'net']]",4,4,"gill net"
58751742,"T19","[['1', '1', '1', '1'], ['1/2""', '1/2""', '1/2', '1/2""'], ['', '', 'inch', ''], ['square', 'square', 'square', 'square']]",4,3,"1 1/2"" inch square"
58751743,"T5","[['125’', ""125'"", ""125'"", '125'], ['', '', '', 'feet']]",4,1.5,"125' feet"
58751743,"T8","[['221', '221', '221', '221'], ['C', 'C', 'C', 'C']]",4,4,"221 C"
58751743,"T9","[['25', '25', ""25'"", '25'], ['ft', 'ft', '', 'ft']]",4,3,"25 ft"
58751743,"T10","[['East', 'East', 'East', 'East'], ['side', 'side', 'side', 'side'], ['of', 'of', 'of', 'of'], ['lake', 'lake', 'lake', 'lake'], ['150’', ""150'"", ""150'"", '150'], ['', '', '', 'ft'], ['from', 'from', 'from', 'from'], ['shore.', 'shore.', 'shore.', 'shore.']]",4,3.375,"East side of lake 150' ft from shore."
58751743,"T17","[['3:15', '3:15', '3:15', '3:15'], ['P.M.', 'P.M.', 'pm', 'P.M.'], ['to', 'to', '-', 'to'], ['10:00', '10:00', '10:00', '10:00'], ['A.M.', 'A.M.', 'am', 'A.M.']]",4,3.4,"3:15 P.M. to 10:00 A.M."
58751743,"T18","[['gill', 'gill', 'gill', 'gill'], ['net', 'net', 'net', 'net']]",4,4,"gill net"
58751743,"T19","[['1.5', '1.5""', '1', '1'], ['inch', '', '1/2', '1/2'], ['bar', 'bar', 'bar', 'bar']]",4,2.66666666666667,"1 1/2 bar"
58751744,"T5","[[""125'"", ""125'"", ""125'"", ""125'""]]",4,4,"125'"
58751744,"T8","[['62', '62', '62', '62'], ['F', 'F', 'F', 'F']]",4,4,"62 F"
58751744,"T9","[[""8'"", '', ""8'"", ""8'""], ['to', '', 'to', '-'], [""35'"", ""8-35'"", ""35'"", ""35'""]]",4,2.66666666666667,"8' to 35'"
58751744,"T10","[['Off', 'Off', 'Off', 'off'], ['of', 'of', '', 'of'], ['south', 'south', 'south', 'south'], ['end', 'end', 'end', 'end'], ['of', 'of', 'of', 'of'], ['lake', 'lake', 'lake', 'lake']]",4,3.66666666666667,"Off of south end of lake"
58751744,"T17","[['4:00', '4:00', '4:00', '4:00'], ['P.M.', 'pm', 'P.M.', 'P.M.'], ['to', '-', 'to', 'to'], ['10:00', '10:00', '10:00', '10:00'], ['A.M.', 'am', 'A.M.', 'AM']]",4,3.2,"4:00 P.M. to 10:00 A.M."
58751744,"T18","[['gill', 'gill', 'gill', 'gill'], ['net', 'net', 'net', 'net']]",4,4,"gill net"
58751744,"T19","[['experimental', 'experimental', 'experimental', 'experimental']]",4,4,"experimental"
58751745,"T5","[[""125'"", ""125'"", ""125'""]]",3,3,"125'"
58751745,"T8","[['62', '62', '62'], ['F', 'F', 'F']]",3,3,"62 F"
58751745,"T9","[[""8'"", '', ""8'""], ['to', '', 'to'], [""30'"", ""8-30'"", ""30'""]]",3,2,"8' to 30'"
58751745,"T10","[['Near', 'Near', 'Near'], ['beaver', 'beaver', 'beaver'], ['house', 'house', 'house'], ['on', 'on', 'on'], ['northwest', 'northwest', 'northwest'], ['side', 'side', 'side'], ['of', 'of', 'of'], ['lake.', 'lake', 'lake.']]",3,2.875,"Near beaver house on northwest side of lake."
58751745,"T17","[['4:00', '4:00', '4:00'], ['P.M.', 'pm', 'P.M.'], ['to', '-', 'to'], ['10:', '10:00', '10:00'], ['A.M.', 'am', 'A.M.']]",3,2.2,"4:00 P.M. to 10:00 A.M."
58751745,"T18","[['gill', 'gill', 'gill'], ['net', 'net', 'net']]",3,3,"gill net"
58751745,"T19","[['experimental', 'experimental', 'experimental']]",3,3,"experimental"
58751746,"T5","[[""125'"", ""125'"", ""125'"", ""125'""]]",4,4,"125'"
58751746,"T8","[['221', '221', '221', '221'], ['C', 'C', 'C', 'C']]",4,4,"221 C"
58751746,"T9","[[""22'"", ""22'"", ""22'"", ""22-25'""], ['to', 'to', 'to', ''], [""25'"", ""25'"", ""25'"", '']]",4,3,"22' to 25'"
58751746,"T10","[['North', 'North', 'North', 'North'], ['end', 'end', 'end', 'end'], ['200', '200', '200', '200'], ['feet', 'feet', 'feet', 'feet'], ['from', 'from', 'from', 'from'], ['shore.', 'shore.', 'shore.', 'shore']]",4,3.83333333333333,"North end 200 feet from shore."
58751746,"T17","[['2:30', '2:30', '2:30', '2:30'], ['PM', 'P.M.', 'P.M', 'pm'], ['to', 'to', 'to', '-'], ['9:30', '9:30', '9:30', '9:30'], ['AM', 'A.M.', 'A.M', 'am']]",4,2.6,"2:30 PM to 9:30 AM"
58751746,"T18","[['gill', 'gill', 'gill', 'gill'], ['net', 'net', 'net', 'net']]",4,4,"gill net"
58751746,"T19","[['experimental', 'experimental', 'experimental', 'experimental']]",4,4,"experimental"
58751747,"T5","[[""125'"", ""125'"", ""125'"", ""125'""]]",4,4,"125'"
58751747,"T8","[['211', '211', '211', '211'], ['C', 'C', 'C', 'C']]",4,4,"211 C"
58751747,"T9","[[""22'"", ""22'"", ""22'"", ""22'""], ['to', 'to', 'to', 'to'], [""25'"", ""25'"", ""25'"", ""25'""]]",4,4,"22' to 25'"
58751747,"T10","[['West', 'West', 'West', 'West'], ['side', 'side', 'side', 'side'], ['of', 'of', 'of', 'of'], ['lake', 'lake', 'lake', 'lake'], [""150'"", ""150'"", ""150'"", ""150'""], ['from', 'from', 'from', 'from'], ['shore.', 'shore', 'shore.', 'shore']]",4,3.71428571428571,"West side of lake 150' from shore."
58751747,"T17","[['3:00', '3:00', '3:00', '3:00PM'], ['P.M.', 'P.M.', 'PM', ''], ['to', 'to', 'to', 'to'], ['9:45', '9:45', '9:45', '9:45'], ['A.M.', 'A.M.', 'AM', 'A.M.']]",4,3.2,"3:00 P.M. to 9:45 A.M."
58751747,"T18","[['gill', 'gill', 'gill', 'gill'], ['net', 'net', 'net', 'net']]",4,4,"gill net"
58751747,"T19","[['experimental', 'experimental', 'experimental', 'experimental']]",4,4,"experimental"
58751748,"T5","[['125', '125', '125', '125'], ['feet', 'feet', 'feet', 'feet'], ['each', 'each', 'each', 'each']]",4,4,"125 feet each"
58751748,"T8","[['60', '60', '60', '60'], ['F', 'F', 'F', 'F']]",4,4,"60 F"
58751748,"T9","[['Net', 'Net', 'Net', 'Net'], ['No.', 'No.', 'No.', 'No.1'], ['1', '1', '1', ''], ['15', '15', '15', '15'], ['to', 'to', 'to', 'to'], [""20';"", ""20';"", '20', ""20';""], ['', '', 'ft;', ''], ['Net', 'Net', 'Net', 'Net'], ['No.', 'No.', 'No.', 'No.'], ['2', '2', '2', '2'], ['12', '12', '12', '12'], ['to', 'to', 'to', 'to'], [""28';"", ""28';"", '28', ""28';""], ['', '', 'ft;', ''], ['Net', 'Net', 'Net', 'Net'], ['No.', 'No.', 'No.', 'No.3'], ['3', '3', '3', ''], ['22', '22', '22', '22'], ['to', 'to', 'to', 'to'], [""30'"", ""30'"", '30', ""30'""], ['', '', 'ft', '']]",4,3.23809523809524,"Net No. 1 15 to 20'; ft; Net No. 2 12 to 28'; ft; Net No. 3 22 to 30' ft"
58751748,"T10","[['Net', 'Net', 'Net', 'Net'], ['No.', 'No.', 'No.', 'No.'], ['1', '1', '1', '1'], ['along', 'along', 'along', 'along'], ['east', 'east', 'east', 'east'], ['shore', 'shore', 'shore', 'shore'], ['at', 'at', 'at', 'at'], ['north', 'north', 'north', 'north'], ['end.', 'end.', 'end.', 'end.'], ['Net', 'Net', 'Net', 'Net'], ['No.', 'No.', 'No.', 'No.'], ['2', '2', '2', '2'], ['at', 'at', 'at', 'at'], ['south', 'south', 'south', 'south'], ['end.', 'end.', 'end.', 'end.Net'], ['Net', 'Net', 'Net', ''], ['No.', 'No.', 'No.', 'No.'], ['3', '3', '3', '3'], ['off', 'off', 'off', 'off'], ['of', 'of', 'of', 'of'], ['northwest', 'northwest', 'northwest', 'northwest'], ['shore.', 'shore.', 'shore.', 'shore.']]",4,3.90909090909091,"Net No. 1 along east shore at north end. Net No. 2 at south end. Net No. 3 off of northwest shore."
58751748,"T12","[['No', 'No', 'No', 'No'], ['fish', 'fish', 'fish', 'fish'], ['taken.', 'taken.', 'taken.', 'taken.'], ['Poison', 'Poison', 'Poison', 'Poison'], ['job', 'job', 'job', 'job'], ['done', 'done', 'done', 'done'], ['Sept', 'Sept.', 'Sept.', 'Sept.'], ['4.', '4', '4', '4'], ['is', 'is', 'is', 'is'], ['very', 'very', 'very', 'very'], ['likely', 'likely', 'likely', 'likely'], ['complete.', 'complete.', 'complete.', 'complete.']]",4,3.83333333333333,"No fish taken. Poison job done Sept. 4 is very likely complete."
58751748,"T17","[['2:15', '2:14', '2:15', '2:15'], ['PM', 'PM', 'PM', 'PM'], ['Mon.', 'Mon.', 'Mon.', 'Mon.'], ['to', 'to', 'to', 'to'], ['5', '5', '5', '5'], ['PM', 'PM', 'PM', 'PM'], ['Tues', 'Tues.', 'Tues.', 'Tues.']]",4,3.71428571428571,"2:15 PM Mon. to 5 PM Tues."
58751748,"T18","[['3', '3', '3', '3'], ['gill', 'gill', 'gill', 'gill'], ['nets', 'nets', 'nets', 'nets']]",4,4,"3 gill nets"
58751748,"T19","[['1-1', '1', '1-1', '1-1'], ['1/2', '-', '1/2', '1/2'], ['', '1', 'inch', ''], ['', '1/2""', '', ''], ['Bar;', 'bar', 'bar,', 'Bar;'], ['2', '2', '2', '2'], ['-', '', '', '-'], ['experimental', 'experimental', 'experimental', 'experimental']]",4,2.5,"1-1 1/2 1 1/2"" Bar; 2 - experimental"
58751749,"T5","[['250', '250', '250', '250'], ['feet', 'feet', 'feet', 'feet']]",4,4,"250 feet"
58751749,"T8","[['67', '67', '67', '67'], ['F', '', '', '']]",4,2.5,"67 F"
58751749,"T9","[['8', '', '', '8'], ['-', '', '', '-'], ['21', '8-21', '8-21', '21'], ['ft', 'ft', 'ft', 'ft']]",4,2.5,"8 - 21 ft"
58751749,"T10","[['On', 'On', 'On', 'On'], ['west', 'West', 'West', 'West'], ['shore,', 'shore,', 'shore,', 'shore,'], ['400-500ft.', '400', '400-500', '400'], ['', '-', '', '-'], ['', '500', '', '500'], ['', 'ft.', 'ft.', 'ft.'], ['North', 'North', 'North', 'North'], ['of', 'of', 'of', 'of'], ['road', 'road', 'road', 'road']]",4,3.2,"On West shore, 400 - 500 ft. North of road"
58751749,"T11","[['7,8', '7,8', '7,8', '7,8']]",4,4,"7,8"
58751749,"T17","[['3:30', '3:30', '3:30-4:15', '3:30'], ['-', '-', '', '-'], ['4:15', '4:15', '', '4:15'], ['P.M.', 'P.M.', 'P.M.', 'P.M.']]",4,3.25,"3:30 - 4:15 P.M."
58751749,"T18","[['gill', 'gill', 'gill', 'gill'], ['net', 'net', 'net', 'net']]",4,4,"gill net"
58751749,"T19","[['experimental', 'experimental', 'experimental', 'experimental']]",4,4,"experimental"
58751750,"T5","[[""250'"", ""250'"", ""250'"", ""250'""]]",4,4,"250'"
58751750,"T8","[['70', '70', '70', '70']]",4,4,"70"
58751750,"T9","[['7', '', '7', ''], ['-', '', '-', ''], ['30', '7-30', '30', '7-30'], ['feet', 'feet', 'feet', 'feet']]",4,2.5,"7 - 30 feet"
58751750,"T10","[['At', 'At', 'At', 'At'], ['North', 'North', 'north', 'North'], ['end', 'end', 'end', 'end'], ['of', 'of', 'of', 'of'], ['lake,', 'lake,', 'lake,', 'lake,'], ['150', '150', '150', '150'], ['and', 'and', 'and', 'and'], ['400', '400', '400', '400'], ['feet', 'feet', 'feet', 'feet'], ['respectively', 'respectively', 'respectively', 'respectively'], ['from', 'from', 'from', 'from'], ['inlet.', 'inlet', 'inlet', 'inlet.']]",4,3.75,"At North end of lake, 150 and 400 feet respectively from inlet."
58751750,"T11","[['5,6', '5,6', '5,6', '5,6']]",4,4,"5,6"
58751750,"T12","[['Near', 'Near', 'Near', 'Near'], ['inlet', 'inlet', 'inlet', 'inlet'], ['large', 'large', 'large', 'large'], ['areas', 'areas', 'areas', 'areas'], ['of', 'of', 'of', 'of'], ['submergent', 'submergent', 'submergent', 'submergent'], ['weed', 'weed', 'weed', 'weed'], ['bed', 'bed', 'bed', 'bed'], ['up', 'up', 'up', 'up'], ['to', 'to', 'to', 'to'], ['within', 'within', 'within', 'within'], ['6', '6', '6', '6'], ['inches', 'inches', 'inches', 'inches'], ['of', 'of', 'of', 'of'], ['surface.', 'surface.', 'surface.', 'surface.'], ['No', 'No', 'No', 'No'], ['fish', 'fish', 'fish', 'fish'], ['gotten', 'gotten', 'gotten', 'gotten'], ['in', 'in', 'in', 'in'], ['net', 'net', 'net', 'net'], ['set', 'set', '', 'set'], ['East', 'East', 'East', 'East'], ['of', 'of', 'of', 'of'], ['inlet', 'inlet', 'inlet', 'inlet'], ['400', '100ft', '400', '400'], ['ft.', '', 'ft.', 'ft.']]",4,3.88461538461538,"Near inlet large areas of submergent weed bed up to within 6 inches of surface. No fish gotten in net set East of inlet 400 ft."
58751750,"T17","[['1:15', '1:15', '1:15', '1:15-3:15'], ['-', '-', '-', ''], ['3:15', '3:15pm', '3:15', ''], ['P.M.', '', 'P.M.', 'P.M.']]",4,2.75,"1:15 - 3:15 P.M."
58751750,"T18","[['gill', 'gill', 'gill', 'gill'], ['net', 'net', 'net', 'net']]",4,4,"gill net"
58751750,"T19","[['3/8""', '3/8""', '3/8""', '3/8""'], ['and', '&', 'and', 'and'], ['Experimental', 'experimental', 'Experimental', 'Experimenta']]",4,3,"3/8"" and Experimental"
58751751,"T5","[['250’', '250', ""250'"", ""250'""], ['', 'feet', '', '']]",4,1.5,"250' feet"
58751751,"T8","[['70', '70', '70', '70'], ['', '', 'F', '']]",4,2.5,"70 F"
58751751,"T9","[['7-30', '7', ""7-30'"", '7'], ['', '-', '', '-'], ['', '30', '', '30ft'], ['feet', 'feet', '', '']]",4,1.75,"7 - 30 feet"
58751751,"T10","[['At', 'At', 'At', 'At'], ['north', 'North', 'North', 'north'], ['end', 'end', 'end', 'end'], ['of', 'of', 'of', 'of'], ['lake,', 'lake,', 'lake,', 'lake,'], ['150', '150', '150', '150'], ['and', 'and', 'and', 'and'], ['400', '400', '400', '400ft'], ['feet', 'feet', 'feet', ''], ['respectively', 'respectively', 'respectively', 'respectively'], ['from', 'from', 'from', 'from'], ['inlet.', 'inlet.', 'inlet', 'inlet']]",4,3.5,"At north end of lake, 150 and 400 feet respectively from inlet."
58751751,"T11","[['5,6', '5,6', '5-6', '5,6']]",4,3,"5,6"
58751751,"T12","[['Near', 'Near', 'Near', 'Near'], ['inlet', 'inlet', 'inlet', 'inlet'], ['large', 'large', 'large', 'large'], ['areas', 'areas', 'areas', 'areas'], ['of', 'of', 'of', 'of'], ['submergent', 'submergent', 'submerge', 'submergent'], ['weed', 'weed', 'weed', 'weed'], ['bed', 'bed', 'bed', 'bed'], ['up', 'up', 'up', 'up'], ['to', 'to', 'to', 'to'], ['within', 'within', 'within', 'within'], ['6', '6', '6', '6""'], ['inches', 'inches', 'inches', ''], ['of', 'of', 'of', 'of'], ['surface.', 'surface.', 'surface.', 'surface.'], ['No', 'No', 'No', 'No'], ['fish', 'fish', 'fish', 'fish'], ['gotten', 'gotten', 'gotten', 'gotten'], ['in', 'in', 'in', 'in'], ['net', 'net', 'net', 'net'], ['set', 'set', 'set', 'set'], ['East', 'East', 'East', 'east'], ['of', 'of', 'of', 'of'], ['inlet', 'inlet', 'inlet,', 'inlet'], ['400', '400', '400', '400ft'], ['ft.', 'ft.', 'feet.', '']]",4,3.69230769230769,"Near inlet large areas of submergent weed bed up to within 6 inches of surface. No fish gotten in net set East of inlet 400 ft."
58751751,"T17","[['1:15', '1:15', '1:15', '1:15'], ['', '', 'pm', ''], ['-', '-', '-', '-'], ['3:15', '3:15', '3:15', '3:15pm'], ['P.M.', 'P.M.', 'pm', '']]",4,2.8,"1:15 pm - 3:15 P.M."
58751751,"T18","[['gill', 'gill', 'gill', 'gill'], ['net', 'net', 'net', 'net']]",4,4,"gill net"
58751751,"T19","[['3/8""', '3/8', '3/8""', '3/8'], ['', 'inch', '', ''], ['and', 'and', 'ad', 'and'], ['Experimental', 'Experimental', 'experimental', 'exp']]",4,2,"3/8"" inch and Experimental"
58751752,"T5","[['500', '500ft', '500', '500'], ['feet', '', 'feet', 'feet']]",4,3,"500 feet"
58751752,"T8","[['71', '71', '71', '71'], ['F', '', '', 'F']]",4,3,"71 F"
58751752,"T9","[['7-20', '7-20ft', '7', ""7-20'""], ['', '', '-', ''], ['', '', '20', ''], ['ft', '', 'ft', '']]",4,1.25,"7-20 - 20 ft"
58751752,"T10","[['Half', 'Halfway', 'Half', 'Half'], ['way', '', 'way', 'way'], ['up', 'up', 'up', 'up'], ['lake', 'lake', 'lake', 'lake'], ['from', 'from', 'from', 'from'], ['East', 'east', 'East', 'East'], ['and', 'and', 'and', 'and'], ['West', 'west', 'West', 'West'], ['shores.', 'shores', 'shores.', 'shores.']]",4,3.44444444444444,"Half way up lake from East and West shores."
58751752,"T11","[['1,2,3,4', '1,2,3,4', '1,', '1,'], ['', '', '2,', '2,'], ['', '', '3,', '3,'], ['', '', '4', '4']]",4,2,"1,2,3,4 2, 3, 4"
58751752,"T12","[['Over', 'Over', 'Over', 'Over'], ['15', '15ft', '15', '15'], ['ft.', '', 'ft.', 'feet'], ['nets', 'nets', 'nets', 'nets'], ['stained', 'stained', 'stained', 'stained'], ['black.', 'black', 'black.', 'black.']]",4,3.33333333333333,"Over 15 ft. nets stained black."
58751752,"T17","[['1:45', '1.45', '1:45', '1:45'], ['-', '-', '-', '-'], ['3:30', '3.30pm', '3:30', '3:30'], ['p.m.', '', 'p.m.', 'pm']]",4,3,"1:45 - 3:30 p.m."
58751752,"T18","[['gill', 'gill', 'gill', 'gill'], ['net', 'net', 'net', 'net']]",4,4,"gill net"
58751752,"T19","[['3', '3', '', '3'], ['experimental;', 'experimental;', '', 'experimental;'], ['one', 'one', 'one', 'one'], ['3/4""', '3/4""', '3/4', '3/4""'], ['', '', 'ft', ''], ['bar', 'bar', 'bar', 'bar']]",4,3,"3 experimental; one 3/4"" ft bar"
58751753,"T5","[['250', '250', '250ft', '250'], ['feet', 'feet', '', 'feet']]",4,3,"250 feet"
58751753,"T8","[['67', '67', '67', '67'], ['F', '', '', '']]",4,2.5,"67 F"
58751753,"T9","[['8', '8', '8', '8'], ['-', '-', '-', '-'], ['21', '21', '21ft', '21'], ['ft', 'ft', '', 'ft']]",4,3.5,"8 - 21 ft"
58751753,"T10","[['On', 'On', 'On', 'On'], ['West', 'West', 'West', 'West'], ['shore,', 'shore,', 'shore,', 'shore,'], ['400', '400', '400', '400'], ['-', '-', '-', '-'], ['500', '500', '500ft', '500'], ['ft.', 'ft.', '', 'ft.'], ['North', 'North', 'North', 'North'], ['of', 'of', 'of', 'of'], ['road', 'road', 'road', 'road']]",4,3.8,"On West shore, 400 - 500 ft. North of road"
58751753,"T11","[['7,8', '7,8', '7.8', '7,'], ['', '', '', '8']]",4,1.5,"7,8 8"
58751753,"T17","[['3:30', '3:30', '3:30', '3:30'], ['-', '-', '-', '-'], ['4:15', '4:15', '4:15pm', '4:15'], ['P.M.', 'P.M.', '', 'P.M.']]",4,3.5,"3:30 - 4:15 P.M."
58751753,"T18","[['gill', 'gill', 'gill', 'gill'], ['net', 'net', 'net', 'net']]",4,4,"gill net"
58751753,"T19","[['experimental', 'experimental', 'Exp', 'experimental']]",4,3,"experimental"
58751754,"T7","[['3'], ['exp.']]",1,1,"3 exp."
58751754,"T8","[['75', '75', '75', '75'], ['F', 'F', 'F', 'F']]",4,4,"75 F"
58751754,"T9","[['', '8', '8', ''], ['', '-', '-', ''], ['8-30', '30', '30', '8-30'], ['ft', 'feet.', 'feet', 'feet']]",4,2,"8 - 8-30 feet"
58751754,"T10","[[""Fribley's"", 'Fribleys', 'Fribleys', 'Fribleys'], ['Camp-nets', 'Camp', 'Camp', 'Camp'], ['', '-', '-', ''], ['', 'nets', 'nets', ''], ['set', 'set', 'set', ''], ['on', 'on', 'on', ''], ['east', 'East', 'east', ''], ['and', 'and', 'and', ''], ['west', 'West', 'west', ''], ['shores', 'shores', 'shores', ''], ['out', 'out', 'out', ''], ['from', 'from', 'from', ''], ['this', 'tis', 'this', ''], ['camp.', 'camp.', 'camp.', '']]",4,2.64285714285714,"Fribleys Camp - nets set on east and west shores out from this camp."
58751754,"T11","[['1', '1.', '1']]",3,2,"1"
