subject_id,workflow_id,task,reducer,data.aggregation_version,no_data, yellow_perch, largemouth_bass, bluntnose_minnow, iowa_darter, blacknose_shiner, golden_shiner, white_sucker, bullhead_not_specified,yes_data, none_listed, northern_pike, brook_trout, rock_bass, smallmouth_bass, bluegill, walleye, banded_killifish, common_carp, pumpkinseed, johnny_darter, common_shiner, blackchin_shiner, brown_trout, blacknose_minnow, cisco_herring_whitefish, black_crappie, lake_chubsucker, brown_bullhead, black_bullhead, rainbow_trout, brook_silverside, mimic_shiner, yellow_bullhead, bowfin_dogfish, longnose_gar, spotted_gar, grass_pickerel
58687438,17911,T12,question_reducer,3.4.5,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58687438,17911,T15,question_reducer,3.4.5,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
58687438,17911,T18,question_reducer,3.4.5,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
58687438,17911,T21,question_reducer,3.4.5,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
58687438,17911,T25,question_reducer,3.4.5,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58687439,17911,T12,question_reducer,3.4.5,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58687439,17911,T15,question_reducer,3.4.5,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
58687439,17911,T18,question_reducer,3.4.5,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58687439,17911,T21,question_reducer,3.4.5,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
58687439,17911,T25,question_reducer,3.4.5,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58687440,17911,T12,question_reducer,3.4.5,,,4,,,,,,,,,4,,,4,,4,,,,,,,,,,,,,,,,,,,,,
58687440,17911,T15,question_reducer,3.4.5,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
58687440,17911,T18,question_reducer,3.4.5,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
58687440,17911,T21,question_reducer,3.4.5,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
58687440,17911,T25,question_reducer,3.4.5,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58687441,17911,T12,question_reducer,3.4.5,,4,,,,,,,,,,4,,,,,,,,4,,,,,,,,,,,,,,,,,,
58687441,17911,T15,question_reducer,3.4.5,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58687441,17911,T18,question_reducer,3.4.5,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58687441,17911,T21,question_reducer,3.4.5,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
58687441,17911,T25,question_reducer,3.4.5,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58687442,17911,T12,question_reducer,3.4.5,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,
58687442,17911,T15,question_reducer,3.4.5,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
58687442,17911,T18,question_reducer,3.4.5,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
58687442,17911,T21,question_reducer,3.4.5,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
58687442,17911,T25,question_reducer,3.4.5,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58687443,17911,T12,question_reducer,3.4.5,,4,1,,,,,,,,,3,,,4,,4,,,,,,,,,3,2,,,,,,,,,,,
58687443,17911,T15,question_reducer,3.4.5,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,
58687443,17911,T18,question_reducer,3.4.5,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58687443,17911,T21,question_reducer,3.4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,
58687443,17911,T25,question_reducer,3.4.5,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58687444,17911,T12,question_reducer,3.4.5,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58687444,17911,T15,question_reducer,3.4.5,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58687444,17911,T18,question_reducer,3.4.5,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
58687444,17911,T21,question_reducer,3.4.5,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
58687444,17911,T25,question_reducer,3.4.5,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58687445,17911,T12,question_reducer,3.4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58687445,17911,T15,question_reducer,3.4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58687445,17911,T18,question_reducer,3.4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58687445,17911,T21,question_reducer,3.4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58687445,17911,T25,question_reducer,3.4.5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58687446,17911,T12,question_reducer,3.4.5,,4,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,
58687446,17911,T15,question_reducer,3.4.5,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
58687446,17911,T18,question_reducer,3.4.5,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
58687446,17911,T21,question_reducer,3.4.5,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
58687446,17911,T25,question_reducer,3.4.5,1,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58687447,17911,T12,question_reducer,3.4.5,,4,4,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,
58687447,17911,T15,question_reducer,3.4.5,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
58687447,17911,T18,question_reducer,3.4.5,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
58687447,17911,T21,question_reducer,3.4.5,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
58687447,17911,T25,question_reducer,3.4.5,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58687448,17911,T12,question_reducer,3.4.5,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58687448,17911,T15,question_reducer,3.4.5,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
58687448,17911,T18,question_reducer,3.4.5,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
58687448,17911,T21,question_reducer,3.4.5,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
58687448,17911,T25,question_reducer,3.4.5,1,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58687449,17911,T12,question_reducer,3.4.5,,4,,,,,,,,,,4,,,,,,,,4,,,,,,,,,,,,,,,,,,
58687449,17911,T15,question_reducer,3.4.5,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,
58687449,17911,T18,question_reducer,3.4.5,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58687449,17911,T21,question_reducer,3.4.5,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
58687449,17911,T25,question_reducer,3.4.5,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58687450,17911,T12,question_reducer,3.4.5,,4,4,,,,,,,,,4,,4,,4,,,,4,,,,,,,,,,,,,,,,,,
58687450,17911,T15,question_reducer,3.4.5,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58687450,17911,T18,question_reducer,3.4.5,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58687450,17911,T21,question_reducer,3.4.5,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
58687450,17911,T25,question_reducer,3.4.5,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58687451,17911,T12,question_reducer,3.4.5,,4,4,,,,,,,,,,,,,4,,,,4,,,,,,,,,,,,,,,,,,
58687451,17911,T15,question_reducer,3.4.5,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
58687451,17911,T18,question_reducer,3.4.5,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58687451,17911,T21,question_reducer,3.4.5,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
58687451,17911,T25,question_reducer,3.4.5,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58687452,17911,T12,question_reducer,3.4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58687452,17911,T15,question_reducer,3.4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58687452,17911,T18,question_reducer,3.4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58687452,17911,T21,question_reducer,3.4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58687452,17911,T25,question_reducer,3.4.5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58687453,17911,T12,question_reducer,3.4.5,,4,4,,,,,,,,,4,,4,,4,,,,4,,,,,,,,,,,,,,,,,,
58687453,17911,T15,question_reducer,3.4.5,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
58687453,17911,T18,question_reducer,3.4.5,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58687453,17911,T21,question_reducer,3.4.5,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
58687453,17911,T25,question_reducer,3.4.5,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58687454,17911,T12,question_reducer,3.4.5,,4,4,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,
58687454,17911,T15,question_reducer,3.4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58687454,17911,T18,question_reducer,3.4.5,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
58687454,17911,T21,question_reducer,3.4.5,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
58687454,17911,T25,question_reducer,3.4.5,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58687455,17911,T12,question_reducer,3.4.5,,,,,,,,,,,,,,,4,1,,,,,,,,,,,,,,,,,,,,,,
58687455,17911,T15,question_reducer,3.4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58687455,17911,T18,question_reducer,3.4.5,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
58687455,17911,T21,question_reducer,3.4.5,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
58687455,17911,T25,question_reducer,3.4.5,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58687456,17911,T12,question_reducer,3.4.5,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58687456,17911,T15,question_reducer,3.4.5,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
58687456,17911,T18,question_reducer,3.4.5,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58687456,17911,T21,question_reducer,3.4.5,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
58687456,17911,T25,question_reducer,3.4.5,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58687457,17911,T12,question_reducer,3.4.5,,4,4,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,
58687457,17911,T15,question_reducer,3.4.5,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
58687457,17911,T18,question_reducer,3.4.5,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
58687457,17911,T21,question_reducer,3.4.5,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
58687457,17911,T25,question_reducer,3.4.5,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58687458,17911,T12,question_reducer,3.4.5,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,
58687458,17911,T15,question_reducer,3.4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58687458,17911,T18,question_reducer,3.4.5,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
58687458,17911,T21,question_reducer,3.4.5,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
58687458,17911,T25,question_reducer,3.4.5,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58687459,17911,T12,question_reducer,3.4.5,,3,4,,,,,,,,,4,,,,4,4,,,4,,,,,,,2,,,,,,,,,,,
58687459,17911,T15,question_reducer,3.4.5,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,
58687459,17911,T18,question_reducer,3.4.5,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
58687459,17911,T21,question_reducer,3.4.5,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
58687459,17911,T25,question_reducer,3.4.5,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58687460,17911,T12,question_reducer,3.4.5,,4,4,,,,,,,,,,,,4,4,,,,,,,,,,,,,,,,,,,,,,
58687460,17911,T15,question_reducer,3.4.5,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
58687460,17911,T18,question_reducer,3.4.5,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58687460,17911,T21,question_reducer,3.4.5,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
58687460,17911,T25,question_reducer,3.4.5,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58687461,17911,T12,question_reducer,3.4.5,,4,4,,,,,,,,,4,,4,,3,4,,,,,,,,,,2,,,,,,,,,,,
58687461,17911,T15,question_reducer,3.4.5,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
58687461,17911,T18,question_reducer,3.4.5,,,,,,,,3,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
58687461,17911,T21,question_reducer,3.4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58687461,17911,T25,question_reducer,3.4.5,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58687462,17911,T12,question_reducer,3.4.5,,4,,,,,,,,,,4,,4,,3,4,,,2,,,,,,,4,,,,,,,,,,,
58687462,17911,T15,question_reducer,3.4.5,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58687462,17911,T18,question_reducer,3.4.5,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58687462,17911,T21,question_reducer,3.4.5,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
58687462,17911,T25,question_reducer,3.4.5,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58687463,17911,T12,question_reducer,3.4.5,,4,4,,,,,,,,,,,,,4,,,,4,,,,,,,,,,,,,,,,,,
58687463,17911,T15,question_reducer,3.4.5,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
58687463,17911,T18,question_reducer,3.4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,
58687463,17911,T21,question_reducer,3.4.5,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
58687463,17911,T25,question_reducer,3.4.5,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58687464,17911,T12,question_reducer,3.4.5,,4,,,,,,,,,,,,,4,,,,,,,,,,,1,,,,,,,,,,,,
58687464,17911,T15,question_reducer,3.4.5,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
58687464,17911,T18,question_reducer,3.4.5,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58687464,17911,T21,question_reducer,3.4.5,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
58687464,17911,T25,question_reducer,3.4.5,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58687465,17911,T12,question_reducer,3.4.5,,4,4,,,,,,,,,4,,,4,4,4,,,4,,,,,,,,,,,,,,,,,,
58687465,17911,T15,question_reducer,3.4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58687465,17911,T18,question_reducer,3.4.5,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58687465,17911,T21,question_reducer,3.4.5,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
58687465,17911,T25,question_reducer,3.4.5,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58687466,17911,T12,question_reducer,3.4.5,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
58687466,17911,T15,question_reducer,3.4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58687466,17911,T18,question_reducer,3.4.5,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
58687466,17911,T21,question_reducer,3.4.5,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
58687466,17911,T25,question_reducer,3.4.5,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58687467,17911,T12,question_reducer,3.4.5,,4,3,,,,,,,,,,,,4,3,,,,,,,,,,,3,,,,,,,,,,,
58687467,17911,T15,question_reducer,3.4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58687467,17911,T18,question_reducer,3.4.5,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58687467,17911,T21,question_reducer,3.4.5,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
58687467,17911,T25,question_reducer,3.4.5,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58687468,17911,T12,question_reducer,3.4.5,,4,,,,,,,,,,4,,,,,,,,4,,,,,,,,,,,,,,,,,,
58687468,17911,T15,question_reducer,3.4.5,,,,,,,4,,,,,,,,,,,,,,4,4,,,,,,,,,,,,,,,,
58687468,17911,T18,question_reducer,3.4.5,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58687468,17911,T21,question_reducer,3.4.5,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
58687468,17911,T25,question_reducer,3.4.5,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58687469,17911,T12,question_reducer,3.4.5,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58687469,17911,T15,question_reducer,3.4.5,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58687469,17911,T18,question_reducer,3.4.5,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58687469,17911,T21,question_reducer,3.4.5,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
58687469,17911,T25,question_reducer,3.4.5,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58687470,17911,T12,question_reducer,3.4.5,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,
58687470,17911,T15,question_reducer,3.4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58687470,17911,T18,question_reducer,3.4.5,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58687470,17911,T21,question_reducer,3.4.5,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
58687470,17911,T25,question_reducer,3.4.5,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58687471,17911,T12,question_reducer,3.4.5,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58687471,17911,T15,question_reducer,3.4.5,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
58687471,17911,T18,question_reducer,3.4.5,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
58687471,17911,T21,question_reducer,3.4.5,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
58687471,17911,T25,question_reducer,3.4.5,1,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58687472,17911,T12,question_reducer,3.4.5,,4,,,,,,,,,,4,,,,,,,,4,,,,,,,,,,,,,,,,,,
58687472,17911,T15,question_reducer,3.4.5,,,,,,,4,,,,,,,,,,,,,,4,4,,,,,,,,,,,,,,,,
58687472,17911,T18,question_reducer,3.4.5,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58687472,17911,T21,question_reducer,3.4.5,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
58687472,17911,T25,question_reducer,3.4.5,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58687473,17911,T12,question_reducer,3.4.5,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58687473,17911,T15,question_reducer,3.4.5,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
58687473,17911,T18,question_reducer,3.4.5,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
58687473,17911,T21,question_reducer,3.4.5,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
58687473,17911,T25,question_reducer,3.4.5,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58687474,17911,T12,question_reducer,3.4.5,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,
58687474,17911,T15,question_reducer,3.4.5,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
58687474,17911,T18,question_reducer,3.4.5,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
58687474,17911,T21,question_reducer,3.4.5,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
58687474,17911,T25,question_reducer,3.4.5,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58687475,17911,T12,question_reducer,3.4.5,,,4,,,,,,,,,4,,4,,4,,,,4,,,,,,,2,,,,,,,,,,,
58687475,17911,T15,question_reducer,3.4.5,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58687475,17911,T18,question_reducer,3.4.5,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58687475,17911,T21,question_reducer,3.4.5,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
58687475,17911,T25,question_reducer,3.4.5,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58687476,17911,T12,question_reducer,3.4.5,,4,4,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,,4,,,,,,,
58687476,17911,T15,question_reducer,3.4.5,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
58687476,17911,T18,question_reducer,3.4.5,,,,,,,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
58687476,17911,T21,question_reducer,3.4.5,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
58687476,17911,T25,question_reducer,3.4.5,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58687477,17911,T12,question_reducer,3.4.5,,3,4,,,,,,,,,3,,3,,2,,,,2,,,,,,,1,,,,,,,,,,,
58687477,17911,T15,question_reducer,3.4.5,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58687477,17911,T18,question_reducer,3.4.5,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
58687477,17911,T21,question_reducer,3.4.5,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
58687477,17911,T25,question_reducer,3.4.5,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58687478,17911,T12,question_reducer,3.4.5,,,4,,,,,,,,,4,,4,,4,,,,4,,,,,,,,,,,,,,,,,,
58687478,17911,T15,question_reducer,3.4.5,,,,,,,4,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,
58687478,17911,T18,question_reducer,3.4.5,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58687478,17911,T21,question_reducer,3.4.5,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
58687478,17911,T25,question_reducer,3.4.5,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58687479,17911,T12,question_reducer,3.4.5,,4,4,,,,,,,,,4,,,,4,,,,,,,,,,,,,,,,,,,,,,
58687479,17911,T15,question_reducer,3.4.5,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58687479,17911,T18,question_reducer,3.4.5,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,
58687479,17911,T21,question_reducer,3.4.5,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
58687479,17911,T25,question_reducer,3.4.5,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58687480,17911,T12,question_reducer,3.4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58687480,17911,T15,question_reducer,3.4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58687480,17911,T18,question_reducer,3.4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58687480,17911,T21,question_reducer,3.4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58687480,17911,T25,question_reducer,3.4.5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58687481,17911,T12,question_reducer,3.4.5,,4,4,,,,,,,,,,,,,4,,,,4,,,,,,,,,,,,,,,,,,
58687481,17911,T15,question_reducer,3.4.5,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58687481,17911,T18,question_reducer,3.4.5,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
58687481,17911,T21,question_reducer,3.4.5,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
58687481,17911,T25,question_reducer,3.4.5,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58687482,17911,T12,question_reducer,3.4.5,,4,,,,,,,,,,,,,4,4,,,,,,,,,,1,,,,,,,,,,,,
58687482,17911,T15,question_reducer,3.4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
