subject_id,URL 4,URL 8,task,Full Task Text,data.value
58754043,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Weber_GROW_075.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Weber_GROW_076.jpg,T49,9th row age group [Dropdown],[{'V / 5': 1}]
58754043,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Weber_GROW_075.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Weber_GROW_076.jpg,T55,10th row age group [Dropdown],[{'VI / 6': 1}]
58754098,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Chippewa_Naomikong_GROW_017.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Chippewa_Naomikong_GROW_018.jpg,T1,First row age group [Dropdown],[{'0 / 0': 3}]
58754098,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Chippewa_Naomikong_GROW_017.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Chippewa_Naomikong_GROW_018.jpg,T7,Second row age group [Dropdown],[{'I / 1': 3}]
58754098,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Chippewa_Naomikong_GROW_017.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Chippewa_Naomikong_GROW_018.jpg,T13,Third row age group [Dropdown],[{'II / 2': 3}]
58754100,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Chippewa_Naomikong_GROW_019.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Chippewa_Naomikong_GROW_020.jpg,T1,First row age group [Dropdown],[{'II / 2': 3}]
58754100,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Chippewa_Naomikong_GROW_019.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Chippewa_Naomikong_GROW_020.jpg,T7,Second row age group [Dropdown],[{'III / 3': 2}]
58754100,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Chippewa_Naomikong_GROW_019.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Chippewa_Naomikong_GROW_020.jpg,T13,Third row age group [Dropdown],[{'IV / 4': 2}]
58754100,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Chippewa_Naomikong_GROW_019.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Chippewa_Naomikong_GROW_020.jpg,T19,Fourth row age group [Dropdown],[{'V / 5': 2}]
58754102,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Chippewa_Naomikong_GROW_025.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Chippewa_Naomikong_GROW_026.jpg,T1,First row age group [Dropdown],[{'II / 2': 3}]
58754102,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Chippewa_Naomikong_GROW_025.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Chippewa_Naomikong_GROW_026.jpg,T7,Second row age group [Dropdown],[{'V / 5': 3}]
58754105,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Chippewa_RoxburyPondWest_GROW_006.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Chippewa_RoxburyPondWest_GROW_007.jpg,T1,First row age group [Dropdown],[{'IV / 4': 3}]
58754105,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Chippewa_RoxburyPondWest_GROW_006.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Chippewa_RoxburyPondWest_GROW_007.jpg,T7,Second row age group [Dropdown],[{'0 / 0': 3}]
58754105,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Chippewa_RoxburyPondWest_GROW_006.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Chippewa_RoxburyPondWest_GROW_007.jpg,T13,Third row age group [Dropdown],[{'I / 1': 3}]
58754106,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Chippewa_RoxburyPondWest_GROW_008.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Chippewa_RoxburyPondWest_GROW_009.jpg,T1,First row age group [Dropdown],[{'I / 1': 3}]
58754106,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Chippewa_RoxburyPondWest_GROW_008.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Chippewa_RoxburyPondWest_GROW_009.jpg,T7,Second row age group [Dropdown],"[{'III / 3': 1, 'II / 2': 2}]"
58754200,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Clare_GreenPine_GROW_020.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Clare_GreenPine_GROW_021.jpg,T1,First row age group [Dropdown],[{'II / 2': 3}]
58754210,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Clare_LittleLong_GROW_164.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Clare_LittleLong_GROW_165.jpg,T1,First row age group [Dropdown],[{'III / 3': 3}]
58754319,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Crawford_Sandhill_GROW_006.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Crawford_Sandhill_GROW_007.jpg,T1,First row age group [Dropdown],[{'II / 2': 3}]
58754320,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Crawford_Sandhill_GROW_011.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Crawford_Sandhill_GROW_012.jpg,T1,First row age group [Dropdown],[{'III / 3': 3}]
58754321,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Crawford_Sandhill_GROW_016.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Crawford_Sandhill_GROW_017.jpg,T1,First row age group [Dropdown],[{'I / 1': 3}]
58754344,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Gladwin_Hoister_GROW_031.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Gladwin_Hoister_GROW_032.jpg,T1,First row age group [Dropdown],[{'III / 3': 3}]
58754344,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Gladwin_Hoister_GROW_031.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Gladwin_Hoister_GROW_032.jpg,T7,Second row age group [Dropdown],[{'IV / 4': 3}]
58754451,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Gogebic_Grass_GROW_024.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Gogebic_Grass_GROW_025.jpg,T1,First row age group [Dropdown],[{'I / 1': 3}]
58754452,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Gogebic_Grass_GROW_028.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Gogebic_Grass_GROW_029.jpg,T1,First row age group [Dropdown],[{'II / 2': 3}]
58754497,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Gogebic_Tamarack_GROW_016.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Gogebic_Tamarack_GROW_017.jpg,T1,First row age group [Dropdown],[{'III / 3': 3}]
58754562,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/GrandTraverse_Sand2_GROW_005.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/GrandTraverse_Sand2_GROW_006.jpg,T1,First row age group [Dropdown],[{'II / 2': 3}]
58754601,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Houghton_Bass_GROW_023.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Houghton_Bass_GROW_024.jpg,T1,First row age group [Dropdown],[{'I / 1': 3}]
58754601,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Houghton_Bass_GROW_023.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Houghton_Bass_GROW_024.jpg,T7,Second row age group [Dropdown],[{'II / 2': 3}]
58754603,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Houghton_Bob_31-585_1962_GROW_001_01.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Houghton_Bob_31-585_1962_GROW_001_02.jpg,T1,First row age group [Dropdown],[{'II / 2': 3}]
58754603,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Houghton_Bob_31-585_1962_GROW_001_01.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Houghton_Bob_31-585_1962_GROW_001_02.jpg,T7,Second row age group [Dropdown],[{'III / 3': 3}]
58754604,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Houghton_Bob_GROW_045.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Houghton_Bob_GROW_046.jpg,T1,First row age group [Dropdown],[{'II / 2': 3}]
58754604,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Houghton_Bob_GROW_045.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Houghton_Bob_GROW_046.jpg,T7,Second row age group [Dropdown],[{'III / 3': 3}]
58754605,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Houghton_Clear_GROW_021.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Houghton_Clear_GROW_022.jpg,T1,First row age group [Dropdown],[{'II / 2': 3}]
58754605,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Houghton_Clear_GROW_021.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Houghton_Clear_GROW_022.jpg,T7,Second row age group [Dropdown],[{'III / 3': 3}]
58754605,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Houghton_Clear_GROW_021.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Houghton_Clear_GROW_022.jpg,T13,Third row age group [Dropdown],[{'IV / 4': 3}]
58754611,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Houghton_OnThree_GROW_025.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Houghton_OnThree_GROW_026.jpg,T1,First row age group [Dropdown],[{'II / 2': 3}]
58754613,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Houghton_OnThree_GROW_023.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Houghton_OnThree_GROW_024.jpg,T1,First row age group [Dropdown],[{'I / 1': 3}]
58754613,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Houghton_OnThree_GROW_023.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Houghton_OnThree_GROW_024.jpg,T7,Second row age group [Dropdown],[{'II / 2': 3}]
58754616,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Houghton_Penegore_GROW_007.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Houghton_Penegore_GROW_008.jpg,T1,First row age group [Dropdown],[{'III / 3': 3}]
58754617,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Houghton_Perrault_GROW_010.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Houghton_Perrault_GROW_011.jpg,T1,First row age group [Dropdown],[{'I / 1': 3}]
58754617,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Houghton_Perrault_GROW_010.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Houghton_Perrault_GROW_011.jpg,T7,Second row age group [Dropdown],[{'II / 2': 3}]
58754617,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Houghton_Perrault_GROW_010.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Houghton_Perrault_GROW_011.jpg,T13,Third row age group [Dropdown],[{'III / 3': 3}]
58754618,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Houghton_Perrault_GROW_014.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Houghton_Perrault_GROW_015.jpg,T1,First row age group [Dropdown],[{'I / 1': 3}]
58754618,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Houghton_Perrault_GROW_014.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Houghton_Perrault_GROW_015.jpg,T7,Second row age group [Dropdown],[{'II / 2': 3}]
58754723,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iron_CooksRunPond_GROW_003.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iron_CooksRunPond_GROW_004.jpg,T1,First row age group [Dropdown],[{'0 / 0': 3}]
58754723,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iron_CooksRunPond_GROW_003.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iron_CooksRunPond_GROW_004.jpg,T7,Second row age group [Dropdown],"[{'I / 1': 2, 'IV / 4': 1}]"
58754723,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iron_CooksRunPond_GROW_003.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iron_CooksRunPond_GROW_004.jpg,T13,Third row age group [Dropdown],[{'II / 2': 3}]
58754730,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iron_CooksRunPond_GROW_005.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iron_CooksRunPond_GROW_006.jpg,T1,First row age group [Dropdown],[{'I / 1': 3}]
58754730,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iron_CooksRunPond_GROW_005.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iron_CooksRunPond_GROW_006.jpg,T7,Second row age group [Dropdown],[{'II / 2': 3}]
58754733,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iron_Ellen_GROW_075.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iron_Ellen_GROW_076.jpg,T1,First row age group [Dropdown],[{'I / 1': 3}]
58754748,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iron_Forest_GROW_011.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iron_Forest_GROW_012.jpg,T1,First row age group [Dropdown],[{'0 / 0': 3}]
58754748,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iron_Forest_GROW_011.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iron_Forest_GROW_012.jpg,T7,Second row age group [Dropdown],[{'I / 1': 3}]
58754748,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iron_Forest_GROW_011.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iron_Forest_GROW_012.jpg,T13,Third row age group [Dropdown],[{'II / 2': 3}]
58754748,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iron_Forest_GROW_011.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iron_Forest_GROW_012.jpg,T19,Fourth row age group [Dropdown],[{'III / 3': 3}]
58754748,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iron_Forest_GROW_011.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iron_Forest_GROW_012.jpg,T25,5th row age group [Dropdown],[{'IV / 4': 3}]
58754750,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iron_Forest_GROW_015.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iron_Forest_GROW_016.jpg,T1,First row age group [Dropdown],[{'II / 2': 3}]
58754750,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iron_Forest_GROW_015.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iron_Forest_GROW_016.jpg,T7,Second row age group [Dropdown],[{'III / 3': 3}]
58754750,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iron_Forest_GROW_015.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iron_Forest_GROW_016.jpg,T13,Third row age group [Dropdown],[{'IV / 4': 3}]
58754750,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iron_Forest_GROW_015.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iron_Forest_GROW_016.jpg,T19,Fourth row age group [Dropdown],[{'V / 5': 3}]
58754781,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iron_Killdeer_GROW_037.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iron_Killdeer_GROW_038.jpg,T1,First row age group [Dropdown],[{'0 / 0': 3}]
58754781,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iron_Killdeer_GROW_037.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iron_Killdeer_GROW_038.jpg,T7,Second row age group [Dropdown],[{'I / 1': 3}]
58754781,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iron_Killdeer_GROW_037.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iron_Killdeer_GROW_038.jpg,T13,Third row age group [Dropdown],[{'II / 2': 3}]
58754781,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iron_Killdeer_GROW_037.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iron_Killdeer_GROW_038.jpg,T19,Fourth row age group [Dropdown],[{'IV / 4': 3}]
58754786,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iron_Madelyn_GROW_010.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iron_Madelyn_GROW_011.jpg,T1,First row age group [Dropdown],[{'I / 1': 3}]
58754786,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iron_Madelyn_GROW_010.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iron_Madelyn_GROW_011.jpg,T7,Second row age group [Dropdown],[{'II / 2': 3}]
58754786,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iron_Madelyn_GROW_010.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iron_Madelyn_GROW_011.jpg,T13,Third row age group [Dropdown],[{'III / 3': 3}]
58754822,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iron_Skyline_GROW_022.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iron_Skyline_GROW_023.jpg,T1,First row age group [Dropdown],[{'0 / 0': 3}]
58754822,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iron_Skyline_GROW_022.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iron_Skyline_GROW_023.jpg,T7,Second row age group [Dropdown],[{'I / 1': 3}]
58754822,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iron_Skyline_GROW_022.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iron_Skyline_GROW_023.jpg,T13,Third row age group [Dropdown],[{'II / 2': 3}]
58754822,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iron_Skyline_GROW_022.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iron_Skyline_GROW_023.jpg,T19,Fourth row age group [Dropdown],[{'IV / 4': 3}]
58754822,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iron_Skyline_GROW_022.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iron_Skyline_GROW_023.jpg,T25,5th row age group [Dropdown],[{'V / 5': 3}]
58754827,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iron_Stager_GROW_025.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iron_Stager_GROW_026.jpg,T1,First row age group [Dropdown],[{'I / 1': 3}]
58754828,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iron_Spree_GROW_013.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iron_Spree_GROW_014.jpg,T1,First row age group [Dropdown],[{'0 / 0': 3}]
58754828,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iron_Spree_GROW_013.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iron_Spree_GROW_014.jpg,T7,Second row age group [Dropdown],"[{'I / 1': 2, 'IX / 9 ': 1}]"
58754828,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iron_Spree_GROW_013.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iron_Spree_GROW_014.jpg,T13,Third row age group [Dropdown],[{'II / 2': 3}]
58754828,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iron_Spree_GROW_013.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iron_Spree_GROW_014.jpg,T19,Fourth row age group [Dropdown],[{'IV / 4': 3}]
58754837,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iron_Stager_GROW_041.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iron_Stager_GROW_042.jpg,T1,First row age group [Dropdown],[{'I / 1': 3}]
58754856,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iron_Timber_GROW_021.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iron_Timber_GROW_022.jpg,T1,First row age group [Dropdown],[{'I / 1': 3}]
58754856,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iron_Timber_GROW_021.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Iron_Timber_GROW_022.jpg,T7,Second row age group [Dropdown],[{'II / 2': 3}]
58755165,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Keweenaw_FannyHooe_GROW_034.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Keweenaw_FannyHooe_GROW_035.jpg,T1,First row age group [Dropdown],[{'IV / 4': 3}]
58755206,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Lapeer_Cedar_FISHc_037.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Lapeer_Cedar_FISHc_038.jpg,T1,First row age group [Dropdown],[{'II / 2': 2}]
59687823,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/b_first/Otsego_Pickerel_GROW_024.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/b_first/Otsego_Pickerel_GROW_023.jpeg,T1,First row age group [Dropdown],[{'I / 1': 3}]
59687914,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/b_first/Otsego_Chub_GROW_012.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/b_first/Otsego_Chub_GROW_011.jpeg,T1,First row age group [Dropdown],[{'I / 1': 3}]
59687914,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/b_first/Otsego_Chub_GROW_012.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/b_first/Otsego_Chub_GROW_011.jpeg,T7,Second row age group [Dropdown],[{'II / 2': 3}]
59687914,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/b_first/Otsego_Chub_GROW_012.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/b_first/Otsego_Chub_GROW_011.jpeg,T13,Third row age group [Dropdown],[{'III / 3': 3}]
59688017,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/single/Kalkaska_Rainbow_GROW_002.jpg,,T1,First row age group [Dropdown],[{'II / 2': 3}]
59688017,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/single/Kalkaska_Rainbow_GROW_002.jpg,,T7,Second row age group [Dropdown],[{'III / 3': 3}]
59688072,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/single/Luce_Section7_FISHs_001.jpg,,T1,First row age group [Dropdown],[{'I / 1': 3}]
