subject_id,URL 4,URL 8,workflow_id,task,Full Task Text,data.aligned_text,data.number_views,data.consensus_score,data.consensus_text
58754038,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Weber_GROW_073.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Weber_GROW_074.jpg,20393,T3,First row Length Range [Text],"[['7.1-8.6', '7.1-8.6', '7.1-8.6']]",3.0,3.0,7.1-8.6
58754038,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Weber_GROW_073.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Weber_GROW_074.jpg,20393,T4,First row Mean Length [Text],"[['7.8', '7.8', '7.8']]",3.0,3.0,7.8
58754043,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Weber_GROW_075.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Weber_GROW_076.jpg,20393,T2,First row Number of Fish [Text],"[['1', '1', '1']]",3.0,3.0,1
58754043,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Weber_GROW_075.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Weber_GROW_076.jpg,20393,T3,First row Length Range [Text],"[['18.2', '18.2', '18.2']]",3.0,3.0,18.2
58754043,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Weber_GROW_075.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Weber_GROW_076.jpg,20393,T4,First row Mean Length [Text],"[['18.2', '18.2', '18.2']]",3.0,3.0,18.2
58754043,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Weber_GROW_075.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Weber_GROW_076.jpg,20393,T8,Second row Number of Fish [Text],"[['6', '6', '6']]",3.0,3.0,6
58754043,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Weber_GROW_075.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Weber_GROW_076.jpg,20393,T9,Second row Length Range [Text],"[['23.9-28.8', '23.9-28.8', '23.9-28.8']]",3.0,3.0,23.9-28.8
58754043,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Weber_GROW_075.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Weber_GROW_076.jpg,20393,T10,Second row Mean Length [Text],"[['25.7', '25.7', '25.7']]",3.0,3.0,25.7
58754043,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Weber_GROW_075.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Weber_GROW_076.jpg,20393,T14,Third row Number of Fish [Text],"[['1', '1', '1']]",3.0,3.0,1
58754043,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Weber_GROW_075.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Weber_GROW_076.jpg,20393,T15,Third row Length Range [Text],"[['26.3', '26.3', '26.3']]",3.0,3.0,26.3
58754043,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Weber_GROW_075.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Weber_GROW_076.jpg,20393,T16,Third row Mean Length [Text],"[['26.3', '26.3', '26.3']]",3.0,3.0,26.3
58754043,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Weber_GROW_075.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Weber_GROW_076.jpg,20393,T20,Fourth row Number of Fish [Text],"[['2', '2', '2']]",3.0,3.0,2
58754043,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Weber_GROW_075.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Weber_GROW_076.jpg,20393,T21,Fourth row Length Range [Text],"[['44.9-48.5', '44.9-48.5', '44.9-48.5']]",3.0,3.0,44.9-48.5
58754043,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Weber_GROW_075.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Weber_GROW_076.jpg,20393,T22,Fourth row Mean Length [Text],"[['46.7', '46.7', '46.7']]",3.0,3.0,46.7
58754043,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Weber_GROW_075.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Weber_GROW_076.jpg,20393,T26,5th row Number of Fish [Text],"[['1', '1', '1']]",3.0,3.0,1
58754043,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Weber_GROW_075.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Weber_GROW_076.jpg,20393,T27,5th row Length Range [Text],"[['51.0', '51.0', '51.0']]",3.0,3.0,51.0
58754043,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Weber_GROW_075.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Weber_GROW_076.jpg,20393,T28,5th row Mean Length [Text],"[['51.0', '51.0', '51.0']]",3.0,3.0,51.0
58754043,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Weber_GROW_075.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Weber_GROW_076.jpg,20393,T32,6th row Number of Fish [Text],[['1']],1.0,1.0,1
58754043,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Weber_GROW_075.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Weber_GROW_076.jpg,20393,T33,6th row Length Range [Text],[['18.2']],1.0,1.0,18.2
58754043,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Weber_GROW_075.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Weber_GROW_076.jpg,20393,T34,6th row Mean Length [Text],[['18.2']],1.0,1.0,18.2
58754043,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Weber_GROW_075.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Weber_GROW_076.jpg,20393,T38,7th row Number of Fish [Text],[['6']],1.0,1.0,6
58754043,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Weber_GROW_075.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Weber_GROW_076.jpg,20393,T39,7th row Length Range [Text],[['23.9-28.8']],1.0,1.0,23.9-28.8
58754043,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Weber_GROW_075.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Weber_GROW_076.jpg,20393,T40,7th row Mean Length [Text],[['25.7']],1.0,1.0,25.7
58754043,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Weber_GROW_075.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Weber_GROW_076.jpg,20393,T44,8th row Number of Fish [Text],[['1']],1.0,1.0,1
58754043,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Weber_GROW_075.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Weber_GROW_076.jpg,20393,T45,8th row Length Range [Text],[['26.3']],1.0,1.0,26.3
58754043,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Weber_GROW_075.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Weber_GROW_076.jpg,20393,T46,8th row Mean Length [Text],[['26.3']],1.0,1.0,26.3
58754043,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Weber_GROW_075.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Weber_GROW_076.jpg,20393,T50,9th row Number of Fish [Text],[['2']],1.0,1.0,2
58754043,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Weber_GROW_075.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Weber_GROW_076.jpg,20393,T51,9th row Length Range [Text],[['44.9-48.5']],1.0,1.0,44.9-48.5
58754043,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Weber_GROW_075.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Weber_GROW_076.jpg,20393,T52,9th row Mean Length [Text],[['46.7']],1.0,1.0,46.7
58754043,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Weber_GROW_075.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Weber_GROW_076.jpg,20393,T56,10th row Number of Fish [Text],[['1']],1.0,1.0,1
58754043,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Weber_GROW_075.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Weber_GROW_076.jpg,20393,T57,10th row Length Range [Text],[['51.0']],1.0,1.0,51.0
58754043,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Weber_GROW_075.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Weber_GROW_076.jpg,20393,T58,10th row Mean Length [Text],[['51.0']],1.0,1.0,51.0
58754098,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Chippewa_Naomikong_GROW_017.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Chippewa_Naomikong_GROW_018.jpg,20393,T2,First row Number of Fish [Text],"[['12', '12', '12']]",3.0,3.0,12
58754098,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Chippewa_Naomikong_GROW_017.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Chippewa_Naomikong_GROW_018.jpg,20393,T3,First row Length Range [Text],"[['4.5-9.1', '4.5-9.1', '4.5-9.1']]",3.0,3.0,4.5-9.1
58754098,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Chippewa_Naomikong_GROW_017.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Chippewa_Naomikong_GROW_018.jpg,20393,T4,First row Mean Length [Text],"[['7.7', '7.7', '7.7']]",3.0,3.0,7.7
58754098,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Chippewa_Naomikong_GROW_017.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Chippewa_Naomikong_GROW_018.jpg,20393,T8,Second row Number of Fish [Text],"[['18', '18', '18']]",3.0,3.0,18
58754098,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Chippewa_Naomikong_GROW_017.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Chippewa_Naomikong_GROW_018.jpg,20393,T9,Second row Length Range [Text],"[['8.9-11.0', '8.9-11.0', '8.9-11.0']]",3.0,3.0,8.9-11.0
58754098,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Chippewa_Naomikong_GROW_017.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Chippewa_Naomikong_GROW_018.jpg,20393,T10,Second row Mean Length [Text],"[['9.8', '9.8', '9.8']]",3.0,3.0,9.8
58754098,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Chippewa_Naomikong_GROW_017.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Chippewa_Naomikong_GROW_018.jpg,20393,T14,Third row Number of Fish [Text],"[['11', '11', '11']]",3.0,3.0,11
58754098,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Chippewa_Naomikong_GROW_017.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Chippewa_Naomikong_GROW_018.jpg,20393,T15,Third row Length Range [Text],"[['10.2-15.6', '10.2-15.6', '10.2-15.6']]",3.0,3.0,10.2-15.6
58754098,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Chippewa_Naomikong_GROW_017.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Chippewa_Naomikong_GROW_018.jpg,20393,T16,Third row Mean Length [Text],"[['12.8', '12.8', '12.8']]",3.0,3.0,12.8
58754100,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Chippewa_Naomikong_GROW_019.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Chippewa_Naomikong_GROW_020.jpg,20393,T2,First row Number of Fish [Text],"[['1', '1', '1']]",3.0,3.0,1
58754100,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Chippewa_Naomikong_GROW_019.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Chippewa_Naomikong_GROW_020.jpg,20393,T3,First row Length Range [Text],"[['9.6', '9.6', '9.6']]",3.0,3.0,9.6
58754100,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Chippewa_Naomikong_GROW_019.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Chippewa_Naomikong_GROW_020.jpg,20393,T4,First row Mean Length [Text],"[['9.6', '9.6', '9.6']]",3.0,3.0,9.6
58754100,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Chippewa_Naomikong_GROW_019.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Chippewa_Naomikong_GROW_020.jpg,20393,T8,Second row Number of Fish [Text],"[['1', '1']]",2.0,2.0,1
58754100,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Chippewa_Naomikong_GROW_019.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Chippewa_Naomikong_GROW_020.jpg,20393,T9,Second row Length Range [Text],"[['10.9', '10.9']]",2.0,2.0,10.9
58754100,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Chippewa_Naomikong_GROW_019.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Chippewa_Naomikong_GROW_020.jpg,20393,T10,Second row Mean Length [Text],"[['10.9', '10.9']]",2.0,2.0,10.9
58754100,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Chippewa_Naomikong_GROW_019.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Chippewa_Naomikong_GROW_020.jpg,20393,T14,Third row Number of Fish [Text],"[['2', '2']]",2.0,2.0,2
58754100,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Chippewa_Naomikong_GROW_019.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Chippewa_Naomikong_GROW_020.jpg,20393,T15,Third row Length Range [Text],"[['13.6-13.8', '13.6-13.8']]",2.0,2.0,13.6-13.8
58754100,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Chippewa_Naomikong_GROW_019.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Chippewa_Naomikong_GROW_020.jpg,20393,T16,Third row Mean Length [Text],"[['13.7', '13.7']]",2.0,2.0,13.7
58754100,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Chippewa_Naomikong_GROW_019.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Chippewa_Naomikong_GROW_020.jpg,20393,T20,Fourth row Number of Fish [Text],"[['2', '2']]",2.0,2.0,2
58754100,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Chippewa_Naomikong_GROW_019.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Chippewa_Naomikong_GROW_020.jpg,20393,T21,Fourth row Length Range [Text],"[['16.3-16.3', '16.3-16.3']]",2.0,2.0,16.3-16.3
58754100,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Chippewa_Naomikong_GROW_019.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Chippewa_Naomikong_GROW_020.jpg,20393,T22,Fourth row Mean Length [Text],"[['16.3', '16.3']]",2.0,2.0,16.3
58754102,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Chippewa_Naomikong_GROW_025.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Chippewa_Naomikong_GROW_026.jpg,20393,T2,First row Number of Fish [Text],"[['9', '9', '9']]",3.0,3.0,9
58754102,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Chippewa_Naomikong_GROW_025.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Chippewa_Naomikong_GROW_026.jpg,20393,T3,First row Length Range [Text],"[['8.8-11.1', '8.8-11.1', '8.8-11.1']]",3.0,3.0,8.8-11.1
58754102,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Chippewa_Naomikong_GROW_025.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Chippewa_Naomikong_GROW_026.jpg,20393,T4,First row Mean Length [Text],"[['9.9', '9.9', '9.9']]",3.0,3.0,9.9
58754102,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Chippewa_Naomikong_GROW_025.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Chippewa_Naomikong_GROW_026.jpg,20393,T8,Second row Number of Fish [Text],"[['1', '1', '1']]",3.0,3.0,1
58754102,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Chippewa_Naomikong_GROW_025.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Chippewa_Naomikong_GROW_026.jpg,20393,T9,Second row Length Range [Text],"[['14.8', '14.8', '14.8']]",3.0,3.0,14.8
58754102,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Chippewa_Naomikong_GROW_025.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Chippewa_Naomikong_GROW_026.jpg,20393,T10,Second row Mean Length [Text],"[['14.8', '14.8', '14.8']]",3.0,3.0,14.8
58754105,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Chippewa_RoxburyPondWest_GROW_006.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Chippewa_RoxburyPondWest_GROW_007.jpg,20393,T2,First row Number of Fish [Text],"[['4', '4', '4']]",3.0,3.0,4
58754105,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Chippewa_RoxburyPondWest_GROW_006.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Chippewa_RoxburyPondWest_GROW_007.jpg,20393,T3,First row Length Range [Text],"[['13.9-15.6', '13.9-15.6', '13.9-15.6']]",3.0,3.0,13.9-15.6
58754105,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Chippewa_RoxburyPondWest_GROW_006.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Chippewa_RoxburyPondWest_GROW_007.jpg,20393,T4,First row Mean Length [Text],"[['14.7', '14.7', '14.7']]",3.0,3.0,14.7
58754105,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Chippewa_RoxburyPondWest_GROW_006.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Chippewa_RoxburyPondWest_GROW_007.jpg,20393,T8,Second row Number of Fish [Text],"[['1', '1', '1']]",3.0,3.0,1
58754105,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Chippewa_RoxburyPondWest_GROW_006.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Chippewa_RoxburyPondWest_GROW_007.jpg,20393,T9,Second row Length Range [Text],"[['4.6', '4.6', '4.6']]",3.0,3.0,4.6
58754105,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Chippewa_RoxburyPondWest_GROW_006.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Chippewa_RoxburyPondWest_GROW_007.jpg,20393,T10,Second row Mean Length [Text],"[['4.6', '4.6', '4.6']]",3.0,3.0,4.6
58754105,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Chippewa_RoxburyPondWest_GROW_006.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Chippewa_RoxburyPondWest_GROW_007.jpg,20393,T14,Third row Number of Fish [Text],"[['1', '1', '1']]",3.0,3.0,1
58754105,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Chippewa_RoxburyPondWest_GROW_006.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Chippewa_RoxburyPondWest_GROW_007.jpg,20393,T15,Third row Length Range [Text],"[['7.1', '7.1', '7.1']]",3.0,3.0,7.1
58754105,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Chippewa_RoxburyPondWest_GROW_006.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Chippewa_RoxburyPondWest_GROW_007.jpg,20393,T16,Third row Mean Length [Text],"[['7.1', '7.1', '7.1']]",3.0,3.0,7.1
58754106,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Chippewa_RoxburyPondWest_GROW_008.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Chippewa_RoxburyPondWest_GROW_009.jpg,20393,T2,First row Number of Fish [Text],"[['1', '1', '1']]",3.0,3.0,1
58754106,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Chippewa_RoxburyPondWest_GROW_008.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Chippewa_RoxburyPondWest_GROW_009.jpg,20393,T3,First row Length Range [Text],"[['150', '150mm', '150']]",3.0,2.0,150
58754106,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Chippewa_RoxburyPondWest_GROW_008.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Chippewa_RoxburyPondWest_GROW_009.jpg,20393,T4,First row Mean Length [Text],"[['150(5.9)', '150mm', '150']]",3.0,1.0,150(5.9)
58754106,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Chippewa_RoxburyPondWest_GROW_008.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Chippewa_RoxburyPondWest_GROW_009.jpg,20393,T8,Second row Number of Fish [Text],"[['3', '3', '3']]",3.0,3.0,3
58754106,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Chippewa_RoxburyPondWest_GROW_008.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Chippewa_RoxburyPondWest_GROW_009.jpg,20393,T9,Second row Length Range [Text],"[['245-285', '245-285mm', '245-285']]",3.0,2.0,245-285
58754106,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Chippewa_RoxburyPondWest_GROW_008.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Chippewa_RoxburyPondWest_GROW_009.jpg,20393,T10,Second row Mean Length [Text],"[['265(10.4)', '265mm', '265']]",3.0,1.0,265(10.4)
58754200,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Clare_GreenPine_GROW_020.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Clare_GreenPine_GROW_021.jpg,20393,T2,First row Number of Fish [Text],"[['3', '3', '3']]",3.0,3.0,3
58754200,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Clare_GreenPine_GROW_020.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Clare_GreenPine_GROW_021.jpg,20393,T3,First row Length Range [Text],"[['10.9-11.3', '10.9-11.3', '10.9-11.3']]",3.0,3.0,10.9-11.3
58754200,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Clare_GreenPine_GROW_020.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Clare_GreenPine_GROW_021.jpg,20393,T4,First row Mean Length [Text],"[['11.1', '11.1', '11.1']]",3.0,3.0,11.1
