subject_id,URL 4,URL 8,task,data.aligned_text,data.number_views,data.consensus_score,data.consensus_text
80048615,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Iosco_CookeImpoundment_GROW_025.jpeg,,R,"[['7E', '7E', '7E']]",3.0,3.0,7E
80048615,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Iosco_CookeImpoundment_GROW_025.jpeg,,S,"[['20,', '20,', '20,'], ['29,', '29,', '29,'], ['30', '30', '30']]",3.0,3.0,"20, 29, 30"
80048615,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Iosco_CookeImpoundment_GROW_025.jpeg,,Collector,"[['ESS,', 'ESS,', 'ESS,'], ['CAJ,', 'CAJ,', 'CAJ,'], ['MDP,', 'MDP,', 'MDP,'], ['SPS', 'SPS', 'SPS']]",3.0,3.0,"ESS, CAJ, MDP, SPS"
80048616,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Iron_Ottawa_GROW_113.jpeg,,Other Dates,,,,
80048616,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Iron_Ottawa_GROW_113.jpeg,,T,"[['42,', '42,', '42,43'], ['43N', '43N', '']]",3.0,2.0,"42, 43N"
80048616,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Iron_Ottawa_GROW_113.jpeg,,R,"[['35W', '35W', '35W']]",3.0,3.0,35W
80048616,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Iron_Ottawa_GROW_113.jpeg,,S,"[['35', '35', '35']]",3.0,3.0,35
80048616,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Iron_Ottawa_GROW_113.jpeg,,Collector,"[['B.', 'B.', 'B.'], ['Ziegler,', 'Ziegler,', 'Ziegler,'], ['G.', 'G.', 'G.'], ['Schnicke,', 'Schnicke,', 'Schnicke,'], ['V.', 'V.', 'V.'], ['Nurenberg', 'Nurenberg', 'Nurenberg']]",3.0,3.0,"B. Ziegler, G. Schnicke, V. Nurenberg"
80048617,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Jackson_Clear_GROW_116.jpeg,,Other Dates,,,,
80048617,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Jackson_Clear_GROW_116.jpeg,,T,"[['', '01,', ''], ['1,2S', '2S', '1,2S']]",3.0,1.5,"01, 1,2S"
80048617,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Jackson_Clear_GROW_116.jpeg,,R,"[['2E', '02E', '2E']]",3.0,2.0,2E
80048617,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Jackson_Clear_GROW_116.jpeg,,S,"[['Many', 'Many', 'Many']]",3.0,3.0,Many
80048617,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Jackson_Clear_GROW_116.jpeg,,Collector,"[['District', 'District', 'District'], ['13', '13', '13'], ['Fisheries', 'Fisheries', 'Fisheries']]",3.0,3.0,District 13 Fisheries
80048618,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Jackson_Lime_GROW_062.jpeg,,Other Dates,,,,
80048618,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Jackson_Lime_GROW_062.jpeg,,T,"[['3S', '03S', '03S']]",3.0,2.0,03S
80048618,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Jackson_Lime_GROW_062.jpeg,,R,"[['2W', '02W', '02W']]",3.0,2.0,02W
80048618,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Jackson_Lime_GROW_062.jpeg,,S,"[['21', '21', '21']]",3.0,3.0,21
80048618,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Jackson_Lime_GROW_062.jpeg,,Collector,"[['District', '', 'District'], ['13', '13', '13'], ['Fisheries', 'Fisheries', 'Fisheries']]",3.0,2.6666666666666665,District 13 Fisheries
80048619,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Lapeer_Algoe_GROW_049.jpeg,,Other Dates,,,,
80048619,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Lapeer_Algoe_GROW_049.jpeg,,T,"[['6N', '6N', '6N']]",3.0,3.0,6N
80048619,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Lapeer_Algoe_GROW_049.jpeg,,R,"[['9E', '9E', '9E']]",3.0,3.0,9E
80048619,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Lapeer_Algoe_GROW_049.jpeg,,S,"[['31', '31', '31']]",3.0,3.0,31
80048619,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Lapeer_Algoe_GROW_049.jpeg,,Collector,"[['District', 'District', 'District'], ['11', '11', '11'], ['Crew', 'Crew', 'Crew']]",3.0,3.0,District 11 Crew
80048620,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Lapeer_Cedar_GROW_054.jpeg,,Other Dates,[['3/22/89']],1.0,1.0,3/22/89
80048620,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Lapeer_Cedar_GROW_054.jpeg,,T,"[['8N', '08N', '08N']]",3.0,2.0,08N
80048620,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Lapeer_Cedar_GROW_054.jpeg,,R,"[['11E', '11E', '11E']]",3.0,3.0,11E
80048620,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Lapeer_Cedar_GROW_054.jpeg,,S,"[['8', '08', '08']]",3.0,2.0,08
80048620,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Lapeer_Cedar_GROW_054.jpeg,,Collector,"[['Nelson,', 'Nelson,', 'Nelson,'], ['Gerlach,', 'Gerlach,', 'Gerlach,'], ['Barnhard', 'Barnhard', 'Barnhard']]",3.0,3.0,"Nelson, Gerlach, Barnhard"
80048621,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Lapeer_FishBig_GROW_029.jpeg,,Other Dates,,,,
80048621,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Lapeer_FishBig_GROW_029.jpeg,,T,"[['6N', '6N', '6N']]",3.0,3.0,6N
80048621,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Lapeer_FishBig_GROW_029.jpeg,,R,"[['9E', '9E', '9E']]",3.0,3.0,9E
80048621,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Lapeer_FishBig_GROW_029.jpeg,,S,"[['34', '34', '34']]",3.0,3.0,34
80048621,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Lapeer_FishBig_GROW_029.jpeg,,Collector,"[['District', 'District', 'District'], ['11', '11', '11'], ['Fisheries', 'Fisheries', 'Fisheries']]",3.0,3.0,District 11 Fisheries
80048622,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Lapeer_FishBig_GROW_030.jpeg,,Other Dates,,,,
80048622,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Lapeer_FishBig_GROW_030.jpeg,,T,"[['6N', '6N', '6N']]",3.0,3.0,6N
80048622,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Lapeer_FishBig_GROW_030.jpeg,,R,"[['9E', '9E', '9E']]",3.0,3.0,9E
80048622,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Lapeer_FishBig_GROW_030.jpeg,,S,"[['34', '34', '34']]",3.0,3.0,34
80048622,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Lapeer_FishBig_GROW_030.jpeg,,Collector,"[['District', 'District', 'District'], ['11', '11', '11'], ['Fisheries', 'Fisheries', 'Fisheries']]",3.0,3.0,District 11 Fisheries
80048623,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Lapeer_MinnewannaLake_GROW_120.jpeg,,Other Dates,,,,
80048623,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Lapeer_MinnewannaLake_GROW_120.jpeg,,T,"[['6N', '6N', '6N', '6M']]",4.0,3.0,6N
80048623,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Lapeer_MinnewannaLake_GROW_120.jpeg,,R,"[['9E', '9E', '9E', '9E']]",4.0,4.0,9E
80048623,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Lapeer_MinnewannaLake_GROW_120.jpeg,,S,"[['12,', '12,', '12,', '12,'], ['13', '13', '13', '13']]",4.0,4.0,"12, 13"
80048623,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Lapeer_MinnewannaLake_GROW_120.jpeg,,Collector,"[['D.', 'D.', 'D.', 'D.'], ['Barnard', 'Barnard', 'Barnard', 'Barnard']]",4.0,4.0,D. Barnard
80048624,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Lapeer_NepessingLake_GROW_020.jpeg,,Other Dates,,,,
80048624,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Lapeer_NepessingLake_GROW_020.jpeg,,T,"[['7N', '7N', '7N']]",3.0,3.0,7N
80048624,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Lapeer_NepessingLake_GROW_020.jpeg,,R,"[['9E', '9E', '9E']]",3.0,3.0,9E
80048624,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Lapeer_NepessingLake_GROW_020.jpeg,,S,"[['14,', '14,', '14,'], ['15,', '15,', '15,'], ['22,', '22,', '22,'], ['23', '23', '23']]",3.0,3.0,"14, 15, 22, 23"
80048624,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Lapeer_NepessingLake_GROW_020.jpeg,,Collector,"[['M.', 'M.', 'M.'], ['Gerlach,', 'Gerlach,', 'Gerlach,'], ['J.', 'J.', 'J.'], ['Drew', 'Drew', 'Drew']]",3.0,3.0,"M. Gerlach, J. Drew"
80048625,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Lapeer_NepessingLake_GROW_106.jpeg,,Other Dates,,,,
80048625,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Lapeer_NepessingLake_GROW_106.jpeg,,T,"[['7N', '7N', '7N']]",3.0,3.0,7N
80048625,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Lapeer_NepessingLake_GROW_106.jpeg,,R,"[['9E', '9E', '9E']]",3.0,3.0,9E
80048625,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Lapeer_NepessingLake_GROW_106.jpeg,,S,"[['14,', '14,', '14,'], ['15,', '15,', '15,'], ['22,', '22,', '22,'], ['23', '23', '23']]",3.0,3.0,"14, 15, 22, 23"
80048625,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Lapeer_NepessingLake_GROW_106.jpeg,,Collector,"[['D-11', 'D-11', 'D-11']]",3.0,3.0,D-11
80048626,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Lapeer_Otter_GROW_035.jpeg,,Other Dates,,,,
80048626,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Lapeer_Otter_GROW_035.jpeg,,T,"[['9N', '9N', '9N']]",3.0,3.0,9N
80048626,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Lapeer_Otter_GROW_035.jpeg,,R,"[['9E', '9E', '9E']]",3.0,3.0,9E
80048626,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Lapeer_Otter_GROW_035.jpeg,,S,"[['6', '6', '6']]",3.0,3.0,6
80048626,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Lapeer_Otter_GROW_035.jpeg,,Collector,"[['District', 'District', 'District'], ['13', '13', '13'], ['Fisheries', 'Fisheries', 'Fisheries']]",3.0,3.0,District 13 Fisheries
80048627,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Livingston_Appleton_GROW_045.jpeg,,Other Dates,,,,
80048627,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Livingston_Appleton_GROW_045.jpeg,,T,"[['01N', '1N', '01N']]",3.0,2.0,01N
80048627,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Livingston_Appleton_GROW_045.jpeg,,R,"[['05E', '5E', '05E']]",3.0,2.0,05E
80048627,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Livingston_Appleton_GROW_045.jpeg,,S,"[['02', '2', '02']]",3.0,2.0,02
80048627,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Livingston_Appleton_GROW_045.jpeg,,Collector,,,,
80048628,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Livingston_Appleton_GROW_052.jpeg,,Other Dates,,,,
80048628,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Livingston_Appleton_GROW_052.jpeg,,T,"[['1N', '1N', '1N']]",3.0,3.0,1N
80048628,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Livingston_Appleton_GROW_052.jpeg,,R,"[['5E', '5E', '5E']]",3.0,3.0,5E
80048628,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Livingston_Appleton_GROW_052.jpeg,,S,"[['2', '2', '2']]",3.0,3.0,2
80048628,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Livingston_Appleton_GROW_052.jpeg,,Collector,"[['D.', 'D.', 'D-11'], ['Barnard,', 'Barnard,', ''], ['M.', 'M.', ''], ['Gerlach', 'Gerlach', 'Fisheries']]",3.0,2.0,"D. Barnard, M. Gerlach"
80048629,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Livingston_BaseLine_GROW_029.jpeg,,Other Dates,,,,
80048629,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Livingston_BaseLine_GROW_029.jpeg,,T,"[['1S', '1S', '1S']]",3.0,3.0,1S
80048629,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Livingston_BaseLine_GROW_029.jpeg,,R,"[['5E', '5E', '5E']]",3.0,3.0,5E
80048629,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Livingston_BaseLine_GROW_029.jpeg,,S,"[['5', '5', '5']]",3.0,3.0,5
80048629,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Livingston_BaseLine_GROW_029.jpeg,,Collector,"[['District', 'District', 'District'], ['13', '13', '13'], ['Fisheries', 'Fisheries', 'Fisheries']]",3.0,3.0,District 13 Fisheries
80048630,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Livingston_Bennett_GROW_019.jpeg,,Other Dates,,,,
80048630,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Livingston_Bennett_GROW_019.jpeg,,T,"[['4N', '4N', '4N']]",3.0,3.0,4N
80048630,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Livingston_Bennett_GROW_019.jpeg,,R,"[['5E', '5E', '5E']]",3.0,3.0,5E
80048630,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Livingston_Bennett_GROW_019.jpeg,,S,"[['1,', '1,', '1,'], ['2', '2', '2']]",3.0,3.0,"1, 2"
80048630,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Livingston_Bennett_GROW_019.jpeg,,Collector,"[['T.', 'T.', 'T.'], ['Anderson', 'Anderson', 'Anderson']]",3.0,3.0,T. Anderson
80048631,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Livingston_Chemung_GROW_064.jpeg,,Other Dates,,,,
80048631,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Livingston_Chemung_GROW_064.jpeg,,T,"[['2N', '2N', '2N']]",3.0,3.0,2N
80048631,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Livingston_Chemung_GROW_064.jpeg,,R,"[['5E', '5E', '5E']]",3.0,3.0,5E
80048631,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Livingston_Chemung_GROW_064.jpeg,,S,"[['3,', '3,', '3,'], ['4,', '4,', '4,'], ['9', '9', '9']]",3.0,3.0,"3, 4, 9"
80048631,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Livingston_Chemung_GROW_064.jpeg,,Collector,"[['District', 'District', 'District'], ['13', '13', '13'], ['Fisheries', 'Fisheries', 'Fisheries']]",3.0,3.0,District 13 Fisheries
80048632,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Livingston_Chemung_GROW_065.jpeg,,Other Dates,,,,
80048632,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Livingston_Chemung_GROW_065.jpeg,,T,"[['2N', '2N', '2N']]",3.0,3.0,2N
80048632,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Livingston_Chemung_GROW_065.jpeg,,R,"[['5E', '5E', '5E']]",3.0,3.0,5E
80048632,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Livingston_Chemung_GROW_065.jpeg,,S,"[['3,', '3,', '3,'], ['4,', '4,', '4,'], ['9', '9', '9']]",3.0,3.0,"3, 4, 9"
80048632,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Livingston_Chemung_GROW_065.jpeg,,Collector,"[['District', 'District', 'District'], ['13', '13', '13'], ['Fisheries', 'Fisheries', 'Fisheries']]",3.0,3.0,District 13 Fisheries
80048633,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Livingston_Chemung_GROW_081.jpeg,,Other Dates,,,,
80048633,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Livingston_Chemung_GROW_081.jpeg,,T,"[['2N', '2N', '2N']]",3.0,3.0,2N
80048633,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Livingston_Chemung_GROW_081.jpeg,,R,"[['5E', '5E', '5E']]",3.0,3.0,5E
80048633,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Livingston_Chemung_GROW_081.jpeg,,S,"[['3,', '3,', '3,'], ['4,', '4,', '4,'], ['9,', '9,', '9,'], ['10,', '10,', '10,'], ['11', '11', '11']]",3.0,3.0,"3, 4, 9, 10, 11"
80048633,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Livingston_Chemung_GROW_081.jpeg,,Collector,"[['D.', 'D.', 'D.'], ['Barnard,', 'Barnard,', 'Barnard,'], ['T.', 'T.', 'T.'], ['Anderson,', 'Anderson,', 'Anderson,'], ['M.', 'M.', 'M.'], ['Gerlach', 'Gerlach', 'Gerlach']]",3.0,3.0,"D. Barnard, T. Anderson, M. Gerlach"
80048634,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Livingston_ChilsonPond_GROW_022.jpeg,,Other Dates,,,,
80048634,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Livingston_ChilsonPond_GROW_022.jpeg,,T,"[['2N', '2N', '2N']]",3.0,3.0,2N
80048634,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Livingston_ChilsonPond_GROW_022.jpeg,,R,"[['5E', '5E', '5E']]",3.0,3.0,5E
80048634,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Livingston_ChilsonPond_GROW_022.jpeg,,S,"[['33', '33', '33']]",3.0,3.0,33
80048634,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Livingston_ChilsonPond_GROW_022.jpeg,,Collector,"[['District', 'District', 'District'], ['13', '13', '13'], ['Fisheries', 'Fisheries', 'Fisheries']]",3.0,3.0,District 13 Fisheries
80048635,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Livingston_Gallagher_GROW_027.jpeg,,Other Dates,,,,
80048635,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Livingston_Gallagher_GROW_027.jpeg,,T,"[['1N', '1N', '1N']]",3.0,3.0,1N
80048635,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Livingston_Gallagher_GROW_027.jpeg,,R,"[['5E', '5E', '5E']]",3.0,3.0,5E
80048635,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Livingston_Gallagher_GROW_027.jpeg,,S,"[['28,', '28,', '28,'], ['32', '32', '32']]",3.0,3.0,"28, 32"
80048635,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Livingston_Gallagher_GROW_027.jpeg,,Collector,"[['District', 'District', 'District'], ['13', '13', '13'], ['Fisheries', 'Fisheries', 'Fisheries']]",3.0,3.0,District 13 Fisheries
80048636,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Livingston_Island1N_6E_S4_GROW_100.jpeg,,Other Dates,,,,
80048636,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Livingston_Island1N_6E_S4_GROW_100.jpeg,,T,"[['1N', '1N', '1N']]",3.0,3.0,1N
80048636,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Livingston_Island1N_6E_S4_GROW_100.jpeg,,R,"[['6E', '6E', '6E']]",3.0,3.0,6E
80048636,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Livingston_Island1N_6E_S4_GROW_100.jpeg,,S,"[['31', '31', '31']]",3.0,3.0,31
80048636,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Livingston_Island1N_6E_S4_GROW_100.jpeg,,Collector,"[['District', 'District', 'District'], ['11', '11', '11'], ['Crew', 'Crew', '']]",3.0,2.6666666666666665,District 11 Crew
80048637,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Livingston_Portage(Big)_GROW_240.jpeg,,Other Dates,,,,
80048637,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Livingston_Portage(Big)_GROW_240.jpeg,,T,"[['1N,', '1N,', '1N,'], ['1S', '1S', '1S']]",3.0,3.0,"1N, 1S"
80048637,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Livingston_Portage(Big)_GROW_240.jpeg,,R,"[['4E', '4E', '4E']]",3.0,3.0,4E
80048637,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Livingston_Portage(Big)_GROW_240.jpeg,,S,"[['1,', '1,', '1,'], ['2,', '2,', '2,'], ['31,', '31,', '31,'], ['36', '36', '36']]",3.0,3.0,"1, 2, 31, 36"
80048637,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Livingston_Portage(Big)_GROW_240.jpeg,,Collector,"[['District', 'District', 'District'], ['11', '11', '11'], ['Fisheries', 'Fisheries', 'Fisheries']]",3.0,3.0,District 11 Fisheries
80048638,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Livingston_Strawberry_GROW_082.jpeg,,Other Dates,,,,
80048638,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Livingston_Strawberry_GROW_082.jpeg,,T,"[['1N', '1N', '1N']]",3.0,3.0,1N
80048638,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Livingston_Strawberry_GROW_082.jpeg,,R,"[['5E', '5E', '5E']]",3.0,3.0,5E
80048638,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Livingston_Strawberry_GROW_082.jpeg,,S,"[['27,', '27,', '27,'], ['28', '28', '28']]",3.0,3.0,"27, 28"
80048638,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Livingston_Strawberry_GROW_082.jpeg,,Collector,"[['District', 'District', 'District'], ['13', '13', '13'], ['Fisheries', 'Fisheries', 'Fisheries']]",3.0,3.0,District 13 Fisheries
80048639,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Livingston_Thompson_GROW_046.jpeg,,Other Dates,,,,
80048639,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Livingston_Thompson_GROW_046.jpeg,,T,"[['3N', '3N', '3N']]",3.0,3.0,3N
80048639,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Livingston_Thompson_GROW_046.jpeg,,R,"[['4,', '', '4,'], ['5E', '5E', '5E']]",3.0,2.5,"4, 5E"
80048639,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Livingston_Thompson_GROW_046.jpeg,,S,"[['25,', '25,', '25,'], ['36', '36', '36']]",3.0,3.0,"25, 36"
80048639,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Livingston_Thompson_GROW_046.jpeg,,Collector,"[['District', 'District', 'District'], ['13', '13', '13'], ['Fisheries', 'Fisheries', 'Fisheries']]",3.0,3.0,District 13 Fisheries
80048640,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Livingston_Woodland_GROW_089.jpeg,,Other Dates,,,,
80048640,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Livingston_Woodland_GROW_089.jpeg,,T,"[['2N', '2N', '2N']]",3.0,3.0,2N
80048640,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Livingston_Woodland_GROW_089.jpeg,,R,"[['6E', '6E', '6E']]",3.0,3.0,6E
80048640,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Livingston_Woodland_GROW_089.jpeg,,S,"[['18,', '18,', '18,'], ['19,', '19,', '19,'], ['20', '20', '20']]",3.0,3.0,"18, 19, 20"
80048640,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Livingston_Woodland_GROW_089.jpeg,,Collector,"[['M.', 'M.', 'M.'], ['Gerlach,', 'Gerlach,', 'Gerlach,'], ['W.', 'W.', 'W.'], ['Bryant,', 'Bryant,', 'Bryant,'], ['D.', 'D.', 'D.'], ['Barnard,', 'Barnard,', 'Barnard,'], ['T.', 'T.', 'T.'], ['Anderson', 'Anderson', 'Anderson']]",3.0,3.0,"M. Gerlach, W. Bryant, D. Barnard, T. Anderson"
80048641,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Livingston_Zukey_GROW_052.jpeg,,Other Dates,,,,
80048641,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Livingston_Zukey_GROW_052.jpeg,,T,"[['1N', '1N', '1N']]",3.0,3.0,1N
80048641,https://changes-ifr.s3.us-east-2.amazonaws.com/ss5/GROW_pages/single/Livingston_Zukey_GROW_052.jpeg,,R,"[['5E', '5E', '5E']]",3.0,3.0,5E
