"subject_id","URL.4","URL.8","workflow_id","task","Full.Task.Text","data.aligned_text","data.number_views","data.consensus_score","data.consensus_text","data.user_ids","original_id"
83381054,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_HOVEY_SUMM_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_HOVEY_SUMM_0001_2.jpeg",18891,"T2","Boat Resorts / Resorts","",NA,NA,"","",82940957
83381054,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_HOVEY_SUMM_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_HOVEY_SUMM_0001_2.jpeg",18891,"T3","Liveries / Boat Liveries","",NA,NA,"","",82940957
83381054,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_HOVEY_SUMM_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_HOVEY_SUMM_0001_2.jpeg",18891,"T8","Area","[['99', '99', '99'], ['acres', 'acres', 'acres']]",3,3,"99 acres","[2376369, 2290372, 1312868]",82940957
83381054,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_HOVEY_SUMM_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_HOVEY_SUMM_0001_2.jpeg",18891,"T9","Shore Development","[['2.1', '2.1', '2.1']]",3,3,"2.1","[2376369, 2290372, 1312868]",82940957
83381054,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_HOVEY_SUMM_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_HOVEY_SUMM_0001_2.jpeg",18891,"T10","Max Depth / Maximum Depth","[[""11'"", ""11'"", ""11'""]]",3,3,"11'","[2376369, 2290372, 1312868]",82940957
83381054,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_HOVEY_SUMM_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_HOVEY_SUMM_0001_2.jpeg",18891,"T12","Area of Vegetation","",NA,NA,"","",82940957
83381054,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_HOVEY_SUMM_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_HOVEY_SUMM_0001_2.jpeg",18891,"T13","Per cent shoal","[['100%', '100%', '100%']]",3,3,"100%","[2376369, 2290372, 1312868]",82940957
83381054,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_HOVEY_SUMM_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_HOVEY_SUMM_0001_2.jpeg",18891,"T14","Secchi disk (range)","",NA,NA,"","",82940957
83381054,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_HOVEY_SUMM_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_HOVEY_SUMM_0001_2.jpeg",18891,"T15","Temperature – Surface","[['65F', '65', '65F.'], ['', 'F', '']]",3,1,"65F F","[2376369, 2290372, 1312868]",82940957
83381054,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_HOVEY_SUMM_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_HOVEY_SUMM_0001_2.jpeg",18891,"T16","Thermocline – Is Thermocoline Present?","",NA,NA,"","",82940957
83381054,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_HOVEY_SUMM_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_HOVEY_SUMM_0001_2.jpeg",18891,"T17","Thermocline location","",NA,NA,"","",82940957
83381054,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_HOVEY_SUMM_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_HOVEY_SUMM_0001_2.jpeg",18891,"T19","Dissolved oxygen above thermocline","",NA,NA,"","",82940957
83381054,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_HOVEY_SUMM_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_HOVEY_SUMM_0001_2.jpeg",18891,"T20","Dissolved oxygen below thermocline","",NA,NA,"","",82940957
83381054,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_HOVEY_SUMM_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_HOVEY_SUMM_0001_2.jpeg",18891,"T21","Methyl Orange Alk. Range","",NA,NA,"","",82940957
83381054,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_HOVEY_SUMM_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_HOVEY_SUMM_0001_2.jpeg",18891,"T23","Temperature – Bottom","",NA,NA,"","",82940957
83381054,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_HOVEY_SUMM_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_HOVEY_SUMM_0001_2.jpeg",18891,"T24","Dissolved oxygen in/wihtin thermocline","",NA,NA,"","",82940957
83381054,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_HOVEY_SUMM_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_HOVEY_SUMM_0001_2.jpeg",18891,"T25","Dam in outlet","[['Beaver', 'Beaver', 'Beaver'], ['Dam', 'Dam', 'Dam']]",3,3,"Beaver Dam","[2376369, 2290372, 1312868]",82940957
83381054,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_HOVEY_SUMM_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_HOVEY_SUMM_0001_2.jpeg",18891,"T26","Height","[[""3'"", ""3'"", ""3'""]]",3,3,"3'","[2376369, 2290372, 1312868]",82940957
83381054,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_HOVEY_SUMM_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_HOVEY_SUMM_0001_2.jpeg",18891,"T27","Effect on fish movements","[['Barrier', 'Barrier', 'Barrier']]",3,3,"Barrier","[2376369, 2290372, 1312868]",82940957
83381055,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_ISLAND_SUMM_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_ISLAND_SUMM_0001_2.jpeg",18891,"T0","Cottages","[['5', '5', '5']]",3,3,"5","[2376369, 1312868, 1325481]",82940958
83381055,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_ISLAND_SUMM_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_ISLAND_SUMM_0001_2.jpeg",18891,"T1","Hotels / Homes","",NA,NA,"","",82940958
83381055,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_ISLAND_SUMM_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_ISLAND_SUMM_0001_2.jpeg",18891,"T2","Boat Resorts / Resorts","[['-', '-']]",2,2,"-","[2376369, 1312868]",82940958
83381055,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_ISLAND_SUMM_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_ISLAND_SUMM_0001_2.jpeg",18891,"T3","Liveries / Boat Liveries","[['-', '-']]",2,2,"-","[2376369, 1312868]",82940958
83381055,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_ISLAND_SUMM_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_ISLAND_SUMM_0001_2.jpeg",18891,"T8","Area","[['32.5', '32.5', '32.5'], ['acres', 'acres', 'acres']]",3,3,"32.5 acres","[2376369, 1312868, 1325481]",82940958
83381055,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_ISLAND_SUMM_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_ISLAND_SUMM_0001_2.jpeg",18891,"T9","Shore Development","[['1.8', '1.8', '1.8']]",3,3,"1.8","[2376369, 1312868, 1325481]",82940958
83381055,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_ISLAND_SUMM_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_ISLAND_SUMM_0001_2.jpeg",18891,"T10","Max Depth / Maximum Depth","[[""20'"", ""20'"", '20’']]",3,2,"20'","[2376369, 1312868, 1325481]",82940958
83381055,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_ISLAND_SUMM_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_ISLAND_SUMM_0001_2.jpeg",18891,"T12","Area of Vegetation","[['10', '10', '10'], ['', '', 'acres']]",3,2,"10 acres","[2376369, 1312868, 1325481]",82940958
83381055,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_ISLAND_SUMM_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_ISLAND_SUMM_0001_2.jpeg",18891,"T13","Per cent shoal","[['85%', '85%', '85%']]",3,3,"85%","[2376369, 1312868, 1325481]",82940958
83381055,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_ISLAND_SUMM_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_ISLAND_SUMM_0001_2.jpeg",18891,"T14","Secchi disk (range)","",NA,NA,"","",82940958
83381055,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_ISLAND_SUMM_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_ISLAND_SUMM_0001_2.jpeg",18891,"T15","Temperature – Surface","[['63F', '63', '63'], ['', 'F', 'F']]",3,2,"63 F","[2376369, 1312868, 1325481]",82940958
83381055,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_ISLAND_SUMM_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_ISLAND_SUMM_0001_2.jpeg",18891,"T16","Thermocline – Is Thermocoline Present?","",NA,NA,"","",82940958
83381055,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_ISLAND_SUMM_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_ISLAND_SUMM_0001_2.jpeg",18891,"T17","Thermocline location","",NA,NA,"","",82940958
83381055,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_ISLAND_SUMM_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_ISLAND_SUMM_0001_2.jpeg",18891,"T19","Dissolved oxygen above thermocline","",NA,NA,"","",82940958
83381055,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_ISLAND_SUMM_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_ISLAND_SUMM_0001_2.jpeg",18891,"T20","Dissolved oxygen below thermocline","",NA,NA,"","",82940958
83381055,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_ISLAND_SUMM_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_ISLAND_SUMM_0001_2.jpeg",18891,"T21","Methyl Orange Alk. Range","",NA,NA,"","",82940958
83381055,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_ISLAND_SUMM_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_ISLAND_SUMM_0001_2.jpeg",18891,"T23","Temperature – Bottom","",NA,NA,"","",82940958
83381055,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_ISLAND_SUMM_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_ISLAND_SUMM_0001_2.jpeg",18891,"T24","Dissolved oxygen in/wihtin thermocline","",NA,NA,"","",82940958
83381055,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_ISLAND_SUMM_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_ISLAND_SUMM_0001_2.jpeg",18891,"T25","Dam in outlet","",NA,NA,"","",82940958
83381055,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_ISLAND_SUMM_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_ISLAND_SUMM_0001_2.jpeg",18891,"T26","Height","",NA,NA,"","",82940958
83381055,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_ISLAND_SUMM_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_ISLAND_SUMM_0001_2.jpeg",18891,"T27","Effect on fish movements","",NA,NA,"","",82940958
83381056,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_LAMBERT_SUMM_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_LAMBERT_SUMM_0001_2.jpeg",18891,"T0","Cottages","[['1', '1', '1']]",3,3,"1","[2376369, 1325481, 1312868]",82940959
83381056,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_LAMBERT_SUMM_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_LAMBERT_SUMM_0001_2.jpeg",18891,"T1","Hotels / Homes","",NA,NA,"","",82940959
83381056,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_LAMBERT_SUMM_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_LAMBERT_SUMM_0001_2.jpeg",18891,"T2","Boat Resorts / Resorts","[['0', '0', '0']]",3,3,"0","[2376369, 1325481, 1312868]",82940959
83381056,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_LAMBERT_SUMM_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_LAMBERT_SUMM_0001_2.jpeg",18891,"T3","Liveries / Boat Liveries","[['0', '0', '0']]",3,3,"0","[2376369, 1325481, 1312868]",82940959
83381056,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_LAMBERT_SUMM_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_LAMBERT_SUMM_0001_2.jpeg",18891,"T8","Area","[['33.8', '33.8', '33.8'], ['Ac.', 'Ac.', 'Ac.'], ['-', '-', '-'], ['map', 'map', 'map'], ['date', 'date', 'date'], ['1939-40', '1939-40', '1939-40']]",3,3,"33.8 Ac. - map date 1939-40","[2376369, 1325481, 1312868]",82940959
83381056,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_LAMBERT_SUMM_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_LAMBERT_SUMM_0001_2.jpeg",18891,"T9","Shore Development","",NA,NA,"","",82940959
83381056,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_LAMBERT_SUMM_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_LAMBERT_SUMM_0001_2.jpeg",18891,"T10","Max Depth / Maximum Depth","[[""31'"", '31’', ""31'""]]",3,2,"31'","[2376369, 1325481, 1312868]",82940959
83381056,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_LAMBERT_SUMM_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_LAMBERT_SUMM_0001_2.jpeg",18891,"T12","Area of Vegetation","[['20', '20', '20']]",3,3,"20","[2376369, 1325481, 1312868]",82940959
83381056,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_LAMBERT_SUMM_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_LAMBERT_SUMM_0001_2.jpeg",18891,"T13","Per cent shoal","[['85%', '85%', '85%']]",3,3,"85%","[2376369, 1325481, 1312868]",82940959
83381056,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_LAMBERT_SUMM_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_LAMBERT_SUMM_0001_2.jpeg",18891,"T14","Secchi disk (range)","[['10', '10', '10'], ['M', 'M', 'M']]",3,3,"10 M","[2376369, 1325481, 1312868]",82940959
83381056,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_LAMBERT_SUMM_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_LAMBERT_SUMM_0001_2.jpeg",18891,"T15","Temperature – Surface","[['51F', '51', '51F'], ['', 'F', '']]",3,1.5,"51F F","[2376369, 1325481, 1312868]",82940959
83381056,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_LAMBERT_SUMM_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_LAMBERT_SUMM_0001_2.jpeg",18891,"T16","Thermocline – Is Thermocoline Present?","",NA,NA,"","",82940959
83381056,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_LAMBERT_SUMM_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_LAMBERT_SUMM_0001_2.jpeg",18891,"T17","Thermocline location","",NA,NA,"","",82940959
83381056,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_LAMBERT_SUMM_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_LAMBERT_SUMM_0001_2.jpeg",18891,"T19","Dissolved oxygen above thermocline","",NA,NA,"","",82940959
83381056,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_LAMBERT_SUMM_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_LAMBERT_SUMM_0001_2.jpeg",18891,"T20","Dissolved oxygen below thermocline","",NA,NA,"","",82940959
83381056,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_LAMBERT_SUMM_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_LAMBERT_SUMM_0001_2.jpeg",18891,"T21","Methyl Orange Alk. Range","[['0-17', '0-17', '0-17'], ['ppm', 'ppm', 'ppm']]",3,3,"0-17 ppm","[2376369, 1325481, 1312868]",82940959
83381056,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_LAMBERT_SUMM_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_LAMBERT_SUMM_0001_2.jpeg",18891,"T23","Temperature – Bottom","",NA,NA,"","",82940959
83381056,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_LAMBERT_SUMM_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_LAMBERT_SUMM_0001_2.jpeg",18891,"T24","Dissolved oxygen in/wihtin thermocline","",NA,NA,"","",82940959
83381056,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_LAMBERT_SUMM_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_LAMBERT_SUMM_0001_2.jpeg",18891,"T25","Dam in outlet","[['None', 'none', 'None']]",3,2,"None","[2376369, 1325481, 1312868]",82940959
83381056,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_LAMBERT_SUMM_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_LAMBERT_SUMM_0001_2.jpeg",18891,"T26","Height","",NA,NA,"","",82940959
83381056,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_LAMBERT_SUMM_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_LAMBERT_SUMM_0001_2.jpeg",18891,"T27","Effect on fish movements","",NA,NA,"","",82940959
83381057,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_MARSHMAN_SUMM_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_MARSHMAN_SUMM_0001_2.jpeg",18891,"T0","Cottages","[['None', 'None', 'None']]",3,3,"None","[2376369, 1894841, 1312868]",82940960
83381057,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_MARSHMAN_SUMM_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_MARSHMAN_SUMM_0001_2.jpeg",18891,"T1","Hotels / Homes","[['None']]",1,1,"None","[1894841]",82940960
83381057,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_MARSHMAN_SUMM_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_MARSHMAN_SUMM_0001_2.jpeg",18891,"T2","Boat Resorts / Resorts","[['None', 'None', 'None']]",3,3,"None","[2376369, 1894841, 1312868]",82940960
83381057,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_MARSHMAN_SUMM_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_MARSHMAN_SUMM_0001_2.jpeg",18891,"T3","Liveries / Boat Liveries","[['None', 'None', 'None']]",3,3,"None","[2376369, 1894841, 1312868]",82940960
83381057,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_MARSHMAN_SUMM_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_MARSHMAN_SUMM_0001_2.jpeg",18891,"T8","Area","[['11', '11', '11'], ['ac.', 'ac.-', 'ac.'], ['-', '', '-'], [""Humphrey's"", ""Humphrey's"", ""Humphrey's""], ['Lake', 'Lake', 'Lake'], ['Inventory', 'Inventory', 'Inventory']]",3,2.66666666666667,"11 ac. - Humphrey's Lake Inventory","[2376369, 1894841, 1312868]",82940960
83381057,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_MARSHMAN_SUMM_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_MARSHMAN_SUMM_0001_2.jpeg",18891,"T9","Shore Development","",NA,NA,"","",82940960
83381057,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_MARSHMAN_SUMM_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_MARSHMAN_SUMM_0001_2.jpeg",18891,"T10","Max Depth / Maximum Depth","[[""10'"", ""10'"", ""10'""]]",3,3,"10'","[2376369, 1894841, 1312868]",82940960
83381057,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_MARSHMAN_SUMM_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_MARSHMAN_SUMM_0001_2.jpeg",18891,"T12","Area of Vegetation","[['10', '10', '10'], ['acres', 'acres', 'acres']]",3,3,"10 acres","[2376369, 1894841, 1312868]",82940960
83381057,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_MARSHMAN_SUMM_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_MARSHMAN_SUMM_0001_2.jpeg",18891,"T13","Per cent shoal","[['100', '100', '100']]",3,3,"100","[2376369, 1894841, 1312868]",82940960
83381057,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_MARSHMAN_SUMM_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_MARSHMAN_SUMM_0001_2.jpeg",18891,"T14","Secchi disk (range)","",NA,NA,"","",82940960
83381057,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_MARSHMAN_SUMM_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_MARSHMAN_SUMM_0001_2.jpeg",18891,"T15","Temperature – Surface","[['54F', '54', '54F'], ['', 'F', '']]",3,1.5,"54F F","[2376369, 1894841, 1312868]",82940960
83381057,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_MARSHMAN_SUMM_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_MARSHMAN_SUMM_0001_2.jpeg",18891,"T16","Thermocline – Is Thermocoline Present?","",NA,NA,"","",82940960
83381057,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_MARSHMAN_SUMM_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_MARSHMAN_SUMM_0001_2.jpeg",18891,"T17","Thermocline location","",NA,NA,"","",82940960
83381057,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_MARSHMAN_SUMM_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_MARSHMAN_SUMM_0001_2.jpeg",18891,"T19","Dissolved oxygen above thermocline","",NA,NA,"","",82940960
83381057,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_MARSHMAN_SUMM_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss3/SUMM/double/ALGER_MARSHMAN_SUMM_0001_2.jpeg",18891,"T20","Dissolved oxygen below thermocline","",NA,NA,"","",82940960
