"subject_id","mdnrid","nhdid","county","lakename","begin_date_day","begin_date_month","begin_date_year","end_date_day","end_date_month","end_date_year","fishing_intensity_summer","fishing_intensity_winter","fishing_intensity_summer_text","fishing_intensity_winter_text","public_fishing_text","public_fishing","max_depth_m","secchi_min_m","secchi_max_m","lake_area_min_ha","lake_area_max_ha","min_shoal_pct","max_shoal_pct","liveries_min_n","liveries_max_n","resorts_min_n","resorts_max_n","cottages_min_n","cottages_max_n","hotels_homes_min_n","hotels_homes_max_n","development","methylorange_alk_min_ppm","methylorange_alk_max_ppm","flag_alk","shore_dev_index","dam_height_min_m","dam_height_max_m","dam_outlet","dam_passable_for_fish","dam_effect_fish","dam_outlet_text","dam_passable_for_fish_text","dam_effect_fish_text","thermocline_present","thermocline_loc_min_m","thermocline_loc_max_m","flag_bottom","temp_surface_min_c","temp_surface_max_c","temp_bottom_min_c","temp_bottom_max_c","do_above_thermo_min_ppm","do_above_thermo_max_ppm","do_in_thermo_min_ppm","do_in_thermo_max_ppm","do_below_thermo_min_ppm","do_below_thermo_max_ppm","banded_killifish","black_bullhead","black_crappie","blackchin_shiner","blacknose_shiner","bluegill","bluntnose_minnow","bowfin","brook_silverside","brook_trout","brown_bullhead","brown_trout","bullhead_species","cisco","common_carp","common_shiner","golden_shiner","grass_pickerel","iowa_darter","johnny_darter","lake_chubsucker","largemouth_bass","longnose_gar","mimic_shiner","northern_pike","pumpkinseed","rainbow_trout","rock_bass","smallmouth_bass","spotted_gar","walleye","white_sucker","yellow_bullhead","yellow_perch","fish_extras","filename1","filename2"
58687588,"L13394","155636937","HILLSDALE","HEMLOCK",15,"July",1931,NA,"July",NA,NA,NA,NA,NA,"permitted.","permitted",19.811,NA,NA,59.085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fairly extensive. dance hall and about a dozen cottages.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"(not investigated).","-",NA,NA,NA,NA,NA,25.556,NA,7.778,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,1,1,"green_sunfish_warmouth_bass_whitefish; log_perch_stone_roller_log_perch_rainbow_darter_least_darter; mullet; shortnosed_nose_gar","Hillsdale_Hemlock_SUMM_017.jpg","Hillsdale_Hemlock_SUMM_018.jpg"
58687589,"L7830","155637094","HILLSDALE","LONG",10,"July",1931,10,"July",1931,NA,NA,NA,NA,"permitted","permitted",13.715,NA,NA,86.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a dozen or more cottages along southern 1/3 of lake. very little development along upper 2/3",NA,NA,NA,NA,NA,NA,"no","yes",NA,"no","yes",NA,NA,NA,NA,NA,24.444,NA,11.111,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,"green_sunfish_mud_pickerel_warmouth_bass_white_fish; log_perch_horned_dace_brook_silversides_stone_rollers_pirate_perch_fundulus_tadpole_cat_funulus_dispar; suckers_not_specified; shortnosed_gar","Hillsdale_Long7S_4W_S8-17_SUMM_011.jpg","Hillsdale_Long7S_4W_S8-17_SUMM_012.jpg"
58687590,"L13394","155636937","HILLSDALE","HEMLOCK",NA,"August",1955,NA,"August",1955,"light","light","light","light",NA,NA,19.811,3.048,NA,56.657,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,"no","none",NA,"none","yes",121.914,NA,NA,24.444,NA,10.111,NA,NA,NA,7,6.1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"Hillsdale_Hemlock_SUMM_019.jpg","Hillsdale_Hemlock_SUMM_020.jpg"
58687591,"L11753","152518679","HILLSDALE","MOSHERVILLEBIG",2,"July",1937,2,"July",1937,NA,NA,NA,NA,"yes","permitted",12.191,NA,NA,10.846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,187,NA,NA,NA,NA,NA,"yes","no",NA,"yes","no",NA,NA,NA,NA,NA,22,NA,10,NA,6.4,NA,NA,NA,0,NA,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,"warmouth_bass_green_sunfish_longeared_sunfish; creek_chub_pugnose_shiner_mud_minnow; mullet; carp_are_reported_to_be_present_not_collected","Hillsdale_MoshervilleBig_SUMM_007.jpg","Hillsdale_MoshervilleBig_SUMM_008.jpg"
58687592,"L12598","152095097","HILLSDALE","PERCH",19,"June",1931,NA,"June",NA,NA,NA,NA,NA,"permitted.","permitted",3.048,NA,NA,15.176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"three cottages on northeast side",NA,NA,NA,NA,NA,NA,"no",NA,NA,"no",NA,NA,NA,NA,NA,NA,25.556,NA,24.444,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,"mud_pickerel; bluntnosed_minnow_horned_dace","Hillsdale_Perch_SUMM_006.jpg","Hillsdale_Perch_SUMM_007.jpg"
58687593,"L11731","155636825","HILLSDALE","SECOND",30,"June",1931,30,"June",1931,NA,NA,NA,NA,"permitted","permitted",18.897,NA,NA,14.569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"one cottage",NA,NA,NA,NA,NA,NA,"no","yes",NA,"none between second & baw beese","yes",NA,NA,NA,NA,NA,26.667,NA,8.889,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,1,"grass_pike_warmouth_bass_sunfish; mud_minnow; shortnosed_gar","Hillsdale_Second_SUMM_004.jpg","Hillsdale_Second_SUMM_005.jpg"
58687594,"L11731","155636825","HILLSDALE","THIRD",1,"July",1931,NA,"July",NA,NA,NA,NA,NA,"permitted","permitted",4.115,NA,NA,14.164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"one or two cottages",NA,NA,NA,NA,NA,NA,"no","yes",NA,"none above baw beese outlet","between 3rd and baw beese",NA,NA,NA,NA,NA,28.333,NA,17.778,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,"grass_pike_warmouth_bass_green_sunfish; mud_minnow_fundulus_dispar_black_cheek_topminnow_minnow; shortnosed_gar","Hillsdale_Third_SUMM_005.jpg","Hillsdale_Third_SUMM_006.jpg"
58687595,"L4762","151874052","HILLSDALE","MOON",22,"June",1931,NA,NA,NA,NA,NA,NA,NA,"permitted (except temporarily)","permitted",10.972,NA,NA,12.829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"none.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"not examined by survey party","-",NA,NA,NA,NA,NA,23.889,NA,10,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,"grass_pike_warmouth_bass_sunfish","Hillsdale_Moon7S_1W_S27_SUMM_002.jpg","Hillsdale_Moon7S_1W_S27_SUMM_003.jpg"
58687596,"L3827","150994093","HILLSDALE","WILSON",6,"July",1931,NA,"July",NA,NA,NA,NA,NA,"permitted","permitted",18.287,NA,NA,37.232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"seven cottages on east side",NA,NA,NA,NA,NA,NA,"no","yes",NA,"no","yes",NA,NA,NA,NA,NA,26.667,NA,7.778,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,1,1,"longeared_sunfish_sunfish; log_perch_tadpole_cats_mud_minnows","Hillsdale_Wilson_SUMM_007.jpg","Hillsdale_Wilson_SUMM_008.jpg"
58687597,"L41229","117625985","HOUGHTON","BOHMIER",7,"August",1954,7,"August",NA,"none","none","none","none",NA,NA,15.239,NA,NA,4.047,4.856,15,NA,0,NA,0,NA,0,NA,0,NA,NA,5,8,NA,NA,NA,NA,"no",NA,NA,"none",NA,NA,NA,4.572,8.229,NA,23.2,NA,6.4,NA,5.8,NA,6.8,7.2,5.8,2.6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"stickleback","Houghton_Bohmier_SUMM_003.jpg","Houghton_Bohmier_SUMM_004.jpg"
58687598,"L32926","123390259","HOUGHTON","BOB",20,"August",1937,NA,"August",NA,NA,NA,NA,NA,"yes","permitted",4.572,1.524,NA,48.563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,"no",NA,NA,"none","0",NA,NA,NA,NA,NA,23.8,NA,22.2,NA,NA,NA,NA,NA,5.8,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,"sunfish","Houghton_Bob_SUMM_019.jpg","Houghton_Bob_SUMM_020.jpg"
58687599,"L32926","123390259","HOUGHTON","BOB",20,"August",1937,20,"August",1937,NA,NA,NA,NA,"yes","permitted",4.572,1.524,NA,48.563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,"no",NA,NA,"none",NA,NA,NA,NA,NA,NA,23.8,NA,22.2,NA,NA,NA,NA,NA,5.8,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,"sunfish","Houghton_Bob_SUMM_001_01.jpg","Houghton_Bob_SUMM_001_02.jpg"
58687600,"L32526","116542587","HOUGHTON","BOSTONPOND",6,"August",1968,NA,"August",NA,"light","light","light","light",NA,NA,2.133,1.524,NA,2.833,NA,100,NA,0,NA,0,NA,0,NA,0,NA,NA,47.9,NA,NA,NA,1.829,NA,"yes",NA,"yes","yes",NA,"restricts upstream movement",NA,NA,NA,NA,21.667,NA,20.556,NA,7,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,NA,"Houghton_BostonPond_SUMM_003.jpg","Houghton_BostonPond_SUMM_004.jpg"
58687601,"L32888","116542503","HOUGHTON","CALUMETHECLADAM",9,"August",1950,NA,"August",NA,"none","none","none","none",NA,NA,1.829,NA,NA,12.141,NA,100,NA,0,NA,0,NA,0,NA,0,NA,NA,35,NA,NA,NA,1.829,NA,"yes",NA,"yes","yes",NA,"barrier to fish movement","no",NA,NA,NA,21.111,NA,18.889,NA,8.01,7.92,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"sticklebacks","Houghton_CalumetHeclaDam_SUMM_005.jpg","Houghton_CalumetHeclaDam_SUMM_006.jpg"
58687602,"L37054","123392114","HOUGHTON","CRYSTAL",4,"August",1954,4,"August",1954,"light",NA,"light",NA,NA,NA,6.705,NA,NA,6.677,NA,75,NA,0,NA,0,NA,0,NA,0,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.572,6.705,"yes",24.8,NA,19.4,NA,5.4,5.9,5.4,NA,5.4,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,NA,"Houghton_Crystal_SUMM_005.jpg","Houghton_Crystal_SUMM_006.jpg"
58687603,"L32845","f885fec2-c04f-4f4c-93b3-512c129d7493","HOUGHTON","ELEVENMILE",6,"August",1963,7,"August",1963,"light",NA,"light",NA,NA,NA,5.486,NA,NA,7.285,NA,85,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,"none",NA,NA,NA,NA,NA,NA,23.889,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,NA,"Houghton_ElevenMile_SUMM_005.jpg","Houghton_ElevenMile_SUMM_006.jpg"
58687604,"L39500","117625797","HOUGHTON","EMILY",23,"July",1956,30,"July",1956,"light",NA,"light",NA,NA,NA,27.431,5.791,NA,21.651,NA,20,NA,0,NA,0,NA,1,NA,0,NA,NA,1.5,4,NA,NA,1.219,NA,"yes",NA,"yes","yes - beaver dam",NA,"barracade of a sort",NA,3.353,6.096,NA,21.111,22.778,3.889,5,6.6,8.1,5.3,6.6,0.2,4.9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,NA,"Houghton_Emily_SUMM_003.jpg","Houghton_Emily_SUMM_004.jpg"
58687605,"L42414","123390585","HOUGHTON","ECHO",31,"August",1950,1,"September",1950,"medium",NA,"medium ","notknown",NA,NA,12.496,NA,NA,18.211,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.334,7.62,NA,17.778,NA,5,NA,8.6,8.4,9.5,6.8,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,NA,"Houghton_Echo_SUMM_006.jpg","Houghton_Echo_SUMM_007.jpg"
58687606,"L37054","123392114","HOUGHTON","CRYSTAL",9,"August",1954,12,"August",1954,"light","none","light","none",NA,NA,6.4,2.895,NA,6.677,NA,60,NA,0,NA,0,NA,0,NA,0,NA,NA,6,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.181,6.096,NA,21.111,22.222,18.333,NA,7.6,7.6,7.6,NA,7.6,NA,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,"green_sunfish","Houghton_Crystal_SUMM_007.jpg","Houghton_Crystal_SUMM_008.jpg"
58687607,"L35850","116543277","HOUGHTON","GERALD",2,"September",1937,2,"September",1937,NA,NA,NA,NA,"yes","permitted",12.496,2.895,NA,103.197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no.",13,31,NA,NA,NA,NA,"no",NA,NA,"no. (see roland lake)","-",NA,NA,NA,NA,NA,22.1,NA,12,NA,7.2,NA,NA,NA,1.4,NA,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,"sunfish; umbra_limi_mudminnow","Houghton_Gerald_SUMM_020.jpg","Houghton_Gerald_SUMM_021.jpg"
58687608,"L35850","116543277","HOUGHTON","GERALD",24,"August",1970,28,"August",1970,"medium","light","medium","light",NA,NA,12.191,2.438,NA,103.197,NA,NA,NA,0,NA,0,NA,72,NA,0,NA,NA,20.5,NA,NA,2.05,NA,NA,"no",NA,NA,"no",NA,NA,NA,5.486,7.924,NA,23.333,NA,9.444,NA,8,NA,4,3,2,NA,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,"longnose_suckers","Houghton_Gerald_SUMM_022.jpg","Houghton_Gerald_SUMM_023.jpg"
58687609,"L39748","117627667","HOUGHTON","HAUGER",18,"August",1959,18,"August",1959,"light","none","light","none",NA,NA,6.4,1.219,1.524,16.592,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.743,3.657,NA,22.778,NA,18.333,NA,6.2,NA,5.6,NA,4.9,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,"Houghton_Hauger_SUMM_010.jpg","Houghton_Hauger_SUMM_011.jpg"
58687610,"L39348","117625929","HOUGHTON","KRATT",26,"August",1947,2,"August",1948,"light","none","light","none",NA,NA,10.058,3.048,NA,3.238,NA,20,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",3.048,9.144,NA,21,NA,8,NA,7.6,NA,NA,NA,5.8,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,"Houghton_Kratt_SUMM_006.jpg","Houghton_Kratt_SUMM_007.jpg"
58687611,"L35383","123392716","HOUGHTON","KUNZE",18,"July",1963,NA,NA,NA,"light",NA,"light",NA,NA,NA,17.982,1.219,NA,5.18,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,NA,1.2,1.5,NA,NA,0.457,NA,"yes",NA,"yes","seepage over old beaver dam on west end",NA,"beaver dam appears to be effective barrier",NA,1.829,5.486,NA,22.778,NA,5.556,NA,5.45,NA,5.64,4.36,1.12,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,NA,"Houghton_Kunze_SUMM_003.jpg","Houghton_Kunze_SUMM_004.jpg"
58687612,"L39348","117625929","HOUGHTON","KRATT",26,"August",1947,NA,"August",NA,"light","none","light","none",NA,NA,8.839,NA,NA,8.094,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",2.743,5.486,NA,23.889,NA,5.556,NA,5.6,NA,NA,NA,2.2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,"Houghton_Kratt_SUMM_008.jpg","Houghton_Kratt_SUMM_009.jpg"
58687613,"L34347","123393006","HOUGHTON","LAKEONTHREE",7,"July",1958,10,"July",1958,"light","none","light","none",NA,NA,11.582,NA,NA,10.117,NA,25,NA,0,NA,0,NA,0,NA,0,NA,NA,21,22,NA,NA,NA,NA,"no",NA,NA,"none",NA,NA,NA,NA,NA,NA,25.556,NA,9.444,NA,7.3,NA,3.06,NA,1.5,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,NA,"Houghton_LakeOnThree_SUMM_003.jpg","Houghton_LakeOnThree_SUMM_004.jpg"
58687614,"L42306","123393009","HOUGHTON","MAGGIE",22,"August",1962,22,"August",1962,"light","none","light","none",NA,NA,3.657,1.067,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,NA,21,NA,NA,NA,NA,NA,"no",NA,NA,"no",NA,NA,NA,0.762,1.524,NA,22.722,NA,17.778,NA,7.9,NA,NA,NA,8.6,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"creek_chub","Houghton_Maggie_SUMM_004.jpg","Houghton_Maggie_SUMM_005.jpg"
58687615,"L37294","123391063","HOUGHTON","MARKEY",18,"August",1937,NA,NA,NA,NA,NA,NA,NA,"yes","permitted",21.03,5.181,NA,19.514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,20,NA,NA,NA,NA,NA,NA,NA,"-","-",NA,NA,NA,NA,NA,24.5,NA,5.3,NA,7.2,NA,NA,NA,3.6,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,"sunfish","Houghton_Markey_SUMM_011.jpg","Houghton_Markey_SUMM_012.jpg"
58687616,"L32843","116542621","HOUGHTON","MUD",28,"June",1971,30,"June",1971,"light",NA,"light",NA,NA,NA,3.657,1.219,NA,72.44,NA,100,NA,0,NA,0,NA,6,NA,0,NA,NA,20.4,NA,NA,NA,NA,NA,"no",NA,NA,"no",NA,NA,NA,NA,NA,NA,23.333,NA,21.111,NA,9,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,"rock_sunfish; smelt; sea_lamprey","Houghton_Mud55N_32W_S25-26-35-36_SUMM_009.jpg","Houghton_Mud55N_32W_S25-26-35-36_SUMM_010.jpg"
58687617,"L32843","116542621","HOUGHTON","MUD",22,"August",1954,24,"August",1954,"light","none","lightornone","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,2,NA,0,NA,NA,6,8,NA,NA,NA,NA,"no",NA,NA,"none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6.5,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,NA,"Houghton_Mud55N_32W_S25-26-35-36_SUMM_007.jpg","Houghton_Mud55N_32W_S25-26-35-36_SUMM_008.jpg"
58687618,"L32983","116542771","HOUGHTON","ONGIE",24,"August",1948,24,"August",1948,"medium","none","medium","none",NA,NA,7.924,NA,NA,8.094,NA,5,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,35,NA,NA,NA,NA,NA,"yes",NA,"yes","beaver dam",NA,"retards movement in low water stage of lake.","yes",3.048,7.62,NA,26,NA,9.5,NA,7,6.1,NA,NA,4.1,NA,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,NA,"Houghton_Ongie_SUMM_009.jpg","Houghton_Ongie_SUMM_010.jpg"
58687619,"L32983","116542771","HOUGHTON","ONGIE",2,"October",1941,NA,"October",NA,"light","none","light","none",NA,NA,8.229,3.048,NA,7.568,NA,20,NA,0,NA,0,NA,3,NA,0,NA,NA,15,28,NA,1.42,NA,NA,"no",NA,NA,"no",NA,NA,"yes",5.486,6.4,NA,12.222,NA,7.222,NA,1.4,NA,NA,NA,1.4,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"unidentified_minnows","Houghton_Ongie_SUMM_011.jpg","Houghton_Ongie_SUMM_012.jpg"
58687620,"L36061","116542589","HOUGHTON","RICELITTLE",22,"June",1971,25,"June",1971,"medium","light","medium","light",NA,NA,2.743,1.829,NA,273.169,NA,100,NA,1,NA,1,NA,NA,NA,NA,NA,NA,20.4,NA,NA,NA,1.219,NA,"yes",NA,"yes","yes",NA,"construction does not allow fish to pass in or out of lake.",NA,NA,NA,NA,22.222,NA,21.111,NA,9,NA,NA,NA,NA,NA,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,1,"spottail_shiner; cw_suckers","Houghton_RiceLittle_SUMM_004.jpg","Houghton_RiceLittle_SUMM_005.jpg"
58687621,"L36510","117625661","HOUGHTON","OTTER",11,"July",1955,15,"July",1955,"medium","light","medium","light",NA,NA,8.839,NA,NA,360.178,NA,NA,NA,2,NA,3,NA,70,NA,NA,NA,NA,56,57,NA,NA,NA,NA,"no",NA,NA,"none - but lamprey weir",NA,NA,NA,4.572,7.315,NA,22.778,24.444,16.389,NA,40,7.4,0.7,4,NA,NA,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,1,0,1,"sauger_crappie_sturgeon; spottail_shiner_logperch_troutperch_perch; silver_redhorse_shorthead_redhorse; silver_lamprey","Houghton_Otter_SUMM_013.jpg","Houghton_Otter_SUMM_014.jpg"
58687622,"L35823","116542693","HOUGHTON","PERRAULT",25,"August",1948,NA,"August",NA,"light",NA,"light",NA,NA,NA,NA,NA,NA,4.856,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,0.61,NA,"yes",NA,"yes","beaver dam (in good condition)",NA,"no movement except in extreme high water","yes",4.572,7.62,NA,24.5,NA,11.5,NA,6.4,7.2,NA,NA,3.9,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,NA,"Houghton_Perrault_SUMM_008.jpg","Houghton_Perrault_SUMM_009.jpg"
58687623,"L35180","116543343","HOUGHTON","ROLAND",3,"September",1937,3,"September",1937,NA,NA,NA,NA,"yes","permitted",12.496,2.591,NA,118.171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"houghton co. park",11,31,NA,NA,0.61,NA,"yes","no",NA,"yes","no",NA,NA,NA,NA,NA,21.2,NA,11.5,NA,6.9,NA,NA,NA,NA,NA,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,"sunfish; mud_minnow","Houghton_Roland_SUMM_026.jpg","Houghton_Roland_SUMM_027.jpg"
58687624,"L35180","116543343","HOUGHTON","ROLAND",17,"August",1970,21,"August",1970,"medium","light","medium","light",NA,NA,12.191,2.591,NA,118.171,NA,NA,NA,0,NA,3,NA,64,NA,62,NA,NA,20.5,NA,NA,1.78,NA,NA,"no",NA,NA,"no",NA,NA,NA,NA,NA,NA,23.889,NA,15.556,NA,7,6,NA,NA,6,NA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1,"longnose_suckers","Houghton_Roland_SUMM_024.jpg","Houghton_Roland_SUMM_025.jpg"
58687625,"L37252","117625857","HOUGHTON","SANDY",12,"July",1956,23,"July",1956,"light","none","light","none",NA,NA,6.4,1.524,1.676,40.874,NA,98,NA,0,NA,0,NA,4,NA,0,NA,NA,0,1,NA,NA,0.305,NA,"yes",NA,NA,"yes - beaver workings",NA,NA,NA,1.524,4.267,NA,18.333,21.111,5.556,18.333,8.2,NA,0,4.7,0,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,"green_sunfish","Houghton_Sandy_SUMM_006.jpg","Houghton_Sandy_SUMM_007.jpg"
58687626,"L35627","116542783","HOUGHTON","STONINGTON",30,"July",1949,1,"August",1949,"medium","medium","medium","medium",NA,NA,5.486,0.914,NA,12.141,NA,20,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,5,NA,NA,1,NA,NA,"no",NA,NA,"no. beaver dam further down",NA,NA,"yes",1.524,4.572,NA,21.111,NA,10.3,NA,6.4,6.9,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,"pumpkinseed_largemouth_bass_rock_bass","Houghton_Stonington_SUMM_008.jpg","Houghton_Stonington_SUMM_009.jpg"
