"subject_id","new_key","lakename","county","begin_date_day","begin_date_month","begin_date_year","end_date_day","end_date_month","end_date_year","lake_area_ha","max_depth_min_m","max_depth_max_m","secchi_min_m","secchi_max_m","development","alkalinity_min_ppm","alkalinity_max_ppm","dam_outlet_text","dam_passable_for_fish_text","dam_outlet","dam_passable_for_fish","dam_height_min_m","dam_height_max_m","do_surface_ppm","do_thermo_ppm","do_below_thermo_ppm","temp_bottom_max_c","temp_bottom_min_c","temp_surface_max_c","temp_surface_min_c","public_fishing_text","public_fishing","front","back"
58687981,"60-134","JACKSON","Montmorency",24,"August",1933,24,"August",1933,18.211,7.62,NA,NA,NA,NA,NA,NA,"---",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","permitted","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Montmorency_Jackson_SUMM_20191204131712124_0003.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Montmorency_Jackson_SUMM_20191204131712124_0004.jpg"
58687983,"62-358","NICHOLS","Newaygo",23,"June",1937,23,"June",1937,64.751,17.373,NA,4.115,NA,"dance hall and confectionary  felix lepinski prop.",114,137,NA,NA,NA,NA,NA,NA,5,NA,NA,8.3,8.3,NA,21.111,"yes","permitted","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Newaygo_Nichols_SUMM_20191204135518670_0005.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Newaygo_Nichols_SUMM_20191204135518670_0006.jpg"
58688059,"68-22","TWIN","Oscoda",11,"August",1937,NA,"August",NA,7.285,13.106,NA,8.229,NA,NA,71,NA,"no outlet",NA,"no",NA,NA,NA,8.9,5.9,0.6,NA,8.3,NA,26.7,"yes","permitted","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Oscoda_Twin_SUMM_20191210115757519_0001.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Oscoda_Twin_SUMM_20191210115757519_0002.jpg"
58688060,"75-69","INDIAN","Schoolcraft",18,"June",1937,10,"July",1937,3237.556,5.486,NA,1.219,3.657,"little. several parks and small camp sites. few cottages.",74,80,"yes, at manistique","no","yes","no",NA,NA,NA,NA,NA,NA,NA,21.111,18.333,"--",NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Schoolcraft_Indian_75-69_1937_SUMM_001_01.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Schoolcraft_Indian__75-69_1937_SUMM_001_02.jpg"
58688066,"80-116.1","WOLF","VanBuren",18,"July",1931,18,"July",1931,10.563,12.191,NA,NA,NA,"none except small grove on south side which can be used for picnics.",NA,NA,"(outlet not examined)","yes",NA,"yes",NA,NA,NA,NA,NA,NA,9.444,NA,26.111,"not permitted.","not permitted","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/VanBuren_Wolf_SUMM_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/VanBuren_Wolf_SUMM_2.jpeg"
58688071,"81-64","CASSIDY","Washtenaw",22,"June",1936,NA,"June",NA,14.569,2.743,NA,NA,NA,"none to date but a camp for boys is to be built on it.",NA,NA,"none at present",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"open to public","permitted","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Washtenaw_Cassidy_SUMM_20200218110606167_0007.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Washtenaw_Cassidy_SUMM_20200218110606167_0008.jpg"
58688084,"81-46","GREEN","Washtenaw",1,"July",1936,1,"July",1936,31.769,3.962,NA,NA,NA,"none at present",NA,NA,"yes","no","yes","no",0.914,1.067,NA,NA,NA,NA,NA,NA,NA,"yes","permitted","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Washtenaw_Green_SUMM_20200224123234844_0001.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Washtenaw_Green_SUMM_20200224123234844_0002.jpg"
58688085,"81-46","GREEN","Washtenaw",1,"July",1936,NA,NA,NA,31.769,3.962,NA,NA,NA,"none at present",NA,NA,"yes","no","yes","no",0.914,1.067,NA,NA,NA,NA,NA,NA,NA,"yes","permitted","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Washtenaw_Green_81-46_1936_SUMM_001_01.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Washtenaw_Green_81-46_1936_SUMM_001_02.jpg"
58688086,"81-46","GREEN","Washtenaw",1,"July",1936,1,"July",1936,31.769,3.962,NA,1.981,NA,"none at present",NA,NA,"yes","no","yes","no",0.914,1.067,NA,NA,NA,NA,NA,NA,NA,"yes","permitted","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Washtenaw_Green_SUMM_936_1a.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Washtenaw_Green_SUMM_936_1b.jpg"
58688091,"81-144","MILL","Washtenaw",19,"June",1936,19,"June",1936,53.015,7.315,NA,NA,NA,"it is being developed as a recreational area for boys and a camp is being erected",NA,NA,"a 3 1/2 foot dam","only in high water","yes","yes",1.067,NA,NA,NA,NA,NA,NA,NA,NA,"yes","permitted","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Washtenaw_Mill_SUMM_20200225140104865_0001.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Washtenaw_Mill_SUMM_20200225140104865_0002.jpg"
59070548,"69-301",NA,NA,20,"August",1932,20,"August",1932,0.526,6.8,NA,5.1,NA,"on state forest",NA,NA,NA,NA,NA,NA,NA,NA,5.8,NA,NA,NA,14.444,NA,NA,"permitted","permitted","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/b_first/Otsego_DevilsSoup_SUMM_24.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/b_first/Otsego_DevilsSoup_SUMM_23.jpeg"
59070552,NA,NA,NA,1,"August",1932,NA,"August",NA,4.735,10,NA,NA,NA,"on state forest.",NA,NA,"no outlet",NA,"no",NA,NA,NA,NA,NA,NA,NA,12.222,NA,23.889,"permitted","permitted","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/b_first/Otsego_Ford_SUMM_10.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/b_first/Otsego_Ford_SUMM_5.jpeg"
59070553,NA,NA,NA,1,"August",1932,NA,"August",NA,4.735,10,NA,NA,NA,"on state forest.",127,NA,"no outlet",NA,"no",NA,NA,NA,NA,NA,NA,NA,12.222,NA,23.889,"permitted","permitted","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/b_first/Otsego_Ford_SUMM_6.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/b_first/Otsego_Ford_SUMM_7.jpeg"
59070555,"69-303",NA,NA,2,"August",1932,2,"August",1932,11.453,3,NA,NA,NA,"on state forest area",117,134,"yes","no","yes","no",0.61,NA,9.4,NA,10.8,NA,22.222,NA,22.778,"permitted","permitted","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/b_first/Otsego_Grass_SUMM_4.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/b_first/Otsego_Grass_SUMM_3.jpeg"
59070556,"69-306",NA,NA,1,"August",1932,1,"August",1932,4.735,10,NA,NA,NA," part of pigeon river state forest",127,NA,"-",NA,NA,NA,NA,NA,9.4,9.36,8.6,NA,12.222,NA,23.889,"yes, it is permitted","permitted","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/b_first/Otsego_Ford_SUMM_9.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/b_first/Otsego_Ford_SUMM_8.jpeg"
59070557,"69-309",NA,NA,3,"August",1932,NA,"August",NA,18.737,2,NA,NA,NA,"on state forest",NA,NA,"no",NA,"no",NA,NA,NA,6.6,NA,NA,NA,NA,NA,NA,"permitted","permitted","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/b_first/Otsego_Hardwood_SUMM_12.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/b_first/Otsego_Hardwood_SUMM_11.jpeg"
59070558,"69-299",NA,NA,18,"August",1931,NA,NA,NA,1.862,15.8,NA,NA,NA,"none",NA,NA,"no",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"permitted","permitted","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/b_first/Otsego_Lost_SUMM_20.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/b_first/Otsego_Lost_SUMM_19.jpeg"
59070560,NA,NA,NA,NA,"January",1932,NA,"January",NA,0.769,3,NA,NA,NA,"part of pigeon river state forest",24,20,"-",NA,NA,NA,NA,NA,8.5,NA,6.96,NA,20.556,NA,22.778,NA,NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/b_first/Otsego_McCrimmon_SUMM_4.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/b_first/Otsego_McCrimmon_SUMM_3.jpeg"
59070564,"69-318",NA,NA,1,"August",1932,1,"August",1932,16.431,10.6,NA,NA,NA,"on state forest",NA,NA,"yes","no.","yes","no",0.914,NA,NA,NA,NA,NA,13.333,NA,24.444,"permitted","permitted","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/b_first/Otsego_Pickerel_SUMM_4.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/b_first/Otsego_Pickerel_SUMM_3.jpeg"
59070566,"69-302",NA,NA,1,"August",1932,NA,NA,NA,1.335,22,NA,NA,NA,"in state forest  pigeon river state forest",NA,NA,"no",NA,"no",NA,NA,NA,NA,NA,NA,NA,5,NA,24.444,"permitted","permitted","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/b_first/Otsego_Section_SUMM_2.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/b_first/Otsego_Section_SUMM_1.jpeg"
59070567,"69-307",NA,NA,27,"July",1932,NA,"July",NA,2.307,15.8,NA,NA,NA,"on state forest. pigeon river state forest",NA,NA,"-",NA,NA,NA,NA,NA,8.3,10.8,8.9,NA,7.222,NA,24.444,"permitted","permitted","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/b_first/Otsego_TwinNorth_SUMM_2.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/b_first/Otsego_TwinNorth_SUMM_1.jpeg"
59070568,"69-308",NA,NA,27,"July",1932,27,"July",1932,1.74,12.7,NA,NA,NA,"part of pigeon river state forest",NA,NA,"-","-",NA,NA,NA,NA,6.4,NA,7,NA,0,NA,23.333,"permitted","permitted","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/b_first/Otsego_TwinSouth_SUMM_26.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/b_first/Otsego_TwinSouth_SUMM_25.jpeg"
59070569,NA,NA,NA,4,"August",1932,NA,"August",NA,0.769,3,NA,NA,NA,"on state forest",NA,NA,"no","-","no",NA,NA,NA,NA,NA,NA,NA,20.556,NA,22.778,"permitted","permitted","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/b_first/Otsego_TwoAcre_SUMM_9.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/b_first/Otsego_TwoAcre_SUMM_10.jpeg"
59070572,"69-300",NA,NA,29,"July",1932,29,"July",1932,1.619,14.5,NA,NA,NA,"in state forest",NA,NA,"no",NA,"no",NA,NA,NA,NA,NA,NA,NA,5.556,NA,23.333,"permitted","permitted","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/b_first/Otsego_WestLost_SUMM_14.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/b_first/Otsego_WestLost_SUMM_13.jpeg"
59070574,"1-61",NA,NA,16,"July",1937,NA,"July",NA,5.565,NA,NA,2.743,NA,"none",122,126,"no inlet or outlet",NA,"no",NA,NA,NA,7.1,NA,6.9,26.6,26.6,NA,22.778,"yes","permitted","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALCONA_BYRON_SUMM_0003_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALCONA_BYRON_SUMM_0003_2.jpeg"
59070575,"1-194",NA,NA,25,"September",1936,27,"September",1936,33.59,14.02,NA,2.895,NA,"adjacent to clubhouse, used mostly for boating, swimming and fishing.",143,174,"none",NA,"no",NA,NA,NA,NA,5.2,0.4,NA,8.611,NA,18.333,"none","none","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALCONA_BADGER_SUMM_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALCONA_BADGER_SUMM_0001_2.jpeg"
59070576,"1-192",NA,NA,27,"September",1936,NA,NA,NA,6.354,2.438,NA,1.067,NA,"none",107,109,"no",NA,"no",NA,NA,NA,9,NA,8.3,NA,14,NA,15,"none","none","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALCONA_BEAR_SUMM_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALCONA_BEAR_SUMM_0001_2.jpeg"
59070581,"1-193",NA,NA,24,"September",1936,24,"September",1936,20.639,4.877,NA,2.895,NA,"none",119.5,NA,NA,NA,NA,NA,NA,NA,8.7,NA,NA,NA,20.25,NA,21.111,NA,NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALCONA_DEER_SUMM_0003_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALCONA_DEER_SUMM_0003_2.jpeg"
59070583,"1-191",NA,NA,21,"September",1936,22,"September",1936,6.88,4.572,NA,2.743,NA,"none",125,NA,"no",NA,"no",NA,NA,NA,8,NA,NA,NA,14.278,NA,15,NA,NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALCONA_LOST_SUMM_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALCONA_LOST_SUMM_0001_2.jpeg"
59070680,"2-118",NA,NA,2,"August",1937,2,"August",1937,127.276,4.572,NA,2.438,NA,"one private cottage on lake",55,57,"no",NA,"no",NA,NA,NA,7.9,NA,6.7,NA,17.5,NA,20.3,"yes","permitted","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_STELLA_SUMM_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_STELLA_SUMM_0001_2.jpeg"
59070683,"2-124",NA,NA,28,"July",1937,NA,NA,NA,29.138,6.096,NA,1.676,NA,"none (stoner lake guard station on lake) one house, garage",6,7,NA,NA,NA,NA,NA,NA,9.3,NA,7.6,NA,17.3,NA,20.5,"yes","permitted","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_STONER_SUMM_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALGER_STONER_SUMM_0001_2.jpeg"
59070710,"3-185",NA,NA,26,"July",1937,NA,"July",NA,7.042,3.657,NA,NA,NA,NA,14,NA,"no outlet",NA,"no",NA,NA,NA,7.8,NA,0,NA,22.2,NA,27.6,"yes","permitted","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALLEGAN_TOMLITTLE_SUMM_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ALLEGAN_TOMLITTLE_SUMM_0001_2.jpeg"
59070714,"5-58",NA,NA,28,"January",1932,28,"January",1932,50.182,8.382,NA,NA,NA,"none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"permitted","permitted","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ANTRIM_BASS_SUMM_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ANTRIM_BASS_SUMM_0001_2.jpeg"
59070715,"5-57",NA,NA,28,"January",1932,NA,"January",NA,178.47,16.154,NA,NA,NA,"little. a few cottages on east shore.",NA,NA,"--","--",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"permitted","permitted","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ANTRIM_BIRCH_SUMM_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ANTRIM_BIRCH_SUMM_0001_2.jpeg"
59070716,NA,NA,NA,23,"January",1932,NA,"January",NA,613.112,24.078,NA,NA,NA,"moderate. between 35 and 50 summer homes, several hotels and the town of central lake * along the shore.",NA,NA,"yes","not examined","yes",NA,3.657,NA,NA,NA,NA,11.111,11.111,NA,21.111,"permitted","permitted","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ANTRIM_CENTRAL_SUMM_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ANTRIM_CENTRAL_SUMM_0001_2.jpeg"
59070722,"5-55",NA,NA,13,"January",1932,NA,"January",NA,172.805,8.839,NA,NA,NA,"fairly extensive. a dozen or more summer homes and a boat repair shop are found here. a*",NA,NA,"none above elk rapids","--","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,22.222,"permitted","permitted","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ANTRIM_CLAM_SUMM_0007_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ANTRIM_CLAM_SUMM_0007_2.jpeg"
59070725,"5-27",NA,NA,2,"February",1932,2,"February",1932,74.868,4.115,NA,NA,NA,"none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"permitted","permitted","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ANTRIM_LAKEOFTHEWOODS_SUMM_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ANTRIM_LAKEOFTHEWOODS_SUMM_0001_2.jpeg"
59070726,"5-53",NA,NA,27,"January",1932,NA,"January",NA,25.9,4.572,NA,NA,NA,"on summer estate bordering torch lake",NA,NA,"-","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"permitted","permitted","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ANTRIM_MAPLEHURST_SUMM_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ANTRIM_MAPLEHURST_SUMM_0001_2.jpeg"
59070727,"5-82",NA,NA,26,"January",1932,26,"January",1932,26.71,NA,NA,NA,NA,"none",NA,NA,"no","-","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-",NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ANTRIM_MUD30N9WS24-25_SUMM_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ANTRIM_MUD30N9WS24-25_SUMM_0001_2.jpeg"
59070730,"5-1",NA,NA,12,"January",1932,NA,NA,NA,1036.423,8.8,NA,NA,NA,"a few cottages. not nearly so extensive as on adjoining lakes.",NA,NA,"see elk lake report","--","see elk lake report",NA,NA,NA,NA,NA,NA,NA,NA,NA,22.222,"permitted","permitted","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ANTRIM_SKEGEMOG_SUMM_0013_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ANTRIM_SKEGEMOG_SUMM_0013_2.jpeg"
59070732,"5-54",NA,NA,2,"February",1932,2,"February",1932,39.255,5.486,NA,NA,NA,"none on lake. considerable on torch lake nearby.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"permitted","permitted","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ANTRIM_THAYER_SUMM_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/ANTRIM_THAYER_SUMM_0001_2.jpeg"
59070747,"7-389",NA,NA,29,"July",1937,29,"July",1937,129.502,8.229,NA,0.914,NA,NA,12,30,"broken logging dam","yes","no","yes",NA,NA,NA,4.1,NA,NA,12.6,NA,19.5,"yes","permitted","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/BARAGA_CRAIG_SUMM_0002_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/BARAGA_CRAIG_SUMM_0002_2.jpeg"
59070749,"7-19",NA,NA,20,"July",1937,20,"July",1937,125.455,18.897,NA,5.486,NA,"no",43,53,"no (old beaver dam)",NA,"no",NA,NA,NA,NA,NA,3.4,NA,7.8,NA,22.3,"yes","permitted","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/BARAGA_FENCE_SUMM_0002_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/BARAGA_FENCE_SUMM_0002_2.jpeg"
59070757,"52-1606",NA,NA,12,"August",1937,NA,"August",NA,61.109,7.315,NA,2.743,NA,NA,9,17,"yes",NA,"yes",NA,NA,NA,6.9,NA,0.8,13.3,13.3,NA,23.9,"yes","permitted","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/BARAGA_KEEWAYDIN_SUMM_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/BARAGA_KEEWAYDIN_SUMM_0001_2.jpeg"
59070768,"7-206",NA,NA,16,"July",1937,NA,"July",NA,29.745,8.229,NA,1.676,NA,NA,13,33,"none",NA,"no",NA,NA,NA,5.8,4,NA,NA,12.7,NA,26,"yes","permitted","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/BARAGA_PITTICOAT_SUMM_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/BARAGA_PITTICOAT_SUMM_0001_2.jpeg"
59070950,NA,NA,NA,20,"July",1931,NA,"July",NA,22.339,11.887,NA,NA,NA,"on kinne creek club estate",NA,NA,"(outlet not examined by party)",NA,NA,NA,NA,NA,NA,NA,NA,NA,11.667,NA,26.667,"not permitted","not permitted","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Lake_Mill_SUMM_009.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Lake_Mill_SUMM_010.jpg"
59070958,"43-142",NA,NA,22,"July",1931,NA,"July",NA,9.672,10.667,NA,NA,NA,"on kinne creek club estate.",NA,NA,"no outlet",NA,"no",NA,NA,NA,NA,NA,NA,NA,12.222,NA,25.556,"not permitted","not permitted","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Lake_Railrod_SUMM_006.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Lake_Railrod_SUMM_007.jpg"
59070966,"43-127",NA,NA,22,"July",1931,22,"July",1931,3.035,NA,NA,NA,NA,"on kinne creek club estate",NA,NA,"outlet not examined by party","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not permitted","not permitted","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Lake_Spring_SUMM_005.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Lake_Spring_SUMM_006.jpg"
59071055,"48-49",NA,NA,15,"July",1936,NA,"July",NA,696.884,15.239,NA,2,NA,"county park",89,106,"no",NA,"no",NA,NA,NA,7.7,NA,1.9,16.9,19.4,NA,28.4,"yes","permitted","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Luce_ManistiqueNorth_SUMM_045.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Luce_ManistiqueNorth_SUMM_046.jpg"
59071058,"48-49",NA,NA,14,"August",1936,14,"August",1936,4099.555,6.096,NA,2.5,NA,"numerous resorts, cabins, and camping grounds.",87,90,"yes","no","yes","no",NA,NA,9.1,NA,NA,NA,20.8,NA,30,"yes","permitted","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Luce_ManistiqueBig_SUMM_047.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Luce_ManistiqueBig_SUMM_048.jpg"
59071070,"48-573",NA,NA,25,"August",1936,NA,"August",NA,50.87,14.02,NA,2.5,NA,"undeveloped camp sites. one cottage",NA,NA,"rough dam on north neck","probably at high water","yes","yes",NA,NA,8.9,NA,0,NA,10.4,NA,18.9,"yes","permitted","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Luce_Perch_SUMM_021.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Luce_Perch_SUMM_022.jpg"
59071098,NA,NA,NA,12,"September",1937,12,"September",1937,1619.183,8.839,NA,2.133,NA,NA,80,NA,"yes","no","yes","no",0.61,NA,9,NA,NA,NA,17.6,NA,20.5,"yes","permitted","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Mackinac_Whitefish_SUMM_002.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Mackinac_Whitefish_SUMM_003.jpg"
59071099,"51-132",NA,NA,25,"July",1932,NA,NA,NA,705.787,7.2,NA,NA,NA,"extensive. camp rodamaker, dayton club, village of bear lake, etc.",NA,NA,"generally no outlet","only at times","no","yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"permitted","permitted","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Manistee_Bear_SUMM_025.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Manistee_Bear_SUMM_026.jpg"
59071100,"51-98",NA,NA,20,"July",1932,20,"July",1932,50.992,8.9,NA,3.2,NA,"very little. a few boathouses. houses",NA,NA,"outlet usually dry","only in very high water","no","yes",NA,NA,NA,NA,NA,NA,13.333,NA,23.333,"permitted","permitted","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Manistee_Chief_SUMM_006.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/SUMM/double/a_first/Manistee_Chief_SUMM_007.jpg"
