"subject_id","new_key","county","lakename","begin_date_day","begin_date_month","begin_date_year","end_date_day","end_date_month","end_date_year","fishing_intensity_summer","fishing_intensity_winter","fishing_intensity_summer_text","fishing_intensity_winter_text","public_fishing_text","public_fishing","max_depth_m","secchi_min_m","secchi_max_m","lake_area_min_ha","lake_area_max_ha","min_shoal_pct","max_shoal_pct","liveries_min_n","liveries_max_n","resorts_min_n","resorts_max_n","cottages_min_n","cottages_max_n","hotels_homes_min_n","hotels_homes_max_n","development","methylorange_alk_min_ppm","methylorange_alk_max_ppm","flag_alk","shore_dev_index","dam_height_min_m","dam_height_max_m","dam_outlet","dam_passable_for_fish","dam_effect_fish","dam_outlet_text","dam_passable_for_fish_text","dam_effect_fish_text","thermocline_present","thermocline_loc_min_m","thermocline_loc_max_m","flag_bottom","temp_surface_min_c","temp_surface_max_c","temp_bottom_min_c","temp_bottom_max_c","do_above_thermo_min_ppm","do_above_thermo_max_ppm","do_in_thermo_min_ppm","do_in_thermo_max_ppm","do_below_thermo_min_ppm","do_below_thermo_max_ppm","yellow_perch","largemouth_bass","bluntnose_minnow","iowa_darter","blacknose_shiner","golden_shiner","white_sucker","bullhead_species","northern_pike","brook_trout","rock_bass","smallmouth_bass","bluegill","walleye","banded_killifish","common_carp","pumpkinseed","johnny_darter","common_shiner","blackchin_shiner","brown_trout","lake_herring","black_crappie","lake_chubsucker","brown_bullhead","black_bullhead","rainbow_trout","brook_silverside","mimic_shiner","yellow_bullhead","bowfin","longnose_gar","spotted_gar","grass_pickerel","fish_extras","filename1","filename2","nhdid"
58687529,"28-187","GRANDTRAVERSE","BOARDMAN",3,"August",1966,NA,NA,NA,"heavy","heavy","heavy","heavy",NA,NA,12.191,NA,NA,32.376,NA,40,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"B Trout, B. Head, Rock B., Suckers, Rock B","GrandTraverse_Boardman_SUMM_037.jpg","GrandTraverse_Boardman_SUMM_038.jpg","155417550"
58687530,"28-132","GRANDTRAVERSE","BRIDGES",23,"August",1950,25,"August",1950,"medium","light","medium ","light",NA,NA,11.887,3.353,NA,12.95,NA,NA,NA,1,NA,0,NA,0,NA,0,NA,NA,110,176,NA,NA,NA,NA,"no",NA,NA,"no",NA,NA,NA,2.286,5.334,NA,25.5,NA,8.6,NA,7.3,NA,9.1,6.3,0.5,NA,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,NA,"GrandTraverse_Bridges_SUMM_010.jpg","GrandTraverse_Bridges_SUMM_011.jpg","129225193"
58687531,"28-95","GRANDTRAVERSE","BROWNBRIDGEPOND",27,"July",1966,NA,"July",NA,"heavy","medium","heavy","medium",NA,NA,12.191,NA,NA,80.939,NA,50,NA,0,NA,0,NA,4,NA,0,NA,NA,NA,NA,NA,NA,12.191,NA,"yes",NA,NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"B. B.Trout, suckers, Rock Bass","GrandTraverse_BrownBridgePond_SUMM_006.jpg","GrandTraverse_BrownBridgePond_SUMM_007.jpg","155417658"
58687532,"28-110","GRANDTRAVERSE","CEDARHEDGE",11,"May",1967,12,"May",1967,"medium","light","medium","light",NA,NA,21.03,NA,NA,78.915,NA,40,NA,0,NA,1,NA,6,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,"none",NA,NA,NA,NA,NA,NA,12.778,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,NA,"GrandTraverse_CedarHedge_SUMM_002.jpg","GrandTraverse_CedarHedge_SUMM_003.jpg","129225172"
58687533,"28-95","GRANDTRAVERSE","BROWNBRIDGEPOND",23,"June",1986,27,"June",1986,"medium","light","medium","light",NA,NA,NA,NA,NA,72.845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.486,NA,"yes",NA,"yes","yes",NA,"completely stop any upstream movement",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,"GrandTraverse_BrownBridgePond_SUMM_004.jpg","GrandTraverse_BrownBridgePond_SUMM_005.jpg","155417658"
58687534,"28-95","GRANDTRAVERSE","BROWNBRIDGEPOND",26,"July",1966,26,"July",1966,"heavy","medium","heavy","medium",NA,NA,12.191,NA,NA,80.939,NA,50,NA,0,NA,0,NA,4,NA,0,NA,NA,NA,NA,NA,NA,12.191,NA,"yes",NA,"no","yes",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"B.Trout, rock bass","GrandTraverse_BrownBridgePond_SUMM_008.jpg","GrandTraverse_BrownBridgePond_SUMM_009.jpg","155417658"
58687535,"28-114","GRANDTRAVERSE","CHRISTMASTREE",6,"February",1959,NA,"February",NA,"light","none","light","none",NA,NA,7.315,NA,NA,1.214,NA,30,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,"none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"green sunfish","GrandTraverse_ChristmasTree_SUMM_006.jpg","GrandTraverse_ChristmasTree_SUMM_007.jpg","129225171"
58687536,"28-166","GRANDTRAVERSE","DOLLAR",28,"June",1968,NA,NA,NA,"medium","medium","medium","medium",NA,NA,NA,NA,NA,14.974,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.444,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,"GrandTraverse_Dollar_SUMM_010.jpg","GrandTraverse_Dollar_SUMM_011.jpg","155417619"
58687537,"28-166","GRANDTRAVERSE","DOLLAR",20,"July",1966,20,"July",1966,"light","light","light","light",NA,NA,NA,NA,NA,10.117,NA,20,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"GrandTraverse_Dollar_SUMM_012.jpg","GrandTraverse_Dollar_SUMM_013.jpg","155417619"
58687538,"28-86","GRANDTRAVERSE","CHANDLER",1,"May",1953,1,"May",1953,"medium","light","medium","light",NA,NA,9.144,NA,NA,24.282,NA,NA,NA,0,NA,0,NA,4,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"GrandTraverse_Chandler_SUMM_006.jpg","GrandTraverse_Chandler_SUMM_007.jpg","155417626"
58687539,"28-172","GRANDTRAVERSE","COON",21,"August",1957,NA,"August",NA,"light","light","light","light",NA,NA,9.144,NA,NA,2.428,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,"none",NA,NA,NA,4.572,7.62,NA,22.222,NA,7.778,8.333,8.4,NA,5.9,NA,1.4,NA,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"bullhead Green Sunfish, Unidentified species","GrandTraverse_Coon_SUMM_001.jpg","GrandTraverse_Coon_SUMM_002.jpg","155417608"
58687540,"28-166","GRANDTRAVERSE","DOLLAR",12,"July",1952,12,"July",1952,"none","none","none","none",NA,NA,3.048,NA,NA,1.214,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,"none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"bullheads reported","GrandTraverse_Dollar_SUMM_016.jpg","GrandTraverse_Dollar_SUMM_017.jpg","155417619"
58687541,"28-124","GRANDTRAVERSE","DUCK",24,"July",1950,29,"July",1950,"medium","medium","medium","mediumtolight",NA,NA,29.869,3.81,NA,781.06,NA,NA,NA,1,NA,3,NA,40,NA,0,NA,NA,126,143,NA,NA,NA,NA,"no",NA,NA,"no",NA,NA,NA,9.144,15.239,NA,23.333,NA,7.222,NA,7.1,NA,5.2,7.2,4.6,NA,1,1,1,0,0,0,1,0,1,0,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,"smelt, mimic shiner","GrandTraverse_Duck_SUMM_010.jpg","GrandTraverse_Duck_SUMM_011.jpg","129226234"
58687542,"28-166","GRANDTRAVERSE","DOLLAR",16,"October",1956,16,"October",1956,"light","light","light","light",NA,NA,8.534,NA,NA,14.974,NA,75,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Green sunfish, present - unidentified","GrandTraverse_Dollar_SUMM_014.jpg","GrandTraverse_Dollar_SUMM_015.jpg","155417619"
58687543,"28-10","GRANDTRAVERSE","FIFE",23,"June",1936,23,"June",1936,"heavy",NA,"heavy",NA,NA,NA,18.287,3.962,NA,298.665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,NA,NA,1.3,NA,NA,"no",NA,NA,"none (beaver dam downstream)",NA,NA,"no",NA,NA,NA,19.7,NA,16.2,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Calico bass, Pike Perch, common sunfish, Minnows, Suckers, none","GrandTraverse_Fife_SUMM_060.jpg","GrandTraverse_Fife_SUMM_061.jpg","60088422"
58687544,"28-10","GRANDTRAVERSE","FIFE",3,"May",1982,6,"May",1982,"medium","medium","medium","medium",NA,NA,18.287,NA,NA,249.696,NA,NA,NA,2,NA,2,NA,8,NA,140,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,"none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Panfish sucker","GrandTraverse_Fife_SUMM_062.jpg","GrandTraverse_Fife_SUMM_063.jpg","60088422"
58687545,"28-50","GRANDTRAVERSE","FISH",19,"October",1966,NA,NA,NA,"light","light","light","light",NA,NA,1.219,NA,NA,8.094,NA,90,NA,0,NA,0,NA,2,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"2 suckers","GrandTraverse_Fish_SUMM_017.jpg","GrandTraverse_Fish_SUMM_018.jpg","60088594"
58687547,"28-56","GRANDTRAVERSE","GREEN",6,"August",1947,27,"September",1947,"heavy","medium","heavy","medium",NA,NA,18.287,3.657,NA,2428.167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,136,NA,NA,NA,3.657,NA,"yes",NA,"yes","thompsonville dam",NA,"rainbow trout might migrate downstream","yes",8.229,12.191,NA,24.1,NA,11.4,NA,7.56,NA,NA,NA,1,NA,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,"bluntnose shiner, common shiner, Sucker, Gar pike","GrandTraverse_Green_SUMM_001.jpg","GrandTraverse_Green_SUMM_002.jpg","129226235"
58687548,"28-56","GRANDTRAVERSE","GREEN",30,"August",1960,4,"September",1960,"medium","light","medium","light",NA,NA,31.088,3.048,NA,809.389,NA,NA,NA,1,NA,2,NA,50,NA,0,NA,NA,133,142,NA,NA,NA,NA,"yes",NA,"no","thompsonville nearest",NA,"none",NA,10.667,15.239,NA,20,NA,8.333,NA,7.2,NA,6.9,3.2,1.1,NA,1,1,1,0,0,0,1,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,"spottail shiner, log perch, Brook Silverside, hornyhead chub, Gar","GrandTraverse_Green_SUMM_003.jpg","GrandTraverse_Green_SUMM_004.jpg","129226235"
58687549,"28-56","GRANDTRAVERSE","GREEN",NA,"July",1989,NA,NA,NA,"medium","medium","medium","lightmedium",NA,NA,31.088,NA,NA,804.128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,"none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,"Splake, Lake Trout,, Gar,","GrandTraverse_Green_SUMM_005.jpg","GrandTraverse_Green_SUMM_006.jpg","129226235"
58687550,NA,"GRANDTRAVERSE","HYDROPOND",29,"July",1966,29,"July",1966,"medium","medium","medium","medium",NA,NA,0.914,NA,NA,48.563,NA,90,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"yes",NA,NA,"hydro dam",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"b. trout, rock bass, Suckers","GrandTraverse_HydroPond_SUMM_001.jpg","GrandTraverse_HydroPond_SUMM_002.jpg",NA
58687551,"28-85","GRANDTRAVERSE","HIGH",NA,"August",1957,NA,"August",1957,"heavy","light","heavy","light",NA,NA,7.62,NA,NA,7.446,NA,75,NA,3,NA,3,NA,50,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,"none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"GrandTraverse_High_SUMM_007.jpg","GrandTraverse_High_SUMM_008.jpg","155417624"
58687552,"28-182","GRANDTRAVERSE","INDIAN",2,"June",1959,2,"June",1959,"medium","medium","medium","medium",NA,NA,2.438,NA,NA,14.974,NA,100,NA,1,NA,1,NA,15,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,"none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"GrandTraverse_Indian_SUMM_004.jpg","GrandTraverse_Indian_SUMM_005.jpg","155417621"
58687553,"28-214","GRANDTRAVERSE","LONG",2,"June",1982,29,"July",1982,"light","light","light","light",NA,NA,26.821,NA,NA,1157.426,NA,NA,NA,2,NA,1,NA,20,NA,476,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,"none",NA,NA,NA,7.62,12.191,NA,20,25,10,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"northern musky, shiners (unspecified)","GrandTraverse_Long_SUMM_025.jpg","GrandTraverse_Long_SUMM_026.jpg","129226233"
58687554,"28-97","GRANDTRAVERSE","MAYFIELDPOND",14,"October",1957,14,"October",1957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"suckers, present but unidentified","GrandTraverse_MayfieldPond_SUMM_003.jpg","GrandTraverse_MayfieldPond_SUMM_004.jpg","{5F25CB9F-4F85-4BFB-ADF2-B7E7927B64F9}"
58687555,"28-214","GRANDTRAVERSE","LONG",3,"August",1950,17,"August",1950,"light","light","light","light",NA,NA,26.821,4.572,NA,1157.426,NA,NA,NA,0,NA,5,NA,100,NA,0,NA,NA,59,73,NA,NA,NA,NA,"no",NA,NA,"no",NA,NA,NA,11.429,13.715,NA,23.333,NA,12,NA,8.8,NA,1.5,7.2,0.6,NA,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,"Sand Shiner, Spottail shiner, spottail shiner","GrandTraverse_Long_SUMM_023.jpg","GrandTraverse_Long_SUMM_024.jpg","129226233"
58687556,NA,"GRANDTRAVERSE","HYDROPOND",28,"July",1966,28,"July",1966,"medium","medium","medium","medium",NA,NA,0.914,NA,NA,48.563,NA,90,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"yes",NA,"no","hydro dam",NA,"none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Suckers","GrandTraverse_HydroPond_SUMM_003.jpg","GrandTraverse_HydroPond_SUMM_004.jpg",NA
58687557,"28-241","GRANDTRAVERSE","MICKEY",4,"June",1982,29,"July",1982,"medium","light","medium","light",NA,NA,3.657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,53,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,"none",NA,NA,NA,NA,NA,NA,21.111,25.556,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,NA,"GrandTraverse_Mickey_SUMM_003.jpg","GrandTraverse_Mickey_SUMM_004.jpg","{FA475026-476C-452E-81F5-14F158B5830E}"
58687558,"28-74","GRANDTRAVERSE","RENNIE",2,"July",1951,6,"July",1951,"medium",NA,"medium",NA,NA,NA,8.229,3.81,NA,97.936,NA,80,NA,1,NA,2,NA,10,NA,NA,NA,NA,86,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,19.444,NA,17.778,NA,7.8,NA,7.3,NA,NA,NA,1,1,1,1,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Green Sunfish, Sand shiner","GrandTraverse_Rennie_SUMM_016.jpg","GrandTraverse_Rennie_SUMM_017.jpg","155417642"
58687559,"28-74","GRANDTRAVERSE","RENNIE",14,"October",1955,NA,"October",NA,"none","none","none","none",NA,NA,0.914,NA,NA,40.469,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"yes",NA,"no","yes",NA,"none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Pike","GrandTraverse_Rennie_SUMM_018.jpg","GrandTraverse_Rennie_SUMM_019.jpg","155417642"
58687560,"28-242","GRANDTRAVERSE","NONAME",4,"January",1966,NA,"January",NA,"light","light","light","light",NA,NA,6.096,NA,NA,0.809,NA,30,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,"none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"GrandTraverse_NoName_SUMM_001.jpg","GrandTraverse_NoName_SUMM_002.jpg","60088636"
58687561,"28-74","GRANDTRAVERSE","RENNIE",28,"June",1966,NA,"June",NA,"heavy","light","heavy","light",NA,NA,12.191,NA,NA,48.563,NA,NA,NA,3,NA,3,NA,40,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Suckers","GrandTraverse_Rennie_SUMM_020.jpg","GrandTraverse_Rennie_SUMM_021.jpg","155417642"
58687564,"28-142","GRANDTRAVERSE","ROOTS",28,"June",1968,28,"June",1968,"light","light","light","light",NA,NA,NA,NA,NA,6.313,NA,40,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bluegill, none found","GrandTraverse_Roots_SUMM_007.jpg","GrandTraverse_Roots_SUMM_008.jpg","155417564"
58687565,"28-192","GRANDTRAVERSE","SABINPOND",9,"June",1986,12,"June",1986,"light","none","light","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.096,NA,"yes",NA,"yes","yes",NA,"completely blocks upstream migration of anadromous species.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"GrandTraverse_SabinPond_SUMM_001.jpg","GrandTraverse_SabinPond_SUMM_002.jpg","129224962"
58687566,"28-192","GRANDTRAVERSE","SABINPOND",2,"August",1966,NA,NA,NA,"light","light","light","light",NA,NA,9.144,NA,NA,8.094,NA,50,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"yes",NA,"no","yes",NA,"none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"suckers","GrandTraverse_SabinPond_SUMM_003.jpg","GrandTraverse_SabinPond_SUMM_004.jpg","129224962"
58687568,"28-148","GRANDTRAVERSE","SANDS",22,"August",1952,22,"August",1952,"medium","none","medium","none",NA,NA,14.02,NA,NA,5.747,NA,30,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,75,105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",7.01,8.229,NA,22,NA,12.7,NA,7.3,NA,NA,NA,2.6,NA,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Green sunfish","GrandTraverse_Sands_SUMM_005.jpg","GrandTraverse_Sands_SUMM_006.jpg","155417584"
58687569,"28-152","GRANDTRAVERSE","SANDS",22,"May",1995,24,"May",1995,"light","medium","light","medium ",NA,NA,14.02,3.048,NA,5.747,NA,30,NA,NA,NA,0,NA,0,NA,0,NA,NA,144,175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.486,7.315,NA,25.556,NA,11.111,NA,9,5.6,5.6,NA,1,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,"Hybrid sunfish, golden shiner, brook stickleback, creek chub, CREEK CHUBB brook stickleback","GrandTraverse_Sands_SUMM_009.jpg","GrandTraverse_Sands_SUMM_010.jpg","155417591"
58687570,"28-102","GRANDTRAVERSE","SILVER",22,"June",1982,2,"July",1982,"medium","medium","medium","medium",NA,NA,29.259,NA,NA,242.817,NA,20,NA,NA,NA,3,NA,20,NA,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.62,10.667,NA,20,22.778,6.111,NA,10,NA,NA,NA,1,7,1,1,0,0,0,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Green sunfish","GrandTraverse_Silver_SUMM_013.jpg","GrandTraverse_Silver_SUMM_014.jpg","129224966"
58687571,"28-102","GRANDTRAVERSE","SILVER",20,"July",1950,3,"August",1950,"medium","light","lighttomedium","light",NA,NA,29.259,5.029,NA,242.817,NA,NA,NA,0,NA,7,NA,30,NA,1,NA,NA,83,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.144,13.715,NA,21.111,NA,7.722,NA,8.2,8.5,7.5,NA,4.7,NA,1,1,0,1,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"sand shiner","GrandTraverse_Silver_SUMM_011.jpg","GrandTraverse_Silver_SUMM_012.jpg","129224966"
58687572,"28-102","GRANDTRAVERSE","SILVER",19,"June",1968,19,"June",1968,"heavy","heavy","heavy","heavy",NA,NA,29.259,NA,NA,242.817,NA,20,NA,1,NA,15,NA,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"R. Bass, Bullhead","GrandTraverse_Silver_SUMM_015.jpg","GrandTraverse_Silver_SUMM_016.jpg","129224966"
