"subject_id","new_key","lakename","county","begin_date_day","begin_date_month","begin_date_year","end_date_day","end_date_month","end_date_year","lake_area_min_ha","lake_area_max_ha","max_depth_min_m","max_depth_max_m","secchi_min_m","secchi_max_m","min_shoal_pct","max_shoal_pct","resorts_min_n","liveries_min_n","cottages_min_n","hotels_homes_min_n","resorts_max_n","liveries_max_n","cottages_max_n","hotels_homes_max_n","methylorange_alk_min_ppm","methylorange_alk_max_ppm","flag_alk","shore_dev_index","dam_outlet","dam_effect_fish","dam_outlet_text","dam_effect_fish_text","dam_height_min_m","dam_height_max_m","temp_surface_max_c","temp_surface_min_c","temp_bottom_max_c","temp_bottom_min_c","do_above_thermo_max_ppm","do_above_thermo_min_ppm","do_in_thermo_max_ppm","do_in_thermo_min_ppm","do_below_thermo_max_ppm","do_below_thermo_min_ppm","thermocline_loc_min_m","thermocline_loc_max_m","flag_bottom","thermocline_present","fishing_intensity_summer_text","fishing_intensity_winter_text","fishing_intensity_summer","fishing_intensity_winter","url_front","url_back"
58687754,"40-48","BASS","Kalkaska",2,"September",1930,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalkaska_Bass26N_7W_S7_SUMM_008.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalkaska_Bass26N_7W_S7_SUMM_009.jpg"
58687755,"40-48","BASS","Kalkaska",2,"September",1930,NA,"September",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalkaska_Bass_SUMM_20200227151622950_0001.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalkaska_Bass_SUMM_20200227151622950_0002.jpg"
58687756,"40-252","BLUEBIG","Kalkaska",4,"August",1955,18,"August",1955,46.135,NA,26.212,NA,2.438,NA,20,NA,0,1,30,0,NA,NA,NA,NA,137,166,NA,NA,"yes","yes","yes","some only in summer; it has a trap-door which can be opened.",0.61,NA,23.889,27.778,NA,6.111,8.2,7.5,12.9,11.9,0.4,8,6.858,10.667,NA,"yes","medium ","light","medium","light","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalkaska_BlueBig_SUMM_037.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalkaska_BlueBig_SUMM_038.jpg"
58687757,"40-104","BEAR","Kalkaska",6,"August",1930,NA,"August",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalkaska_Bear_SUMM_078.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalkaska_Bear_SUMM_079.jpg"
58687758,"40-244","BASS","Kalkaska",21,"July",1948,22,"July",1948,21.449,NA,12.801,NA,6.705,NA,NA,NA,2,2,4,0,NA,NA,NA,NA,135,NA,NA,NA,"no",NA,"none",NA,NA,NA,NA,26.111,NA,7.778,NA,NA,NA,NA,5,0.4,3.048,6.858,NA,"yes","medium","light","medium","light","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalkaska_Bass28N_5W_S23_SUMM_017.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalkaska_Bass28N_5W_S23_SUMM_018.jpg"
58687759,"40-156","BIRD","Kalkaska",12,"August",1930,18,"August",1930,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalkaska_Bird_SUMM_005.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalkaska_Bird_SUMM_006.jpg"
58687760,"40-252","BLUEBIG","Kalkaska",16,"July",1943,NA,"July",NA,45.73,NA,29.259,NA,NA,NA,NA,NA,0,1,17,0,NA,NA,NA,NA,135,143,NA,NA,"no",NA,"none",NA,NA,NA,NA,23.722,NA,6.556,8,6.6,NA,NA,3,10.2,4.572,7.62,NA,"yes","medium","light","medium","light","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalkaska_BlueBig_SUMM_035.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalkaska_BlueBig_SUMM_036.jpg"
58687761,"40-252","BLUEBIG","Kalkaska",29,"July",1930,29,"July",1930,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalkaska_BlueBig_SUMM_081.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalkaska_BlueBig_SUMM_082.jpg"
58687762,"40-214","CROOKEDSOUTH","Kalkaska",29,"July",1930,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalkaska_CrookedSouth_SUMM_007.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalkaska_CrookedSouth_SUMM_008.jpg"
58687763,"40-145","CRAWFORD","Kalkaska",18,"August",1930,18,"August",1930,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalkaska_Crawford_SUMM_010.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalkaska_Crawford_SUMM_011.jpg"
58687764,"40-106","CUB","Kalkaska",16,"August",1955,18,"August",1955,21.449,NA,7.315,NA,2.337,NA,80,NA,0,1,15,0,NA,NA,NA,NA,86,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.667,NA,23.611,7.8,5.6,NA,NA,NA,NA,NA,NA,NA,NA,"heavy","heavy","heavy","heavy","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalkaska_Cub_SUMM_010.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalkaska_Cub_SUMM_011.jpg"
58687765,"40-216","BLUENORTH","Kalkaska",3,"August",1955,16,"August",1955,22.056,NA,23.773,NA,1.981,NA,15,NA,0,0,12,0,NA,NA,NA,NA,147,175,NA,NA,"no","no","no - old beaver dam","none",NA,NA,NA,27.778,NA,6.667,7.7,7.6,12,15,0,11,5.334,9.906,NA,NA,"medium","light","medium","light","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalkaska_BlueNorth_SUMM_018.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalkaska_BlueNorth_SUMM_019.jpg"
58687766,"40-209","EAGLE","Kalkaska",9,"August",1955,11,"August",1955,9.713,NA,8.534,NA,3.2,NA,50,NA,0,0,1,0,NA,NA,NA,NA,95,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.556,NA,25,7.6,7.8,NA,NA,NA,NA,NA,NA,NA,"no","light","none","light","none","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalkaska_Eagle_SUMM_011.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalkaska_Eagle_SUMM_012.jpg"
58687767,"40-192","GUERNSEYBIG","Kalkaska",NA,NA,1948,NA,NA,1948,21.044,NA,12.191,NA,4.877,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,86,105,NA,NA,"no",NA,"none",NA,NA,NA,NA,23.333,NA,9.444,NA,NA,1.6,4.2,0.3,0.3,4.572,10.667,NA,NA,"mediumtoheavy","light","heavy","light","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalkaska_GuernseyBig_SUMM_022.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalkaska_GuernseyBig_SUMM_023.jpg"
58687768,"40-187","ISLAND","Kalkaska",17,"August",1959,NA,"August",NA,34.804,NA,3.657,NA,NA,NA,100,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,"none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"medium","light","medium","light","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalkaska_Island_SUMM_007.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalkaska_Island_SUMM_008.jpg"
58687769,"40-106","CUB","Kalkaska",7,"August",1930,7,"August",1930,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalkaska_Cub_SUMM_016.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalkaska_Cub_SUMM_017.jpg"
58687770,"40-161","LOG","Kalkaska",24,"July",1947,NA,"July",NA,10.522,NA,19.6,NA,3.657,4.572,NA,NA,1,1,2,NA,NA,NA,NA,NA,89,94,NA,NA,"no",NA,"none",NA,NA,NA,NA,26.4,NA,6.6,NA,NA,NA,NA,0.18,7.04,4.572,9.144,NA,"yes","medium","light","medium","light","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalkaska_Log_SUMM_025.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalkaska_Log_SUMM_026.jpg"
58687771,"40-161","LOG","Kalkaska",11,"August",1930,11,"August",1930,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalkaska_Log_SUMM_059.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalkaska_Log_SUMM_060.jpg"
58687772,"40-117","MANISTEE","Kalkaska",8,"August",1955,11,"August",1955,348.037,NA,5.486,NA,1.753,NA,95,NA,8,4,106,1,NA,NA,NA,NA,73,76,NA,NA,"no",NA,"no",NA,NA,NA,NA,27.778,NA,23.333,7.8,8.4,NA,NA,NA,NA,NA,NA,NA,NA,"heavy","mediumtoheavy","heavy","heavy","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalkaska_Manistee_SUMM_015.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalkaska_Manistee_SUMM_016.jpg"
58687773,"40-117","MANISTEE","Kalkaska",30,"June",1930,30,"June",1930,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalkaska_Manistee_SUMM_095.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalkaska_Manistee_SUMM_096.jpg"
58687774,"40-137","PERCH","Kalkaska",5,"July",1930,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalkaska_Perch27N_6W_S10_SUMM_006.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalkaska_Perch27N_6W_S10_SUMM_007.jpg"
58687775,"40-279","OXBOW","Kalkaska",7,"July",1948,7,"July",1948,13.355,NA,NA,NA,6.096,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,90,137,NA,NA,"no",NA,"none",NA,NA,NA,NA,26,NA,11,NA,7.9,13.46,8.4,NA,NA,3.81,NA,"yes","yes","medium","light","medium","light","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalkaska_Oxbow_SUMM_015.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalkaska_Oxbow_SUMM_016.jpg"
58687776,"40-279","OXBOW","Kalkaska",10,"July",1930,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalkaska_Oxbow_SUMM_017.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalkaska_Oxbow_SUMM_018.jpg"
58687777,"40-169","PALMER","Kalkaska",17,"August",1930,17,"August",1930,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalkaska_Palmer_SUMM_005.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalkaska_Palmer_SUMM_006.jpg"
58687778,"40-295","PICKEREL","Kalkaska",13,"July",1930,13,"July",1930,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalkaska_Pickerel_SUMM_026.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalkaska_Pickerel_SUMM_027.jpg"
58687779,"40-292","RAINBOW","Kalkaska",20,"July",1948,19,"August",1948,8.094,NA,13.106,NA,5.486,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"yes","yes","beaver dam","temporarily stops all movements",0.305,NA,NA,26.111,NA,NA,NA,NA,NA,NA,0.6,1.7,3.048,9.144,NA,"yes","light","lighttonone","light","light","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalkaska_Rainbow_SUMM_018.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalkaska_Rainbow_SUMM_019.jpg"
58687780,"40-292","RAINBOW","Kalkaska",21,"August",1930,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalkaska_Rainbow_SUMM_042.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalkaska_Rainbow_SUMM_043.jpg"
58687781,"40-295","PICKEREL","Kalkaska",19,"August",1957,21,"August",1957,32.78,NA,22.249,NA,NA,NA,NA,NA,2,2,25,0,NA,NA,NA,NA,80,NA,NA,NA,"yes","yes","high road culvert","probably causes some isolation of n. pike young when water level drops.",0.152,NA,NA,21.667,NA,5.8,NA,10.2,NA,4.8,1.2,0.2,7.62,NA,NA,NA,"medium","light","medium","light","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalkaska_Pickerel_SUMM_012.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalkaska_Pickerel_SUMM_013.jpg"
58687782,"40-165","SELKIRKSOUTH","Kalkaska",23,"August",1955,23,"August",1955,16.188,NA,10.667,NA,NA,NA,NA,NA,2,2,10,0,NA,NA,NA,NA,140,165,NA,NA,"no",NA,"none",NA,NA,NA,NA,24.444,NA,9.444,NA,NA,2.8,10.1,0.6,0.6,4.572,7.62,NA,NA,"medium","light","medium","light","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalkaska_SelkirkSouth_SUMM_009.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalkaska_SelkirkSouth_SUMM_010.jpg"
58687783,"40-174","SMITHS","Kalkaska",23,"June",1948,24,"June",1948,16.997,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"light","light","light","light","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalkaska_Smiths27N_8W_S6_SUMM_012.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalkaska_Smiths27N_8W_S6_SUMM_013.jpg"
58687784,"40-207","STARVATION","Kalkaska",14,"July",1943,14,"July",1943,54.229,NA,18.287,NA,6.096,NA,NA,NA,1,1,5,0,NA,NA,NA,NA,60,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.111,7.222,8.778,7.6,7,NA,NA,0.4,9.8,2.743,8.229,NA,"yes","light","light","light","light","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalkaska_Starvation_SUMM_020.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalkaska_Starvation_SUMM_021.jpg"
58687785,"40-207","STARVATION","Kalkaska",19,"July",1930,NA,"July",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalkaska_Starvation_SUMM_054.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalkaska_Starvation_SUMM_055.jpg"
58687786,"40-283","WELL SOUTH","Kalkaska",22,"August",1930,22,"August",1930,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalkaska_Southwell_SUMM_006.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalkaska_Southwell_SUMM_007.jpg"
58687787,"40-56","TWENTY-EIGHTS","Kalkaska",1,"September",1930,1,"September",1930,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalkaska_Twenty-Eights_SUMM_005.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalkaska_Twenty-Eights_SUMM_006.jpg"
58687788,"40-224","TWINBIG","Kalkaska",21,"August",1947,27,"August",1947,83.772,NA,27.431,NA,3.657,NA,NA,NA,NA,1,20,NA,NA,NA,NA,NA,95,130,NA,NA,"yes",NA,"culverts between twin lakes filled",NA,NA,NA,NA,25.556,NA,7.222,NA,7.9,NA,NA,NA,3.4,6.096,12.191,NA,"yes","heavy","light","heavy","light","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalkaska_TwinBig_SUMM_037.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalkaska_TwinBig_SUMM_038.jpg"
58687789,"40-224","TWINBIG","Kalkaska",11,"July",1930,11,"July",1930,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalkaska_TwinBig_SUMM_087.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalkaska_TwinBig_SUMM_088.jpg"
58687790,"40-223","TWINLITTLE","Kalkaska",7,"July",1930,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalkaska_TwinLittle28N_5-6W_S-many_SUMM_019.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalkaska_TwinLittle28N_5-6W_S-many_SUMM_020.jpg"
58687791,"40-223","TWINLITTLE","Kalkaska",11,"August",1947,24,"October",1947,40.874,NA,12.679,NA,3.962,NA,NA,NA,1,1,6,0,NA,NA,NA,NA,87,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.6,NA,17.2,NA,8.3,NA,NA,NA,4.8,6.096,7.62,NA,"yes","mediumtoheavy","light","heavy","light","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalkaska_TwinLittle28N_5-6W_S-many_SUMM_015.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kalkaska_TwinLittle28N_5-6W_S-many_SUMM_016.jpg"
58687792,"41-729","BLACK","Kent",19,"June",1942,23,"June",1942,4.087,NA,8.229,NA,2.743,NA,15,NA,0,0,1,0,NA,NA,NA,NA,150,195,NA,1.2,"no","no","no","none",NA,NA,NA,22.5,NA,9.8,0.8,7.4,NA,NA,NA,0.8,2.743,NA,NA,"yes","medium ","medium ","medium","medium","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kent_Black10N_9W_S15_SUMM_009.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kent_Black10N_9W_S15_SUMM_010.jpg"
58687793,"41-729","BLACK","Kent",19,"June",1942,23,"June",1942,4.087,NA,8.229,NA,2.743,NA,15,NA,0,0,1,0,NA,NA,NA,NA,150,195,NA,1.2,"no","no","no","--",NA,NA,NA,22.5,NA,9.8,0.8,7.4,NA,NA,NA,0.8,2.743,NA,NA,"yes","lighttomedium","lighttomedium","medium","medium","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kent_Black_SUMM_20191125115431228_0001.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kent_Black_SUMM_20191125115431228_0002.jpg"
58687794,"41-566","BLUE","Kent",19,"June",1942,23,"June",1942,19.83,NA,11.887,NA,2.743,NA,20,NA,1,2,40,0,NA,NA,NA,NA,151,156,NA,1.3,"no",NA,"none",NA,NA,NA,NA,23.4,NA,9.3,2.3,8.4,NA,NA,NA,NA,4.572,NA,NA,"yes","heavy","mediumtoheavy","heavy","heavy","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kent_Blue_SUMM_20191125120100144_0001.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kent_Blue_SUMM_20191125120100144_0002.jpg"
58687795,"41-566","BLUE","Kent",19,"June",1942,23,"June",1942,19.83,NA,11.887,NA,2.743,NA,20,NA,1,2,40,0,NA,NA,NA,NA,151,156,NA,1.3,"no","no","none","none",NA,NA,NA,23.4,NA,9.3,2.3,8.4,NA,NA,NA,NA,4.572,NA,NA,"yes","heavy","mediumtoheavy","heavy","heavy","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kent_Blue10N_9W_S10-15_SUMM_011.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kent_Blue10N_9W_S10-15_SUMM_012.jpg"
58687796,"41-501","BROWERBIG","Kent",5,"September",1952,NA,"September",NA,30.352,NA,6.096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.222,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"medium","none","medium","none","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kent_BrowerBig_SUMM_020.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/SUMM/double/a_first/Kent_BrowerBig_SUMM_021.jpg"
