"subject_id","age_group","fish_count","begin_date_day","begin_date_month","begin_date_year","end_date_day","end_date_month","end_date_year","url_front","url_back","comment","county","lakename","new_key","length_min_mm","length_max_mm","length_mean_mm"
58754866,1,1,16,"June",1967,16,"June",1967,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Isabella_BlanchardMillPond_GROW_004.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Isabella_BlanchardMillPond_GROW_005.jpg",NA,"Isabella","BLANCHARDMILL","37-67",NA,NA,NA
58754938,1,2,4,"October",1966,4,"October",1966,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Jackson_Portage_GROW_113.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Jackson_Portage_GROW_114.jpg",NA,"Jackson","PORTAGE","38-25",193.04,215.9,203.2
58754993,2,19,26,"August",1981,28,"August",1981,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kalkaska_Bear_GROW_036.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kalkaska_Bear_GROW_037.jpg",NA,"Kalkaska","BEAR","40-104",233.68,297.18,269.24
58755000,2,2,12,"August",1982,NA,"August",NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kalkaska_GuernseyBig_GROW_030.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kalkaska_GuernseyBig_GROW_031.jpg",NA,"Kalkaska","GUERNSEYBIG","40-192",398.78,452.12,426.72
58755006,5,1,6,"July",1990,10,"July",1990,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kalkaska_GuernseyBig_GROW_070.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kalkaska_GuernseyBig_GROW_071.jpg",NA,"Kalkaska","GUERNSEYBIG","40-192",563.88,NA,563.88
58755020,1,1,29,"October",1984,30,"October",1984,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kalkaska_Starvation_GROW_022.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kalkaska_Starvation_GROW_023.jpg",NA,"Kalkaska","STARVATION","40-207",241.3,NA,241.3
58755022,2,1,21,"June",1993,25,"June",1993,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kalkaska_TwinBig_GROW_112.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kalkaska_TwinBig_GROW_113.jpg",NA,"Kalkaska","TWINBIG","40-224",335.28,NA,335.28
58755025,1,2,25,"June",1986,26,"June",1986,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kalkaska_TwinBig_GROW_117.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kalkaska_TwinBig_GROW_118.jpg",NA,"Kalkaska","TWINBIG","40-224",205.74,208.28,208.28
58755048,3,3,9,"June",1970,9,"June",1970,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_BrowerBig_GROW_066.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Kent_BrowerBig_GROW_067.jpg",NA,"Kent","BROWERBIG","41-501",304.8,373.38,332.74
58755260,4,1,28,"May",1980,30,"May",1980,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Schoolcraft_Indian_75-69_1980_GROW_002_01.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part2/Schoolcraft_Indian_75-69_1980_GROW_002_02.jpeg",NA,"Schoolcraft","INDIAN","75-69",592,NA,592
59073205,2,1,13,"October",1982,21,"October",1982,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Mullett_GROW_125.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Mullett_GROW_126.jpg",NA,"Cheboygan","MULLETT","16-192",416.56,NA,416.56
59073206,2,1,13,"September",1989,15,"September",1989,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Mullett_GROW_123.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Mullett_GROW_124.jpg",NA,"Cheboygan","MULLETT","16-192",553.72,NA,553.72
59073211,4,1,27,"July",1972,NA,NA,NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Mullett_GROW_139.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Mullett_GROW_140.jpg",NA,"Cheboygan","MULLETT","16-192",520.7,NA,520.7
59073218,2,1,31,"May",1988,24,"June",1988,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Mullett_GROW_272.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Mullett_GROW_273.jpg",NA,"Cheboygan","MULLETT","16-192",469.9,NA,469.9
59152217,2,1,13,"September",1989,15,"September",1989,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Mullett_GROW_123.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Mullett_GROW_124.jpg",NA,"Cheboygan","MULLETT","16-192",553.72,NA,553.72
59152219,2,1,13,"October",1982,21,"October",1982,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Mullett_GROW_125.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Mullett_GROW_126.jpg",NA,"Cheboygan","MULLETT","16-192",416.56,NA,416.56
59152224,4,1,27,"July",1972,NA,NA,NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Mullett_GROW_139.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Mullett_GROW_140.jpg",NA,"Cheboygan","MULLETT","16-192",520.7,NA,520.7
59152229,2,1,31,"May",1988,24,"June",1988,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Mullett_GROW_272.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/GROW/double/a_first/part1/Cheboygan_Mullett_GROW_273.jpg",NA,"Cheboygan","MULLETT","16-192",469.9,NA,469.9
59687822,4,1,26,"October",1983,NA,NA,NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/b_first/Otsego_Pickerel_GROW_026.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/b_first/Otsego_Pickerel_GROW_025.jpeg",NA,"Otsego","PICKEREL","69-318",363.22,NA,363.22
59687823,3,1,6,"November",1981,NA,NA,NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/b_first/Otsego_Pickerel_GROW_024.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/b_first/Otsego_Pickerel_GROW_023.jpeg",NA,"Otsego","PICKEREL","69-318",416.56,NA,416.56
59687830,3,1,8,"November",1985,NA,NA,NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/b_first/Otsego_Pickerel_GROW_020.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/b_first/Otsego_Pickerel_GROW_019.jpeg",NA,"Otsego","PICKEREL","69-318",269.24,NA,269.24
59687866,3,3,8,"April",1975,NA,"April",NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/b_first/Otsego_LowerChub_GROW_012.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/b_first/Otsego_LowerChub_GROW_011.jpeg",NA,"Otsego","LOWERCHUB","69-51",284.48,327.66,307.34
59687867,4,1,5,"October",1992,6,"October",1992,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/b_first/Otsego_LowerChub_GROW_004.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/b_first/Otsego_LowerChub_GROW_003.jpeg",NA,"Otsego","LOWERCHUB","69-51",508,NA,508
59687889,2,1,28,"June",1968,NA,"June",NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/b_first/Otsego_Emerald_GROW_004.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/b_first/Otsego_Emerald_GROW_003.jpeg",NA,"Otsego","EMERALD","69-46",363.22,NA,363.22
59687911,3,3,31,"October",1981,31,"October",1981,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/b_first/Otsego_Chub_GROW_014.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/b_first/Otsego_Chub_GROW_013.jpeg",NA,"Otsego","CHUB","69-66",419.1,474.98,454.66
59687914,2,13,2,"May",1973,NA,"May",NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/b_first/Otsego_Chub_GROW_012.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/b_first/Otsego_Chub_GROW_011.jpeg",NA,"Otsego","CHUB","69-66",289.56,350.52,327.66
59687915,3,3,27,"October",1981,NA,NA,NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/b_first/Otsego_Bridge_GROW_016.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/b_first/Otsego_Bridge_GROW_015.jpeg",NA,"Otsego","BRIDGE","69-78",495.3,525.78,513.08
59687917,3,3,27,"October",1981,27,"October",1981,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/b_first/Otsego_Bridge_GROW_012.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/b_first/Otsego_Bridge_GROW_011.jpeg",NA,"Otsego","BRIDGE","69-78",495.3,525.78,513.08
59687922,5,1,11,"October",1979,11,"October",1979,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/b_first/Otsego_Bradford_GROW_006.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/b_first/Otsego_Bradford_GROW_005.jpeg",NA,"Otsego","BRADFORD","69-86",610,NA,610
59687926,4,5,5,"November",1970,5,"November",1970,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/b_first/Otsego_Big_GROW_032.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/b_first/Otsego_Big_GROW_031.jpeg",NA,"Otsego","BIG","69-157",401.32,561.34,472.44
59687929,2,3,28,"June",1968,NA,"June",NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/b_first/Otsego_BellMarie_GROW_004.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/b_first/Otsego_BellMarie_GROW_003.jpeg",NA,"Otsego","BELLMARIE","69-56",335.28,360.68,350.52
59687971,2,1,21,"August",1984,22,"August",1984,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/single/ALCONA_OBRIEN_GROW_0003.jpeg",NA,NA,"ALCONA","OBRIEN","1-63",254,NA,254
59687995,3,1,23,"July",1992,NA,NA,NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/single/BARRY_DEEP_GROW_0001.jpeg",NA,NA,"BARRY","DEEP","8-619",436.88,NA,436.88
59687996,1,2,30,"June",1994,NA,"June",NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/single/BARRY_DEEP_GROW_0002.jpeg",NA,NA,"BARRY","DEEP","8-619",264.16,281.94,274.32
59688013,2,2,12,"August",1982,12,"August",1982,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/single/Kalkaska_GuernseyBig_GROW_005.jpg",NA,NA,"Kalkaska","GUERNSEYBIG","40-192",398.78,452.12,426.72
59688027,4,2,29,"August",1984,29,"May",1985,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/single/Kent_Long_GROW_002.jpg",NA,"two separate survey dates","Kent","LONG","41-732",353.06,355.6,355.6
59688082,3,2,NA,"July",1993,NA,NA,NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/single/MUSKEGON_BROWNS_GROW_0001.jpeg",NA,NA,"MUSKEGON","BROWNS","61-145",320.04,411.48,365.76
59688105,1,11,13,"October",1981,NA,NA,NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/single/Marquette_Bobs_GROW_001.jpg",NA,NA,"Marquette","BOBS","52-110",162.56,243.84,205.74
59688110,1,4,8,"July",1977,9,"July",1977,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/single/Marquette_ForestvilleBasin_GROW_003.jpg",NA,NA,NA,NA,NA,261.62,353.06,314.96
59688112,2,6,13,"August",1980,NA,"August",NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/single/Marquette_ForestvilleBasin_GROW_006.jpg",NA,NA,NA,NA,NA,228.6,248.92,233.68
59688121,4,1,20,"June",1978,21,"June",1978,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/single/Marquette_McClureBasin_GROW_003.jpg",NA,NA,"Marquette","MCCLUREBASIN","52-1268",393.7,NA,393.7
59688185,3,1,4,"April",1984,17,"April",1984,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/single/OGEMAW_LAKEGEORGE_GROW_0001.jpeg",NA,NA,"OGEMAW","GEORGE","65-8",281.94,NA,281.94
59962283,1,1,16,"May",1994,18,"May",1994,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALCONA_OBRIEN_GROW_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALCONA_OBRIEN_GROW_0001_2.jpeg",NA,"ALCONA","OBRIEN","1-63",165.1,NA,165.1
59962285,2,7,3,"May",1991,NA,"May",NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALCONA_OBRIEN_GROW_0002_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALCONA_OBRIEN_GROW_0002_2.jpeg",NA,"ALCONA","OBRIEN","1-63",248.92,332.74,287.02
59962300,2,3,15,"June",1971,15,"June",1971,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALGER_ANNA_GROW_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALGER_ANNA_GROW_0001_2.jpeg",NA,"ALGER","ANNA","2-340",228.6,246.38,236.22
59962337,4,1,24,"August",1983,24,"August",1983,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALGER_FISH_GROW_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALGER_FISH_GROW_0001_2.jpeg",NA,"ALGER","FISH","2-27",622.3,NA,622.3
59962341,5,1,25,"August",1977,NA,NA,NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALGER_FISH_GROW_0002_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ALGER_FISH_GROW_0002_2.jpeg",NA,"ALGER","FISH","2-27",680.72,NA,680.72
59962493,8,2,14,"September",1987,23,"September",1987,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ANTRIM_BELLAIRE_GROW_0002_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ANTRIM_BELLAIRE_GROW_0002_2.jpeg",NA,"ANTRIM","BELLAIRE","5-50",647.7,716.28,683.26
59962503,1,1,16,"March",1982,NA,NA,NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ANTRIM_CRAVENPARK_GROW_0002_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ANTRIM_CRAVENPARK_GROW_0002_2.jpeg",NA,"ANTRIM","CRAVENPARK","5-126",198.12,NA,198.12
59962504,1,7,25,"October",1985,NA,"October",NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ANTRIM_CRAVENPARK_GROW_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ANTRIM_CRAVENPARK_GROW_0001_2.jpeg",NA,NA,NA,NA,210.82,297.18,251.46
59962507,2,1,10,"May",1966,12,"May",1966,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ANTRIM_CRAVENPARK_GROW_0003_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ANTRIM_CRAVENPARK_GROW_0003_2.jpeg",NA,NA,NA,NA,287.02,NA,287.02
59962509,2,2,21,"September",1983,6,"October",1983,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ANTRIM_ELK_GROW_0003_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ANTRIM_ELK_GROW_0003_2.jpeg",NA,"ANTRIM","ELK","5-2",337.82,350.52,342.9
59962510,1,1,13,"September",1990,28,"September",1990,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ANTRIM_ELK_GROW_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ANTRIM_ELK_GROW_0001_2.jpeg",NA,"ANTRIM","ELK","5-2",279.4,NA,279.4
59962513,2,1,28,"September",1971,1,"October",1971,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ANTRIM_ELK_GROW_0006_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ANTRIM_ELK_GROW_0006_2.jpeg",NA,"ANTRIM","ELK","5-2",345.44,NA,345.44
59962514,1,2,26,"October",1989,31,"October",1989,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ANTRIM_ELK_GROW_0007_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ANTRIM_ELK_GROW_0007_2.jpeg",NA,"ANTRIM","ELK","5-2",287.02,292.1,289.56
59962524,4,1,16,"September",1976,16,"September",1976,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ANTRIM_GREEN_GROW_0007_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ANTRIM_GREEN_GROW_0007_2.jpeg",NA,"ANTRIM","GREEN","5-38",429.26,NA,429.26
59962532,3,1,25,"May",1978,NA,"May",NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ANTRIM_SKEGEMOG_GROW_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ANTRIM_SKEGEMOG_GROW_0001_2.jpeg",NA,"ANTRIM","SKEGEMOG","5-1",408.94,NA,408.94
59962538,2,1,10,"May",1971,18,"May",1971,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ANTRIM_SKEGEMOG_GROW_0003_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ANTRIM_SKEGEMOG_GROW_0003_2.jpeg",NA,"ANTRIM","SKEGEMOG","5-1",NA,NA,264.16
59962543,2,1,20,"October",1993,5,"November",1993,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ANTRIM_TORCH_GROW_0002_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ANTRIM_TORCH_GROW_0002_2.jpeg",NA,"ANTRIM","TORCH","5-51",337.82,NA,337.82
59962544,2,1,13,"September",1993,24,"September",1993,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ANTRIM_TORCH_GROW_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ANTRIM_TORCH_GROW_0001_2.jpeg",NA,"ANTRIM","TORCH","5-51",363.22,NA,363.22
59962545,4,2,12,"September",1991,13,"September",1991,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ANTRIM_TORCH_GROW_0003_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ANTRIM_TORCH_GROW_0003_2.jpeg",NA,"ANTRIM","TORCH","5-51",576.58,604.52,591.82
59962546,2,1,26,"September",1985,28,"October",1985,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ANTRIM_TORCH_GROW_0004_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ANTRIM_TORCH_GROW_0004_2.jpeg",NA,"ANTRIM","TORCH","5-51",312.42,NA,312.42
59962547,3,1,21,"October",1975,NA,NA,NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ANTRIM_TORCH_GROW_0006_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ANTRIM_TORCH_GROW_0006_2.jpeg",NA,"ANTRIM","TORCH","5-51",292.1,NA,292.1
59962549,2,1,13,"October",1972,NA,"October",NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ANTRIM_TORCH_GROW_0007_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ANTRIM_TORCH_GROW_0007_2.jpeg",NA,"ANTRIM","TORCH","5-51",388.62,NA,388.62
59962550,2,3,3,"November",1970,NA,NA,NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ANTRIM_TORCH_GROW_0009_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ANTRIM_TORCH_GROW_0009_2.jpeg",NA,"ANTRIM","TORCH","5-51",431.8,462.28,454.66
59962552,4,1,12,"April",1966,13,"April",1966,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ANTRIM_TORCH_GROW_0008_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/ANTRIM_TORCH_GROW_0008_2.jpeg",NA,"ANTRIM","TORCH","5-51",482.6,NA,482.6
59962554,2,2,NA,"August",1977,NA,"August",1977,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BARAGA_ALICE_GROW_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BARAGA_ALICE_GROW_0001_2.jpeg",NA,"BARAGA","ALICE","7-597",347.98,365.76,358.14
59962625,2,4,29,"September",1988,21,"October",1988,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BARRY_DEEP_GROW_0002_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BARRY_DEEP_GROW_0002_2.jpeg",NA,"BARRY","DEEP","8-619",325.12,467.36,386.08
59962631,1,8,26,"May",1994,NA,"May",NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BARRY_FISH_GROW_0002_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BARRY_FISH_GROW_0002_2.jpeg",NA,"BARRY","FISH","8-426",165.1,223.52,193.04
59962634,5,1,NA,"November",1993,NA,NA,NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BARRY_GULL_GROW_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BARRY_GULL_GROW_0001_2.jpeg",NA,NA,NA,NA,642.62,NA,642.62
59962657,2,1,31,"August",1960,31,"August",1960,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BARRY_HORSESHOE_GROW_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BARRY_HORSESHOE_GROW_0001_2.jpeg",NA,"BARRY","HORSESHOE","8-437",294.64,NA,294.64
59962699,1,1,20,"July",1992,2,"December",1992,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BENZIE_ANN_GROW_0005_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BENZIE_ANN_GROW_0005_2.jpeg",NA,"BENZIE","ANN","10-111",228.6,NA,228.6
59962704,1,3,8,"August",1989,8,"August",1989,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BENZIE_CRYSTAL_GROW_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BENZIE_CRYSTAL_GROW_0001_2.jpeg",NA,"BENZIE","CRYSTAL","10-42",215.9,236.22,226.06
59962724,3,1,8,"June",1981,19,"June",1981,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BENZIE_PLATTEBIG_GROW_0004_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BENZIE_PLATTEBIG_GROW_0004_2.jpeg",NA,"BENZIE","PLATTEBIG","10-39",419.1,NA,419.1
59962764,4,1,7,"June",1989,7,"June",1989,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BRANCH_LAVINE_GROW_0001_1.jpeg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/BRANCH_LAVINE_GROW_0001_2.jpeg",NA,"BRANCH","LAVINE","12-121",NA,NA,502.92
59962926,2,1,27,"June",1995,30,"June",1995,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Leelanau_Cedar_GROW_038.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Leelanau_Cedar_GROW_039.jpg",NA,"Leelanau","CEDAR","45-1",335.28,NA,335.28
59962929,1,5,27,"June",1988,14,"July",1988,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Leelanau_LeelanauNorth_GROW_057.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Leelanau_LeelanauNorth_GROW_058.jpg",NA,"Leelanau","LEELANAUNORTH","45-64",251.46,332.74,287.02
59962930,4,1,15,"July",1991,19,"July",1991,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Leelanau_GlenBig_GROW_067.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Leelanau_GlenBig_GROW_068.jpg",NA,"Leelanau","GLENBIG","45-9",NA,NA,640.08
59962934,2,2,24,"May",1994,NA,NA,NA,"https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Leelanau_LeelanauSouth_GROW_151.jpg","https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/GROW/a_first/Leelanau_LeelanauSouth_GROW_152.jpg",NA,"Leelanau","LEELANAUSOUTH","45-3",248.92,294.64,271.78
