subject_id,data.aligned_text,data.consensus_score,data.consensus_text,data,column_name,front,back,comments
59105780,"[['Minnows'], ['and'], ['mayflies']]",1,Minnows and mayflies,NA,remarks,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/b_first/Schoolcraft_Indian_FISHc_024.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/b_first/Schoolcraft_Indian_FISHc_023.jpeg,
59105894,"[['4pm'], ['to'], ['12'], ['noon']]",1,4pm to 12 noon,NA,remarks,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/b_first/Schoolcraft_Corner_FISHc_064.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/b_first/Schoolcraft_Corner_FISHc_063.jpeg,
59105902,"[['Abundance'], ['of'], ['minnows,'], ['caddis,'], ['dragonfly,'], ['mayfly']]",1,"Abundance of minnows, caddis, dragonfly, mayfly",NA,remarks,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/b_first/Schoolcraft_Corner_FISHc_054.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/b_first/Schoolcraft_Corner_FISHc_053.jpeg,
59106131,"[['Entire', 'Entire', 'Entire', 'Crayfish,'], ['sample', 'sample', 'sample', 'Ephemeroptera'], ['preserved', 'preserved.', 'preserved.', 'nymphs'], ['', '', '', '(Hexagenia),'], ['', '', '', 'snails'], ['', '', '', 'and'], ['', '', '', 'clams.']]",1.714285714,"Entire sample preserved. (Hexagenia), snails and clams.",Entire sample preserved.,remarks,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/b_first/Roscommon_Higgins_FISHc_132.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/b_first/Roscommon_Higgins_FISHc_131.jpeg,
59106132,"[['Entire', 'Entire', 'Entire', 'Crayfish,'], ['sample', 'sample', 'sample', 'snails'], ['', '', '', 'and'], ['', '', '', 'clams,'], ['', '', '', 'Trichoptera'], ['', '', '', 'larvae'], ['', '', '', 'and'], ['preserved.', 'preserved.', 'preserved.', 'Ephemeroptera'], ['', '', '', 'nymphs.']]",1.666666667,"Entire sample and clams, Trichoptera larvae and preserved. nymphs.",Entire sample preserved.,remarks,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/b_first/Roscommon_Higgins_FISHc_130.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/b_first/Roscommon_Higgins_FISHc_129.jpeg,
59106134,"[['Crayfish,', 'entire', 'Entire', 'Entire'], ['Ephemeroptera', 'sample', 'sample', 'sample'], ['nymphs,', 'preserved', 'preserved.', 'preserved'], ['Trichopters', '', '', ''], ['larvae,', '', '', ''], ['and', '', '', ''], ['snails', '', '', ''], ['and', '', '', ''], ['clams', '', '', '']]",1.444444444,"Entire sample preserved Trichopters larvae, and snails and clams",Entire sample preserved.,remarks,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/b_first/Roscommon_Higgins_FISHc_128.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/b_first/Roscommon_Higgins_FISHc_127.jpeg,
59106148,"[['Immature'], ['forms'], ['of'], ['Chironomidae,'], ['Ephemeroptera'], ['(Heptagenia),'], ['Neuroptera'], ['(Sialdae)'], ['and'], ['Trichoptera,'], ['snails,'], ['clams,'], ['and'], ['crayfish.']]",1,"Immature forms of Chironomidae, Ephemeroptera (Heptagenia), Neuroptera (Sialdae) and Trichoptera, snails, clams, and crayfish.",NA,remarks,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/b_first/Roscommon_Higgins_FISHc_098.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/b_first/Roscommon_Higgins_FISHc_097.jpeg,
59106154,"[['Leeches'], ['-'], ['Chironomidae'], ['larvae,'], ['gastropods,'], ['Pelecypods,'], ['and'], ['Ephemeroptera'], ['nymphs.']]",1,"Leeches - Chironomidae larvae, gastropods, Pelecypods, and Ephemeroptera nymphs.",NA,remarks,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/b_first/Roscommon_Higgins_FISHc_084.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/b_first/Roscommon_Higgins_FISHc_083.jpeg,
59106287,[['2']],1,2,NA,remarks,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/b_first/PresqueIsle_BearDen_FISHc_032.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/b_first/PresqueIsle_BearDen_FISHc_031.jpeg,
59106414,"[['At', 'At'], ['approximately', 'approximately'], ['same', 'same'], ['location', 'location'], ['as', 'as'], ['Field', 'Field'], ['No.15', 'No.'], ['', '15'], ['of', 'of'], ['1949', '1949'], ['survey', 'survey.']]",1.727272727,At approximately same location as Field No.15 15 of 1949 survey,At approximately same location as Field No.15 of 1949 survey,remarks,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/b_first/Otsego_Otsego_FISHc_222.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/b_first/Otsego_Otsego_FISHc_221.jpeg,
59106448,"[['No', 'No'], ['Fish;', 'fish;'], ['Net', 'net'], ['cut', 'cut'], ['and', 'and'], ['tangled', 'tangled.']]",1.5,No Fish; Net cut and tangled,No Fish; Net cut and tangled,remarks,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/b_first/Otsego_Opal_FISHc_148.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/b_first/Otsego_Opal_FISHc_147.jpeg,
59106615,"[['About', '', '', ''], ['25', '', '', ''], ['feet', '', '', ''], ['off', '', '', ''], ['north', 'No', 'No', 'Nothing'], ['shore,', 'Fish', 'Fish', ''], ['along', '', '', ''], ['the', '', '', 'written'], ['length', '', '', ''], ['of', '', '', ''], ['the', '', '', ''], ['lake', '', '', ''], ['on', '', '', ''], ['the', '', '', ''], ['north', '', '', ''], ['shore.', '', '', '']]",1.125,About 25 feet off No Fish along the length of the lake on the north shore.,No Fish,remarks,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/b_first/OGEMAW_CEDAR_FISHc_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/b_first/OGEMAW_CEDAR_ FISHc_0002_2.jpeg,
59685757,"[['Set', 'Set'], ['3', '3'], ['of', 'of'], ['3', '3.']]",1.75,Set 3 of 3,Set 3 of 3.,remarks,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/b_first/Otsego_Bear_FISHc_042.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/b_first/Otsego_Bear_FISHc_041.jpeg,
59963439,"[['Saw', 'SAW', 'Saw'], ['one', 'ONE', 'one'], ['Crayfish,', 'CRAYFISH,', 'Crayfish,'], ['Notonectids,', 'NOTONECTIDES,', 'Notonectids,'], ['leeches,', 'LEECHES,', 'leeches,'], ['mayfly', 'MAYFLIES', 'mayfly'], ['and', 'AND', 'and'], ['dragonfly', 'DRAGONFLY', 'dragondly'], ['larvae,', 'LARVAE,', 'larvae,'], ['6', '6', '6'], ['species', 'SPECIES', 'species'], ['of', 'OF', 'of'], ['snails,', 'SNAILS', 'snails'], ['etc.', 'ETC.', 'etc.']]",1.928571429,"Saw one Crayfish, Notonectids, leeches, mayfly and dragonfly larvae, 6 species of snails, etc.","Saw one Crayfish, Notonectids, leeches, mayfly and dragonfly larvae, 6 species of snails etc.",remarks,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ALCONA_BADGER_FISHc_0005_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ALCONA_BADGER_FISHc_0005_2.jpeg,
59963479,"[['It'], ['was'], ['supposed'], ['to'], ['have'], ['been'], ['stocked'], ['with'], ['bluegills']]",1,It was supposed to have been stocked with bluegills,It was supposed to have been stocked with bluegills!!,remarks,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ALCONA_CLEAR_FISHc_0005_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ALCONA_CLEAR_FISHc_0005_2.jpeg,
59963487,"[['Quite'], ['certain'], ['we'], ['saw'], ['at'], ['least'], ['2'], ['or'], ['3'], ['other'], ['smallmouth'], ['in'], ['shallow'], ['water'], ['among'], ['drowned'], ['weeds'], ['and'], ['brush']]",1,Quite certain we saw at least 2 or 3 other smallmouth in shallow water among drowned weeds and brush,Quite certain we saw at least 2 or 3 other smallmouth in shallow water among drowned weeds and brush.,remarks,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ALCONA_CRYSTAL_FISHc_0006_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ALCONA_CRYSTAL_FISHc_0006_2.jpeg,
59963532,"[['Two', 'Two'], ['nets', 'nets'], ['fished', 'fished'], ['from', 'from'], ['Nov.', 'November'], ['28', '28'], ['to', 'to'], ['Dec.', 'December'], ['', '9'], ['', '-'], ['9-12', '12'], ['nights', 'nights'], ['each', 'each'], ['-', '-'], ['total', 'total'], ['of', 'of'], ['24', '24'], ['nights.', 'nights.'], ['Three', 'Three'], ['nets', 'nets'], ['fished', 'fish'], ['from', 'from'], ['Dec.', 'December'], ['4', '4'], ['to', 'to'], ['Dec.', 'December'], ['22,', '22,'], ['23,', '23,'], ['24,', '24'], ['-', '-'], ['total', 'total'], ['56', '56'], ['nights.', 'nights.'], ['One', 'One'], ['net', 'net'], ['fished', 'fished'], ['from', 'from'], ['Dec.', 'December'], ['22', '22'], ['to', 'to'], ['Dec.', 'December'], ['30', '30'], ['-', '-'], ['total', 'total'], ['8', '8'], ['net', 'net'], ['nights.', 'nights.'], ['Total', 'Total'], ['net', 'net'], ['effort', 'effort'], ['was', 'was'], ['88', '88'], ['net', 'net'], ['nights.', 'nights.'], ['Field', 'Field'], ['notes', 'nots'], ['by', 'by'], ['J.', 'J.'], ['Southwick;', 'Southwick;'], ['this', 'this'], ['compilation', 'compilation'], ['by', 'by'], ['G.', 'G.'], ['P.', 'P.'], ['Cooper', 'Cooper.'], ['Original', 'Original'], ['field', 'field'], ['notes', 'notes'], ['filed', 'filed'], ['under', 'under'], ['""Population', '""Population'], ['Studies', 'Studies'], ['-', '-'], ['Netting.""', 'Netting.""']]",1.824324324,"Two nets fished from Nov. 28 to Dec. 9 - 9-12 nights each - total of 24 nights. Three nets fished from Dec. 4 to Dec. 22, 23, 24, - total 56 nights. One net fished from Dec. 22 to Dec. 30 - total 8 net nights. Total net effort was 88 net nights. Field notes by J. Southwick; this compilation by G. P. Cooper Original field notes filed under ""Population Studies - Netting.""","Two nets fished from Nov. 28 to Dec. 9-12 nights each - total of 24 nights. Three nets fished from Dec. 4 to Dec. 22, 23, 24, - total 56 nights. One net fished from Dec. 22 to Dec. 30 - total 8 net nights. Total net effort was 88 net nights. Field notes by J. Southwick; this compilation by G. P. Cooper Original field notes filed under ""Population Studies - Netting.""",remarks,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ALCONA_HUBBARD_FISHc_0006_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ALCONA_HUBBARD_FISHc_0006_2.jpeg,
59963601,"[['No', 'No'], ['fish', 'fish'], ['taken', 'taken.']]",1.666666667,No fish taken,No fish taken.,remarks,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ALCONA_HUBBARD_FISHc_0034_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ALCONA_HUBBARD_FISHc_0034_2.jpeg,
59963772,"[['', '', 'Carp'], ['', '', '-'], ['Carp-estimated', '', 'estimated'], ['weight', '', 'weight'], ['12', '', '12'], ['pounds', '', 'pounds'], ['but', '', 'but'], ['dead', '', 'dead'], ['and', '', 'and'], ['decaying', '', 'decaying'], ['sighted.', '', 'sighted.'], ['Walleyes', '', 'Walleyes'], ['have', '', 'have'], ['slight', '', 'slight'], ['neascus', '', 'neascus'], ['infection.Perch', '', 'infection.'], ['were', '', 'Perch'], ['', '', 'eggs'], ['noted', 'no', 'noted'], ['and', '', 'and'], ['several', '', 'several'], ['schools', '', 'schools'], ['of', '', 'of'], ['perch', '', 'perch'], ['seen.No', '', 'seen.'], ['', '', 'No'], ['fish', 'fish', 'fish'], ['taken', 'taken', 'taken'], ['in', '', 'in'], ['net', '', 'net'], ['', '', '#3.'], ['#3.Moved', '', 'Moved'], ['to', '', 'to'], ['new', '', 'new'], ['location.', '', 'location.']]",1.771428571,Carp - Carp-estimated weight 12 pounds but dead and decaying sighted. Walleyes have slight neascus infection.Perch were eggs noted and several schools of perch seen.No No fish taken in net #3. #3.Moved to new location.,Carp-estimated weight 12 pounds but dead and decaying sighted. Walleyes have slight neascus infection. Perch eggs noted and several schools of perch seen. No fish taken in net #3. Moved to new location.,remarks,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ALGER_AUTRAIN_FISHc_0009_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ALGER_AUTRAIN_FISHc_0009_2.jpeg,
59963792,"[['9:45'], ['a.m.'], ['-'], ['10:00'], ['a.m.']]",1,9:45 a.m. - 10:00 a.m.,NA,remarks,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ALGER_AUTRAIN_FISHc_0025_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ALGER_AUTRAIN_FISHc_0025_2.jpeg,
59963898,"[['Reset', 'rest'], ['#', ''], ['to', 'to'], ['parallel', 'parallel'], ['to', 'to'], ['shore', 'shore'], ['from', 'from'], ['perpendicular', 'perpendicular'], ['to', 'to'], ['shore', 'shore']]",1.8,Reset # to parallel to shore from perpendicular to shore,Reset # to parallel to shore from perpendicular to shore,remarks,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ALGER_BEAVER_FISHc_0014_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ALGER_BEAVER_FISHc_0014_2.jpeg,
59964209,"[['1.', ''], ['16', '16BG'], ['BG', ''], ['(4.3', '(4.3-5.7)'], ['-', ''], ['5.7)', ''], ['a', ''], ['NP', 'NP'], ['(19.4).', '(19.4)'], ['2.', '13BG'], ['13', '(4.3-6.0)'], ['BG', '11BG'], ['(4.3', '(4.3-6.0)'], ['-', ''], ['6.0)', ''], ['3.', ''], ['11', ''], ['BG', ''], ['(4.3', ''], ['-', ''], ['6.0)', '']]",1.047619048,1. 16 BG (4.3 - 5.7) a NP (19.4). 2. 13 BG (4.3 - 6.0) 3. 11 BG (4.3 - 6.0),16BG (4.3-5.7) 1NP (19.4) 13BG (4.3-6.0) 11BG (4.3-6.0),remarks,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ALGER_LEGIONPINE_FISHc_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ALGER_LEGIONPINE_FISHc_0001_2.jpeg,
59964498,"[['Plankton', '', '', ''], ['swarms', '', '', ''], ['noted', '', '', ''], ['on', '', '', ''], ['August', '', '', ''], ['14,', '', '', ''], ['1947.', '', '', ''], ['See', 'See', 'See', 'See'], ['Proposals.', 'Proposals.', 'Proposals.', 'proposals.']]",1.555555556,"Plankton swarms noted on August 14, 1947. See Proposals.",See Proposals.,remarks,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ALGER_TRUMAN_FISHc_0004_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ALGER_TRUMAN_FISHc_0004_2.jpeg,
59964519,"[['No', 'No', 'No'], ['thermocline', 'thermocline', 'thermocline'], ['evident.', 'evident.', 'evident'], ['Lake', 'Lake', ''], ['appears', 'appears', ''], ['heavily', 'heavily', ''], ['fished.', 'fished.', ''], ['Restock', 'Restock', ''], ['with', 'with', ''], ['Brook', 'Brook', ''], ['Trout', 'Trout', ''], ['when', 'when', ''], ['possible.', 'possible.', ''], ['', 'Stomach', ''], ['', 'contents:', ''], ['', 'Dragonfly', ''], ['', '-', ''], ['', 'naids.', ''], ['Surface', 'Surface', 'Surface'], ['Temp', 'Temp.', 'Tem.'], ['78', '78', '78'], ['O2', '02', 'O2'], ['6ppm', '6ppm.', '6'], ['', '', 'ppm'], ['Bottom', 'Bottom', 'Bottom'], ['Temp.', 'Temp', 'Temp.'], ['70', '70', '70'], ['O2', '02', 'O2'], ['8.5ppm', '8.5', '8.5'], ['', 'ppm', 'ppm'], ['', '', 'Restock'], ['', '', 'with'], ['', '', 'Brook'], ['', '', 'Trout'], ['', '', 'when'], ['', '', 'possible.'], ['Stomack', '', 'Stomach'], ['contents:', '', 'contents:'], ['Dragonfly-naids.', '', 'Dragonfly-naids.']]",1.769230769,No thermocline evident. Lake appears heavily fished. Restock with Brook Trout when possible. Stomach contents: Dragonfly - naids. Surface Temp 78 O2 6ppm ppm Bottom Temp. 70 O2 8.5 ppm Restock with Brook Trout when possible. Stomack contents: Dragonfly-naids.,"No thermocline evident. Surface Temp. 78 O2 6ppm
Lake appears heavily fished. Bottom Temp. 70 O2 8.5 ppm
Restock with Brook Trout when possible. Stomack contents:Dragonfly- naids.",remarks,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ALGER_VIOLET_FISHc_0004_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ALGER_VIOLET_FISHc_0004_2.jpeg,
59964520,"[['Numerous'], ['insect'], ['larvae'], ['observed'], ['along'], ['edge'], ['of'], ['bog'], ['mat'], ['and'], ['back'], ['swimmers'], ['and'], ['water'], ['boatmen.']]",1,Numerous insect larvae observed along edge of bog mat and back swimmers and water boatmen.,NA,remarks,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ALGER_VIOLET_FISHc_0003_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ALGER_VIOLET_FISHc_0003_2.jpeg,
59964618,"[['All', 'All'], ['fish', 'fish'], ['preserved.', 'preserved']]",1.666666667,All fish preserved.,All fish preserved,remarks,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ALLEGAN_GREEN_FISHc_0029_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ALLEGAN_GREEN_FISHc_0029_2.jpeg,
59964750,"[['Mayfly'], ['nymphs'], ['(burrowing'], ['type),'], ['midge'], ['larvae,'], ['caddis'], ['larvae,'], ['crayfish,'], ['Odonata'], ['naiads'], ['and'], ['adults'], ['of'], ['the'], ['insects.']]",1,"Mayfly nymphs (burrowing type), midge larvae, caddis larvae, crayfish, Odonata naiads and adults of the insects.",NA,remarks,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ALPENA_LONG_FISHc_0026_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ALPENA_LONG_FISHc_0026_2.jpeg,
59964848,"[['Net', 'Net'], ['set', 'set'], ['perpendicular', 'perpendicular'], ['to', 'to'], ['both', 'both'], ['shores', 'shore'], ['across', 'across'], ['the', 'the'], ['deepest', 'deepest'], ['part', 'part'], ['of', 'of'], ['the', 'the'], ['lake', 'lake'], ['here.', 'here']]",1.857142857,Net set perpendicular to both shores across the deepest part of the lake here.,net set perpendicular to both shores across the deepest part of the lake here,remarks,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ANTRIM_CLAM_FISHc_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ANTRIM_CLAM_FISHc_0001_2.jpeg,
59964861,"[['net', 'Net'], ['set', 'set'], ['near', 'near'], ['dropoff', 'drop'], ['', 'off'], ['from', 'from'], ['shallow', 'shallow'], ['shoal', 'shoal'], ['in', 'in'], ['heavy', 'heavy'], ['vegetation', 'vegetation.']]",1.636363636,net set near dropoff off from shallow shoal in heavy vegetation,net set near dropoff off from shallow shoal in heavy vegetation,remarks,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ANTRIM_CLAM_FISHc_0013_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ANTRIM_CLAM_FISHc_0013_2.jpeg,
59964884,"[['3', '3', '3'], ['nets', 'nets', 'nets'], ['set', 'set', 'set'], ['75-85', '75-85', '75-85'], ['ft.;', 'ft;', 'ft;'], ['4', '4', '4'], ['nets', 'meters', 'nets'], ['sets', 'set', 'set'], ['as', 'as', 'as'], ['follows', 'follower', 'follows'], ['(ft.)', '(ft.)', '(ft.)'], ['75-100,', '75-100,', '75'], ['128-140,', '128-140,', '-'], ['40-100,', '40-100,', '100,'], ['70-90,', '70-90,', '128'], ['125-130,', '125-130,', '-'], ['90-140,', '90-140,', '140,'], ['', '', '40'], ['', '', '-'], ['', '', '100,'], ['', '', '70'], ['', '', '-'], ['', '', '90,'], ['', '', '125'], ['', '', '-'], ['', '', '130,'], ['', '', '90'], ['', '', '-'], ['', '', '140,'], ['', '', '75'], ['', '', '-'], ['75-105,', '75-105,', '105,'], ['and', 'and', 'and'], ['', '', '50'], ['', '', '-'], ['50-125.', '50-125.', '125.']]",1.777777778,"3 nets set 75-85 ft; 4 nets set as follows (ft.) 75-100, 128-140, 40-100, 70-90, 125-130, 90-140, 40 - 100, 70 - 90, 125 - 130, 90 - 140, 75 - 75-105, and 50 - 50-125.","3 nets set 75-85 ft; 4 nets set as follows (ft.) 75-100, 128-140, 40-100, 70-90, 125-130, 90-140, 75-105, and 50 - 50-125.",remarks,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ANTRIM_ELK_FISHc_0020_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ANTRIM_ELK_FISHc_0020_2.jpeg,
59964885,"[['Nets', 'Nets'], ['set', 'set'], ['at', 'at'], ['depths', 'depths'], ['as', 'as'], ['follows:', 'follows:'], ['10', ""10-32';""], ['-', ""40-100';""], ['32,', ''], ['40', ""10-10';""], ['-', ""20-32';""], ['100,', ''], ['10', ""10-17';""], ['-', ''], ['10,', ''], ['20', ''], ['-', ''], ['32,', ''], ['10', ''], ['-', ''], ['17,', ''], ['7', ''], ['-', ''], ['30,', ""7-30';""], ['8', ''], ['-', ''], ['38.', ""8-38'.""], ['The', 'The'], ['above', 'above'], ['includes', 'indicates'], ['4', '4'], ['nets', 'nets'], ['tied', 'tied'], ['together', 'together'], ['and', 'and'], ['set', 'set'], ['at', 'at'], ['40', ''], ['-', ''], ['100', ""40-100'.""], ['ft.', '']]",1.365853659,"Nets set at depths as follows: 10 - 32, 40 - 100, 10 - 10, 20 - 32, 10 - 17, 7 - 30, 8 - 38. The above includes 4 nets tied together and set at 40 - 100 ft.","nets set at depths as follows: 10 - 32, 40 - 100, 10 - 10, 20 - 32, 10 - 17, 7 - 30, 8 - 38. The above includes 4 nets tied together and set at 40 - 100 ft.",remarks,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ANTRIM_ELK_FISHc_0022_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ANTRIM_ELK_FISHc_0022_2.jpeg,
59964886,"[['Nets', 'nets', 'Nets'], ['set', 'set', 'set'], ['in', 'in', 'in'], ['depths', 'depths', 'depths'], ['as', 'as', 'as'], ['follows:', 'follows:', 'follows:'], ['4', '4', '4'], ['at', 'at', 'at'], [""70-90';"", '70-90,', '70'], ['', '', '-'], ['', '', '90,'], ['4', '4', '4'], ['at', 'at', 'at'], [""12-22';"", '12-22,', '12'], ['', '', '-'], ['', '', '22,'], ['3', '3', '3'], ['at', 'at', 'at'], [""20-95';"", '20-95', '20'], ['', '', '-'], ['', '', '95,'], ['1', '1', '1'], ['at', 'aat', 'at'], [""10-25';"", '10-25,', '10'], ['', '', '-'], ['', '', '25,'], ['1', '1', '1'], ['at', 'at', 'at'], [""18-18';"", '18-18,', '18'], ['', '', '-'], ['', '', '18,'], ['1', '1', '1'], ['at', 'at', 'at'], [""23-27'"", '23-27', '23'], ['', '', '-'], ['', '', '27.']]",1.944444444,"Nets set in depths as follows: 4 at 70-90'; - 90, 4 at 12-22'; - 22, 3 at 20-95'; - 95, 1 at 10-25'; - 25, 1 at 18-18'; - 18, 1 at 23-27' - 27.","Nets set in depths as follows: 4 at 70-90, 4 at 12-22, 3 at 20-95, 1 at 10-25, 1 at 18-18, 1 at 23-27.",remarks,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ANTRIM_ELK_FISHc_0023_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ANTRIM_ELK_FISHc_0023_2.jpeg,
59964929,"[['NO', 'No', 'No'], ['FISH', 'Fish', 'fish']]",1.5,No FISH,NO FISH,remarks,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ANTRIM_GREEN_FISHc_0004_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ANTRIM_GREEN_FISHc_0004_2.jpeg,
59964960,"[['Net', 'Net'], ['set', 'set'], ['perpendicular', 'perpendicular'], ['to', 'to'], ['drop', 'drop'], ['off', 'off'], ['in', 'in'], ['an', ''], ['area', 'area'], ['used', 'used'], ['by', 'by'], ['fishermen', 'fishermen'], ['in', 'in'], ['trolling.', 'trolling.']]",1.928571429,Net set perpendicular to drop off in an area used by fishermen in trolling.,Net set perpendicular to drop off in an area used by fishermen in trolling.,remarks,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ANTRIM_INTERMEDIATE_FISHc_0016_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ANTRIM_INTERMEDIATE_FISHc_0016_2.jpeg,
59964969,"[['Net', 'Net'], ['set', 'set'], ['perpendicular', 'perpendicular'], ['to', 'to'], ['drop', 'dropoff.'], ['off', '']]",1.666666667,Net set perpendicular to drop off,Net set perpendicular to drop off,remarks,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ANTRIM_INTERMEDIATE_FISHc_0025_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ANTRIM_INTERMEDIATE_FISHc_0025_2.jpeg,
59964975,"[['Net', 'Net', 'NET'], ['set', 'set', 'SET'], ['perpendicular', 'perpendicular', 'PERPENDICULAR'], ['to', 'to', 'TO'], ['dropoff.', 'drop', 'DROPOFFF'], ['', 'off', '']]",1.666666667,Net set perpendicular to dropoff. off,Net set perpendicular to dropoff.,remarks,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ANTRIM_INTERMEDIATE_FISHc_0031_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ANTRIM_INTERMEDIATE_FISHc_0031_2.jpeg,
