subject_id,gear_used_kind,gear_used_mesh,gear_used_length,gear,gear2,number,gear_mesh,mesh_units,gear_length,length_units,gear_effort,gear_effort_units,front,back,comments
58750744,2 gill nets - nylon,1 - 1.5inches bar 1 exp.,125feet feet ea.,gill,exp,1,,,125,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_Marion_FISHc_106.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_Marion_FISHc_107.jpg,
58750744,2 gill nets - nylon,1 - 1.5inches bar 1 exp.,125feet feet ea.,gill,bar,1,1.5,inches,125,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_Marion_FISHc_106.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_Marion_FISHc_107.jpg,
58750746,2 nylon gill nets,1 exp. 1 exp 1-1½.5 bar,125feet ea.,gill,exp,1,,,125,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_Marion_FISHc_114.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_Marion_FISHc_115.jpg,
58750746,2 nylon gill nets,1 exp. 1 exp 1-1½.5 bar,125feet ea.,gill,bar,1,1.5,inches,125,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_Marion_FISHc_114.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_Marion_FISHc_115.jpg,
58750747,2 - linen gill nets,"1.5 inch bar, experimental",125feet feet each,gill,experimental,1,,,125,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_Marion_FISHc_116.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_Marion_FISHc_117.jpg,
58750747,2 - linen gill nets,"1.5 inch bar, experimental",125feet feet each,gill,bar,1,1.5,inches,125,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_Marion_FISHc_116.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_Marion_FISHc_117.jpg,
58750763,4 nylon gill nets,1 - 1.5inches bar 3 exp.,1 250feet 3 125feet ea.,gill,exp,3,,,125,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_Mastadon_FISHc_013.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_Mastadon_FISHc_014.jpg,
58750763,4 nylon gill nets,1 - 1.5inches bar 3 exp.,1 250feet 3 125feet ea.,gill,bar,1,1.5,inches,250,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_Mastadon_FISHc_013.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_Mastadon_FISHc_014.jpg,
58750811,bag seine - angling,1/8 - 0.25inches,35feet,seine,bag,1,0.125-0.25,inches,35,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_Ormes_FISHc_028.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_Ormes_FISHc_029.jpg,
58750811,bag seine - angling,1/8 - 0.25inches,35feet,rod,angling,NA,,,,,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_Ormes_FISHc_028.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_Ormes_FISHc_029.jpg,
58750817,5 nylon gill nets,4 exp. 1 1.5inches bar,4 - 125feet ea. 1 - 250feet,gill,exp,4,,,125,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_OxbowLittle_FISHc_026.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_OxbowLittle_FISHc_027.jpg,
58750817,5 nylon gill nets,4 exp. 1 1.5inches bar,4 - 125feet ea. 1 - 250feet,gill,bar,1,1.5,inches,250,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_OxbowLittle_FISHc_026.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_OxbowLittle_FISHc_027.jpg,
58750822,"4-125 x gill nets (2 exp., 1-1.5 inch bar, 1-0.75inches inch bar)","experimental, 1 inch  bar, 1.5 inch bar",125 feet,gill,exp,2,,,125,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_OxbowLittle_FISHc_036.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_OxbowLittle_FISHc_037.jpg,
58750822,"4-125 x gill nets (2 exp., 1-1.5 inch bar, 1-0.75inches inch bar)","experimental, 1 inch  bar, 1.5 inch bar",125 feet,gill,bar,1,1.5,inches,125,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_OxbowLittle_FISHc_036.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_OxbowLittle_FISHc_037.jpg,
58750822,"4-125 x gill nets (2 exp., 1-1.5 inch bar, 1-0.75inches inch bar)","experimental, 1 inch  bar, 1.5 inch bar",125 feet,gill,bar,1,0.75,inches,125,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_OxbowLittle_FISHc_036.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_OxbowLittle_FISHc_037.jpg,
58750825,3-125feet gill nets (2 exp. 1 - 1.5inchesbar),"experimental, 1 inch  bar, 1.5 inch bar",125 feet,gill,exp,2,,,125,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_OxbowLittle_FISHc_038.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_OxbowLittle_FISHc_039.jpg,
58750825,3-125feet gill nets (2 exp. 1 - 1.5inchesbar),"experimental, 1 inch  bar, 1.5 inch bar",125 feet,gill,bar,1,1.5,bar,125,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_OxbowLittle_FISHc_038.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_OxbowLittle_FISHc_039.jpg,
58750830,4 nylon gill nets,3 exp. 1 1 1.5inches bar,3 125feet feet ea. 1 250feet feet,gill,exp,3,,,125,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_Pigeon_FISHc_007.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_Pigeon_FISHc_008.jpg,
58750830,4 nylon gill nets,3 exp. 1 1 1.5inches bar,3 125feet feet ea. 1 250feet feet,gill,bar,1,1.5,inches,250,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_Pigeon_FISHc_007.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_Pigeon_FISHc_008.jpg,
58750878,5 fyke nets set 2 nights,0.75inches inches bar,75feet lead; 4feet pot,fyke,fyke,5,0.75,inches,75feet lead; 4feet pot,,2,nights,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_Range_FISHc_013.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_Range_FISHc_014.jpg,
58750879,4 - nylon gill nets,3 exp. 1 1.5 inch bar,3 - 125feet feet ea. 1 250 feet,gill,exp,3,,,125,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_Range_FISHc_011.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_Range_FISHc_012.jpg,
58750879,4 - nylon gill nets,3 exp. 1 1.5 inch bar,3 - 125feet feet ea. 1 250 feet,gill,bar,1,1.5,inches,250,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_Range_FISHc_011.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_Range_FISHc_012.jpg,
58750893,5 nylon gill nets,4 exp. and 1 - 1.5 bar,4 - 125 250feet 1 - 125feet 1-250feet,gill,exp,4,,,125,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_Schneider_FISHc_005.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_Schneider_FISHc_006.jpg,
58750893,5 nylon gill nets,4 exp. and 1 - 1.5 bar,4 - 125 250feet 1 - 125feet 1-250feet,gill,bar,1,1.5,inches,250,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_Schneider_FISHc_005.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_Schneider_FISHc_006.jpg,
58750910,7 fyke nets set 1 night,0.75inches bar,75feet lead - 4feet pot,fyke,fyke,7,0.75,inches,75feet lead;4feet pot,,1,nights,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_Summit_FISHc_007.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_Summit_FISHc_008.jpg,
58750925,4 exp. gill nets for 24 hrs. & 2 (4feet) trap nets for 48 hrs.,NA,125feet feet exp. gill nets.,gill,exp,4,,,125,feet,24,hours,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_Tamarack_FISHc_020.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_Tamarack_FISHc_021.jpg,
58750925,4 exp. gill nets for 24 hrs. & 2 (4feet) trap nets for 48 hrs.,NA,125feet feet exp. gill nets.,trap,trap,2,,,4,feet,48,hours,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_Tamarack_FISHc_020.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Gogebic_Tamarack_FISHc_021.jpg,
58750955,6feet feet common sense and 25feet feet bag seine,NA,NA,seine,bag,1,,,25,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Huron_Huron_FISHc_003.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Huron_Huron_FISHc_004.jpg,
58750955,6feet feet common sense and 25feet feet bag seine,NA,NA,seine,common,1,,,6,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Huron_Huron_FISHc_003.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Huron_Huron_FISHc_004.jpg,
58750958,"1 exp. gill net, 1 2-feet fyke & seine",NA,NA,seine,seine,1,,,2,feet,6,hauls,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Kent_Crawford_FISHc_014.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Kent_Crawford_FISHc_015.jpg,
58750958,"1 exp. gill net, 1 2-feet fyke & seine",NA,NA,gill,exp,1,,,,,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Kent_Crawford_FISHc_014.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Kent_Crawford_FISHc_015.jpg,
58750958,"1 exp. gill net, 1 2-feet fyke & seine",NA,NA,fyke,fyke,1,,,2,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Kent_Crawford_FISHc_014.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part1/Kent_Crawford_FISHc_015.jpg,
58750986,seine,3/8 stretch; common,18 feet bag; 10 feet,seine,bag,1,0.375,inches,18,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/GrandTraverse_Boardman_FISHc_059.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/GrandTraverse_Boardman_FISHc_060.jpg,
58750986,seine,3/8 stretch; common,18 feet bag; 10 feet,seine,common,1,,,10,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/GrandTraverse_Boardman_FISHc_059.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/GrandTraverse_Boardman_FISHc_060.jpg,
58751155,bag seine and common sense seine,NA,30 feet - 20 feet,seine,bag,1,,,30,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/GrandTraverse_Rennie_FISHc_120.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/GrandTraverse_Rennie_FISHc_121.jpg,
58751155,bag seine and common sense seine,NA,30 feet - 20 feet,seine,common,1,,,20,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/GrandTraverse_Rennie_FISHc_120.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/GrandTraverse_Rennie_FISHc_121.jpg,
58751183,"3 trap nets, 3 exp. gill nets",NA,gill nets 125feet each,gill,exp,3,,,125,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Gratiot_AlmaPond_FISHc_012.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Gratiot_AlmaPond_FISHc_013.jpg,
58751183,"3 trap nets, 3 exp. gill nets",NA,gill nets 125feet each,trap,trap,3,,,,,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Gratiot_AlmaPond_FISHc_012.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Gratiot_AlmaPond_FISHc_013.jpg,
58751185,110 ac shocking barge,NA,NA,shock,barge,NA,,,60,minutes,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Gratiot_AlmaPond_FISHc_014.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Gratiot_AlmaPond_FISHc_015.jpg,
58751220,2 nylon gill nets,1-1.5.5inches bar 1 exp.,125feet feet each,gill,exp,1,,,125,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Houghton_Bob_31-585_1959_FISHc_002_01.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Houghton_Bob_31-585_1959_FISHc_002_02.jpg,
58751220,2 nylon gill nets,1-1.5.5inches bar 1 exp.,125feet feet each,gill,bar,1,1.5,inches,125,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Houghton_Bob_31-585_1959_FISHc_002_01.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Houghton_Bob_31-585_1959_FISHc_002_02.jpg,
58751223,2 - linen gill nets,1-1 1.5inches bar and 1 exp.,125feet,gill,exp,1,,,125,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Houghton_Bob_31-585_1959_FISHc_003_01.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Houghton_Bob_31-585_1959_FISHc_003_02.jpg,
58751223,2 - linen gill nets,1-1 1.5inches bar and 1 exp.,125feet,gill,bar,1,1.5,inches,125,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Houghton_Bob_31-585_1959_FISHc_003_01.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Houghton_Bob_31-585_1959_FISHc_003_02.jpg,
58751224,2 - linen gill nets,1 - 1.5inches bar 1-exp. 1 - experimental,125feet,gill,experimental,1,,,125,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Houghton_Bob_31-585_1959_FISHc_004_01.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Houghton_Bob_31-585_1959_FISHc_004_02.jpg,
58751224,2 - linen gill nets,1 - 1.5inches bar 1-exp. 1 - experimental,125feet,gill,bar,1,1.5,inches,125,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Houghton_Bob_31-585_1959_FISHc_004_01.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Houghton_Bob_31-585_1959_FISHc_004_02.jpg,
58751227,2 nylon gill nets,1-1.5inches bar - 1 exp.,125feet,gill,exp,1,,,125,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Houghton_Bob_31-585_1959_FISHc_006_01.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Houghton_Bob_31-585_1959_FISHc_006_02.jpg,
58751227,2 nylon gill nets,1-1.5inches bar - 1 exp.,125feet,gill,bar,1,1.5,inches,125,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Houghton_Bob_31-585_1959_FISHc_006_01.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Houghton_Bob_31-585_1959_FISHc_006_02.jpg,
58751229,2 - nylon gill nets,1-1 - 1.5inches inch bar 1 exp.,125feet feet,gill,exp,1,,,125,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Houghton_Bob_31-585_1959_FISHc_008_01.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Houghton_Bob_31-585_1959_FISHc_008_02.jpg,
58751229,2 - nylon gill nets,1-1 - 1.5inches inch bar 1 exp.,125feet feet,gill,bar,1,1.5,inches,125,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Houghton_Bob_31-585_1959_FISHc_008_01.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Houghton_Bob_31-585_1959_FISHc_008_02.jpg,
58751230,2 - linen gill nets,1-1 - 1.5inches bar 1 exp,125feet,gill,exp,1,,,125,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Houghton_Bob_31-585_1959_FISHc_009_01.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Houghton_Bob_31-585_1959_FISHc_009_02.jpg,
58751230,2 - linen gill nets,1-1 - 1.5inches bar 1 exp,125feet,gill,bar,1,1.5,inches,125,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Houghton_Bob_31-585_1959_FISHc_009_01.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Houghton_Bob_31-585_1959_FISHc_009_02.jpg,
58751236,2 nylon gill nets,1-1.5 inch.5inches bar 1 exp.,125feet feet each,gill,exp,1,,,125,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Houghton_Bob_FISHc_029.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Houghton_Bob_FISHc_030.jpg,
58751236,2 nylon gill nets,1-1.5 inch.5inches bar 1 exp.,125feet feet each,gill,bar,1,1.5,inches,125,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Houghton_Bob_FISHc_029.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Houghton_Bob_FISHc_030.jpg,
58751237,2 - linen gill nets,1-1 - 1.5inches bar 1 exp.,125feet,gill,exp,1,,,125,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Houghton_Bob_FISHc_031.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Houghton_Bob_FISHc_032.jpg,
58751237,2 - linen gill nets,1-1 - 1.5inches bar 1 exp.,125feet,gill,bar,1,1.5,inches,125,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Houghton_Bob_FISHc_031.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Houghton_Bob_FISHc_032.jpg,
58751244,2 - linen gill nets,1 - 1.5inches bar 1 exp.,125feet,gill,exp,1,,,125,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Houghton_Bob_FISHc_043.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Houghton_Bob_FISHc_044.jpg,
58751244,2 - linen gill nets,1 - 1.5inches bar 1 exp.,125feet,gill,bar,1,1.5,inches,125,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Houghton_Bob_FISHc_043.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Houghton_Bob_FISHc_044.jpg,
58751246,2 - nylon gill nets,1-1.5 inch bar 1 exp.,125feet feet,gill,exp,1,,,125,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Houghton_Bob_FISHc_041.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Houghton_Bob_FISHc_042.jpg,
58751246,2 - nylon gill nets,1-1.5 inch bar 1 exp.,125feet feet,gill,bar,1,1.5,inches,125,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Houghton_Bob_FISHc_041.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Houghton_Bob_FISHc_042.jpg,
58751280,2 - nylon gill nets,1-1.5 inch bar 1 exp.,125 feet,gill,exp,1,,,125,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Houghton_Echo_FISHc_016.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Houghton_Echo_FISHc_017.jpg,
58751280,2 - nylon gill nets,1-1.5 inch bar 1 exp.,125 feet,gill,bar,1,1.5,inches,125,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Houghton_Echo_FISHc_016.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Houghton_Echo_FISHc_017.jpg,
58751286,2 - linen gill nets,1-1.5inches bar - 1 exp.,125feet ea.,gill,exp,1,,,125,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Houghton_Echo_FISHc_014.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Houghton_Echo_FISHc_015.jpg,
58751286,2 - linen gill nets,1-1.5inches bar - 1 exp.,125feet ea.,gill,bar,1,1.5,inches,125,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Houghton_Echo_FISHc_014.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Houghton_Echo_FISHc_015.jpg,
58751353,2 linen gill nets,1 exp. 1-1 - 1.5inches bar,125feet feet ea.,gill,exp,1,,,125,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Houghton_Markey_FISHc_037.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Houghton_Markey_FISHc_038.jpg,
58751353,2 linen gill nets,1 exp. 1-1 - 1.5inches bar,125feet feet ea.,gill,bar,1,1.5,inches,125,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Houghton_Markey_FISHc_037.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Houghton_Markey_FISHc_038.jpg,
58751354,2 nylon gill nets,1-1 - 1.5inches bar 1 exp.,125feet ea,gill,exp,1,,,125,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Houghton_Markey_FISHc_035.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Houghton_Markey_FISHc_036.jpg,
58751354,2 nylon gill nets,1-1 - 1.5inches bar 1 exp.,125feet ea,gill,bar,1,1.5,inches,125,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Houghton_Markey_FISHc_035.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Houghton_Markey_FISHc_036.jpg,
58751361,"2 - 125feet exp. gill nets, 1 - 1-1inches bar mesh gill net","experimental, 1 inch bar",125 feet,gill,exp,2,,,125,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Houghton_Mud55N_FISHc_32W_FISHc_S25-26-35-36_FISHc_019.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Houghton_Mud55N_FISHc_32W_FISHc_S25-26-35-36_FISHc_020.jpg,
58751361,"2 - 125feet exp. gill nets, 1 - 1-1inches bar mesh gill net","experimental, 1 inch bar",125 feet,gill,bar,1,1,inches,,,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Houghton_Mud55N_FISHc_32W_FISHc_S25-26-35-36_FISHc_019.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Houghton_Mud55N_FISHc_32W_FISHc_S25-26-35-36_FISHc_020.jpg,
58751366,5 nylon gill nets,4 exp & 1 - 1.5 inches bar,125feet feet,gill,exp,4,,,125,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Houghton_OnThree_FISHc_029.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss1/FISHc/double/a_first/part2/Houghton_OnThree_FISHc_030.jpg,
