subject_id,gear_used_kind,gear_used_length,gear_used_mesh,gear,gear2,number,gear_mesh,mesh_units,gear_length,length_units,gear_set,gear_set_units,front,back,comments
59965411,2 linen gill nets,125feet,"1 - 1 .25inches bar, 1 exp.",gillnet,bar,1,1.25,inches,125,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARAGA_PRICKETT_FISHc_0004_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARAGA_PRICKETT_FISHc_0004_2.jpeg,
59965412,2 linen gill nets,125feet,"1 - 1 .25inches bar, 1 exp.",gillnet,exp,1,,,125,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARAGA_PRICKETT_FISHc_0005_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARAGA_PRICKETT_FISHc_0005_2.jpeg,
59965412,2 linen gill nets,125feet,"1 - 1 .25inches bar, 1 exp.",gillnet,bar,1,1.25,inches,125,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARAGA_PRICKETT_FISHc_0005_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARAGA_PRICKETT_FISHc_0005_2.jpeg,
59965419,"3 -125feet gill nets (1 -125feet x 1inches bar, 2 -125feet graded experimental)",NA,NA,gillnet,experimental,2,,,125,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARAGA_ROLAND_FISHc_0009_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARAGA_ROLAND_FISHc_0009_2.jpeg,
59965419,"3 -125feet gill nets (1 -125feet x 1inches bar, 2 -125feet graded experimental)",NA,NA,gillnet,bar,1,1,inches,125,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARAGA_ROLAND_FISHc_0009_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARAGA_ROLAND_FISHc_0009_2.jpeg,
59965471, 2-125feet gill nets (1 -125feet x 1inches bar mesh 1 -125feet graded experimental),NA,NA,gillnet,exp,1,,,125,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARAGA_SUMMIT_FISHc_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARAGA_SUMMIT_FISHc_0001_2.jpeg,
59965471, 2-125feet gill nets (1 -125feet x 1inches bar mesh 1 -125feet graded experimental),NA,NA,gillnet,bar,1,1,inches,125,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARAGA_SUMMIT_FISHc_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARAGA_SUMMIT_FISHc_0001_2.jpeg,
59965550,bag & common sense seines,125 feet & 20 feet,.25 inches and common.,seine,bag,1,0.25,inches,125,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_BARLOW_FISHc_0027_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_BARLOW_FISHc_0027_2.jpeg,
59965550,bag & common sense seines,125 feet & 20 feet,.25 inches and common.,seine,common,1,,,20,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_BARLOW_FISHc_0027_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_BARLOW_FISHc_0027_2.jpeg,
59965551,bag and common sense seines,125 feet and 20 feet,.25 inches and common.,seine,bag,1,0.25,inches,125,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_BARLOW_FISHc_0028_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_BARLOW_FISHc_0028_2.jpeg,
59965551,bag and common sense seines,125 feet and 20 feet,.25 inches and common.,seine,common,1,,,20,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_BARLOW_FISHc_0028_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_BARLOW_FISHc_0028_2.jpeg,
59965567,experim. gill (portion),75 feet,.75inches - 1.5inches bar,gillnet,experim,1,.75-1.5,inches,75,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_BIGCEDAR_FISHc_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_BIGCEDAR_FISHc_0001_2.jpeg,
59965570,exp. gill net (portions of),100feet feet,1 .25 - 1.5inches bar,gillnet,exp,1,1.25-1.5,inches,100,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_BIGCEDAR_FISHc_0003_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_BIGCEDAR_FISHc_0003_2.jpeg,
59965622,bag seine and common sense seine,30feet and 10feet,.25inches in bag; common. sense,seine,bag,1,0.25,inches,30,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_FAIR_FISHc_0005_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_FAIR_FISHc_0005_2.jpeg,
59965622,bag seine and common sense seine,30feet and 10feet,.25inches in bag; common. sense,seine,common,1,,,10,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_FAIR_FISHc_0005_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_FAIR_FISHc_0005_2.jpeg,
59965648,2 gill nets - 1.5inches inch and 2.5inches ; 1 seine 25feet  bag .25inches ,NA,NA,seine,bag,1,0.25,inches,25,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_FINE_FISHc_0009_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_FINE_FISHc_0009_2.jpeg,
59965648,2 gill nets - 1.5inches inch and 2.5inches ; 1 seine 25feet  bag .25inches ,NA,NA,gillnet,gill,2,1.5-2.2,inches,,,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_FINE_FISHc_0009_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_FINE_FISHc_0009_2.jpeg,
59965695,bag seine and common. seine,25 feet and 10 feet,.25 and 1/6 inches,seine,bag,1,0.25,inches,25,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_GULL_FISHc_0011_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_GULL_FISHc_0011_2.jpeg,
59965695,bag seine and common. seine,25 feet and 10 feet,.25 and 1/6 inches,seine,common,1,0.167,inches,10,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_GULL_FISHc_0011_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_GULL_FISHc_0011_2.jpeg,
59965708,bag seine and common. minnow seine,100 feet and 10 feet,.25 inches & 1/6 inches,seine,bag,1,0.25,inches,100,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_GULL_FISHc_0023_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_GULL_FISHc_0023_2.jpeg,
59965708,bag seine and common. minnow seine,100 feet and 10 feet,.25 inches & 1/6 inches,seine,common,1,0.167,inches,10,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_GULL_FISHc_0023_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_GULL_FISHc_0023_2.jpeg,
59965791,bag seine and common sense seine,120 feet and 20 feet,NA,seine,bag,1,,,120,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_GUN_FISHc_0058_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_GUN_FISHc_0058_2.jpeg,
59965791,bag seine and common sense seine,120 feet and 20 feet,NA,seine,common,1,,,20,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_GUN_FISHc_0058_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_GUN_FISHc_0058_2.jpeg,
59965813,common sense & bag seines,10feet & 25feet,common. & .25inches in bag,seine,bag,1,0.25,inches,25,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_JORDAN_FISHc_0007_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_JORDAN_FISHc_0007_2.jpeg,
59965813,common sense & bag seines,10feet & 25feet,common. & .25inches in bag,seine,common,1,,,10,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_JORDAN_FISHc_0007_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_JORDAN_FISHc_0007_2.jpeg,
59965828,common sense and bag seines,10feet & 25feet,common. & .25inches inches in bag,seine,bag,1,0.25,inches,25,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_JORDAN_FISHc_0023_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_JORDAN_FISHc_0023_2.jpeg,
59965828,common sense and bag seines,10feet & 25feet,common. & .25inches inches in bag,seine,common,1,,,10,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_JORDAN_FISHc_0023_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_JORDAN_FISHc_0023_2.jpeg,
59965921,bag and common sense seines,25feet feet and 10feet feet,.25inches and & common.,seine,bag,1,0.25,inches,25,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_PINE1N10W5678_FISHc_0028_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_PINE1N10W5678_FISHc_0028_2.jpeg,
59965921,bag and common sense seines,25feet feet and 10feet feet,.25inches and & common.,seine,common,1,,,10,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_PINE1N10W5678_FISHc_0028_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_PINE1N10W5678_FISHc_0028_2.jpeg,
59965939,20 feet common sense seine - 2 collections; 90 feet bag seine 0.5inches square mesh - 2 collections,NA,NA,seine,bag,1,0.5,inches,90,feet,2,collections,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_PINE2N9WSEC8_FISHc_0017_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_PINE2N9WSEC8_FISHc_0017_2.jpeg,
59965939,20 feet common sense seine - 2 collections; 90 feet bag seine 0.5inches square mesh - 2 collections,NA,NA,seine,common,1,,,20,feet,2,collections,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_PINE2N9WSEC8_FISHc_0017_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_PINE2N9WSEC8_FISHc_0017_2.jpeg,
59965961,bag seine and common sense seines,25feet & 10feet,.5inches-.25inches 7 .25inches & common.,seine,bag,1,.25-.5,inches,25,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_WALL_FISHc_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_WALL_FISHc_0001_2.jpeg,
59965961,bag seine and common sense seines,25feet & 10feet,.5inches-.25inches 7 .25inches & common.,seine,common,1,,,10,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_WALL_FISHc_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_WALL_FISHc_0001_2.jpeg,
59966092,230 v ac-dc electro shocking barge,2.5 hours,NA,shock,barge,NA,230,V,,,2.5,hours,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BENZIE_LONG_FISHc_0002_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BENZIE_LONG_FISHc_0002_2.jpeg,
59966155,bag seine,125feet,.25inches bar,seine,bag,1,0.25,inches,125,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BRANCH_ARCHER_FISHc_0003_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BRANCH_ARCHER_FISHc_0003_2.jpeg,
59966156,125feet bag seine,125feet,.25inches bar,seine,bag,1,0.25,inches,125,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BRANCH_BARTHOLOMEW_FISHc_0002_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BRANCH_BARTHOLOMEW_FISHc_0002_2.jpeg,
59966353,common. & and bag seine,10feet; and 30feet,common. & and .25inches in bag,seine,bag,1,0.25,inches,30,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/CALHOUN_BEADLE_FISHc_0002_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/CALHOUN_BEADLE_FISHc_0002_2.jpeg,
59966353,common. & and bag seine,10feet; and 30feet,common. & and .25inches in bag,seine,common,1,,,10,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/CALHOUN_BEADLE_FISHc_0002_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/CALHOUN_BEADLE_FISHc_0002_2.jpeg,
59966356,common. & bag seine,10feet; 30feet,common. & .25inches in bag,seine,bag,1,0.25,inches,30,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/CALHOUN_BEADLE_FISHc_0006_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/CALHOUN_BEADLE_FISHc_0006_2.jpeg,
59966356,common. & bag seine,10feet; 30feet,common. & .25inches in bag,seine,common,1,,,10,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/CALHOUN_BEADLE_FISHc_0006_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/CALHOUN_BEADLE_FISHc_0006_2.jpeg,
59966463,"gill net, rod and line",125 feet,experimental,gillnet,experimental,1,,,125,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/CALHOUN_WABASCON_FISHc_0007_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/CALHOUN_WABASCON_FISHc_0007_2.jpeg,
59966463,"gill net, rod and line",125 feet,experimental,rod,rod,NA,,,,,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/CALHOUN_WABASCON_FISHc_0007_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/CALHOUN_WABASCON_FISHc_0007_2.jpeg,
59966471,common sense seine & bag seine,10feet & 25feet,common. & .25inches in bag,seine,bag,1,0.25,inches,25,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/CALHOUN_WARNER_FISHc_0007_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/CALHOUN_WARNER_FISHc_0007_2.jpeg,
59966471,common sense seine & bag seine,10feet & 25feet,common. & .25inches in bag,seine,common,1,,,10,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/CALHOUN_WARNER_FISHc_0007_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/CALHOUN_WARNER_FISHc_0007_2.jpeg,
59966474,common sense & bag seine,10feet feet and 25feet feet,common. & .25inches inch in bag,seine,bag,1,0.25,inches,25,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/CALHOUN_WARNER_FISHc_0008_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/CALHOUN_WARNER_FISHc_0008_2.jpeg,
59966474,common sense & bag seine,10feet feet and 25feet feet,common. & .25inches inch in bag,seine,common,1,,,10,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/CALHOUN_WARNER_FISHc_0008_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/CALHOUN_WARNER_FISHc_0008_2.jpeg,
59966484,common sense & bag seine,10feet and 25feet,common. & .25inches in bag,seine,bag,1,0.25,inches,25,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/CALHOUN_WARNER_FISHc_0017_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/CALHOUN_WARNER_FISHc_0017_2.jpeg,
59966484,common sense & bag seine,10feet and 25feet,common. & .25inches in bag,seine,common,1,,,10,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/CALHOUN_WARNER_FISHc_0017_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/CALHOUN_WARNER_FISHc_0017_2.jpeg,
59966490,common sense seine & bag seine,10feet & 25feet,common. & .25inches in bag,seine,bag,1,0.25,inches,25,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/CALHOUN_WARNER_FISHc_0018_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/CALHOUN_WARNER_FISHc_0018_2.jpeg,
59966490,common sense seine & bag seine,10feet & 25feet,common. & .25inches in bag,seine,common,1,,,10,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/CALHOUN_WARNER_FISHc_0018_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/CALHOUN_WARNER_FISHc_0018_2.jpeg,
59966540,seine,125 feet bag & 10 feet,common. sense and 3/8,seine,bag,1,0.375,inches,125,feet,17,hauls,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/CASS_CABLE_FISHc_0007_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/CASS_CABLE_FISHc_0007_2.jpeg,
59966540,seine,125 feet bag & 10 feet,common. sense and 3/8,seine,common,1,,,10,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/CASS_CABLE_FISHc_0007_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/CASS_CABLE_FISHc_0007_2.jpeg,
59966545,exp. gill net,125 feet,.75-1.5 inch.5inches bar,gillnet,exp,1,.75-1.5,inches,125,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/CASS_CABLE_FISHc_0012_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/CASS_CABLE_FISHc_0012_2.jpeg,
59966546,exp. gill net,125 feet,.75 - 2inches bar,gillnet,exp,1,.75-2,inches,125,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/CASS_CABLE_FISHc_0010_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/CASS_CABLE_FISHc_0010_2.jpeg,
59966560,"rod and line, seines","10, 30, 100 feet","common sense, 0.25,0.5",seine,common,1,,,10,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/CASS_CHRISTIAN_FISHc_0013_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/CASS_CHRISTIAN_FISHc_0013_2.jpeg,
59966560,"rod and line, seines","10, 30, 100 feet","common sense, 0.25,0.5",seine,seine,1,0.25,inches,30,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/CASS_CHRISTIAN_FISHc_0013_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/CASS_CHRISTIAN_FISHc_0013_2.jpeg,
59966560,"rod and line, seines","10, 30, 100 feet","common sense, 0.25,0.5",seine,seine,1,0.5,inches,100,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/CASS_CHRISTIAN_FISHc_0013_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/CASS_CHRISTIAN_FISHc_0013_2.jpeg,
59966560,"rod and line, seines","10, 30, 100 feet","common sense, 0.25,0.5",rod,rod,NA,,,,,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/CASS_CHRISTIAN_FISHc_0013_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/CASS_CHRISTIAN_FISHc_0013_2.jpeg,
59966615,gill nets and wire trap nets,see remarks,see remarks,gillnet,gill,1,3,inches,100,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/CASS_FISHLITTLE_FISHc_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/CASS_FISHLITTLE_FISHc_0001_2.jpeg,
59966615,gill nets and wire trap nets,see remarks,see remarks,gillnet,gill,1,2,inches,100,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/CASS_FISHLITTLE_FISHc_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/CASS_FISHLITTLE_FISHc_0001_2.jpeg,
59966615,gill nets and wire trap nets,see remarks,see remarks,gillnet,gill,1,1.25,inches,100,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/CASS_FISHLITTLE_FISHc_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/CASS_FISHLITTLE_FISHc_0001_2.jpeg,
59966615,gill nets and wire trap nets,see remarks,see remarks,trap net,trap,2,,,,,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/CASS_FISHLITTLE_FISHc_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/CASS_FISHLITTLE_FISHc_0001_2.jpeg,
59966623,"common sense seine, bag seine",20feet and 30feet,NA,seine,bag,1,,,30,feet,1,hauls,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/CASS_HARWOOD_FISHc_0014_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/CASS_HARWOOD_FISHc_0014_2.jpeg,
59966623,"common sense seine, bag seine",20feet and 30feet,NA,seine,common,1,,,20,feet,4,hauls,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/CASS_HARWOOD_FISHc_0014_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/CASS_HARWOOD_FISHc_0014_2.jpeg,
59966627,bag seine and common sense seine,30feet and 20feet,NA,seine,bag,1,,,30,feet,3,hauls,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/CASS_HARWOOD_FISHc_0013_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/CASS_HARWOOD_FISHc_0013_2.jpeg,
59966627,bag seine and common sense seine,30feet and 20feet,NA,seine,common,1,,,20,feet,2,hauls,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/CASS_HARWOOD_FISHc_0013_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/CASS_HARWOOD_FISHc_0013_2.jpeg,
59966677,"bag seine, common sense",30feet + 10feet,NA,seine,bag,1,,,30,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Kalamazoo_Austin_FISHc_053.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Kalamazoo_Austin_FISHc_054.jpg,
59966677,"bag seine, common sense",30feet + 10feet,NA,seine,common,1,,,10,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Kalamazoo_Austin_FISHc_053.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Kalamazoo_Austin_FISHc_054.jpg,
59966678,"bag seine, common commom sense",30feet x 10feet,NA,seine,bag,1,,,30,feet,3,hauls,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Kalamazoo_Austin_FISHc_051.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Kalamazoo_Austin_FISHc_052.jpg,ask kevin
59966678,"bag seine, common commom sense",30feet x 10feet,NA,seine,common,1,,,10,feet,3,hauls,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Kalamazoo_Austin_FISHc_051.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Kalamazoo_Austin_FISHc_052.jpg,ask kevin
59966679,"bag seine, common since",30feet - 10feet,NA,seine,bag,1,,,30,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Kalamazoo_Austin_FISHc_055.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Kalamazoo_Austin_FISHc_056.jpg,
59966679,"bag seine, common since",30feet - 10feet,NA,seine,common,1,,,10,feet,,,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Kalamazoo_Austin_FISHc_055.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Kalamazoo_Austin_FISHc_056.jpg,
