subject_id,data.aligned_text,data.consensus_score,min,max,units1,column_name,front,back
59964991,"[['69', '69F', ''], ['F-71', '-', '69-71'], ['F', '71F', 'F']]",1.333333333,69,71,F,water_surface_temperature,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ANTRIM_SIXMILE_FISHc_0002_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ANTRIM_SIXMILE_FISHc_0002_2.jpeg
59964993,"[['69-71F', '69F-71F', '69'], ['', '', 'F'], ['', '', '-'], ['', '', '71'], ['', '', 'F']]",1,69,71,NA,water_surface_temperature,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ANTRIM_SIXMILE_FISHc_0003_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ANTRIM_SIXMILE_FISHc_0003_2.jpeg
59964994,"[['69F-73F', '69F-73F', '69F-73F', '69'], ['', '', '', 'F'], ['', '', '', '-'], ['', '', '', '73'], ['', '', '', 'F']]",1.4,69,73,F,water_surface_temperature,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ANTRIM_SIXMILE_FISHc_0006_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ANTRIM_SIXMILE_FISHc_0006_2.jpeg
59965015,"[['73', '73F', '73'], ['F', '', '']]",1.5,73,NA,F,water_surface_temperature,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ANTRIM_SKEGEMOG_FISHc_0009_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ANTRIM_SKEGEMOG_FISHc_0009_2.jpeg
59965018,"[['70', '', '70'], ['F', '20F', '']]",1.5,70,NA,F,water_surface_temperature,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ANTRIM_SKEGEMOG_FISHc_0015_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ANTRIM_SKEGEMOG_FISHc_0015_2.jpeg
59965048,"[['72', '72-degree', '72F'], ['F', 'Fahrenheit', '']]",1,72,NA,F,water_surface_temperature,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ANTRIM_STCLAIR_FISHc_0012_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ANTRIM_STCLAIR_FISHc_0012_2.jpeg
59965063,"[['63F', '63', '63'], ['', 'F', '']]",1.5,63,NA,F,water_surface_temperature,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ANTRIM_TORCH_FISHc_0016_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ANTRIM_TORCH_FISHc_0016_2.jpeg
59965069,"[['58F', '58F', '58'], ['', '', 'F']]",1.5,58,NA,F,water_surface_temperature,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ANTRIM_TORCH_FISHc_0022_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ANTRIM_TORCH_FISHc_0022_2.jpeg
59965073,"[['59F', '59', '59F'], ['', 'F', '']]",1.5,59,NA,F,water_surface_temperature,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ANTRIM_TORCH_FISHc_0025_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ANTRIM_TORCH_FISHc_0025_2.jpeg
59965074,"[['63F', '63', '63F'], ['', 'F', '']]",1.5,63,NA,F,water_surface_temperature,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ANTRIM_TORCH_FISHc_0027_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ANTRIM_TORCH_FISHc_0027_2.jpeg
59965088,"[['68', '68F', '68'], ['F', '', '']]",1.5,68,NA,F,water_surface_temperature,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ANTRIM_TORCH_FISHc_0042_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ANTRIM_TORCH_FISHc_0042_2.jpeg
59965126,"[['63F', '63F', '63'], ['', '', 'F']]",1.5,63,NA,F,water_surface_temperature,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ANTRIM_TORCH_FISHc_0079_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ANTRIM_TORCH_FISHc_0079_2.jpeg
59965140,"[['72', '72', '72F'], ['F', '', '']]",1.5,72,NA,F,water_surface_temperature,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ANTRIM_TORCH_FISHc_0093_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ANTRIM_TORCH_FISHc_0093_2.jpeg
59965143,"[['79', '79F', '79F'], ['F', '', '']]",1.5,79,NA,F,water_surface_temperature,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ANTRIM_WILSON_FISHc_0002_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ANTRIM_WILSON_FISHc_0002_2.jpeg
59965157,"[['71', '71', '71F'], ['F', '', '']]",1.5,71,NA,F,water_surface_temperature,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ANTRIM_WILSON_FISHc_0015_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ANTRIM_WILSON_FISHc_0015_2.jpeg
59965224,"[['71F', '71F', '71'], ['-', '', 'F'], ['10:00', '(10', ''], ['am', 'am)', '']]",1.25,71,NA,F,water_surface_temperature,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARAGA_BIG_FISHc_0014_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARAGA_BIG_FISHc_0014_2.jpeg
59965230,"[[""4'"", '196C', '196'], ['-', '', 'C'], [""10'"", '', '']]",1,19.6,NA,C,water_surface_temperature,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARAGA_BIG_FISHc_0020_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARAGA_BIG_FISHc_0020_2.jpeg
59965236,"[['220C', '220C', '220'], ['', '', 'C']]",1.5,22,NA,C,water_surface_temperature,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARAGA_CLAIRE_FISHc_0002_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARAGA_CLAIRE_FISHc_0002_2.jpeg
59965264,"[['75', '75', '75o'], ['F', '', '']]",1.5,75,NA,NA,water_surface_temperature,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARAGA_CRAIG_FISHc_0019_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARAGA_CRAIG_FISHc_0019_2.jpeg
59965265,"[['75', '75', '75C'], ['F', '', '']]",1.5,75,NA,NA,water_surface_temperature,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARAGA_CRAIG_FISHc_0020_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARAGA_CRAIG_FISHc_0020_2.jpeg
59965305,"[['69', '69', '61'], ['', '', 'F']]",1.5,69,NA,NA,water_surface_temperature,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARAGA_GEORGE_FISHc_0022_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARAGA_GEORGE_FISHc_0022_2.jpeg
59965313,"[['63F', '63', '63'], ['', '', 'F']]",1.5,63,NA,NA,water_surface_temperature,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARAGA_GEORGE_FISHc_0030_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARAGA_GEORGE_FISHc_0030_2.jpeg
59965324,"[['220C', '220C', '220'], ['', '', 'C']]",1.5,22,NA,C,water_surface_temperature,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARAGA_JIMS_FISHc_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARAGA_JIMS_FISHc_0001_2.jpeg
59965334,"[['63F', '63', '63'], ['', '', 'F']]",1.5,63,NA,F,water_surface_temperature,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARAGA_KELLY_FISHc_0003_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARAGA_KELLY_FISHc_0003_2.jpeg
59965408,"[['260C', '260', '242'], ['', 'C', 'C']]",1.5,26,NA,C,water_surface_temperature,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARAGA_PITTICOAT_FISHc_0004_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARAGA_PITTICOAT_FISHc_0004_2.jpeg
59965440,"[['74', '74', '75'], ['', 'F', '']]",1.5,74,NA,NA,water_surface_temperature,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARAGA_RUTH_FISHc_0023_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARAGA_RUTH_FISHc_0023_2.jpeg
59965450,"[['68', '63F', '63']]",1,63,NA,NA,water_surface_temperature,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARAGA_RUTH_FISHc_0035_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARAGA_RUTH_FISHc_0035_2.jpeg
59965481,"[['73', '73'], ['', 'F']]",1.5,73,NA,NA,water_surface_temperature,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARAGA_VERMILAC_FISHc_0008_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARAGA_VERMILAC_FISHc_0008_2.jpeg
59965492,"[['71', '71'], ['', 'F']]",1.5,71,NA,NA,water_surface_temperature,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARAGA_VERMILAC_FISHc_0018_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARAGA_VERMILAC_FISHc_0018_2.jpeg
59965493,"[['67', '67'], ['', 'F']]",1.5,67,NA,NA,water_surface_temperature,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARAGA_VERMILAC_FISHc_0020_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARAGA_VERMILAC_FISHc_0020_2.jpeg
59965498,"[['70', '70'], ['', 'F']]",1.5,70,NA,NA,water_surface_temperature,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARAGA_VERMILAC_FISHc_0023_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARAGA_VERMILAC_FISHc_0023_2.jpeg
59965505,"[['676', '67', '67'], ['', 'F', '']]",1.5,67,NA,NA,water_surface_temperature,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_ALGONQUIN_FISHc_0007_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_ALGONQUIN_FISHc_0007_2.jpeg
59965513,"[['9'], ['-'], ['14'], ['ft']]",1,NA,NA,NA,water_surface_temperature,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_ALGONQUIN_FISHc_0015_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_ALGONQUIN_FISHc_0015_2.jpeg
59965531,"[['74F', '74', '74F'], ['', 'F', ''], ['-', '-', '-'], ['75F', '75', '75F'], ['', 'F', '']]",1.8,74,75,F,water_surface_temperature,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_BARLOW_FISHc_0008_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_BARLOW_FISHc_0008_2.jpeg
59965532,"[['75-74', '75F-74F', '74F'], ['', '', '-'], ['F', '', '75F']]",1,74,75,F,water_surface_temperature,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_BARLOW_FISHc_0007_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_BARLOW_FISHc_0007_2.jpeg
59965534,"[['75-74', '74F', '75F-74F'], ['', '-', ''], ['F', '75F', '']]",1,74,75,F,water_surface_temperature,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_BARLOW_FISHc_0009_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_BARLOW_FISHc_0009_2.jpeg
59965535,"[['76', '76F', '76F'], ['F', '', ''], ['-', '-', '-'], ['74', '74F', '74F'], ['F', '', '']]",1.8,74,76,F,water_surface_temperature,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_BARLOW_FISHc_0012_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_BARLOW_FISHc_0012_2.jpeg
59965536,"[['75F-74F', '75-75F', '74F'], ['', '', '-'], ['', '', '75F']]",1,74,75,F,water_surface_temperature,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_BARLOW_FISHc_0011_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_BARLOW_FISHc_0011_2.jpeg
59965537,"[['76F', '76', '47f'], ['', 'F', ''], ['-', '-', '-'], ['74F', '74', '76F'], ['', 'F', '']]",1.4,74,76,F,water_surface_temperature,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_BARLOW_FISHc_0013_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_BARLOW_FISHc_0013_2.jpeg
59965538,"[['74-76F', '76', '76F'], ['', 'F', ''], ['', '-', '-'], ['', '74', '74F'], ['', 'F', '']]",1.2,74,76,F,water_surface_temperature,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_BARLOW_FISHc_0014_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_BARLOW_FISHc_0014_2.jpeg
59965541,"[['76F-80F', '76·F-80F', '76-80'], ['', '', 'F']]",1,76,80,F,water_surface_temperature,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_BARLOW_FISHc_0017_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_BARLOW_FISHc_0017_2.jpeg
59965542,"[['76F', '76-79F', '76'], ['-', '', '-'], ['79F', '', '79'], ['', '', 'F']]",1.25,76,79,F,water_surface_temperature,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_BARLOW_FISHc_0018_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_BARLOW_FISHc_0018_2.jpeg
59965543,"[['79F', '79F', '79'], ['', '', 'F']]",1.5,79,NA,F,water_surface_temperature,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_BARLOW_FISHc_0019_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_BARLOW_FISHc_0019_2.jpeg
59965599,"[['64', '64'], ['', 'F']]",1.5,64,NA,NA,water_surface_temperature,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_CROOKED_FISHc_0012_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_CROOKED_FISHc_0012_2.jpeg
59965625,"[['72', '72F-72F', '72'], ['F', '', '']]",1.5,72,NA,F,water_surface_temperature,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_FAIR_FISHc_0010_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_FAIR_FISHc_0010_2.jpeg
59965627,"[['72F-72F', '72-72', '72'], ['', 'F', 'F']]",1.5,72,NA,F,water_surface_temperature,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_FAIR_FISHc_0009_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_FAIR_FISHc_0009_2.jpeg
59965630,"[['74', '74F', '74'], ['F', '', '']]",1.5,74,NA,F,water_surface_temperature,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_FAIR_FISHc_0014_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_FAIR_FISHc_0014_2.jpeg
59965637,"[['71', '70', '71-70', '71-70'], ['', 'F', '', ''], ['-', '-', '', ''], ['', '71', '', ''], ['70F', 'F', 'F', 'F']]",1.8,70,71,F,water_surface_temperature,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_FAIR_FISHc_0020_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_FAIR_FISHc_0020_2.jpeg
59965639,"[['71', '71-70', '71F-70F'], ['-', '', ''], ['70F', 'F', '']]",1,70,71,F,water_surface_temperature,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_FAIR_FISHc_0021_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_FAIR_FISHc_0021_2.jpeg
59965640,"[['71-70', '70', '71'], ['', 'F', ''], ['', '-', '-'], ['', '71', ''], ['F', 'F', '70F']]",1.4,70,71,F,water_surface_temperature,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_FAIR_FISHc_0023_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_FAIR_FISHc_0023_2.jpeg
59965641,"[['68', '68F', 'clear'], ['F', '', '']]",1,68,NA,F,water_surface_temperature,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_FINE_FISHc_0003_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_FINE_FISHc_0003_2.jpeg
59965647,"[['82F', '82F', '82'], ['', '', 'F']]",1.5,82,NA,F,water_surface_temperature,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_FINE_FISHc_0010_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_FINE_FISHc_0010_2.jpeg
59965649,"[['82F', '82F', '82'], ['', '', 'F']]",1.5,82,NA,F,water_surface_temperature,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_FINE_FISHc_0013_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_FINE_FISHc_0013_2.jpeg
59965650,"[['83F', '83', '83F'], ['', 'F', '']]",1.5,83,NA,F,water_surface_temperature,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_FINE_FISHc_0012_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_FINE_FISHc_0012_2.jpeg
59965665,"[[""0-6'""]]",1,NA,NA,NA,water_surface_temperature,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_FISH_FISHc_0009_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_FISH_FISHc_0009_2.jpeg
59965697,"[['48', '48F', '48F'], ['F', '', '']]",1.5,48,NA,F,water_surface_temperature,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_GULL_FISHc_0007_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_GULL_FISHc_0007_2.jpeg
59965699,"[['725""', '725', '725'], ['', '', 'F'], ['', 'at', 'at'], ['', '10', '10'], ['', 'am', 'AM']]",1.6,72.5,NA,NA,water_surface_temperature,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_GULL_FISHc_0016_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_GULL_FISHc_0016_2.jpeg
59965730,"[['72', '72F', '72'], ['8', '', 'F'], ['AM', '8AM', '']]",1.333333333,72,NA,F,water_surface_temperature,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_GULL_FISHc_0046_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_GULL_FISHc_0046_2.jpeg
59965732,"[['72', '72', '72F', '72'], ['', '', 'at', ''], ['', '8', '8:00', ''], ['', 'am', 'am', '']]",1.75,72,NA,NA,water_surface_temperature,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_GULL_FISHc_0048_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_GULL_FISHc_0048_2.jpeg
59965736,"[['F-76', '77', '77F-76F', '77F'], ['', 'F', '', ''], ['', '-', '', '-'], ['', '76', '', '76F'], ['F', 'F', '', '']]",1.4,76,77,F,water_surface_temperature,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_GUN_FISHc_0006_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_GUN_FISHc_0006_2.jpeg
59965741,"[['77F', '77F-76F', '77-76'], ['-', '', ''], ['76F', '', 'F']]",1,76,77,F,water_surface_temperature,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_GUN_FISHc_0009_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_GUN_FISHc_0009_2.jpeg
59965743,"[['77F', '77', '77-76'], ['', 'F', ''], ['-', '-', ''], ['76F', '76', ''], ['', 'F', 'F']]",1.4,76,77,F,water_surface_temperature,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_GUN_FISHc_0008_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_GUN_FISHc_0008_2.jpeg
59965744,"[['77F', '77', '77'], ['', 'F', ''], ['-', '-', '-'], ['76F', '76', '76'], ['', 'F', '']]",1.8,76,77,F,water_surface_temperature,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_GUN_FISHc_0010_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_GUN_FISHc_0010_2.jpeg
59965746,"[['75F-74F', '74F', '75F-74F'], ['', '-', ''], ['', '75F', '']]",1.333333333,74,75,F,water_surface_temperature,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_GUN_FISHc_0012_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_GUN_FISHc_0012_2.jpeg
59965750,"[['74F-75F', '74F', '74-75F'], ['', '-', ''], ['', '75F', '']]",1,74,75,F,water_surface_temperature,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_GUN_FISHc_0016_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_GUN_FISHc_0016_2.jpeg
59965751,"[['74-75', '74F', '74'], ['', '-', '-'], ['F', '75F', '75']]",1.333333333,74,75,F,water_surface_temperature,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_GUN_FISHc_0018_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_GUN_FISHc_0018_2.jpeg
59965772,"[['3', '71', '71', '71'], ['1/2', '', '', 'F'], ['-', '', '', ''], ['4', '', '', ''], ['ft', '', '', '']]",1.4,71,NA,NA,water_surface_temperature,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_GUN_FISHc_0039_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_GUN_FISHc_0039_2.jpeg
59965778,"[['70', '60', '70'], ['F', '', ''], ['9:45', '', ''], ['AM', '', ''], ['6-29', '', ''], ['and', 'and', 'and'], ['65', '65', '65'], ['F', '', ''], ['8:00', '', ''], ['AM', '', ''], ['7-1', '', '']]",1.454545455,65,70,NA,water_surface_temperature,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_GUN_FISHc_0047_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_GUN_FISHc_0047_2.jpeg
59965805,"[['83-79F', '83', '83-79'], ['', '-', ''], ['', '79', '']]",1,79,83,NA,water_surface_temperature,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_JORDAN_FISHc_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_JORDAN_FISHc_0001_2.jpeg
59965809,"[['83', '83-79', '83-79'], ['-', 'F', ''], ['79', '', '']]",1.333333333,79,83,NA,water_surface_temperature,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_JORDAN_FISHc_0004_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_JORDAN_FISHc_0004_2.jpeg
59965814,"[['83', '83F', '83-81'], ['F', '', ''], ['-', '-', ''], ['81', '81F', ''], ['F', '', 'F']]",1.4,81,83,F,water_surface_temperature,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_JORDAN_FISHc_0008_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_JORDAN_FISHc_0008_2.jpeg
