subject_id,data.aligned_text,data.consensus_score,data.consensus_text,data,column_name,front,back,comments
59965004,"[['Summarized', 'Summarized'], ['on', 'on'], ['this', 'this'], ['card', 'card'], ['are', 'are'], ['the', 'the'], ['collection', 'collections'], ['taken', 'taken'], ['in', 'in'], ['10', '10'], ['gill', 'gill'], ['nets,', 'nets,'], ['stations', 'stations'], ['1', '1'], ['through', 'through'], ['10.', '10.'], ['For', ''], ['detailed', ''], ['data,', ''], ['see', ''], ['individual', ''], ['fish', ''], ['collection', ''], ['cards', '']]",1.625,"Summarized on this card are the collection taken in 10 gill nets, stations 1 through 10. For detailed data, see individual fish collection cards","Summarized on this card are the collection taken in 10 gill nets, stations 1 through 10. For detailed data, see individual fish collection cards",point_of_examination,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ANTRIM_SIXMILE_FISHc_0015_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ANTRIM_SIXMILE_FISHc_0015_2.jpeg,"Fish collection summary, not fish collection card"
59965021,"[['Along', 'Along', 'ALONG'], ['west', 'west', 'WEST'], ['shore', 'shore', 'SHORE'], ['south', 'south', 'SIDE'], ['of', 'of', 'OF'], ['entrance', 'entrance', 'EXTREME'], ['to', 'to', 'TO'], ['Elk', 'Elk', 'ELK'], ['Lake', 'Lake', 'LAKE'], ['about', 'about', 'ABOUT'], ['300', '300', '280'], ['feet', 'ft.', 'FT'], ['from', 'from', 'FROM'], ['shoreline.', 'shoreline', 'SHORELINE']]",1.857142857,Along west shore south of entrance to Elk Lake about 300 feet from shoreline.,Along west shore south of entrance to Elk Lake about 300 feet from shoreline.,point_of_examination,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ANTRIM_SKEGEMOG_FISHc_0018_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ANTRIM_SKEGEMOG_FISHc_0018_2.jpeg,
59965086,"[['About', 'About'], ['500', '500'], ['yards', 'yds'], ['south', 'south'], ['of', 'of'], ['point', 'point'], ['that', 'that'], ['lies', 'lies'], ['south', 'south'], ['of', 'of'], ['Torch', 'Torch'], ['Lake', 'Lake'], ['Village', 'Valley'], ['dock', 'dock'], ['and', 'and'], ['200', '200'], ['yards', 'yds'], ['east', 'E'], ['of', 'of'], ['west', 'west'], ['shore.', 'shore']]",1.761904762,About 500 yards south of point that lies south of Torch Lake Village dock and 200 yards east of west shore.,About 500 yards south of point that lies south of Torch Lake Village dock and 200 yards east of west shore.,point_of_examination,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ANTRIM_TORCH_FISHc_0039_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ANTRIM_TORCH_FISHc_0039_2.jpeg,
59965099,"[['Frenche', ""French's"", 'French'], ['Point', 'Point.', 'Point']]",1.5,Frenche Point,French's Point,point_of_examination,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ANTRIM_TORCH_FISHc_0054_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ANTRIM_TORCH_FISHc_0054_2.jpeg,
59965100,"[['see', 'West', 'West'], ['talk', 'shore', 'shore'], ['', '-', '-'], ['', '200', '200'], ['boards', 'yards', 'yds'], ['', 'from', 'from'], ['', 'shore,', 'shore'], ['', 'almost', 'almost'], ['', 'directly', 'directly'], ['', 'west', 'west'], ['', 'of', 'of'], ['', 'Lone', 'Lone'], ['', 'Pine', 'Pine'], ['', 'Point.', 'Point.']]",1.857142857,"West shore - 200 boards from shore, almost directly west of Lone Pine Point.","West shore - 200 yards from shore, almost directly west of Lone Pine Point.",point_of_examination,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ANTRIM_TORCH_FISHc_0053_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ANTRIM_TORCH_FISHc_0053_2.jpeg,
59965114,"[['Frenches', 'FERNEDES', 'Frenshes'], ['Point', 'POINT', 'Point']]",1.5,Frenches Point,French's Point,point_of_examination,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ANTRIM_TORCH_FISHc_0066_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/ANTRIM_TORCH_FISHc_0066_2.jpeg,
59965234,"[['In', '', 'In'], ['cove', '', 'cove'], ['at', '', 'at'], ['the', '', 'the'], ['extreme', '', 'extreme'], ['east', '', 'east'], ['end', '', 'end'], ['of', '', 'of'], ['lake', 'lKake', 'lake'], ['approx.', '', 'approximately'], [""800'"", '', ""800'""], ['ESE', '', 'ESE'], ['of', '', 'of'], ['Little', '', 'Little'], ['Peninsula.', '', 'Peninsula.']]",1.933333333,In cove at the extreme east end of lake approx. 800' ESE of Little Peninsula.,In cove at the extreme east end of lake approx. 800' ESE of Little Peninsula.,point_of_examination,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARAGA_COON_FISHc_0003_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARAGA_COON_FISHc_0003_2.jpeg,
59965273,"[['S', 'S.E.', 'S.E.'], ['E', '', ''], ['Bay', 'bay', 'Bay']]",1.666666667,S.E. E Bay,S. E. Bay,point_of_examination,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARAGA_CROOKED_FISHc_0006_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARAGA_CROOKED_FISHc_0006_2.jpeg,
59965297,"[[""200'"", '1200', ""1200'""], ['', 'ft.', ''], ['NE', 'NE', 'N.E.'], ['of', 'of', 'of'], ['outlet,', 'outlet,', 'outlet,'], [""200'"", '200', ""200'""], ['', 'ft.', ''], ['from', 'from', 'from'], ['shore,', 'shore,', 'shore,'], ['set', 'set', 'set'], ['E-W', 'E', 'E.-W.'], ['', '-', ''], ['', 'W', '']]",1.923076923,"200' ft. NE of outlet, 200' ft. from shore, set E-W - W","200' NE of outlet, 200' from shore, set E- W",point_of_examination,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARAGA_GEORGE_FISHc_0011_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARAGA_GEORGE_FISHc_0011_2.jpeg,
59965366,"[['Between', 'Between', 'BETWEEN'], ['island', 'Island', 'ISLAND'], ['and', 'and', 'AND'], ['south', 'south', 'SOUTH'], ['shore,', 'shore,', 'SHORE,'], ['across', 'across', 'ACROSS'], ['bay', 'bay', 'BAY'], ['from', 'from', 'FROM'], ['Michigamme,', 'Michigamme,', 'MICHIGAMME,'], ['Station', 'Station', 'STATION'], ['8.', '8.', '8']]",1.909090909,"Between island and south shore, across bay from Michigamme, Station 8.","Between island and south shore, across bay from Michigamme, Station 8.",point_of_examination,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARAGA_MICHIGAMME_FISHc_0027_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARAGA_MICHIGAMME_FISHc_0027_2.jpeg,
59965481,"[['Same', 'Same'], ['as', 'as'], ['3', '3'], ['7/31/-8/1/56', '7/31-8/1/56']]",1.75,Same as 3 7/31/-8/1/56,Same as 3 7/31/-8/1/56,point_of_examination,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARAGA_VERMILAC_FISHc_0008_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARAGA_VERMILAC_FISHc_0008_2.jpeg,
59965492,"[[""700'"", '700'], ['', 'feet'], ['off', 'off'], ['mouth', 'mouth'], ['of', 'of'], ['Vermilac', 'Vermilac'], ['River,', 'River,'], ['set', 'set'], ['NE', 'NE-SW'], ['-', ''], ['SW', '']]",1.545454545,"700' feet off mouth of Vermilac River, set NE - SW","700' feet off mouth of Vermilac River, set NE - SW",point_of_examination,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARAGA_VERMILAC_FISHc_0018_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARAGA_VERMILAC_FISHc_0018_2.jpeg,
59965493,"[[""750'"", ""750'""], ['WNW', 'WNW'], ['of', 'of'], ['first', 'first'], ['point', 'point'], ['W', 'west'], ['of', 'of'], ['Public', 'Public'], ['Fishing', 'Fishing'], ['site', 'site,'], ['50', ""50'""], ['ft', ''], ['from', 'from'], ['shore,', 'shore,'], ['set', 'set'], ['NNE', 'NNE-SSW.'], ['to', ''], ['SSW', '']]",1.611111111,"750' WNW of first point W of Public Fishing site 50 ft from shore, set NNE to SSW","750' WNW of first point W of Public Fishing site 50 ft from shore, set NNE to SSW",point_of_examination,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARAGA_VERMILAC_FISHc_0020_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARAGA_VERMILAC_FISHc_0020_2.jpeg,
59965498,"[[""1000'"", '1000'], ['', 'feet'], ['S', 'S'], ['of', 'of'], ['third', 'third'], ['point', 'point'], ['W', 'W'], ['of', 'of'], ['Public', 'Public'], ['Fishing', 'Fishing'], ['Site', 'Site'], ['set', 'set'], ['NW', 'NW-SE.'], ['-', ''], ['SE', '']]",1.666666667,1000' feet S of third point W of Public Fishing Site set NW - SE,1000' feet S of third point W of Public Fishing Site set NW - SE,point_of_examination,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARAGA_VERMILAC_FISHc_0023_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARAGA_VERMILAC_FISHc_0023_2.jpeg,
59965594,"[['Off', 'Off', 'OFF'], ['W.', 'W', 'WEST'], ['shore', 'shore', 'SHORE'], ['of', 'of', 'OF'], ['N.', 'N', 'NORTH'], ['basin,', 'basin,', 'BASIN'], ['beginning', 'beginning', 'BEGINNING'], ['where', 'where', 'WHEN'], ['the', 'the', 'THE'], ['shoreline', 'shoreline', 'CHANNEL'], ['commences', 'commences', ''], ['to', 'to', ''], ['angle', 'angle', ''], ['S/W.', 'S/W.', 'BEGINS']]",1.857142857,"Off W. shore of N. basin, beginning where the shoreline commences to angle S/W.","Off W. shore of N. basin, beginning where the shoreline commences to angle S/W.",point_of_examination,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_CROOKED_FISHc_0005_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_CROOKED_FISHc_0005_2.jpeg,
59965599,"[['Between', 'Between'], ['the', 'the'], ['peninsula', 'peninsulas'], ['off', 'off'], ['the', 'the'], ['S', 'S.'], ['and', 'and'], ['SW', 'S.W.'], ['shores,', 'shores,'], ['at', 'at'], ['the', 'the'], ['S', 'S.'], ['extremity', 'extremity'], ['of', 'of'], ['the', 'the'], ['middle', 'middle'], ['basin.', 'basin.']]",1.764705882,"Between the peninsula off the S and SW shores, at the S extremity of the middle basin.","Between the peninsula off the S and SW shores, at the S extremity of the middle basin.",point_of_examination,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_CROOKED_FISHc_0012_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_CROOKED_FISHc_0012_2.jpeg,
59965633,"[['along', 'Along'], ['west', 'west'], ['shore', 'shore'], ['of', 'of'], ['middle', 'middle'], ['1/3', '1/4'], ['of', 'of'], ['lake', 'lake']]",1.75,along west shore of middle 1/3 of lake,along west shore of middle 1/3 of lake,point_of_examination,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_FAIR_FISHc_0016_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_FAIR_FISHc_0016_2.jpeg,
59965641,"[['Along', 'Along', ''], ['east', 'east', ''], ['and', '&', 'lake'], ['north', 'north', ''], ['shore', 'shore.', '']]",1.6,Along east and north shore,Along east and north shore,point_of_examination,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_FINE_FISHc_0003_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_FINE_FISHc_0003_2.jpeg,
59965645,"[['N.', 'N', 'N'], ['OF', 'of', 'of'], ['SUNKEN', 'sunken', 'sunken'], ['ISLAND,', 'island,', 'island,'], ['WEST', 'west', 'west'], ['END', 'end', 'end'], ['OF', 'of', 'of'], ['LAKE', 'lake.', 'lake']]",1.875,"N of sunken island, west end of LAKE","N of sunken island, west end of lake",point_of_examination,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_FINE_FISHc_0004_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_FINE_FISHc_0004_2.jpeg,
59965646,"[['E.', 'East', 'E'], ['OF', 'of', 'of'], ['JUNKEN', 'sunken', 'sunken'], ['ISLAND', 'island', 'island'], ['-', '-', '-'], ['WEST', 'west', 'west'], ['END', 'end', 'end'], ['OF', 'of', 'of'], ['LAKE', 'lake', 'lake.']]",1.888888889,E. of sunken island - west end of LAKE,E. of sunken island - west end of lake,point_of_examination,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_FINE_FISHc_0006_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_FINE_FISHc_0006_2.jpeg,
59965665,"[['On', 'On', 'ON'], ['west', 'west', 'WEST'], ['shore', 'shore', 'SHORE'], ['midway', 'midway', 'MIDWAY'], ['between', 'between', 'BETWEEN'], ['point', 'point', 'POINT'], ['and', 'and', 'ON'], ['Buck', 'Buck', 'BUCK'], ['Lake', 'Lake', 'LAKE'], ['Drainage.', 'Drainage', 'DRAINAGE']]",1.9,On west shore midway between point and Buck Lake Drainage.,On west shore midway between point and Buck Lake Drainage.,point_of_examination,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_FISH_FISHc_0009_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_FISH_FISHc_0009_2.jpeg,
59965718,"[['Midway', 'Midway', 'MIDWAY'], ['between', 'between', 'BETWEEN'], ['Hickory', 'Hickory', 'HICKORY'], ['Point', 'Point', 'POINT'], ['and', 'and', 'AND'], ['County', 'County', 'COUNTRY'], ['Line', 'Line.', 'LAKE']]",1.857142857,Midway between Hickory Point and County Line,Midway between Hickory Point and County Line,point_of_examination,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_GULL_FISHc_0033_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_GULL_FISHc_0033_2.jpeg,
59965856,"[['Summarised'], ['on'], ['this'], ['card'], ['are'], ['three'], ['seine'], ['collections.'], ['See'], ['individual'], ['fish'], ['collection'], ['cards'], ['and'], ['the'], ['lake'], ['map'], ['for'], ['locations.'], ['Seine'], ['collections'], ['are'], ['recorded'], ['on'], ['cards'], ['number'], ['1,'], ['14,'], ['22.']]",1,"Summarised on this card are three seine collections. See individual fish collection cards and the lake map for locations. Seine collections are recorded on cards number 1, 14, 22.","Summarised on this card are three seine collections. See individual fish collection cards and the lake map for locations. Seine collections are recorded on cards number 1, 14, 22.",point_of_examination,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_LONG2N9WSEC15162021_FISHc_0024_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_LONG2N9WSEC15162021_FISHc_0024_2.jpeg,"Fish collection summary, not fish collection card"
59965880,"[['West', 'West', 'WEST'], ['shore', 'shore', 'SHORE'], ['of', 'of', 'OF'], ['Middle', 'Middle', 'MIDDLE'], ['Lake.', 'Lake', 'LAKE']]",1.8,West shore of Middle Lake.,West shore of Middle Lake.,point_of_examination,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_MIDDLE4N8WSECS_FISHc_0005_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_MIDDLE4N8WSECS_FISHc_0005_2.jpeg,
59965894,"[['Just', 'Just'], ['', 'to'], ['east', 'east'], ['of', 'of'], ['small', 'small'], ['point', 'point'], ['at', 'at'], ['south', 'south'], ['end', 'end'], ['of', 'of'], ['lake.', 'lake.']]",1.909090909,Just to east of small point at south end of lake.,Just to east of small point at south end of lake.,point_of_examination,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_MIDDLE4N8WSECS_FISHc_0018_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_MIDDLE4N8WSECS_FISHc_0018_2.jpeg,
59965910,"[['', '3rd', '3rd'], ['lake', 'lake', 'lake'], ['', 'between', 'between'], ['', 'long', 'Long'], ['', 'and', 'and'], ['', 'gilmore', 'Gelmore'], ['', 'points', 'points']]",1.857142857,3rd lake between long and gilmore points,3rd lake between long and gilmore points,point_of_examination,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_PINE1N10W5678_FISHc_0010_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_PINE1N10W5678_FISHc_0010_2.jpeg,
59965941,"[['A'], ['total'], ['of'], ['12'], ['gill'], ['net'], ['sets'], ['were'], ['made.'], ['See'], ['individual'], ['fish'], ['collection'], ['cards'], ['and'], ['map'], ['for'], ['locations.']]",1,A total of 12 gill net sets were made. See individual fish collection cards and map for locations.,A total of 12 gill net sets were made. See individual fish collection cards and map for locations.,point_of_examination,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_PINE2N9WSEC8_FISHc_0018_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BARRY_PINE2N9WSEC8_FISHc_0018_2.jpeg,"Fish collection summary, not fish collection card"
59966020,"[['Three', 'T.'], ['chemical', '26/27'], ['and', 'N.'], ['temperature', 'R.'], ['stations', '15/16W.'], ['were', ''], ['establish', ''], ['on', ''], ['Crystal', ''], ['Lake.', 'Sec.'], ['Station', ''], ['1', ''], ['was', ''], ['in', ''], ['the', ''], ['outlet,', ''], ['Station', ''], ['2', ''], ['at', ''], ['the', ''], ['inlet,', ''], ['an', ''], ['Station', ''], ['3', ''], ['a', ''], ['vertical', ''], ['series', ''], ['in', ''], ['the', ''], ['deepest', ''], ['part', ''], ['of', ''], ['the', ''], ['lake.', ''], ['Since', ''], ['no', ''], ['thermocline', ''], ['had', ''], ['formed', ''], ['and', ''], ['the', ''], ['water', ''], ['was', ''], ['practically', ''], ['homogeneous', ''], ['chemically,', ''], ['no', ''], ['other', ''], ['stations', ''], ['were', ''], ['considered', ''], ['to', ''], ['be', ''], ['necessary.', ''], ['Perhaps', ''], ['if', ''], ['these', ''], ['conditions', ''], ['are', ''], ['checked', ''], ['later', ''], ['in', ''], ['the', ''], ['summer', ''], ['a', ''], ['more', ''], ['complicated', ''], ['situation', ''], ['may', 'many'], ['be', ''], ['found.', '']]",1,"Three chemical and temperature stations were establish on Crystal Lake. Station 1 was in the outlet, Station 2 at the inlet, an Station 3 a vertical series in the deepest part of the lake. Since no thermocline had formed and the water was practically homogeneous chemically, no other stations were considered to be necessary. Perhaps if these conditions are checked later in the summer a more complicated situation may be found.",NA,point_of_examination,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BENZIE_CRYSTAL_FISHc_0019_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BENZIE_CRYSTAL_FISHc_0019_2.jpeg,"Note card, not Fish Collection card"
59966067,"[['About', 'About'], ['150', '100'], ['yards', 'yards'], ['off', 'off'], ['sand', 'sand'], ['bank', 'bank'], ['on', 'on'], ['west', 'west'], ['side', 'side'], ['and', 'and'], ['S', 'S'], ['of', 'of'], ['N/W', 'N/W'], ['corner', 'corner'], ['of', 'of'], ['lake', 'lake.']]",1.875,About 150 yards off sand bank on west side and S of N/W corner of lake,About 150 yards off sand bank on west side and S of N/W corner of lake,point_of_examination,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BENZIE_HERRINGLOWER_FISHc_0019_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BENZIE_HERRINGLOWER_FISHc_0019_2.jpeg,
59966095,"[['About', 'About'], ['250', '250'], ['yards', 'yards'], ['off', 'off'], ['east', 'East'], ['shore,', 'shore,'], ['330', '330'], ['yards', 'yds'], ['southwest', 'southwest'], ['of', 'of'], ['inlet.', 'inlet']]",1.727272727,"About 250 yards off east shore, 330 yards southwest of inlet.","About 250 yards off east shore, 330 yards southwest of inlet.",point_of_examination,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BENZIE_HERRINGUPPER_FISHc_0020_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BENZIE_HERRINGUPPER_FISHc_0020_2.jpeg,
59966099,"[['Northwest', 'North', 'NORTH'], ['', 'west', 'WEST'], ['quadrant', 'quadrant', 'QUAD'], ['of', 'of', 'SECTION'], ['section', 'section', ''], ['34;', '34;', '34'], ['just', 'just', ''], ['west', 'west', ''], ['of', 'of', ''], ['Platte', 'Platte', ''], ['river', 'river', ''], ['outlet', 'outlet.', '']]",1.75,Northwest west quadrant of section 34; just west of Platte river outlet,Northwest west quadrant of section 34; just west of Platte river outlet,point_of_examination,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BENZIE_PLATTEBIG_FISHc_0009_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BENZIE_PLATTEBIG_FISHc_0009_2.jpeg,
59966118,"[['Station', 'Station', 'STATION'], ['21-The', '21', '21'], ['', '-', '-'], ['', 'the', 'SOUTHWEST'], ['southwest', 'southwest', 'SHORE'], ['shore', 'shore', 'OF'], ['of', 'of', ''], ['Birch', 'Birch', 'BIRCH'], ['Point.', 'Point.', 'POINT']]",1.888888889,Station 21 - the southwest shore of Birch Point.,Station 21 - the southwest shore of Birch Point.,point_of_examination,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BENZIE_PLATTEBIG_FISHc_0027_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BENZIE_PLATTEBIG_FISHc_0027_2.jpeg,
59966150,"[['Seining', 'Seining'], ['in', 'in'], ['shallow', 'shallow'], ['bay', 'bay'], ['in', 'in'], ['west', 'west'], ['end', 'end'], ['of', 'of'], ['lake.', 'lake.'], ['', 'We'], ['', 'saw'], ['', 'numerous'], ['', 'sunfishes'], ['', 'on'], ['', 'spawning'], ['', 'ground,'], ['', 'cleaning'], ['', 'off'], ['', 'their'], ['', 'nests,'], ['', 'made'], ['', 'on'], ['', 'long'], ['', 'seine'], ['', 'haul'], ['', 'through'], ['', 'the'], ['', 'area.']]",1.321428571,"Seining in shallow bay in west end of lake. We saw numerous sunfishes on spawning ground, cleaning off their nests, made one long seine haul through the area.","Seining in shallow bay in west end of lake. We saw numerous sunfishes on spawning ground, cleaning off their nests, made one long seine haul through the area.",point_of_examination,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BERRIEN_MURPHEY_FISHc_0001_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BERRIEN_MURPHEY_FISHc_0001_2.jpeg,"Fish collection summary, not fish collection card"
59966331,"[['Summarized'], ['on'], ['this'], ['card'], ['are'], ['the'], ['gill'], ['net'], ['collections'], ['taken'], ['at'], ['stations'], ['9'], ['through'], ['13A.']]",1,Summarized on this card are the gill net collections taken at stations 9 through 13A.,Summarized on this card are the gill net collections taken at stations 9 through 13A.,point_of_examination,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BRANCH_ROSE_FISHc_0030_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/BRANCH_ROSE_FISHc_0030_2.jpeg,"Fish collection summary, not fish collection card"
59966560,"[['Stations', 'Stations', 'Stations'], ['#', '', '#'], ['1,', '#1,', '1,'], ['', '', '#'], ['3', '#3,', '3,'], ['', '', '#'], ['2', '#2,', '2,'], ['', '', '#'], ['6', '#6.', '6.']]",1.444444444,"Stations # 1, # 3 # 2 # 6","Stations # 1, # 3 # 2 # 6",point_of_examination,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/CASS_CHRISTIAN_FISHc_0013_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/CASS_CHRISTIAN_FISHc_0013_2.jpeg,
59966649,"[['Station', 'Station', 'Station'], ['#', '#2.', '#2'], ['2', '', '']]",1.666666667,Station # 2,Station # 2,point_of_examination,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/CASS_MILLER_FISHc_0009_1.jpeg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/CASS_MILLER_FISHc_0009_2.jpeg,
59966688,"[['', 'SW', 'S.W.'], ['', 'bay', 'bay'], ['', 'of', 'of'], ['lake', 'lake', 'lake'], ['', 'opposite', 'opposite'], ['', 'mid', ''], ['', 'point', 'mid-point'], ['', 'of', 'of'], ['', 'shore', 'shore'], ['', 'and', 'and'], ['', 'about', 'about'], ['', '100', '100'], ['', 'yds', 'yards'], ['', 'out', 'out.']]",1.714285714,SW bay of lake opposite mid point of shore and about 100 yds out,SW bay of lake opposite mid point of shore and about 100 yds out,point_of_examination,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Kalamazoo_Austin_FISHc_073.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Kalamazoo_Austin_FISHc_074.jpg,
59966823,"[['50', '50-200', '50-200'], ['-', '', 'FEET'], ['200', '', 'OF'], ['feet', 'feet', 'NORTH'], ['off', 'off', 'SHORE'], ['north', 'north', 'OF'], ['shore', 'shore', 'SOUTH'], ['of', 'of', 'BAYOU'], ['south', 'south', 'AT'], ['bayou', 'bayou', 'POINT'], ['at', 'at', 'OF'], ['point', 'point', 'LAND'], ['of', 'of', 'NORTH'], ['land', 'land', 'OF'], ['north', 'north', 'SMALL'], ['of', 'of', 'ISLAND.'], ['small', 'small', ''], ['island', 'island', '']]",1.888888889,50-200 - 200 feet off north shore of south bayou at point of land north of small island,50-200 feet off north shore of south bayou at point of land north of small island,point_of_examination,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Leelanau_LeelanauSouth_FISHc_120.jpg,https://changes-ifr.s3.us-east-2.amazonaws.com/ss2/FISHc/double/a_first/Leelanau_LeelanauSouth_FISHc_121.jpg,
